,season,TOT,age,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct,shots_attempted,time_on_ice_avg,hits,blocks,takeaways,giveaways
1,2005-06,CBJ,21,39,44,-17,0,0,0,0,0,0,0,0.0,,0.0,,8:32,,,,
2,2006-07,CBJ,22,7,10,0,0,0,0,0,0,0,0,0.0,,0.0,,5:21,,,,
3,2008-09,PHX,24,16,24,-2,2,0,0,0,2,0,0,11.1,25,11.1,25,9:42,33,7,5,1
4,2009-10,CAR,25,6,5,-2,0,0,0,0,0,0,0,0.0,3,0.0,3,7:44,11,0,3,1
