,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
33,ARI,21.0,21.0,8.0,3.0,0.0,8.0,311.0,297.0,48.8,4.7,241.0,216.0,47.3,4.2,21.0,13.0,3.0,1.0,1.0,0.0,15.0,domima01,8.9,89.7,98.5,13.0,-4.0,2016-17,8.2,8.2,88.0,88.0,8.0,17.32,1,48.6,51.4
36,TBL,21.0,21.0,3.0,1.0,0.0,7.0,213.0,240.0,53.0,3.7,170.0,195.0,53.4,5.2,17.0,18.0,1.0,0.0,2.0,0.0,11.0,drouijo01,5.1,90.1,95.2,6.0,-6.0,2016-17,5.8,5.8,73.0,73.0,11.0,17.09,1,45.4,54.6
39,ARI,21.0,21.0,3.0,0.0,0.0,3.0,270.0,228.0,45.8,0.3,212.0,167.0,44.1,-0.3,21.0,11.0,1.0,0.0,0.0,0.0,9.0,duclaan01,9.0,93.0,102.0,4.0,0.0,2016-17,4.0,4.0,50.0,50.0,9.0,13.26,1,37.4,62.6
41,BUF,21.0,21.0,0.0,0.0,0.0,1.0,40.0,33.0,45.2,-0.6,33.0,25.0,43.1,-3.1,6.0,1.0,0.0,0.0,0.0,0.0,10.0,faschhu01,0.0,92.3,92.3,2.0,-2.0,2016-17,0.0,0.0,4.0,4.0,0.0,8.45,1,50.0,50.0
45,OTT,21.0,21.0,1.0,0.0,0.0,7.0,72.0,56.0,43.8,-5.4,54.0,42.0,43.8,-7.2,5.0,2.0,0.0,0.0,0.0,0.0,9.0,harpube01,9.4,94.7,104.0,2.0,1.0,2015-16,0.0,0.0,4.0,4.0,0.0,13.4,1,55.2,44.8
47,CHI,21.0,21.0,1.0,0.0,0.0,3.0,37.0,31.0,45.6,-6.7,26.0,24.0,48.0,-2.5,3.0,1.0,0.0,0.0,0.0,0.0,5.0,hartmry01,5.6,90.9,96.5,0.0,-1.0,2015-16,0.0,0.0,10.0,10.0,3.0,9.14,1,22.7,77.3
55,TOT,21.0,21.0,15.0,12.0,1.0,118.0,1273.0,1430.0,52.9,3.0,896.0,1042.0,53.8,3.1,81.0,69.0,2.0,0.0,1.0,0.0,86.0,jonesse01,6.1,91.4,97.4,22.0,-14.0,2015-16,1.9,1.9,344.0,344.0,25.0,22.05,1,47.3,52.7
61,OTT,21.0,21.0,0.0,0.0,0.0,3.0,59.0,46.0,43.8,-6.6,42.0,33.0,44.0,-5.7,6.0,3.0,0.0,0.0,0.0,0.0,12.0,lazarcu01,3.3,94.1,97.5,2.0,-1.0,2016-17,0.0,0.0,11.0,11.0,2.0,10.43,1,57.6,42.4
62,MTL,21.0,21.0,1.0,0.0,0.0,5.0,186.0,162.0,46.6,-2.5,142.0,108.0,43.2,-6.1,14.0,5.0,2.0,0.0,0.0,0.0,14.0,lehkoar01,6.2,95.3,101.0,6.0,0.0,2016-17,6.5,6.5,56.0,56.0,5.0,13.34,1,64.0,36.0
66,CAR,21.0,21.0,14.0,14.0,0.0,45.0,1043.0,1225.0,54.0,3.7,798.0,914.0,53.4,3.8,82.0,34.0,9.0,3.0,2.0,0.0,112.0,lindhel01,5.4,90.3,95.7,24.0,-23.0,2015-16,6.3,6.3,295.0,295.0,33.0,18.07,1,45.6,54.4
71,COL,21.0,21.0,6.0,4.0,0.0,6.0,313.0,358.0,53.4,7.2,236.0,282.0,54.4,7.5,21.0,9.0,4.0,1.0,0.0,1.0,15.0,mackina01,7.1,89.5,96.7,0.0,-2.0,2016-17,6.2,6.2,132.0,132.0,12.0,20.13,1,44.1,55.9
72,DET,21.0,21.0,1.0,0.0,0.0,3.0,89.0,108.0,54.8,4.6,73.0,86.0,54.1,4.6,10.0,2.0,0.0,1.0,2.0,0.0,4.0,manthan01,6.1,80.4,86.5,2.0,-6.0,2015-16,11.1,11.1,29.0,29.0,4.0,11.42,1,32.8,67.2
77,CGY,21.0,21.0,23.0,13.0,0.0,37.0,1158.0,1126.0,49.3,1.1,835.0,821.0,49.6,1.0,81.0,38.0,20.0,5.0,7.0,0.0,38.0,monahse01,10.8,88.5,99.3,18.0,-6.0,2015-16,13.7,13.7,336.0,336.0,55.0,19.1,1,44.7,55.3
80,WPG,21.0,21.0,3.0,0.0,0.0,41.0,375.0,370.0,49.7,1.9,267.0,274.0,50.6,3.7,25.0,9.0,1.0,1.0,0.0,0.0,38.0,morrijo04,9.8,91.1,100.0,12.0,2.0,2016-17,3.6,3.6,66.0,66.0,3.0,18.13,1,54.5,45.5
81,CHI,21.0,21.0,3.0,0.0,0.0,14.0,195.0,167.0,46.1,-5.8,147.0,115.0,43.9,-5.0,19.0,1.0,3.0,0.0,0.0,0.0,17.0,mottety01,8.0,97.2,105.0,14.0,3.0,2016-17,10.3,10.3,49.0,49.0,10.0,12.17,1,66.2,33.8
89,EDM,21.0,21.0,2.0,0.0,0.0,25.0,342.0,382.0,52.8,-0.5,272.0,288.0,51.4,-3.0,24.0,15.0,3.0,0.0,0.0,0.0,58.0,nurseda01,6.5,90.9,97.3,17.0,-5.0,2016-17,7.0,7.0,75.0,75.0,8.0,17.37,1,45.8,54.2
90,MIN,21.0,21.0,0.0,0.0,0.0,0.0,15.0,13.0,46.4,0.8,14.0,11.0,44.0,-1.8,2.0,2.0,0.0,0.0,0.0,0.0,2.0,olofsgu01,0.0,100.0,100.0,0.0,0.0,2015-16,0.0,0.0,5.0,5.0,0.0,9.12,1,62.5,37.5
93,CAR,21.0,21.0,8.0,4.0,0.0,83.0,979.0,978.0,50.0,-2.1,768.0,719.0,48.4,-3.5,69.0,22.0,3.0,1.0,1.0,0.0,30.0,pescebr01,6.0,92.6,98.6,16.0,-7.0,2015-16,4.7,4.7,180.0,180.0,43.0,18.46,1,49.3,50.7
96,WPG,21.0,21.0,2.0,4.0,0.0,3.0,127.0,150.0,54.2,9.5,89.0,111.0,55.5,10.6,13.0,3.0,1.0,0.0,0.0,0.0,4.0,petanni01,8.2,87.5,95.7,2.0,-2.0,2016-17,5.3,5.3,34.0,34.0,8.0,15.28,1,43.2,56.8
98,CGY,21.0,21.0,0.0,0.0,0.0,1.0,15.0,32.0,68.1,18.4,12.0,24.0,66.7,19.7,2.0,0.0,0.0,0.0,0.0,0.0,4.0,poiriem01,0.0,83.3,83.3,2.0,-1.0,2015-16,0.0,0.0,8.0,8.0,1.0,13.54,1,26.3,73.7
99,NYI,21.0,21.0,2.0,0.0,0.0,11.0,184.0,197.0,51.7,7.8,136.0,145.0,51.6,7.0,15.0,5.0,2.0,0.0,0.0,0.0,13.0,pulocry01,13.7,88.0,101.0,5.0,1.0,2015-16,13.3,13.3,41.0,41.0,3.0,15.44,1,42.5,57.5
105,BUF,21.0,21.0,15.0,17.0,0.0,137.0,1604.0,1336.0,45.4,-3.5,1211.0,991.0,45.0,-4.1,82.0,48.0,5.0,1.0,4.0,0.0,139.0,ristora01,7.3,91.2,98.6,33.0,-21.0,2015-16,4.5,4.5,390.0,390.0,20.0,25.17,1,56.3,43.7
108,CBJ,21.0,21.0,7.0,0.0,0.0,9.0,283.0,233.0,45.2,-2.0,208.0,162.0,43.8,-4.8,32.0,9.0,2.0,0.0,0.0,0.0,39.0,rycheke01,11.3,94.6,105.0,15.0,5.0,2015-16,6.3,6.3,55.0,55.0,9.0,9.31,1,55.6,44.4
111,TOT,21.0,21.0,0.0,1.0,0.0,3.0,88.0,85.0,49.1,2.5,70.0,68.0,49.3,3.4,8.0,2.0,1.0,0.0,1.0,0.0,9.0,shinkhu01,2.2,87.2,89.4,2.0,-4.0,2015-16,16.7,16.7,23.0,23.0,1.0,14.58,1,63.1,36.9
115,EDM,21.0,21.0,1.0,0.0,0.0,1.0,73.0,68.0,48.2,1.2,65.0,44.0,40.4,-6.7,11.0,2.0,0.0,0.0,0.0,0.0,13.0,slepyan01,6.5,84.4,90.9,2.0,-5.0,2015-16,0.0,0.0,16.0,16.0,2.0,8.41,1,46.8,53.2
119,ANA,21.0,21.0,0.0,0.0,1.0,8.0,134.0,123.0,47.9,-5.4,104.0,98.0,48.5,-4.8,9.0,15.0,0.0,0.0,0.0,0.0,0.0,theodsh01,1.6,92.7,94.3,6.0,-3.0,2016-17,0.0,0.0,28.0,28.0,0.0,18.28,1,48.5,51.5
122,CBJ,21.0,21.0,21.0,11.0,0.0,46.0,851.0,850.0,50.0,1.9,624.0,626.0,50.1,1.4,69.0,21.0,7.0,1.0,1.0,0.0,32.0,wennbal01,9.8,90.6,100.0,2.0,-1.0,2015-16,8.2,8.2,170.0,170.0,42.0,15.52,1,45.1,54.9
125,NJD,21.0,21.0,0.0,0.0,0.0,2.0,36.0,23.0,39.0,-9.6,27.0,20.0,42.6,-4.5,3.0,1.0,1.0,0.0,0.0,0.0,2.0,woodmi01,8.3,94.1,102.0,4.0,0.0,2016-17,33.3,33.3,8.0,8.0,0.0,11.37,1,40.0,60.0
130,COL,21.0,21.0,3.0,0.0,0.0,25.0,277.0,250.0,47.4,-1.6,188.0,186.0,49.7,-0.1,20.0,7.0,0.0,0.0,0.0,0.0,42.0,zadorni01,3.8,91.1,94.9,22.0,-7.0,2016-17,0.0,0.0,40.0,40.0,5.0,16.57,1,57.2,42.8
0,NSH,21.0,21.0,0.0,0.0,0.0,5.0,55.0,50.0,47.6,-4.1,36.0,38.0,51.4,-0.5,6.0,3.0,0.0,0.0,0.0,0.0,3.0,arvidvi01,4.0,96.3,100.0,0.0,0.0,2014-15,0.0,0.0,18.0,18.0,3.0,10.15,1,46.0,54.0
6,ARI,21.0,21.0,2.0,2.0,0.0,13.0,187.0,138.0,42.5,-2.5,152.0,110.0,42.0,-1.9,10.0,5.0,1.0,0.0,1.0,0.0,2.0,deangan01,7.3,93.8,101.0,2.0,0.0,2016-17,12.5,12.5,24.0,24.0,1.0,19.27,1,44.6,55.4
10,EDM,21.0,21.0,8.0,2.0,0.0,11.0,286.0,341.0,54.4,1.8,223.0,258.0,53.6,0.4,24.0,16.0,2.0,0.0,5.0,0.0,8.0,draisle01,7.2,91.3,98.6,2.0,-5.0,2016-17,15.6,15.6,84.0,84.0,13.0,17.1,1,45.9,54.1
18,STL,21.0,21.0,3.0,2.0,0.0,10.0,243.0,248.0,50.5,-3.1,170.0,181.0,51.6,-3.3,22.0,6.0,2.0,0.0,3.0,0.0,31.0,fabbrro01,4.6,90.6,95.1,17.0,-7.0,2016-17,13.2,13.2,62.0,62.0,10.0,16.08,1,39.4,60.6
24,BOS,21.0,21.0,0.0,0.0,0.0,2.0,63.0,72.0,53.3,2.4,50.0,51.0,50.5,-3.4,7.0,2.0,0.0,0.0,0.0,0.0,5.0,heineda01,0.0,94.7,94.7,2.0,-2.0,2016-17,0.0,0.0,9.0,9.0,4.0,13.07,1,39.6,60.4
25,DAL,21.0,21.0,2.0,1.0,0.0,3.0,56.0,94.0,62.7,17.6,36.0,70.0,66.0,19.7,5.0,2.0,0.0,0.0,0.0,0.0,2.0,honkaju01,5.4,80.0,85.4,2.0,-3.0,2016-17,0.0,0.0,25.0,25.0,1.0,19.05,1,47.5,52.5
27,ANA,21.0,21.0,2.0,0.0,0.0,2.0,63.0,77.0,55.0,2.9,46.0,53.0,53.5,-0.4,7.0,6.0,0.0,0.0,0.0,0.0,8.0,kaseon01,7.7,90.9,98.6,0.0,0.0,2016-17,0.0,0.0,18.0,18.0,1.0,12.21,1,38.6,61.4
28,SJS,21.0,21.0,2.0,0.0,0.0,2.0,120.0,130.0,52.0,3.1,81.0,104.0,56.2,6.8,11.0,5.0,2.0,0.0,0.0,0.0,5.0,labanke01,7.9,96.4,104.0,8.0,4.0,2016-17,12.5,12.5,28.0,28.0,1.0,12.03,1,40.3,59.7
44,BUF,21.0,21.0,3.0,4.0,0.0,8.0,263.0,279.0,51.5,4.3,209.0,204.0,49.4,2.1,22.0,12.0,3.0,1.0,2.0,0.0,5.0,reinhsa01,5.7,93.2,98.8,4.0,-1.0,2016-17,8.9,8.9,86.0,86.0,7.0,17.15,1,43.3,56.7
46,ANA,21.0,21.0,1.0,0.0,0.0,8.0,214.0,248.0,53.7,6.6,167.0,180.0,51.9,3.8,21.0,2.0,4.0,1.0,1.0,0.0,71.0,ritchni01,6.1,93.5,99.6,12.0,0.0,2016-17,11.4,11.4,78.0,78.0,3.0,14.05,1,42.0,58.0
48,VAN,21.0,21.0,1.0,0.0,0.0,23.0,227.0,174.0,43.4,-5.0,177.0,125.0,41.4,-3.2,13.0,3.0,1.0,0.0,0.0,0.0,31.0,tryamni01,7.9,92.4,100.0,10.0,-3.0,2015-16,9.1,9.1,35.0,35.0,1.0,17.31,1,49.3,50.7
24,PIT,21.0,21.0,1.0,0.0,0.0,1.0,13.0,19.0,59.4,1.9,9.0,15.0,62.5,5.5,3.0,1.0,0.0,0.0,0.0,0.0,1.0,simondo01,7.1,85.7,92.9,0.0,0.0,2015-16,0.0,0.0,2.0,2.0,0.0,6.04,1,14.3,85.7
6,DAL,21.0,21.0,27.0,5.0,2.0,41.0,896.0,874.0,49.4,0.1,676.0,645.0,48.8,-0.9,69.0,33.0,12.0,3.0,6.0,4.0,124.0,bennja01,10.3,89.8,100.0,52.0,-5.0,2010-11,12.4,12.4,326.0,326.0,66.0,18.01,1,40.9,59.1
685,CHI,21.0,21.0,27.0,13.0,3.0,33.0,819.0,1213.0,59.7,1.8,599.0,922.0,60.6,0.5,76.0,24.0,15.0,3.0,9.0,1.0,56.0,toewsjo01,9.3,89.3,98.6,47.0,22.0,2009-10,12.4,12.4,297.0,297.0,69.0,20.0,1,39.3,60.7
22,DAL,21.0,21.0,27.0,5.0,2.0,41.0,896.0,874.0,49.4,0.1,676.0,645.0,48.8,-0.9,69.0,33.0,12.0,3.0,6.0,4.0,124.0,bennja01,10.3,89.8,100.0,52.0,-5.0,2010-11,12.4,12.4,326.0,326.0,66.0,18.01,1,40.9,59.1
598,CHI,21.0,21.0,27.0,13.0,3.0,33.0,819.0,1213.0,59.7,1.8,599.0,922.0,60.6,0.5,76.0,24.0,15.0,3.0,9.0,1.0,56.0,toewsjo01,9.3,89.3,98.6,47.0,22.0,2009-10,12.4,12.4,297.0,297.0,69.0,20.0,1,39.3,60.7
2,CHI,21.0,21.0,10.0,2.0,0.0,33.0,495.0,440.0,47.1,-4.7,404.0,338.0,45.6,-7.8,45.0,8.0,4.0,0.0,2.0,0.0,46.0,barkeca01,10.8,90.9,101.0,52.0,-3.0,2007-08,14.3,14.3,95.0,95.0,5.0,17.12,1,49.5,50.5
10,CHI,21.0,21.0,0.0,0.0,0.0,1.0,13.0,12.0,48.0,7.3,11.0,9.0,45.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,bertiad01,0.0,100.0,100.0,0.0,0.0,2007-08,0.0,0.0,2.0,2.0,0.0,10.07,1,40.0,60.0
12,CHI,21.0,21.0,0.0,0.0,0.0,1.0,16.0,31.0,66.0,19.0,13.0,26.0,66.7,17.2,4.0,0.0,0.0,0.0,0.0,0.0,7.0,bickebr01,0.0,90.0,90.0,2.0,-1.0,2007-08,0.0,0.0,5.0,5.0,1.0,9.08,1,40.0,60.0
22,CHI,21.0,21.0,12.0,1.0,0.0,21.0,349.0,336.0,49.1,-5.0,273.0,283.0,50.9,-5.1,39.0,6.0,4.0,0.0,0.0,0.0,55.0,bollada01,9.9,92.5,102.0,28.0,6.0,2007-08,8.2,8.2,74.0,74.0,18.0,13.43,1,55.0,45.0
55,CGY,21.0,21.0,5.0,0.0,0.0,14.0,360.0,350.0,49.3,-6.1,303.0,266.0,46.7,-6.0,48.0,11.0,7.0,1.0,0.0,0.0,39.0,boyddu01,7.5,89.0,96.5,6.0,-11.0,2007-08,15.2,15.2,79.0,79.0,20.0,9.49,1,43.9,56.1
130,MTL,21.0,21.0,6.0,0.0,1.0,18.0,349.0,297.0,46.0,-3.9,258.0,206.0,44.4,-5.1,36.0,13.0,4.0,0.0,0.0,0.0,21.0,chipcky01,7.2,92.4,99.6,10.0,-1.0,2007-08,11.1,11.1,64.0,64.0,24.0,11.22,1,64.0,36.0
151,NYI,21.0,21.0,6.0,1.0,0.0,6.0,484.0,501.0,50.9,-3.1,356.0,369.0,50.9,-2.3,51.0,16.0,7.0,1.0,1.0,0.0,60.0,comeabl01,7.4,92.5,99.9,22.0,1.0,2007-08,11.9,11.9,120.0,120.0,28.0,11.4,1,53.1,46.9
182,NYR,21.0,21.0,20.0,6.0,0.0,30.0,689.0,962.0,58.3,2.7,537.0,749.0,58.2,1.2,82.0,23.0,13.0,0.0,1.0,0.0,196.0,dubinbr01,7.9,90.5,98.5,79.0,8.0,2007-08,8.9,8.9,248.0,248.0,40.0,14.3,1,35.9,64.1
198,VAN,21.0,21.0,6.0,6.0,0.0,76.0,999.0,1033.0,50.8,1.9,770.0,811.0,51.3,2.0,75.0,42.0,4.0,0.0,4.0,0.0,58.0,edleral01,8.8,92.4,101.0,42.0,6.0,2007-08,6.5,6.5,253.0,253.0,23.0,21.2,1,47.4,52.6
214,DAL,21.0,21.0,2.0,0.0,0.0,30.0,298.0,355.0,54.4,-1.5,243.0,281.0,53.6,-1.6,37.0,13.0,0.0,0.0,0.0,0.0,79.0,fistrma01,7.8,92.1,99.8,24.0,3.0,2007-08,0.0,0.0,39.0,39.0,16.0,12.44,1,40.6,59.4
234,BUF,21.0,21.0,0.0,0.0,0.0,3.0,50.0,27.0,35.1,-26.0,35.0,22.0,38.6,-23.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,funkmi01,0.0,89.3,89.3,0.0,-3.0,2007-08,0.0,0.0,3.0,3.0,0.0,11.37,1,68.8,31.3
293,VAN,21.0,21.0,0.0,0.0,0.0,0.0,35.0,31.0,47.0,-15.0,25.0,25.0,50.0,-11.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,hanseja01,0.0,100.0,100.0,2.0,0.0,2007-08,0.0,0.0,8.0,8.0,0.0,11.34,1,47.6,52.4
329,BUF,21.0,21.0,2.0,0.0,0.0,12.0,203.0,167.0,45.1,-5.4,145.0,128.0,46.9,-4.4,40.0,1.0,3.0,0.0,0.0,0.0,110.0,kaletpa01,8.8,92.7,101.0,41.0,1.0,2007-08,11.5,11.5,30.0,30.0,3.0,6.19,1,41.5,58.5
342,PIT,21.0,21.0,6.0,3.0,0.0,10.0,528.0,482.0,47.7,1.7,400.0,369.0,48.0,0.2,55.0,12.0,9.0,4.0,1.0,0.0,48.0,kennety01,7.5,94.4,101.0,35.0,2.0,2007-08,9.6,9.6,173.0,173.0,20.0,12.13,1,59.9,40.1
366,BOS,21.0,21.0,11.0,9.0,1.0,27.0,514.0,612.0,54.4,2.4,391.0,459.0,54.0,3.2,56.0,7.0,4.0,0.0,1.0,1.0,47.0,krejcda01,6.0,91.7,97.7,20.0,-3.0,2007-08,8.2,8.2,106.0,106.0,18.0,14.55,1,48.1,51.9
408,PHX,21.0,21.0,0.0,1.0,0.0,1.0,162.0,164.0,50.3,-1.6,127.0,129.0,50.4,-2.1,13.0,2.0,3.0,0.0,1.0,0.0,8.0,lisinen01,4.6,92.3,96.9,6.0,-5.0,2007-08,14.8,14.8,62.0,62.0,2.0,14.27,1,45.6,54.4
418,PIT,21.0,21.0,36.0,23.0,0.0,40.0,1215.0,1146.0,48.5,4.7,919.0,912.0,49.8,4.8,82.0,76.0,30.0,5.0,17.0,0.0,49.0,malkiev01,11.5,91.8,103.0,78.0,16.0,2007-08,17.3,17.3,455.0,455.0,69.0,21.19,1,46.8,53.2
534,CBJ,21.0,21.0,0.0,0.0,0.0,0.0,27.0,26.0,49.1,-10.0,24.0,21.0,46.7,-12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,pineaad01,0.0,89.5,89.5,0.0,-2.0,2007-08,0.0,0.0,8.0,8.0,1.0,11.03,1,54.5,45.5
536,STL,21.0,21.0,1.0,0.0,0.0,6.0,56.0,47.0,45.6,7.9,43.0,35.0,44.9,7.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,polakro01,11.5,93.3,104.0,0.0,1.0,2007-08,0.0,0.0,5.0,5.0,1.0,11.32,1,51.7,48.3
571,NSH,21.0,21.0,30.0,2.0,0.0,36.0,930.0,1018.0,52.3,1.1,724.0,791.0,52.2,1.7,81.0,52.0,22.0,2.0,4.0,0.0,17.0,radulal01,11.3,90.3,101.0,44.0,7.0,2007-08,14.2,14.2,280.0,280.0,58.0,16.24,1,34.3,65.7
614,WSH,21.0,21.0,13.0,0.0,0.0,90.0,829.0,971.0,53.9,-2.9,620.0,724.0,53.9,-3.2,72.0,50.0,5.0,0.0,0.0,0.0,61.0,schulje02,9.6,90.6,100.0,28.0,12.0,2007-08,13.9,13.9,103.0,103.0,23.0,18.05,1,47.5,52.5
623,BUF,21.0,21.0,3.0,3.0,0.0,50.0,484.0,479.0,49.7,-0.3,359.0,358.0,49.9,0.1,37.0,14.0,2.0,1.0,0.0,0.0,19.0,sekeran01,10.9,89.9,100.0,16.0,5.0,2007-08,7.1,7.1,72.0,72.0,14.0,19.37,1,47.4,52.6
636,EDM,21.0,21.0,4.0,0.0,0.0,95.0,942.0,741.0,44.0,-4.6,708.0,574.0,44.8,-4.0,65.0,35.0,0.0,0.0,0.0,0.0,92.0,smidla01,8.0,90.4,98.5,58.0,-15.0,2007-08,0.0,0.0,83.0,83.0,18.0,17.52,1,55.5,44.5
665,MTL,21.0,21.0,0.0,0.0,0.0,0.0,11.0,12.0,52.2,1.4,8.0,9.0,52.9,0.7,1.0,1.0,0.0,0.0,0.0,0.0,2.0,stewagr01,0.0,100.0,100.0,5.0,0.0,2007-08,0.0,0.0,4.0,4.0,1.0,11.26,1,22.2,77.8
688,LAK,21.0,21.0,0.0,0.0,0.0,0.0,5.0,6.0,54.5,4.0,3.0,6.0,66.7,15.9,1.0,3.0,0.0,0.0,0.0,0.0,1.0,tukonla01,0.0,100.0,100.0,0.0,0.0,2007-08,0.0,0.0,1.0,1.0,0.0,9.48,1,33.3,66.7
689,ATL,21.0,21.0,0.0,0.0,0.0,11.0,100.0,68.0,40.5,1.8,79.0,58.0,42.3,1.9,7.0,6.0,0.0,0.0,0.0,0.0,10.0,valabbo01,6.4,90.5,96.9,42.0,-2.0,2007-08,0.0,0.0,13.0,13.0,1.0,16.42,1,66.7,33.3
694,CHI,21.0,21.0,2.0,0.0,0.0,6.0,140.0,142.0,50.4,-2.0,108.0,104.0,49.1,-0.9,13.0,1.0,2.0,0.0,0.0,0.0,15.0,verstkr01,8.1,89.4,97.6,6.0,-1.0,2007-08,9.5,9.5,33.0,33.0,4.0,15.52,1,47.1,52.9
748,COL,21.0,21.0,29.0,1.0,0.0,21.0,853.0,883.0,50.9,1.8,625.0,681.0,52.1,1.8,77.0,37.0,14.0,6.0,4.0,0.0,54.0,wolskwo01,10.4,91.1,101.0,14.0,10.0,2007-08,11.4,11.4,270.0,270.0,40.0,15.56,1,46.1,53.9
1,DET,21.0,21.0,0.0,0.0,0.0,0.0,9.0,22.0,71.0,14.6,8.0,16.0,66.7,16.7,2.0,1.0,0.0,0.0,0.0,0.0,3.0,abdelju01,0.0,100.0,100.0,0.0,0.0,2008-09,0.0,0.0,7.0,7.0,0.0,9.18,1,33.3,66.7
12,OTT,21.0,21.0,1.0,0.0,1.0,7.0,93.0,64.0,40.8,-16.0,70.0,45.0,39.1,-16.0,21.0,2.0,1.0,1.0,0.0,1.0,19.0,bassco01,5.4,90.0,95.4,19.0,-1.0,2007-08,16.7,16.7,16.0,16.0,0.0,5.19,1,45.9,54.1
20,NJD,21.0,21.0,0.0,0.0,0.0,0.0,44.0,32.0,42.1,-11.0,30.0,28.0,48.3,-6.2,8.0,1.0,1.0,0.0,0.0,0.0,0.0,bergfni01,5.6,90.9,96.5,0.0,-1.0,2008-09,16.7,16.7,9.0,9.0,0.0,5.48,1,20.0,80.0
