,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
432,WSH,35.0,35.0,1.0,1.0,0.0,15.0,239.0,201.0,45.7,-7.8,191.0,150.0,44.0,-8.2,16.0,5.0,0.0,0.0,0.0,0.0,5.0,potito01,6.6,93.7,100.0,2.0,-2.0,2012-13,0.0,0.0,24.0,,2.0,15.13,1,52.5,47.5
448,NYI,35.0,35.0,5.0,0.0,0.0,14.0,263.0,249.0,48.6,0.0,186.0,184.0,49.7,1.3,31.0,1.0,0.0,0.0,0.0,0.0,21.0,reasoma01,6.3,90.6,96.9,4.0,-3.0,2012-13,0.0,0.0,54.0,,14.0,11.14,1,64.5,35.5
463,CHI,35.0,35.0,7.0,0.0,0.0,43.0,441.0,638.0,59.1,1.3,335.0,476.0,58.7,0.3,42.0,24.0,1.0,0.0,0.0,0.0,67.0,rozsimi01,8.3,89.7,98.1,32.0,7.0,2013-14,2.6,2.6,75.0,,15.0,16.39,1,35.3,64.7
481,COL,35.0,35.0,5.0,0.0,0.0,20.0,196.0,174.0,47.0,5.0,146.0,142.0,49.3,7.9,14.0,7.0,1.0,0.0,0.0,0.0,21.0,saleiru01,8.1,90.6,98.7,10.0,-1.0,2009-10,4.5,4.5,38.0,,1.0,18.46,1,51.9,48.1
493,VAN,35.0,35.0,10.0,7.0,2.0,60.0,917.0,894.0,49.4,-3.8,709.0,680.0,49.0,-3.9,68.0,29.0,3.0,3.0,6.0,0.0,43.0,salosa01,11.5,91.3,102.0,18.0,14.0,2009-10,7.6,7.6,250.0,,16.0,20.41,1,50.1,49.9
514,COL,35.0,35.0,9.0,0.0,0.0,66.0,773.0,707.0,47.8,-2.2,588.0,514.0,46.6,-3.9,54.0,19.0,1.0,0.0,0.0,0.0,107.0,saricco01,9.7,92.4,102.0,38.0,7.0,2013-14,2.1,2.1,111.0,,14.0,17.05,1,49.6,50.4
608,NJD,35.0,35.0,13.0,0.0,0.0,39.0,872.0,1006.0,53.6,-0.5,686.0,772.0,52.9,-0.9,82.0,20.0,13.0,1.0,0.0,0.0,107.0,zubruda01,8.3,90.9,99.1,46.0,1.0,2013-14,10.7,10.7,188.0,,19.0,17.33,1,49.5,50.5
42,TOT,35.0,35.0,7.0,0.0,1.0,72.0,714.0,583.0,44.9,-5.9,540.0,432.0,44.4,-6.7,44.0,16.0,3.0,1.0,0.0,0.0,87.0,breweer01,11.1,89.0,100.0,36.0,-5.0,2014-15,9.1,9.1,90.0,90.0,8.0,18.41,1,54.5,45.5
74,FLA,35.0,35.0,13.0,11.0,0.0,85.0,1221.0,1468.0,54.6,5.2,948.0,1107.0,53.9,4.5,82.0,34.0,2.0,0.0,1.0,0.0,44.0,campbbr02,7.1,92.3,99.4,22.0,4.0,2014-15,2.5,2.5,219.0,219.0,16.0,23.13,1,38.6,61.4
92,WSH,35.0,35.0,12.0,0.0,0.0,18.0,801.0,710.0,47.0,-5.9,585.0,509.0,46.5,-6.5,77.0,15.0,7.0,2.0,0.0,0.0,132.0,chimeja01,8.1,92.6,100.0,51.0,-1.0,2014-15,7.3,7.3,179.0,179.0,27.0,12.56,1,54.4,45.6
110,DET,35.0,35.0,3.0,0.0,1.0,17.0,520.0,455.0,46.7,-6.0,392.0,347.0,47.0,-4.3,52.0,6.0,4.0,1.0,0.0,0.0,51.0,clearda01,4.8,92.0,96.8,31.0,-11.0,2013-14,6.3,6.3,99.0,99.0,12.0,13.54,1,48.1,51.9
128,MIN,35.0,35.0,15.0,2.0,1.0,61.0,951.0,766.0,44.6,-7.0,690.0,535.0,43.7,-7.9,82.0,25.0,9.0,3.0,0.0,1.0,190.0,cookema01,8.9,94.3,103.0,54.0,8.0,2013-14,9.6,9.6,183.0,183.0,34.0,15.24,1,66.5,33.5
143,CAR,35.0,35.0,6.0,5.0,0.0,38.0,643.0,673.0,51.1,-0.9,483.0,496.0,50.7,-0.9,40.0,20.0,3.0,2.0,3.0,0.0,27.0,corvojo01,8.3,90.9,99.2,14.0,-3.0,2012-13,8.5,8.5,148.0,148.0,15.0,18.46,1,45.6,54.4
176,EDM,35.0,35.0,10.0,0.0,1.0,86.0,1192.0,992.0,45.4,-4.2,925.0,722.0,43.8,-5.6,70.0,38.0,3.0,0.0,0.0,0.0,156.0,ferenan01,8.5,91.3,99.8,39.0,-17.0,2014-15,5.2,5.2,165.0,165.0,12.0,18.53,1,57.9,42.1
201,SJS,35.0,35.0,8.0,0.0,1.0,73.0,840.0,825.0,49.5,-6.2,619.0,633.0,50.6,-6.7,56.0,23.0,3.0,0.0,0.0,0.0,29.0,hannasc01,8.9,90.2,99.1,55.0,1.0,2013-14,5.8,5.8,105.0,105.0,13.0,17.46,1,51.8,48.2
220,CHI,35.0,35.0,20.0,9.0,1.0,26.0,819.0,1147.0,58.3,2.9,615.0,830.0,57.4,1.3,72.0,26.0,23.0,4.0,4.0,3.0,43.0,hossama01,9.5,92.1,101.0,20.0,28.0,2013-14,12.4,12.4,408.0,408.0,75.0,18.16,1,37.5,62.5
255,WPG,35.0,35.0,19.0,6.0,0.0,45.0,1161.0,1143.0,49.6,-3.4,855.0,848.0,49.8,-4.0,82.0,30.0,16.0,1.0,2.0,0.0,120.0,jokinol01,7.4,91.3,98.7,62.0,-8.0,2013-14,10.5,10.5,293.0,293.0,20.0,17.01,1,53.8,46.2
334,SJS,35.0,35.0,21.0,17.0,0.0,26.0,1223.0,1274.0,51.0,-0.1,906.0,929.0,50.6,-0.4,82.0,74.0,12.0,4.0,7.0,0.0,83.0,marlepa01,7.8,90.1,97.9,12.0,-17.0,2014-15,8.2,8.2,403.0,403.0,42.0,19.35,1,50.2,49.8
367,STL,35.0,35.0,9.0,3.0,0.0,20.0,649.0,609.0,48.4,-6.6,482.0,473.0,49.5,-5.0,71.0,13.0,9.0,3.0,4.0,0.0,110.0,morrobr01,8.8,92.9,101.0,76.0,1.0,2013-14,23.2,23.2,86.0,86.0,12.0,11.54,1,41.5,58.5
379,FLA,35.0,35.0,0.0,0.0,0.0,5.0,95.0,62.0,39.5,-16.0,77.0,48.0,38.4,-16.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,mottami01,8.8,89.7,98.5,4.0,-3.0,2013-14,0.0,0.0,5.0,5.0,1.0,12.4,1,52.6,47.4
449,BUF,35.0,35.0,6.0,0.0,0.0,76.0,1085.0,795.0,42.3,-4.6,836.0,584.0,41.1,-6.3,64.0,32.0,2.0,0.0,0.0,0.0,39.0,tallihe01,5.6,92.3,97.9,34.0,-21.0,2013-14,5.0,5.0,94.0,94.0,28.0,18.0,1,54.0,46.0
468,SJS,35.0,35.0,31.0,18.0,0.0,24.0,965.0,1364.0,58.6,10.1,682.0,983.0,59.0,11.0,78.0,90.0,12.0,0.0,4.0,0.0,39.0,thornjo01,8.0,89.1,97.1,30.0,-4.0,2014-15,12.2,12.2,255.0,255.0,60.0,18.25,1,50.2,49.8
480,BOS,35.0,35.0,4.0,0.0,0.0,13.0,333.0,317.0,48.8,-7.9,246.0,230.0,48.3,-7.9,45.0,3.0,3.0,0.0,0.0,0.0,77.0,thornsh01,6.0,95.2,101.0,60.0,1.0,2012-13,5.5,5.5,98.0,98.0,11.0,8.06,1,38.6,61.4
78,COL,35.0,35.0,15.0,9.0,2.0,256.0,1714.0,1313.0,43.4,-1.9,1172.0,1013.0,46.4,1.2,82.0,41.0,6.0,2.0,2.0,0.0,78.0,beaucfr01,7.6,92.1,99.8,38.0,-7.0,2015-16,6.3,6.3,264.0,264.0,31.0,25.05,1,57.7,42.3
126,DAL,35.0,35.0,9.0,4.0,0.0,21.0,885.0,882.0,49.9,-2.3,662.0,648.0,49.5,-2.6,75.0,34.0,13.0,4.0,3.0,0.0,88.0,coleer01,7.2,89.4,96.5,20.0,-17.0,2013-14,11.5,11.5,266.0,266.0,30.0,15.1,1,46.3,53.7
141,DET,35.0,35.0,14.0,6.0,0.0,22.0,559.0,705.0,55.8,2.6,438.0,537.0,55.1,2.5,45.0,21.0,11.0,2.0,6.0,0.0,30.0,datsypa01,9.8,89.1,98.9,6.0,1.0,2013-14,13.5,13.5,215.0,215.0,59.0,20.16,1,41.7,58.3
188,NSH,35.0,35.0,7.0,2.0,1.0,74.0,826.0,930.0,53.0,1.1,557.0,684.0,55.1,2.4,70.0,14.0,10.0,2.0,3.0,0.0,142.0,fishemi01,7.2,88.0,95.2,29.0,-14.0,2015-16,13.3,13.3,187.0,187.0,21.0,17.1,1,50.5,49.5
218,MTL,35.0,35.0,16.0,5.0,1.0,52.0,1222.0,1022.0,45.5,-1.4,864.0,768.0,47.1,-0.6,81.0,21.0,16.0,3.0,2.0,0.0,46.0,giontbr01,7.8,93.6,101.0,22.0,1.0,2013-14,9.8,9.8,336.0,336.0,38.0,17.51,1,61.3,38.7
236,NJD,35.0,35.0,13.0,14.0,0.0,15.0,770.0,709.0,47.9,3.1,565.0,537.0,48.7,4.2,58.0,37.0,7.0,1.0,0.0,0.0,24.0,gomezsc01,7.7,91.8,99.5,23.0,-10.0,2014-15,10.0,10.0,109.0,109.0,22.0,16.31,1,43.5,56.5
258,DAL,35.0,35.0,13.0,0.0,0.0,28.0,764.0,725.0,48.7,-3.7,573.0,531.0,48.1,-4.6,77.0,17.0,2.0,0.0,4.0,1.0,62.0,horcosh01,6.4,94.1,100.0,52.0,1.0,2013-14,10.3,10.3,109.0,109.0,34.0,12.52,1,47.4,52.6
339,TOT,35.0,35.0,7.0,1.0,0.0,22.0,492.0,470.0,48.9,-8.4,346.0,354.0,50.6,-5.8,49.0,14.0,4.0,0.0,6.0,0.0,62.0,lecavvi01,6.7,93.3,100.0,22.0,0.0,2015-16,14.9,14.9,113.0,113.0,13.0,13.14,1,46.3,53.7
360,BUF,35.0,35.0,7.0,1.0,1.0,18.0,520.0,427.0,45.1,-2.7,389.0,325.0,45.5,-2.1,79.0,12.0,4.0,0.0,0.0,1.0,28.0,legwada01,7.0,91.3,98.3,14.0,-4.0,2015-16,8.2,8.2,93.0,93.0,19.0,9.42,1,49.3,50.7
393,MTL,35.0,35.0,17.0,19.0,0.0,180.0,1481.0,1433.0,49.2,3.2,1075.0,1044.0,49.3,1.2,81.0,82.0,4.0,1.0,2.0,1.0,49.0,markoan01,8.6,93.3,101.0,34.0,12.0,2013-14,5.3,5.3,292.0,292.0,35.0,25.14,1,56.3,43.7
409,OTT,35.0,35.0,3.0,0.0,0.0,11.0,331.0,276.0,45.5,-4.0,255.0,198.0,43.7,-3.6,38.0,2.0,3.0,0.0,1.0,0.0,136.0,neilch01,8.5,96.2,104.0,78.0,5.0,2014-15,17.4,17.4,47.0,47.0,4.0,9.44,1,56.4,43.6
491,NSH,35.0,35.0,30.0,13.0,0.0,20.0,930.0,1278.0,57.9,7.8,705.0,936.0,57.0,5.0,81.0,50.0,5.0,0.0,2.0,0.0,61.0,ribeimi01,9.2,91.0,100.0,62.0,11.0,2015-16,9.2,9.2,123.0,123.0,22.0,17.27,1,14.3,85.7
509,DET,35.0,35.0,8.0,10.0,0.0,12.0,667.0,806.0,54.7,3.6,539.0,585.0,52.0,2.1,68.0,22.0,6.0,1.0,4.0,0.0,16.0,richabr01,6.4,94.3,100.0,8.0,4.0,2015-16,6.1,6.1,307.0,307.0,15.0,14.48,1,42.6,57.4
541,TOT,35.0,35.0,8.0,0.0,1.0,29.0,551.0,556.0,50.2,1.5,402.0,418.0,51.0,2.8,73.0,23.0,3.0,1.0,0.0,0.0,131.0,ruutuja01,6.3,92.2,98.5,97.0,-2.0,2010-11,4.5,4.5,122.0,122.0,17.0,11.22,1,45.7,54.3
569,TOT,35.0,35.0,11.0,6.0,0.0,11.0,620.0,654.0,51.3,0.9,462.0,502.0,52.1,1.5,54.0,15.0,7.0,1.0,7.0,0.0,79.0,samuemi01,7.3,92.8,100.0,20.0,1.0,2011-12,10.1,10.1,240.0,240.0,23.0,15.57,1,53.8,46.2
583,PIT,35.0,35.0,4.0,0.0,0.0,90.0,881.0,688.0,43.8,-7.5,639.0,506.0,44.2,-7.2,53.0,21.0,0.0,0.0,0.0,0.0,18.0,scudero01,7.3,92.0,99.3,2.0,-8.0,2013-14,0.0,0.0,50.0,50.0,7.0,18.55,1,49.6,50.4
617,DAL,35.0,35.0,11.0,0.0,0.0,156.0,1303.0,1085.0,45.4,-5.9,979.0,829.0,45.9,-5.8,79.0,21.0,2.0,1.0,0.0,0.0,52.0,skraska01,8.3,91.7,100.0,24.0,-4.0,2009-10,3.8,3.8,138.0,138.0,17.0,19.34,1,48.0,52.0
635,MTL,35.0,35.0,11.0,6.0,1.0,134.0,1360.0,1289.0,48.7,-1.1,971.0,932.0,49.0,-1.3,74.0,81.0,2.0,0.0,1.0,0.0,54.0,spaceja01,9.6,93.0,102.0,50.0,9.0,2009-10,3.0,3.0,257.0,257.0,37.0,21.48,1,55.1,44.9
660,COL,35.0,35.0,9.0,1.0,0.0,134.0,1275.0,812.0,38.9,-5.8,926.0,618.0,40.0,-5.9,65.0,22.0,3.0,0.0,0.0,0.0,177.0,stuarbr02,8.5,93.4,101.0,16.0,-4.0,2014-15,4.7,4.7,128.0,128.0,15.0,20.21,1,57.9,42.1
156,TOT,35.0,35.0,11.0,5.0,1.0,190.0,1287.0,982.0,43.3,-9.9,957.0,747.0,43.8,-8.7,78.0,30.0,1.0,0.0,0.0,1.0,41.0,havelni01,10.3,91.8,102.0,48.0,2.0,2008-09,3.6,3.6,121.0,121.0,37.0,20.4,1,56.6,43.4
224,CAR,35.0,35.0,5.0,2.0,0.0,34.0,303.0,368.0,54.8,1.1,221.0,266.0,54.6,-1.1,30.0,8.0,0.0,0.0,1.0,0.0,16.0,kaberfr01,5.1,91.0,96.1,8.0,-4.0,2008-09,3.6,3.6,74.0,74.0,7.0,14.03,1,38.5,61.5
238,BOS,35.0,35.0,0.0,0.0,0.0,13.0,116.0,79.0,40.5,-13.0,83.0,59.0,41.5,-12.0,11.0,2.0,1.0,0.0,0.0,1.0,13.0,kellych01,13.0,92.5,105.0,0.0,3.0,2015-16,25.0,25.0,14.0,14.0,2.0,13.05,1,51.5,48.5
300,FLA,35.0,35.0,2.0,0.0,1.0,13.0,231.0,171.0,42.5,-12.0,178.0,131.0,42.4,-11.0,23.0,5.0,2.0,0.0,0.0,0.0,56.0,mackede01,9.4,95.7,105.0,9.0,5.0,2016-17,7.1,7.1,47.0,47.0,8.0,12.29,1,56.8,43.2
311,NYR,35.0,35.0,0.0,0.0,0.0,2.0,36.0,50.0,58.1,5.7,27.0,36.0,57.1,6.6,6.0,3.0,0.0,0.0,0.0,0.0,14.0,malonry01,0.0,82.6,82.6,4.0,-4.0,2014-15,0.0,0.0,8.0,8.0,0.0,10.02,1,47.4,52.6
321,CBJ,35.0,35.0,0.0,0.0,0.0,7.0,108.0,95.0,46.8,-8.5,86.0,69.0,44.5,-11.0,7.0,4.0,1.0,0.0,0.0,0.0,5.0,martira01,10.9,85.7,96.6,0.0,-3.0,2011-12,10.0,10.0,18.0,18.0,3.0,19.26,1,67.6,32.4
417,VAN,35.0,35.0,21.0,11.0,1.0,19.0,1038.0,1043.0,50.1,3.9,817.0,793.0,49.3,3.7,82.0,31.0,20.0,6.0,8.0,0.0,20.0,sedinda01,9.1,92.8,101.0,36.0,7.0,2015-16,10.9,10.9,396.0,396.0,24.0,18.2,1,40.1,59.9
433,VAN,35.0,35.0,29.0,15.0,0.0,19.0,931.0,966.0,50.9,4.7,720.0,733.0,50.4,5.0,74.0,50.0,5.0,0.0,5.0,1.0,9.0,sedinhe01,8.6,92.3,100.0,24.0,0.0,2015-16,11.1,11.1,157.0,157.0,23.0,18.23,1,39.4,60.6
477,ARI,35.0,35.0,7.0,1.0,0.0,5.0,311.0,286.0,47.9,3.3,243.0,221.0,47.6,4.7,21.0,9.0,6.0,0.0,1.0,0.0,15.0,vrbatra01,9.8,88.9,98.6,4.0,-3.0,2016-17,11.1,11.1,112.0,112.0,11.0,17.12,1,58.6,41.4
502,DET,35.0,35.0,17.0,20.0,0.0,26.0,1146.0,1203.0,51.2,-0.9,903.0,907.0,50.1,-0.4,82.0,46.0,11.0,3.0,2.0,0.0,54.0,zettehe01,7.5,90.7,98.2,24.0,-15.0,2015-16,6.1,6.1,394.0,394.0,29.0,19.25,1,40.1,59.9
139,CAR,35.0,35.0,5.0,0.0,0.0,25.0,355.0,413.0,53.8,0.5,275.0,306.0,52.7,1.1,22.0,16.0,0.0,0.0,0.0,1.0,33.0,hainsro01,6.7,90.6,97.2,10.0,-2.0,2016-17,3.8,3.8,53.0,53.0,4.0,21.53,1,45.8,54.2
188,EDM,35.0,35.0,1.0,0.0,0.0,7.0,45.0,38.0,45.8,-11.0,29.0,25.0,46.3,-11.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,hendrma01,5.9,88.2,94.1,4.0,-2.0,2016-17,0.0,0.0,6.0,6.0,0.0,11.17,1,56.5,43.5
232,CHI,35.0,35.0,20.0,9.0,1.0,26.0,819.0,1147.0,58.3,2.9,615.0,830.0,57.4,1.3,72.0,26.0,23.0,4.0,4.0,3.0,43.0,hossama01,9.5,92.1,101.0,20.0,28.0,2013-14,12.4,12.4,408.0,408.0,75.0,18.16,1,37.5,62.5
259,TOT,35.0,35.0,13.0,6.0,0.0,13.0,625.0,605.0,49.2,1.6,451.0,446.0,49.7,1.8,44.0,17.0,8.0,3.0,6.0,0.0,65.0,iginlja01,8.5,90.0,98.4,31.0,-5.0,2012-13,10.4,10.4,219.0,219.0,18.0,18.49,1,50.3,49.7
284,NYR,35.0,35.0,24.0,22.0,0.0,16.0,959.0,1389.0,59.2,5.0,748.0,1074.0,58.9,3.2,82.0,69.0,18.0,5.0,7.0,0.0,27.0,jagrja01,7.5,91.3,98.8,58.0,8.0,2007-08,10.0,10.0,464.0,464.0,40.0,20.28,1,37.0,63.0
358,DET,35.0,35.0,9.0,14.0,0.0,81.0,986.0,943.0,48.9,-3.4,777.0,711.0,47.8,-2.8,64.0,23.0,3.0,2.0,0.0,0.0,93.0,kronwni01,7.6,90.4,98.0,30.0,-21.0,2015-16,4.9,4.9,144.0,144.0,9.0,22.01,1,46.1,53.9
399,TOT,35.0,35.0,13.0,2.0,0.0,127.0,1180.0,1242.0,51.3,-1.9,900.0,930.0,50.8,-1.5,81.0,44.0,4.0,1.0,1.0,1.0,81.0,lilesjo01,7.0,91.2,98.3,18.0,-10.0,2015-16,5.4,5.4,232.0,232.0,26.0,20.18,1,48.6,51.4
414,ANA,35.0,35.0,6.0,0.0,0.0,113.0,731.0,497.0,40.5,-7.6,553.0,397.0,41.8,-6.1,52.0,20.0,1.0,0.0,0.0,0.0,92.0,liljaan01,5.6,91.9,97.4,28.0,-15.0,2010-11,3.2,3.2,60.0,60.0,6.0,17.26,1,49.7,50.3
446,SJS,35.0,35.0,7.0,0.0,0.0,37.0,388.0,424.0,52.2,-0.3,290.0,312.0,51.8,-1.8,24.0,17.0,0.0,0.0,0.0,0.0,12.0,martipa01,8.1,91.3,99.4,8.0,2.0,2016-17,0.0,0.0,42.0,42.0,5.0,18.48,1,41.1,58.9
492,NYR,35.0,35.0,9.0,0.0,0.0,35.0,882.0,651.0,42.5,-6.3,651.0,493.0,43.1,-6.3,80.0,36.0,6.0,2.0,0.0,0.0,51.0,mooredo01,8.2,93.6,101.0,32.0,-2.0,2015-16,6.4,6.4,150.0,150.0,24.0,13.18,1,77.1,22.9
496,MIN,35.0,35.0,2.0,5.0,0.0,12.0,282.0,306.0,52.0,0.7,231.0,219.0,48.7,-2.1,27.0,4.0,1.0,1.0,1.0,0.0,4.0,nummepe01,6.8,93.0,99.8,2.0,-2.0,2007-08,6.5,6.5,64.0,64.0,5.0,15.2,1,36.6,63.4
509,WSH,35.0,35.0,7.0,0.0,0.0,102.0,664.0,723.0,52.1,-0.8,478.0,536.0,52.9,-0.1,41.0,24.0,3.0,1.0,0.0,0.0,125.0,orpikbr01,10.4,90.7,101.0,24.0,11.0,2015-16,9.7,9.7,81.0,81.0,7.0,19.49,1,48.1,51.9
680,SJS,35.0,35.0,31.0,18.0,0.0,24.0,965.0,1364.0,58.6,10.1,682.0,983.0,59.0,11.0,78.0,90.0,12.0,0.0,4.0,0.0,39.0,thornjo01,8.0,89.1,97.1,30.0,-4.0,2014-15,12.2,12.2,255.0,255.0,60.0,18.25,1,50.2,49.8
740,ANA,35.0,35.0,12.0,9.0,0.0,78.0,1023.0,1052.0,50.7,2.4,757.0,780.0,50.7,2.9,68.0,35.0,5.0,1.0,1.0,0.0,63.0,visnolu01,9.0,92.3,101.0,47.0,7.0,2011-12,5.4,5.4,243.0,243.0,22.0,20.47,1,45.4,54.6
767,SJS,35.0,35.0,5.0,0.0,0.0,84.0,955.0,971.0,50.4,-5.8,723.0,747.0,50.8,-5.6,74.0,40.0,3.0,0.0,0.0,0.0,99.0,wallini01,6.8,92.6,99.3,46.0,0.0,2010-11,3.5,3.5,174.0,174.0,21.0,15.5,1,50.6,49.4
789,WSH,35.0,35.0,2.0,0.0,0.0,10.0,226.0,267.0,54.2,3.1,170.0,205.0,54.7,5.6,21.0,10.0,1.0,0.0,1.0,0.0,5.0,williju01,4.8,91.1,95.9,16.0,-3.0,2016-17,4.8,4.8,86.0,86.0,11.0,15.52,1,38.9,61.1
44,ANA,35.0,35.0,0.0,0.0,0.0,25.0,390.0,284.0,42.1,-10.0,299.0,213.0,41.6,-12.0,23.0,9.0,0.0,0.0,1.0,0.0,58.0,biekske01,8.6,94.1,102.0,23.0,0.0,2016-17,2.6,2.6,75.0,75.0,3.0,20.26,1,51.9,48.1
410,DAL,35.0,35.0,4.0,0.0,0.0,44.0,281.0,236.0,45.6,-2.1,186.0,174.0,48.3,0.8,19.0,11.0,1.0,0.0,0.0,0.0,8.0,oduyajo01,12.2,89.9,102.0,6.0,2.0,2016-17,6.7,6.7,36.0,36.0,4.0,18.49,1,67.3,32.7
529,NYI,35.0,35.0,4.0,0.0,0.0,38.0,257.0,214.0,45.4,-0.7,165.0,161.0,49.4,2.5,15.0,10.0,4.0,0.0,0.0,0.0,18.0,seidede01,13.9,93.5,107.0,12.0,10.0,2016-17,22.2,22.2,32.0,32.0,2.0,19.2,1,55.6,44.4
545,DAL,35.0,35.0,1.0,0.0,0.0,7.0,143.0,120.0,45.6,-5.0,101.0,89.0,46.8,-4.9,10.0,4.0,0.0,0.0,0.0,1.0,10.0,sharppa01,3.1,90.3,93.4,12.0,-4.0,2016-17,4.2,4.2,42.0,42.0,1.0,16.36,1,57.0,43.0
718,NJD,35.0,35.0,5.0,10.0,0.0,42.0,580.0,787.0,57.6,1.7,439.0,582.0,57.0,1.0,48.0,31.0,3.0,0.0,1.0,0.0,52.0,zidlima01,5.9,89.8,95.7,38.0,-12.0,2012-13,4.0,4.0,232.0,232.0,10.0,20.0,1,40.0,60.0
321,COL,35.0,35.0,11.0,0.0,0.0,144.0,1558.0,1215.0,43.8,-6.3,1167.0,925.0,44.2,-5.3,78.0,31.0,6.0,0.0,0.0,0.0,170.0,hejdaja01,9.3,92.9,102.0,40.0,8.0,2013-14,8.0,8.0,154.0,154.0,22.0,22.2,1,57.1,42.9
231,DET,35.0,35.0,8.0,7.0,0.0,13.0,335.0,388.0,53.7,-0.5,270.0,292.0,52.0,-1.7,33.0,17.0,3.0,3.0,4.0,0.0,45.0,franzjo01,5.9,89.4,95.4,30.0,-12.0,2014-15,9.5,9.5,126.0,126.0,4.0,16.04,1,36.7,63.3
682,NYI,35.0,35.0,13.0,8.0,0.0,86.0,848.0,831.0,49.5,-1.5,620.0,589.0,48.7,-3.7,48.0,37.0,3.0,1.0,3.0,0.0,34.0,streima01,7.2,89.7,96.9,22.0,-14.0,2012-13,7.2,7.2,206.0,206.0,20.0,23.21,1,43.8,56.2
