,name,year
414,burnsbr01,2003
415,byfugdu01,2003
416,carcida01,2003
417,carlema01,2003
418,carteje01,2003
419,coburbr01,2003
420,collije01,2003
421,crombbj01,2003
422,dawesni01,2003
423,desbigu01,2003
424,dupuiph01,2003
425,eavespa01,2003
426,enstrto01,2003
427,erikslo01,2003
428,fehrer01,2003
429,filewjo01,2003
430,floodma01,2003
431,fraseco01,2003
432,fritsda01,2003
433,gervabr01,2003
434,getzlry01,2003
435,glassta01,2003
436,hejdaja01,2003
437,hennejo01,2003
438,hortona01,2003
439,jacquje01,2003
440,jensejo01,2003
441,jessihu01,2003
442,jonesda01,2003
443,keslery01,2003
444,kleinke01,2003
445,kostian01,2003
446,krepska01,2003
447,kukkola01,2003
448,lapiema01,2003
449,liffida01,2003
450,lockeco01,2003
451,lojekma01,2003
452,macarcl01,2003
453,mcdonco01,2003
454,mcivena01,2003
455,methoma01,2003
456,meyerst01,2003
457,michami01,2003
458,milledr01,2003
459,mitchjo01,2003
460,mooregr01,2003
461,moulsma01,2003
462,murrabr01,2003
463,nilssro01,2003
464,nolanbr01,2003
465,obriesh01,2003
466,obyrnry01,2003
467,osullpa01,2003
468,paetsna01,2003
469,parisza01,2003
470,paveljo01,2003
471,perryco01,2003
472,phanedi01,2003
473,picaral01,2003
474,portech01,2003
475,potteco01,2003
476,potulry01,2003
477,poulima01,2003
478,quincky01,2003
479,reesedy01,2003
480,richabr02,2003
481,richami02,2003
482,richmda01,2003
483,rosehja01,2003
484,royma01,2003
485,ruzicst01,2003
486,seabrbr01,2003
487,smabyma01,2003
488,staaler01,2003
489,stemple01,2003
490,sterlbr01,2003
491,stewaan01,2003
492,stonery01,2003
493,stortza01,2003
494,stracty01,2003
495,stuarma01,2003
496,sulzeal01,2003
497,suterry01,2003
498,tambeje01,2003
499,tarnani01,2003
500,thompna01,2003
501,vanekth01,2003
502,vranape01,2003
503,wathifr01,2003
504,webersh01,2003
505,willije01,2003
506,zherdni01,2003
507,barkeca01,2004
508,bertiad01,2004
509,bickebr01,2004
510,bollada01,2004
511,boothda01,2004
512,bordepa02,2004
513,borerca01,2004
514,bourqch01,2004
515,boyddu01,2004
516,brentti01,2004
517,brouwtr01,2004
518,brownmi02,2004
519,byersda01,2004
520,callary01,2004
521,campoch01,2004
522,carsobr01,2004
523,chipcky01,2004
524,clitsgr01,2004
525,comeabl01,2004
526,crackad01,2004
527,dowelja01,2004
528,dubinbr01,2004
529,earlro01,2004
530,eckfoty01,2004
531,edleral01,2004
532,emelial01,2004
533,fistrma01,2004
534,franzjo01,2004
535,funkmi01,2004
536,gagnoaa01,2004
537,goligal01,2004
538,gordoan01,2004
539,grabomi01,2004
540,granttr01,2004
541,greenmi03,2004
542,grossni01,2004
543,hanseja01,2004
544,hunwima01,2004
545,johnsni01,2004
546,jonesry01,2004
547,kaletpa01,2004
548,karsuma01,2004
549,kaspalu01,2004
550,kennety01,2004
551,kolarch01,2004
552,kontipe01,2004
553,korpila01,2004
554,krejcda01,2004
555,laddan01,2004
556,lalibda01,2004
557,lepissa01,2004
558,letoupi01,2004
559,lewisgr01,2004
560,lisinen01,2004
561,lundimi01,2004
562,malkiev01,2004
563,mancama01,2004
564,meszaan01,2004
565,mitchto01,2004
566,morintr01,2004
567,nikitni01,2004
568,niskaja01,2004
569,nokelpe01,2004
570,oleszro01,2004
571,olvecpe01,2004
572,oneilwe01,2004
573,oreskvi01,2004
574,ovechal01,2004
575,pardyad01,2004
576,parsesc01,2004
577,peltide01,2004
578,pesonja01,2004
579,petrele01,2004
580,picaral02,2004
581,pineaad01,2004
582,polakro01,2004
583,porteke01,2004
584,prustbr01,2004
585,radulal01,2004
586,reddoli01,2004
587,regiest01,2004
588,reginpe01,2004
589,santomi01,2004
590,sawadra01,2004
591,schrero01,2004
592,schulje02,2004
593,sekeran01,2004
594,smidla01,2004
595,soderca01,2004
596,staffdr01,2004
597,stewagr01,2004
598,stonecl01,2004
599,streima01,2004
600,tukonla01,2004
601,valabbo01,2004
602,vernami01,2004
603,verstkr01,2004
604,waltebe01,2004
605,wheelbl01,2004
606,wickro01,2004
607,wilsoky01,2004
608,winnida01,2004
609,wolskwo01,2004
610,wymanja01,2004
611,yipbr01,2004
612,zajactr01,2004
613,zalewst01,2004
614,abdelju01,2005
615,bartuos01,2005
616,bassco01,2005
617,bergfni01,2005
618,blancni01,2005
619,bliznma01,2005
620,blundmi01,2005
621,bollja01,2005
622,bourdlu01,2005
623,brophev01,2005
624,brulegi01,2005
625,butlech01,2005
626,chornta01,2005
627,clichma01,2005
628,cluneri01,2005
629,coglian01,2005
630,crosbsi01,2005
631,cumisky01,2005
632,dagosma01,2005
633,davispa01,2005
634,downist01,2005
635,drazeni01,2005
636,faynema01,2005
637,finlejo01,2005
638,fransco01,2005
639,frasema01,2005
640,gerbena01,2005
641,gragnma01,2005
642,greenco01,2005
643,hanzama01,2005
644,helmda01,2005
645,hensitj01,2005
646,hjalmni01,2005
647,hornqpa01,2005
648,johnsja02,2005
649,jonesbl01,2005
650,joslide01,2005
651,kassima01,2005
652,kenneti01,2005
653,kindlja01,2005
654,kohndu01,2005
655,kopitan01,2005
656,kostise01,2005
657,laakste01,2005
658,lashoma01,2005
659,latengu01,2005
660,lavaljo01,2005
661,leebr01,2005
662,lehtomi02,2005
663,letankr01,2005
664,maciara01,2005
665,mcardke01,2005
666,mcquaad01,2005
667,merciju01,2005
668,mihalvl01,2005
669,mikkebr01,2005
670,nealja01,2005
671,niskama01,2005
672,omarrry01,2005
673,oreilca01,2005
674,oreskph01,2005
675,oshietj01,2005
676,parenry01,2005
677,pelecma01,2005
678,poulibe01,2005
679,pyattto01,2005
680,rauch01,2005
681,raymoma01,2005
682,reavery01,2005
683,ritolma01,2005
684,russekr01,2005
685,russery01,2005
686,ryanbo01,2005
687,sauermi01,2005
688,setogde01,2005
689,skillja01,2005
690,smolera01,2005
691,sobotvl01,2005
692,staalma01,2005
693,stastpa01,2005
694,stoary01,2005
695,stralan01,2005
696,suttebr04,2005
697,syvreda01,2005
698,vandech01,2005
699,vitaljo01,2005
700,vlasima01,2005
701,wandeto01,2005
702,yandlke01,2005
703,zubaran01,2005
704,zubovil01,2005
705,anisiar01,2006
706,backsni02,2006
707,belesma01,2006
708,berglpa01,2006
709,biegaal01,2006
710,bodnaan01,2006
711,brassde01,2006
712,carlema02,2006
713,cluttca01,2006
714,condrer01,2006
715,correma01,2006
716,daugaka01,2006
717,dorsede01,2006
718,emmerco01,2006
719,ferribe01,2006
720,foligni01,2006
721,frolimi01,2006
722,geoffbl01,2006
723,giroucl01,2006
724,grabnmi01,2006
725,grybaer01,2006
726,hollobu01,2006
727,holzeko01,2006
728,joensje01,2006
729,johnser01,2006
730,junlajo01,2006
731,kanato01,2006
732,kesseph01,2006
733,komarle01,2006
734,kuldaar01,2006
735,kulemni01,2006
736,lewistr01,2006
737,littlbr01,2006
738,lucicmi01,2006
739,macdoan01,2006
740,magnaol01,2006
741,marchbr03,2006
742,matsujo01,2006
743,matthsh01,2006
744,maxwebe01,2006
745,mcbaija02,2006
746,mccarjo01,2006
747,mcginja01,2006
748,mcintda01,2006
749,muellpe01,2006
750,mursaja01,2006
751,nodlan01,2006
752,okposky01,2006
753,osalaos01,2006
754,peckhth01,2006
755,perrema01,2006
756,petryje01,2006
757,quickke01,2006
758,rakhsrh01,2006
759,rheaujo01,2006
760,sangubo01,2006
761,sestito01,2006
762,sheppja01,2006
763,shirose01,2006
764,staaljo01,2006
765,stalbvi01,2006
766,stewach02,2006
767,straibr01,2006
768,summech01,2006
769,tlustji01,2006
770,toewsjo01,2006
771,vasyual01,2006
772,vishniv01,2006
773,webermi01,2006
774,whitery01,2006
775,wirtape01,2006
776,wishaty01,2006
777,zharkvl01,2006
778,alberjo01,2007
779,aliuak01,2007
780,almonco01,2007
781,alzneka01,2007
782,anderjo03,2007
783,aulieke01,2007
784,backlmi01,2007
785,bellebr01,2007
786,bennja01,2007
787,blumjo02,2007
788,boninni01,2007
789,borturo01,2007
790,bowmadr01,2007
791,braunju01,2007
792,brenntj01,2007
793,byronpa01,2007
794,caputlu01,2007
795,careypa01,2007
796,cohenco01,2007
797,coleia01,2007
798,coutulo01,2007
799,dadonev01,2007
800,ellerke01,2007
801,ellerla01,2007
802,faircca01,2007
803,falkju01,2007
804,frattma01,2007
805,gagnesa01,2007
806,galiatj01,2007
807,gazdilu01,2007
808,gillico01,2007
809,grantal01,2007
810,gunnaca01,2007
811,hagelca01,2007
812,halisma01,2007
813,hamilza01,2007
814,harjujo01,2007
815,hicketh01,2007
816,jeffrdu01,2007
817,kalinjo01,2007
818,kampfst01,2007
819,kanepa01,2007
820,katicma01,2007
821,killoal01,2007
822,kingdw01,2007
823,macenma01,2007
824,machasp01,2007
825,maclebr02,2007
826,malonbr01,2007
827,maroopa01,2007
828,marshke01,2007
829,martial01,2007
830,mayorma01,2007
831,mcdonry01,2007
832,mclarfr01,2007
833,mcmilca01,2007
834,molleos01,2007
835,muzzija01,2007
836,nashri02,2007
837,negrijo01,2007
838,obrieji01,2007
839,omarkli01,2007
840,pacioma01,2007
841,palmini01,2007
842,palusaa01,2007
843,pelusan01,2007
844,perroda01,2007
845,plantal01,2007
846,postmpa01,2007
847,repikmi01,2007
848,scevico01,2007
849,shattke01,2007
850,simmowa01,2007
851,smithbr05,2007
852,spalini01,2007
853,subbapk01,2007
854,suttebr03,2007
855,tangrer01,2007
856,terrych01,2007
857,thurean01,2007
858,toewsjo01,2007
859,troppco01,2007
860,turriky01,2007
861,tyrelda01,2007
862,vanrija01,2007
863,voracja01,2007
864,weberya01,2007
865,adamlu01,2008
866,atkinca01,2008
867,bailejo01,2008
868,barbema01,2008
869,bartkma01,2008
870,boedkmi01,2008
871,bogosza01,2008
872,borowma01,2008
873,boumala01,2008
874,bourdma01,2008
875,boychza01,2008
876,broditj01,2008
877,calvema01,2008
878,campban01,2008
879,carlsjo01,2008
880,colbojo01,2008
881,collise02,2008
882,cormipa01,2008
883,dalpeza01,2008
884,dellast01,2008
885,delzomi01,2008
886,demerja01,2008
887,deschni01,2008
888,dibenju01,2008
889,donovma01,2008
890,doughdr01,2008
891,eberljo01,2008
892,ennisty01,2008
893,filatni01,2008
894,gardija01,2008
895,gauncca01,2008
896,golouco01,2008
897,grachev01,2008
898,grantde01,2008
899,hamontr01,2008
900,hartite01,2008
901,hayesji01,2008
902,henriad01,2008
903,hodgsco01,2008
904,holosjo01,2008
905,jordami01,2008
906,josiro01,2008
907,karlser01,2008
908,kubalto01,2008
909,kundrto01,2008
910,larseph01,2008
911,lehtejo01,2008
912,loktian01,2008
913,macwian01,2008
914,martima02,2008
915,mcmilbr01,2008
916,mcraeph01,2008
917,myersty01,2008
918,nemisgr01,2008
919,nessaa01,2008
920,nyquigu01,2008
921,odeller01,2008
922,olverma01,2008
923,patergr01,2008
924,pietral01,2008
925,redmoza01,2008
926,regnebr01,2008
927,rinalza01,2008
928,robakco01,2008
929,sauveya01,2008
930,sbisalu01,2008
931,scandma01,2008
932,schenlu01,2008
933,schulju01,2008
934,smithbe01,2008
935,smithza01,2008
936,spurgja01,2008
937,staalja01,2008
938,stamkst01,2008
939,stepade01,2008
940,stonemi01,2008
941,tedenma01,2008
942,teubeco01,2008
943,tikhovi01,2008
944,ullstda01,2008
945,voynovi01,2008
946,warsoda01,2008
947,weiseda01,2008
948,wiercpa01,2008
949,wilsoco01,2008
950,wingeto01,2008
951,witkolu01,2008
952,wrighja02,2008
953,almqvad01,2009
954,ashtoca01,2009
955,barrity01,2009
956,beckta01,2009
957,bourqga01,2009
958,bourqry01,2009
959,brownch01,2009
960,caronjo01,2009
961,chiarbe01,2009
962,chiasal01,2009
963,cizikca01,2009
964,clarkma01,2009
965,cliffky01,2009
966,connake01,2009
967,cowenja01,2009
968,damigje01,2009
969,dehaaca01,2009
970,deslani01,2009
971,desprsi01,2009
972,devanja01,2009
973,dowdni01,2009
974,duchema01,2009
975,dumonga01,2009
976,dumoubr01,2009
977,eakinco01,2009
978,ekholma01,2009
979,ekmanol01,2009
980,elliost01,2009
981,ellisry01,2009
982,erixoti01,2009
983,ferrala01,2009
984,foligma01,2009
985,froesby01,2009
986,geliner01,2009
987,hanowbe01,2009
988,haulaer01,2009
989,hedmavi01,2009
990,helgese01,2009
991,hoffmmi02,2009
992,hollape01,2009
993,horakro01,2009
994,johanma03,2009
995,josefja01,2009
996,kadrina01,2009
997,kaneev01,2009
998,kassiza01,2009
999,klingca01,2009
1000,knighco01,2009
1001,kozunbr01,2009
1002,kreidch01,2009
1003,krugema01,2009
1004,kulikdm01,2009
1005,landean01,2009
1006,lattami01,2009
1007,lauriol01,2009
1008,leblalo01,2009
1009,leddyni01,2009
1010,leean01,2009
1011,macdela01,2009
1012,mckencu01,2009
1013,mcnabbr01,2009
1014,moorejo01,2009
1015,morinje01,2009
1016,nestran01,2009
1017,nolanjo01,2009
1018,olsendy01,2009
1019,oreilry01,2009
1020,orlovdm01,2009
1021,paajama01,2009
1022,palmiky01,2009
1023,panikri01,2009
1024,pirribr01,2009
1025,randety01,2009
1026,rissara01,2009
1027,rundbda01,2009
1028,samueph01,2009
1029,savarda01,2009
1030,schenbr01,2009
1031,schrojo01,2009
1032,shoredr01,2009
1033,silfvja01,2009
1034,smithcr01,2009
1035,smithre01,2009
1036,szwarjo01,2009
1037,tatarto01,2009
1038,tavarjo01,2009
1039,timmisc01,2009
1040,urbomal01,2009
1041,varonph01,2009
1042,vatansa01,2009
1043,veyli01,2009
1044,vincoto01,2009
1045,wellwer01,2009
1046,weypa01,2009
1047,widemch01,2009
1048,wilsoga01,2009
1049,agostke01,2010
1050,bennebe01,2010
1051,biegada01,2010
1052,bitetan01,2010
1053,bjugsni01,2010
1054,bournmi01,2010
1055,brickco01,2010
1056,bulmebr01,2010
1057,burmial01,2010
1058,carrisa01,2010
1059,chapumi01,2010
1060,connobr01,2010
1061,coylech01,2010
1062,cunnicr01,2010
1063,davidbr01,2010
1064,donskjo01,2010
1065,ellismo01,2010
1066,etemem01,2010
1067,fastje01,2010
1068,faulkju01,2010
1069,ferlami01,2010
1070,floreju01,2010
1071,forbode01,2010
1072,fowleca01,2010
1073,friesal01,2010
1074,galiest01,2010
1075,gallabr01,2010
1076,gormlbr01,2010
1077,granbpe01,2010
1078,granlmi01,2010
1079,graveke01,2010
1080,gudasra01,2010
1081,gudbrer01,2010
1082,hallta02,2010
1083,hamilfr01,2010
1084,hayeske01,2010
1085,hishojo01,2010
1086,hollapa01,2010
1087,howdequ01,2010
1088,hymanza01,2010
1089,jarnkca01,2010
1090,johanry01,2010
1091,johnsst03,2010
1092,klingjo01,2010
1093,kuhnhto01,2010
1094,kuzneev01,2010
1095,larssjo02,2010
1096,lindbos02,2010
1097,marinma01,2010
1098,mcfarjo01,2010
1099,mcginty01,2010
1100,mcilrdy01,2010
1101,mckeggr01,2010
1102,melchju01,2010
1103,merrijo01,2010
1104,nelsobr01,2010
1105,nemetpa01,2010
1106,niedeni01,2010
1107,nordsjo02,2010
1108,petroal01,2010
1109,pitlity01,2010
1110,proutda01,2010
1111,pulkkte01,2010
1112,pysykma01,2010
1113,reinhma01,2010
1114,rustbr01,2010
1115,schwaja01,2010
1116,seguity01,2010
1117,sheahri01,2010
1118,shuggju01,2010
1119,skinnje01,2010
1120,smithde06,2010
1121,spoonry01,2010
1122,stonema01,2010
1123,strakpe01,2010
1124,tarasvl01,2010
1125,thomach01,2010
1126,tinorja01,2010
1127,toewsjo01,2010
1128,toffoty01,2010
1129,trotmza01,2010
1130,wagnech01,2010
1131,watsoau01,2010
1132,wealjo01,2010
1133,zuckeja01,2010
1134,andrean01,2011
1135,armiajo01,2011
1136,baertsv01,2011
1137,beaulna01,2011
1138,bouchre01,2011
1139,brodijo01,2011
1140,brollda01,2011
1141,catenda01,2011
1142,claesfr01,2011
1143,clendad01,2011
1144,corrafr01,2011
1145,cousini01,2011
1146,coutuse01,2011
1147,cramajo01,2011
1148,dahlbkl01,2011
1149,danauph01,2011
1150,demeldy01,2011
1151,dietzda01,2011
1152,dzingry01,2011
1153,edmunjo01,2011
1154,ferlibr01,2011
1155,fribema01,2011
1156,gaudrjo01,2011
1157,granlma01,2011
1158,graovty01,2011
1159,grenial01,2011
1160,grimaro01,2011
1161,hamildo01,2011
1162,harrisc01,2011
1163,huberjo01,2011
1164,jaskidm01,2011
1165,jennebo01,2011
1166,jenseni01,2011
1167,jokipjy01,2011
1168,jurcoto01,2011
1169,karlswi01,2011
1170,khokhal01,2011
1171,klefbos01,2011
1172,kucheni01,2011
1173,kuralse01,2011
1174,landega01,2011
1175,larssad01,2011
1176,leivojo01,2011
1177,lessilu01,2011
1178,lowryad01,2011
1179,mansojo01,2011
1180,marchal01,2011
1181,mayfisc01,2011
1182,mccorma01,2011
1183,merscmi01,2011
1184,millejt01,2011
1185,morrojo02,2011
1186,murphco02,2011
1187,murphry01,2011
1188,musilda01,2011
1189,namesvl01,2011
1190,nesteni01,2011
1191,nietoma01,2011
1192,noesest01,2011
1193,nugenry01,2011
1194,ogararo01,2011
1195,oleksja01,2011
1196,ouellxa01,2011
1197,pageaje01,2011
1198,pakarii01,2011
1199,palaton01,2011
1200,paliomi01,2011
1201,pecama01,2011
1202,pedanan01,2011
1203,percyst01,2011
1204,perssjo01,2011
1205,pietibl01,2011
1206,princsh01,2011
1207,puempma01,2011
1208,quineal01,2011
1209,rakelri01,2011
1210,raskvi01,2011
1211,rattity01,2011
1212,rauky01,2011
1213,reillmi01,2011
1214,riedeto01,2011
1215,ritchbr01,2011
1216,saadbr01,2011
1217,salommi01,2011
1218,scheima01,2011
1219,sedlalu01,2011
1220,shawan01,2011
1221,shawlo01,2011
1222,shoreni01,2011
1223,sproury01,2011
1224,stromry01,2011
1225,sundsjo01,2011
1226,suttebr05,2011
1227,toewsjo01,2011
1228,trochvi01,2011
1229,wilsosc01,2011
1230,wothety01,2011
1231,zibanmi01,2011
1232,andrisv01,2013
1233,baileju01,2013
1234,baptini01,2013
1235,barkoal01,2013
1236,bertuty01,2013
1237,bigrach01,2013
1238,bjorkol01,2013
1239,buchnpa01,2013
1240,burakan01,2013
1241,carriwi01,2013
1242,coppan01,2013
1243,danoma01,2013
1244,dauphla01,2013
1245,delarja01,2013
1246,dickija01,2013
1247,domima01,2013
1248,drouijo01,2013
1249,duclaan01,2013
1250,faschhu01,2013
1251,gabriku01,2013
1252,gauthfr01,2013
1253,guentja01,2013
1254,harpube01,2013
1255,hartmry01,2013
1256,horvabo01,2013
1257,janmama02,2013
1258,jonesse01,2013
1259,lazarcu01,2013
1260,lehkoar01,2013
1261,lindbto01,2013
1262,lindhel01,2013
1263,mackina01,2013
1264,manthan01,2013
1265,mccarmi01,2013
1266,monahse01,2013
1267,morrijo04,2013
1268,mottety01,2013
1269,muellmi01,2013
1270,nichuva01,2013
