name,0,1,2,3,4,5
allenbr01,0.378669343077,-0.447662716127,0.191404556498,0.109060690289,-0.00232444543398,0.10260333403
antroni01,0.536691218162,0.251443606672,-0.0207637359157,0.0894867800182,-0.16200452013,-0.143218712324
backmch01,0.130220465355,-0.0678903430842,0.0348005192329,-0.0209919263814,0.112516690075,0.173209935098
barchkr01,-0.902533502384,0.236255696736,0.213230929316,-0.0521712768662,0.0514259774068,-0.0365182224969
beaucfr01,0.518116048712,-0.250248932023,0.153574185795,-0.133284883243,0.186988415984,0.0698831258008
bellma01,-0.562590367654,0.183683328658,-0.0584152465304,0.0492199519925,-0.0923052864127,0.0623721488007
bettsbl01,-0.520099299657,0.118443253497,0.429137616908,-0.132737399736,0.129331620066,0.13131250526
cheecjo01,0.161905056742,0.35710641053,0.029642015438,-0.00679098792688,0.151504673788,-0.205330199481
davisro01,-0.415203828133,-0.262395051612,-0.0594878236583,-0.00080855602773,0.169962590261,-0.161346384771
erskijo01,-0.0798055758028,-0.245184720834,0.0413177068074,0.121648167243,0.0526246284494,-0.110256211554
fishemi01,0.35011057369,0.0495509813997,0.227630513182,0.0630144082958,0.0212121341079,-0.384771350294
gagnesi01,0.191068727307,0.196510200432,-0.635265931693,-0.431438966982,-0.243827345831,-0.038043930899
huntetr01,0.252219084563,0.0524571370634,0.273481736949,-0.0679222471112,-0.00200148953652,-0.318934351196
kalindm01,-0.0703421537351,-0.233303083069,-0.105510856113,-0.102560310242,0.0957542641867,0.16449128567
lecavvi01,0.905072755081,0.287040861247,-0.146823966724,-0.294846311496,-0.209026029483,-0.183441534088
legwada01,0.210153807691,0.275546711989,-0.0481373158661,-0.147913484184,-0.150564539758,0.213821185988
malhoma01,-0.00250206954011,0.15334907683,0.207060970059,0.034036154305,0.0776455889832,0.0806673430753
peteran01,-1.14734585494,0.292596798242,0.214986739492,-0.220282016891,-0.0568830360828,0.130873816176
ponikal01,0.208295116851,0.208394286659,0.013280013105,-0.0013414317848,0.197214561377,-0.0255452684528
regehro01,0.236045612059,-0.155167230465,0.316323564473,0.111459982492,-0.0177839342608,0.0101912903921
richabr01,0.719902243823,0.316225208532,-0.232802952902,-0.486939574038,0.0325023075944,0.0127790272178
rourkal01,-0.733661934513,-0.408279493673,-0.228191629359,-0.0386770135882,-0.105020521557,0.307195916659
rydermi01,-0.0628386940965,0.202271290321,0.150542297966,-0.220200467578,-0.0820522668234,-0.041194742556
vasicjo01,0.13776395278,0.184596313287,0.257040042103,-0.024470960973,0.0915184576475,0.102986907262
vishnvi01,-0.184891996542,-0.170572110721,0.311625068485,-0.00222759022992,0.211432227794,-0.0838834680695
walkema01,-0.245512241175,-0.260351052716,-0.0133880158941,0.00421765363439,0.218666189471,0.0397858115985
