name,0,1,2,3
adamscr01,-0.80384281654,0.0515912612092,-0.281004489322,0.317599724975
ashamar01,-0.745346354711,0.395919378192,-0.271157014642,0.178090455514
belaner01,0.406076295518,0.156960636511,-0.168458491182,0.297921890182
bradlma01,-1.04293546213,-0.0616277809784,-0.445305080731,-0.132919200588
brierda01,0.681637113425,0.280337572735,-0.497287298085,0.0333687672077
clarkbr01,0.246088126644,-0.376034856961,0.0931513175766,0.082698753503
cullema01,0.375156827756,0.318312987435,-0.117930043676,0.0891122847464
greenjo01,-0.95014797616,0.338666497195,0.58317156504,-0.10900722733
kaberto01,0.203697983402,-0.0627280669031,0.181215269296,-0.206998711486
kubinpa01,0.409788848802,-0.209444207444,0.184551588961,0.3391368513
lydmato01,0.643698535498,-0.678188709334,-0.106455648798,0.465163635556
mitchwi01,0.404628964918,-0.601327127176,0.124233177206,-0.0704619068587
morride01,0.0198367034738,-0.46862265842,0.156102687091,-0.0851241524702
pahlssa01,-0.514449689673,0.0294926091273,-0.235985489208,0.122440013355
phillch02,0.266615621775,-0.62065131751,-0.318642877999,0.184013553695
pisanfe01,-0.683952966488,-0.273036668955,-0.119013682729,-0.506473761823
potito01,-0.0321408972947,-0.213190844492,0.332530942797,-0.435099053442
reasoma01,0.0747167561605,0.0413384174821,-0.209463849699,0.183534688092
rozsimi01,0.297126381733,-0.461426316554,0.175527270454,0.295926701937
saleiru01,0.289958531163,-0.60461045622,-0.188024789888,0.0746408335845
salosa01,0.49392919141,-0.314741043945,-0.238994938037,-0.283316997075
saricco01,-0.0329129758685,-0.14815486603,0.253140783154,0.356317363059
simjo01,-1.03976340993,0.0429256739762,-0.00276465757033,-0.441182889828
sturmma01,-0.582349709698,0.380405996986,0.44466497623,0.0382132892345
whiteco01,-0.149033966119,-0.472828503413,0.0729627992789,0.235857677142
zubruda01,0.186235139792,0.287230841952,-0.417402855325,0.310424254333
breweer01,0.360845595509,-0.665043370108,-0.0294613590858,-0.121831811585
campbbr02,0.964143226503,-0.0196270957751,0.539963851952,-0.682149003906
chimeja01,-0.26883911405,0.0612119793971,-0.0162588754555,0.0199639454075
clearda01,0.244489206882,0.308488460587,0.000541025173559,0.338722910057
cookema01,-0.120482371264,0.203492983724,-0.341147099084,0.337132929649
corvojo01,0.91502265026,-0.413914224888,-0.0119583583417,-0.411917792324
ferenan01,0.318450279783,-0.506896260912,-0.0107183285134,0.24201378292
