,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2012-13,EDM,22,712,883,44.6,-1.7,528,683,43.6,-4.4,8.0,90.4,98.3,48.1,51.9
2,2013-14,EDM,23,1167,1493,43.9,-3.3,875,1132,43.6,-2.9,8.8,90.9,99.7,47.7,52.3
3,2014-15,EDM,24,1485,1459,50.4,3.7,1108,1088,50.5,4.6,8.6,89.4,98.0,63.1,36.9
4,2015-16,TOT,25,881,907,49.3,-1.8,644,675,48.8,-2.4,7.7,90.0,97.7,49.7,50.3
5,2015-16,EDM,25,680,707,49.0,0.7,489,526,48.2,0.1,6.5,89.0,95.5,48.4,51.6
6,2015-16,PIT,25,201,200,50.1,-7.0,155,149,51.0,-7.6,11.4,93.3,104.,54.5,45.5
7,2016-17,PIT,26,354,294,54.6,4.2,269,206,56.6,4.8,8.0,94.1,102.,55.1,44.9
