,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2008-09,CBJ,18,48,39,55.2,3.5,37,32,53.6,1.9,16.1,92.6,108.,50.0,50.0
2,2009-10,CBJ,19,79,80,49.7,0.6,64,62,50.8,3.4,4.3,95.6,99.8,62.2,37.8
3,2010-11,CBJ,20,203,179,53.1,3.6,153,125,55.0,4.7,3.6,98.9,102.,55.0,45.0
4,2011-12,OTT,21,70,77,47.6,-4.4,52,63,45.2,-6.4,5.7,95.7,101.,52.6,47.4
