,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2009-10,BUF,19,1283,1334,49.0,-3.0,1002,1038,49.1,-2.7,10.0,91.8,101.,50.8,49.2
2,2010-11,BUF,20,1342,1157,53.7,5.2,1016,896,53.1,3.6,8.7,90.1,98.8,52.8,47.2
3,2011-12,BUF,21,861,987,46.6,-6.6,643,757,45.9,-7.5,9.0,93.8,102.,51.3,48.7
4,2012-13,BUF,22,538,641,45.6,-0.7,416,488,46.0,1.6,7.0,91.6,98.6,50.9,49.1
5,2013-14,BUF,23,815,1042,43.9,-0.3,605,809,42.8,-1.5,6.4,90.8,97.2,41.1,58.9
6,2014-15,TOT,24,946,1435,39.7,-3.7,718,1024,41.2,-2.0,9.6,92.1,101.,41.0,59.0
7,2014-15,BUF,24,562,1055,34.8,-3.9,432,741,36.8,-1.9,8.1,92.4,100.,34.6,65.4
8,2014-15,WPG,24,384,380,50.3,-4.0,286,283,50.3,-3.0,12.0,91.5,103.,52.7,47.3
9,2015-16,WPG,25,1256,1148,52.2,0.3,916,869,51.3,-0.5,7.6,92.2,99.8,51.8,48.3
10,2016-17,WPG,26,173,172,50.1,3.0,123,138,47.1,1.9,10.6,94.6,105.,50.4,49.6
