,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,CBJ,21,430,423,50.4,-2.7,325,324,50.1,-2.7,6.0,92.5,98.5,46.7,53.3
2,2008-09,CBJ,22,508,508,50.0,-3.2,384,391,49.5,-3.8,6.9,90.9,97.9,48.6,51.4
3,2009-10,CBJ,23,347,400,46.5,-3.6,260,305,46.0,-4.2,5.1,92.2,97.3,52.2,47.8
4,2010-11,CBJ,24,504,457,52.4,1.2,380,339,52.9,1.0,8.3,90.6,98.9,58.7,41.3
5,2011-12,CBJ,25,304,373,44.9,-5.7,226,292,43.6,-6.5,3.8,93.6,97.5,49.3,50.7
6,2012-13,CBJ,26,218,315,40.9,-7.3,152,247,38.1,-10.,8.5,95.0,103.,46.0,54.0
7,2013-14,CBJ,27,134,187,41.7,-6.9,94,144,39.5,-8.7,4.2,91.9,96.1,51.4,48.6
8,2014-15,CBJ,28,303,514,37.1,-11.,223,394,36.1,-12.,6.6,91.8,98.4,47.5,52.5
9,2015-16,CBJ,29,117,230,33.7,-16.,92,162,36.2,-13.,7.2,93.2,100.,43.9,56.1
10,2016-17,ANA,30,88,122,41.9,-8.8,72,93,43.6,-6.7,4.3,90.5,94.8,57.1,42.9
