,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,CHI,20,136,107,56.0,5.1,107,87,55.2,1.3,5.7,91.4,97.1,48.5,51.5
2,2008-09,CHI,21,202,191,51.4,-6.0,154,144,51.7,-4.3,7.3,94.7,101.,62.4,37.6
3,2009-10,CHI,22,1215,964,55.8,-4.5,918,689,57.1,-5.0,6.8,91.7,98.6,55.2,44.8
4,2010-11,CHI,23,1117,1078,50.9,-4.5,860,763,53.0,-1.4,8.1,93.1,101.,49.6,50.4
5,2011-12,CHI,24,1057,969,52.2,-2.8,803,690,53.8,-0.6,8.1,91.7,99.8,51.6,48.4
6,2012-13,CHI,25,726,649,52.8,-2.9,543,458,54.2,-2.6,9.6,92.5,102.,47.9,52.1
7,2013-14,CHI,26,1312,1145,53.4,-5.7,971,808,54.6,-3.6,8.0,91.5,99.5,49.1,50.9
8,2014-15,CHI,27,1529,1332,53.4,-0.7,1112,982,53.1,0.3,7.2,95.1,102.,47.7,52.3
9,2015-16,CHI,28,1404,1332,51.3,0.6,1039,977,51.5,1.9,7.7,92.1,99.8,43.9,56.1
10,2016-17,CHI,29,356,364,49.4,-2.4,257,279,47.9,-2.2,9.1,94.1,103.,43.5,56.5
