,season,TOT,age,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct,shots_attempted,time_on_ice_avg,hits,blocks,takeaways,giveaways
1,2005-06,TOR,22,1,0,0,1,0,0,0,0,0,0,100.,,100.,,9:31,,,,
2,2006-07,TOR,23,1,0,1,1,0,0,0,0,0,0,33.3,,33.3,,7:18,,,,
3,2007-08,TOR,24,18,4,-3,2,0,0,0,0,0,0,12.5,29,12.5,29,7:20,11,6,3,7
4,2008-09,TOR,25,11,2,2,5,0,0,0,1,1,0,23.8,32,23.8,32,13:26,10,4,1,1
5,2010-11,NYR,27,1,0,0,0,0,0,0,0,0,0,</td,1,</td,1,3:43,0,1,0,0
