,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,CBJ,26,110,91,54.7,-3.8,89,65,57.8,-2.2,3.2,92.0,95.2,53.8,46.2
2,2008-09,CBJ,27,8,4,66.7,12.6,4,4,50.0,-2.0,0.0,75.0,75.0,50.0,50.0
3,2009-10,CBJ,28,126,99,56.0,9.1,96,78,55.2,8.1,7.6,96.6,104.,47.1,52.9
4,2010-11,CBJ,29,520,452,53.5,3.3,393,326,54.7,4.6,10.7,92.7,103.,61.3,38.7
5,2011-12,CBJ,30,400,466,46.2,-4.9,290,348,45.5,-5.2,7.1,94.2,101.,45.3,54.7
6,2012-13,CBJ,31,234,336,41.1,-8.5,169,259,39.5,-9.3,9.2,93.8,103.,42.5,57.5
7,2013-14,CBJ,32,527,538,49.5,-2.8,399,400,49.9,-2.7,7.0,92.3,99.3,49.3,50.7
8,2014-15,FLA,33,655,703,48.2,-3.8,479,533,47.3,-4.5,4.1,91.6,95.7,46.5,53.5
9,2015-16,FLA,34,440,534,45.2,-3.8,351,414,45.9,-3.6,7.3,95.6,102.,46.9,53.1
10,2016-17,FLA,35,171,231,42.5,-12.,131,178,42.4,-11.,9.4,95.7,105.,43.2,56.8
