,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,NYI,19,112,128,46.7,2.8,78,95,45.1,2.5,6.9,98.5,105.,43.1,56.9
2,2008-09,NYI,20,770,831,48.1,-1.3,541,593,47.7,-2.1,7.8,91.4,99.2,47.9,52.1
3,2009-10,NYI,21,1087,1082,50.1,1.5,791,764,50.9,1.0,7.5,88.3,95.9,49.4,50.6
4,2010-11,NYI,22,539,467,53.6,5.7,401,331,54.8,6.2,9.4,89.4,98.8,45.8,54.2
5,2011-12,NYI,23,1136,1188,48.9,1.7,827,865,48.9,0.2,8.4,89.5,97.9,49.5,50.5
6,2012-13,NYI,24,704,688,50.6,-1.5,509,490,51.0,-1.4,9.3,89.7,98.9,51.0,49.0
7,2013-14,NYI,25,1206,1186,50.4,1.5,871,889,49.5,0.4,10.5,88.8,99.3,61.7,38.3
8,2014-15,NYI,26,1032,856,54.7,2.2,759,620,55.0,0.9,7.4,89.7,97.1,66.1,33.9
9,2015-16,NYI,27,1147,1119,50.6,1.8,831,778,51.6,3.1,9.0,90.6,99.6,54.9,45.1
10,2016-17,BUF,28,293,291,50.2,2.7,217,222,49.4,2.3,4.8,95.2,100.,50.6,49.4
