,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,WSH,20,1319,912,59.1,5.7,989,692,58.8,5.1,10.0,90.0,100.,59.9,40.1
2,2008-09,WSH,21,1474,1132,56.6,2.4,1050,846,55.4,0.4,9.9,91.8,101.,60.0,40.0
3,2009-10,WSH,22,1455,1137,56.1,3.4,1038,854,54.9,3.8,12.1,91.5,103.,57.5,42.5
4,2010-11,WSH,23,1339,1110,54.7,3.3,956,798,54.5,3.7,8.9,93.3,102.,50.8,49.2
5,2011-12,WSH,24,603,569,51.5,2.8,458,425,51.9,3.2,9.7,90.0,99.8,52.7,47.3
6,2012-13,WSH,25,683,640,51.6,3.6,486,476,50.5,2.4,10.6,92.7,103.,50.3,49.7
7,2013-14,WSH,26,1192,1212,49.6,2.3,867,923,48.4,1.2,7.8,90.7,98.6,56.3,43.7
8,2014-15,WSH,27,1417,1235,53.4,3.2,1044,890,54.0,3.8,8.9,90.8,99.6,55.7,44.3
9,2015-16,WSH,28,1122,1062,51.4,1.4,799,752,51.5,1.0,9.1,93.7,102.,49.2,50.8
10,2016-17,WSH,29,282,259,52.1,0.3,218,203,51.8,1.7,9.3,92.0,101.,54.3,45.7
