,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,index_x,index_y,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
202,STL,31.0,31.0,5.0,0.0,0.0,18.0,449.0,282.0,38.6,-10.0,332.0,213.0,39.1,-10.0,58.0,3.0,5.0,0.0,0.0,0.0,114.0,8.0,1.0,hinotda01,7.3,93.0,100.0,42.0,-3.0,2007-08,11.9,11.9,63.0,63.0,9.0,10.31,1,55.0,45.0
214,TOR,31.0,31.0,19.0,22.0,1.0,98.0,1286.0,1560.0,54.8,2.1,946.0,1158.0,55.0,2.5,82.0,63.0,4.0,1.0,3.0,0.0,44.0,11.0,3.0,kaberto01,7.2,89.5,96.7,24.0,-16.0,2009-10,4.4,4.4,306.0,306.0,16.0,22.21,1,41.0,59.0
226,WSH,31.0,31.0,0.0,0.0,0.0,0.0,22.0,12.0,35.3,-11.0,17.0,9.0,34.6,-9.8,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,kanebo01,0.0,91.7,91.7,2.0,-1.0,2009-10,0.0,0.0,3.0,3.0,0.0,8.13,1,50.0,50.0
237,TOR,31.0,31.0,13.0,13.0,0.0,133.0,1266.0,1331.0,51.3,-0.2,943.0,992.0,51.3,0.0,82.0,50.0,5.0,4.0,9.0,0.0,89.0,11.0,2.0,kubinpa01,8.6,89.1,97.8,94.0,-15.0,2008-09,7.6,7.6,368.0,368.0,23.0,22.03,1,44.5,55.5
266,CAR,31.0,31.0,0.0,0.0,0.0,3.0,56.0,39.0,41.1,-5.1,39.0,28.0,41.8,-5.3,11.0,1.0,2.0,1.0,0.0,0.0,9.0,13.0,1.0,lacouda01,10.0,90.9,100.0,10.0,-1.0,2008-09,50.0,50.0,5.0,5.0,1.0,4.16,1,43.3,56.7
285,BUF,31.0,31.0,14.0,5.0,1.0,166.0,1321.0,1175.0,47.1,-4.7,973.0,913.0,48.4,-2.8,80.0,67.0,3.0,0.0,0.0,0.0,165.0,8.0,2.0,lydmato01,8.2,91.3,99.5,70.0,0.0,2008-09,3.0,3.0,201.0,201.0,20.0,21.47,1,53.6,46.4
299,CBJ,31.0,31.0,1.0,0.0,0.0,1.0,61.0,43.0,41.3,-15.0,47.0,33.0,41.3,-14.0,8.0,0.0,1.0,1.0,0.0,0.0,7.0,10.0,2.0,macdocr01,8.0,96.9,104.0,0.0,1.0,2008-09,16.7,16.7,9.0,9.0,1.0,10.39,1,50.0,50.0
312,VAN,31.0,31.0,20.0,0.0,0.0,125.0,1316.0,1334.0,50.3,2.4,1003.0,988.0,49.6,1.4,82.0,58.0,3.0,1.0,0.0,0.0,81.0,13.0,2.0,mitchwi01,10.5,93.5,104.0,59.0,29.0,2008-09,3.4,3.4,207.0,207.0,39.0,22.55,1,56.8,43.2
334,TOT,31.0,31.0,14.0,11.0,0.0,110.0,1038.0,1193.0,53.5,1.3,785.0,914.0,53.8,1.6,76.0,32.0,2.0,0.0,2.0,0.0,64.0,16.0,5.0,morride01,7.7,92.0,99.7,37.0,2.0,2009-10,3.3,3.3,257.0,257.0,12.0,21.27,1,47.0,53.0
361,TOT,31.0,31.0,9.0,2.0,0.0,21.0,716.0,575.0,44.5,-12.0,602.0,453.0,42.9,-14.0,65.0,26.0,6.0,2.0,1.0,0.0,121.0,10.0,2.0,pahlssa01,6.9,91.5,98.5,34.0,-17.0,2008-09,8.0,8.0,139.0,139.0,25.0,18.17,1,58.9,41.1
390,DAL,31.0,31.0,4.0,1.0,0.0,21.0,416.0,306.0,42.4,-10.0,302.0,241.0,44.4,-9.7,44.0,10.0,4.0,3.0,4.0,0.0,30.0,12.0,2.0,parrima01,7.4,93.1,100.0,18.0,-3.0,2008-09,17.4,17.4,93.0,93.0,9.0,11.16,1,44.3,55.7
404,OTT,31.0,31.0,12.0,3.0,1.0,142.0,1310.0,1309.0,50.0,-3.4,953.0,973.0,50.5,-3.8,82.0,75.0,6.0,2.0,1.0,1.0,97.0,12.0,3.0,phillch02,9.4,91.4,100.0,45.0,8.0,2009-10,9.8,9.8,172.0,172.0,29.0,22.21,1,51.6,48.4
414,EDM,31.0,31.0,8.0,1.0,0.0,14.0,709.0,553.0,43.8,-5.2,537.0,408.0,43.2,-6.0,56.0,22.0,9.0,3.0,4.0,0.0,41.0,5.0,1.0,pisanfe01,8.9,91.8,100.0,28.0,-5.0,2007-08,13.5,13.5,165.0,165.0,20.0,16.32,1,55.8,44.2
429,WSH,31.0,31.0,7.0,2.0,1.0,97.0,704.0,780.0,52.6,-1.9,511.0,578.0,53.1,-1.4,52.0,42.0,3.0,1.0,0.0,0.0,31.0,12.0,2.0,potito01,8.9,90.3,99.2,28.0,3.0,2008-09,6.3,6.3,109.0,109.0,24.0,21.09,1,50.8,49.2
444,ATL,31.0,31.0,11.0,0.0,5.0,60.0,849.0,754.0,47.0,-1.8,635.0,565.0,47.1,-2.2,79.0,18.0,13.0,2.0,0.0,1.0,41.0,12.0,2.0,reasoma01,8.3,93.8,102.0,36.0,11.0,2008-09,10.7,10.7,221.0,221.0,69.0,15.19,1,59.8,40.2
457,NYR,31.0,31.0,16.0,3.0,1.0,130.0,1281.0,1273.0,49.8,-1.1,970.0,944.0,49.3,-1.8,82.0,28.0,2.0,1.0,1.0,0.0,136.0,9.0,3.0,rozsimi01,8.4,92.7,101.0,78.0,3.0,2009-10,3.8,3.8,179.0,179.0,34.0,21.26,1,49.3,50.7
510,CGY,31.0,31.0,4.0,1.0,0.0,57.0,662.0,717.0,52.0,-3.8,501.0,546.0,52.1,-1.9,57.0,36.0,1.0,1.0,0.0,0.0,115.0,13.0,3.0,saricco01,7.5,92.9,100.0,58.0,4.0,2009-10,2.2,2.2,98.0,98.0,5.0,15.57,1,46.4,53.6
531,NYI,31.0,31.0,6.0,0.0,0.0,21.0,586.0,429.0,42.3,-8.4,413.0,321.0,43.7,-7.2,49.0,11.0,6.0,0.0,3.0,0.0,44.0,17.0,2.0,simjo01,8.8,90.0,98.8,42.0,-12.0,2008-09,10.0,10.0,149.0,149.0,13.0,12.1,1,56.6,43.4
547,BOS,31.0,31.0,9.0,6.0,0.0,24.0,834.0,1001.0,54.6,1.7,640.0,750.0,54.0,1.1,76.0,19.0,17.0,2.0,4.0,1.0,69.0,14.0,3.0,sturmma01,7.4,94.5,101.0,30.0,14.0,2009-10,10.8,10.8,313.0,313.0,31.0,16.46,1,47.3,52.7
562,NJD,31.0,31.0,14.0,0.0,3.0,109.0,908.0,1026.0,53.1,-0.6,687.0,791.0,53.5,-0.5,71.0,29.0,1.0,0.0,0.0,0.0,126.0,9.0,2.0,whiteco01,9.6,91.4,101.0,46.0,18.0,2008-09,1.5,1.5,130.0,130.0,12.0,19.01,1,53.8,46.2
573,STL,31.0,31.0,1.0,0.0,0.0,2.0,23.0,17.0,42.5,-11.0,16.0,16.0,50.0,-5.6,3.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,whitftr01,18.2,100.0,118.0,0.0,2.0,2008-09,0.0,0.0,4.0,4.0,0.0,11.03,1,84.6,15.4
604,NJD,31.0,31.0,14.0,2.0,1.0,24.0,530.0,577.0,52.1,2.4,387.0,455.0,54.0,3.9,51.0,21.0,9.0,4.0,1.0,0.0,61.0,19.0,3.0,zubruda01,8.7,91.2,99.9,28.0,4.0,2009-10,11.6,11.6,131.0,131.0,18.0,16.29,1,51.4,48.6
19,TOT,31.0,31.0,6.0,1.0,0.0,59.0,631.0,608.0,49.1,0.3,497.0,462.0,48.2,-1.3,49.0,21.0,0.0,0.0,1.0,0.0,64.0,,,boyntni01,8.3,93.3,101.0,71.0,5.0,2009-10,2.0,2.0,112.0,112.0,14.0,16.38,1,48.4,51.6
36,TOT,31.0,31.0,7.0,0.0,0.0,120.0,1249.0,1260.0,50.2,-3.2,951.0,975.0,50.6,-3.0,76.0,40.0,9.0,1.0,0.0,0.0,145.0,,,breweer01,8.6,92.0,100.0,81.0,6.0,2010-11,8.2,8.2,214.0,214.0,23.0,22.03,1,55.7,44.3
57,ANA,31.0,31.0,1.0,1.0,0.0,4.0,143.0,136.0,48.7,0.9,112.0,114.0,50.4,3.2,14.0,3.0,0.0,0.0,0.0,0.0,17.0,,,caldeky01,3.6,88.3,91.9,8.0,-7.0,2009-10,0.0,0.0,30.0,30.0,2.0,14.07,1,37.2,62.8
70,CHI,31.0,31.0,18.0,4.0,0.0,101.0,991.0,1208.0,54.9,0.1,739.0,917.0,55.4,0.2,65.0,42.0,3.0,1.0,2.0,0.0,28.0,,,campbbr02,9.0,93.8,102.0,6.0,28.0,2010-11,6.0,6.0,196.0,196.0,21.0,22.59,1,40.0,60.0
88,WSH,31.0,31.0,15.0,1.0,0.0,16.0,907.0,866.0,48.8,-3.1,677.0,631.0,48.2,-3.7,81.0,26.0,8.0,1.0,2.0,0.0,97.0,,,chimeja01,7.4,91.0,98.5,64.0,-10.0,2010-11,6.2,6.2,256.0,256.0,26.0,13.15,1,48.2,51.8
106,DET,31.0,31.0,14.0,5.0,0.0,25.0,740.0,925.0,55.6,2.0,582.0,692.0,54.3,1.1,64.0,26.0,13.0,2.0,2.0,0.0,119.0,,,clearda01,8.0,90.4,98.3,29.0,-3.0,2009-10,10.7,10.7,224.0,224.0,20.0,17.14,1,43.1,56.9
124,PIT,31.0,31.0,13.0,1.0,1.0,53.0,772.0,876.0,53.2,-0.9,587.0,647.0,52.4,-3.4,79.0,28.0,13.0,1.0,2.0,0.0,180.0,,,cookema01,10.3,92.2,102.0,106.0,17.0,2009-10,14.3,14.3,192.0,192.0,28.0,14.47,1,53.8,46.2
137,CAR,31.0,31.0,10.0,14.0,0.0,89.0,1363.0,1472.0,51.9,0.1,1050.0,1111.0,51.4,-0.8,81.0,36.0,5.0,6.0,8.0,1.0,41.0,,,corvojo01,7.6,91.6,99.2,18.0,-1.0,2008-09,6.6,6.6,432.0,432.0,43.0,24.19,1,46.3,53.7
172,BOS,31.0,31.0,10.0,1.0,1.0,82.0,1055.0,1030.0,49.4,-3.0,794.0,762.0,49.0,-2.4,70.0,28.0,3.0,0.0,0.0,0.0,74.0,,,ferenan01,9.4,93.7,103.0,60.0,22.0,2010-11,3.8,3.8,179.0,179.0,4.0,17.59,1,49.2,50.8
182,NSH,31.0,31.0,0.0,0.0,0.0,4.0,45.0,22.0,32.8,-24.0,38.0,18.0,32.1,-22.0,6.0,1.0,0.0,0.0,0.0,0.0,14.0,,,guitebe01,0.0,88.5,88.5,4.0,-3.0,2009-10,0.0,0.0,9.0,9.0,1.0,8.3,1,51.5,48.5
193,COL,31.0,31.0,13.0,0.0,1.0,144.0,1458.0,1101.0,43.0,-5.3,1098.0,861.0,44.0,-6.2,81.0,37.0,2.0,0.0,0.0,0.0,67.0,,,hannasc01,9.2,92.6,101.0,40.0,2.0,2009-10,3.8,3.8,123.0,123.0,29.0,21.56,1,57.8,42.2
233,CBJ,31.0,31.0,25.0,15.0,0.0,16.0,934.0,862.0,48.0,-2.4,711.0,645.0,47.6,-2.6,74.0,30.0,14.0,5.0,8.0,1.0,15.0,,,huselkr01,10.3,90.1,100.0,36.0,-4.0,2009-10,14.2,14.2,291.0,291.0,44.0,18.24,1,48.4,51.6
249,TOT,31.0,31.0,23.0,12.0,0.0,38.0,1114.0,1225.0,52.4,1.3,861.0,914.0,51.5,0.9,82.0,63.0,12.0,3.0,3.0,0.0,110.0,,,jokinol01,8.8,92.0,100.0,75.0,3.0,2009-10,6.4,6.4,429.0,429.0,39.0,17.52,1,48.6,51.4
286,OTT,31.0,31.0,0.0,0.0,0.0,2.0,64.0,70.0,52.2,3.6,44.0,52.0,54.2,4.7,24.0,2.0,0.0,0.0,0.0,0.0,36.0,,,lessafr01,2.6,96.7,99.2,78.0,0.0,2010-11,0.0,0.0,12.0,12.0,1.0,3.51,1,32.4,67.6
299,NJD,31.0,31.0,3.0,0.0,0.0,16.0,448.0,394.0,46.8,-6.7,332.0,305.0,47.9,-5.6,65.0,10.0,1.0,0.0,0.0,0.0,63.0,,,mairad01,2.7,90.8,93.4,45.0,-16.0,2010-11,1.7,1.7,90.0,90.0,13.0,9.06,1,48.9,51.1
315,TOT,31.0,31.0,5.0,0.0,0.0,85.0,868.0,605.0,41.1,-7.7,673.0,482.0,41.7,-7.1,53.0,12.0,1.0,1.0,0.0,0.0,88.0,,,marapa01,8.0,94.1,102.0,88.0,1.0,2010-11,2.0,2.0,95.0,95.0,4.0,18.17,1,50.2,49.8
330,SJS,31.0,31.0,20.0,15.0,1.0,31.0,1134.0,1279.0,53.0,-1.2,834.0,920.0,52.5,-2.0,82.0,66.0,24.0,9.0,11.0,2.0,86.0,,,marlepa01,9.3,90.2,99.5,16.0,-3.0,2010-11,13.3,13.3,470.0,470.0,35.0,20.47,1,53.0,47.0
361,DAL,31.0,31.0,16.0,10.0,0.0,48.0,982.0,998.0,50.4,1.1,739.0,752.0,50.4,0.9,76.0,49.0,10.0,2.0,9.0,1.0,230.0,,,morrobr01,7.6,91.2,98.8,69.0,-3.0,2009-10,12.9,12.9,268.0,268.0,33.0,19.1,1,49.9,50.1
374,NJD,31.0,31.0,14.0,2.0,0.0,108.0,1218.0,1244.0,50.5,-1.9,924.0,966.0,51.1,-2.9,79.0,52.0,2.0,0.0,0.0,0.0,75.0,,,mottami01,7.9,91.4,99.4,41.0,4.0,2009-10,2.7,2.7,150.0,150.0,22.0,22.16,1,56.3,43.7
419,CAR,31.0,31.0,10.0,5.0,0.0,17.0,733.0,735.0,50.1,0.7,551.0,540.0,49.5,1.3,72.0,24.0,12.0,2.0,2.0,0.0,34.0,,,samsose01,8.4,89.3,97.8,32.0,-15.0,2009-10,13.5,13.5,184.0,184.0,33.0,13.23,1,48.9,51.1
445,BUF,31.0,31.0,15.0,0.0,1.0,94.0,1296.0,1260.0,49.3,-2.8,1004.0,974.0,49.2,-2.6,82.0,54.0,4.0,0.0,0.0,0.0,63.0,,,tallihe01,9.9,91.7,101.0,32.0,13.0,2009-10,7.5,7.5,132.0,132.0,22.0,20.37,1,50.4,49.6
464,SJS,31.0,31.0,25.0,24.0,0.0,35.0,1065.0,1231.0,53.6,-0.6,790.0,890.0,53.0,-1.6,80.0,98.0,10.0,3.0,9.0,2.0,56.0,,,thornjo01,9.4,91.2,100.0,47.0,4.0,2010-11,14.1,14.1,261.0,261.0,114.0,19.52,1,48.7,51.3
476,BOS,31.0,31.0,5.0,0.0,0.0,7.0,575.0,625.0,52.1,0.7,431.0,493.0,53.4,3.1,79.0,6.0,6.0,2.0,0.0,0.0,113.0,,,thornsh01,6.4,92.7,99.1,123.0,-2.0,2008-09,4.4,4.4,212.0,212.0,24.0,10.02,1,47.8,52.2
15,CAR,31.0,31.0,12.0,0.0,1.0,188.0,1336.0,1192.0,47.2,-1.9,960.0,848.0,46.9,-1.6,82.0,36.0,1.0,1.0,0.0,0.0,111.0,,,allenbr01,7.9,91.9,99.9,76.0,-1.0,2011-12,1.1,1.1,210.0,210.0,22.0,19.1,1,60.0,40.0
34,WPG,31.0,31.0,14.0,6.0,0.0,41.0,798.0,830.0,51.0,-0.4,585.0,616.0,51.3,-0.9,69.0,23.0,11.0,0.0,4.0,0.0,94.0,,,antroni01,8.9,90.3,99.2,42.0,0.0,2011-12,15.8,15.8,177.0,177.0,25.0,16.31,1,43.0,57.0
58,TOT,31.0,31.0,3.0,0.0,0.0,10.0,323.0,263.0,44.9,-4.4,238.0,201.0,45.8,-4.3,51.0,5.0,2.0,0.0,0.0,0.0,67.0,,,barchkr01,5.0,95.9,100.0,114.0,0.0,2011-12,8.3,8.3,43.0,43.0,5.0,7.21,1,48.4,51.6
74,ANA,31.0,31.0,11.0,2.0,1.0,193.0,1420.0,1403.0,49.7,0.2,1068.0,1063.0,49.9,0.6,82.0,46.0,5.0,1.0,3.0,0.0,151.0,,,beaucfr01,7.5,90.2,97.7,48.0,-14.0,2011-12,5.8,5.8,284.0,284.0,29.0,25.33,1,52.4,47.6
120,CAR,31.0,31.0,5.0,0.0,0.0,20.0,599.0,491.0,45.0,-5.8,451.0,368.0,44.9,-3.8,40.0,9.0,9.0,1.0,2.0,0.0,94.0,,,coleer01,8.2,90.4,98.6,29.0,-9.0,2009-10,13.6,13.6,147.0,147.0,17.0,16.23,1,48.6,51.4
137,DET,31.0,31.0,27.0,16.0,0.0,33.0,975.0,1304.0,57.2,4.9,781.0,988.0,55.9,3.8,80.0,71.0,18.0,3.0,9.0,0.0,85.0,,,datsypa01,8.1,92.5,100.0,18.0,17.0,2009-10,13.3,13.3,368.0,368.0,131.0,20.21,1,49.2,50.8
168,WSH,31.0,31.0,1.0,0.0,1.0,27.0,291.0,272.0,48.3,2.9,224.0,204.0,47.7,2.0,28.0,8.0,0.0,0.0,0.0,0.0,39.0,,,erskijo01,7.7,94.6,102.0,51.0,3.0,2011-12,0.0,0.0,41.0,41.0,4.0,12.06,1,45.1,54.9
184,NSH,31.0,31.0,17.0,9.0,1.0,76.0,1126.0,888.0,44.1,-5.4,824.0,660.0,44.5,-5.6,72.0,34.0,19.0,7.0,5.0,0.0,116.0,,,fishemi01,11.4,92.8,104.0,33.0,11.0,2011-12,15.3,15.3,260.0,260.0,44.0,19.18,1,59.1,40.9
202,LAK,31.0,31.0,6.0,4.0,0.0,10.0,433.0,507.0,53.9,1.3,337.0,380.0,53.0,1.8,34.0,23.0,6.0,2.0,0.0,1.0,16.0,,,gagnesi01,7.2,90.6,97.8,18.0,-1.0,2011-12,9.3,9.3,126.0,126.0,7.0,17.59,1,41.0,59.0
214,MTL,31.0,31.0,12.0,6.0,0.0,33.0,969.0,1032.0,51.6,0.6,723.0,765.0,51.4,0.3,61.0,27.0,18.0,3.0,10.0,0.0,36.0,,,giontbr01,9.1,92.0,101.0,26.0,3.0,2009-10,11.8,11.8,409.0,409.0,36.0,20.45,1,45.0,55.0
232,MTL,31.0,31.0,16.0,14.0,1.0,24.0,1145.0,1308.0,53.3,3.8,843.0,978.0,53.7,2.7,80.0,28.0,4.0,2.0,3.0,0.0,32.0,,,gomezsc01,4.8,92.3,97.2,48.0,-15.0,2010-11,4.5,4.5,276.0,276.0,56.0,18.34,1,45.8,54.2
254,EDM,31.0,31.0,15.0,6.0,2.0,62.0,1124.0,936.0,45.4,-0.3,858.0,691.0,44.6,-2.7,77.0,36.0,9.0,1.0,4.0,0.0,33.0,,,horcosh01,6.6,89.6,96.2,51.0,-29.0,2009-10,10.6,10.6,230.0,230.0,50.0,19.26,1,55.7,44.3
269,LAK,31.0,31.0,4.0,1.0,0.0,6.0,276.0,313.0,53.1,-0.5,209.0,227.0,52.1,-0.2,38.0,7.0,2.0,1.0,0.0,0.0,70.0,,,huntetr01,5.1,92.2,97.3,8.0,-4.0,2011-12,3.9,3.9,89.0,89.0,3.0,10.06,1,55.3,44.7
274,SJS,31.0,31.0,8.0,0.0,0.0,58.0,586.0,714.0,54.9,2.9,445.0,532.0,54.5,2.3,50.0,21.0,2.0,0.0,0.0,0.0,18.0,,,huskike01,6.8,94.1,100.0,12.0,8.0,2010-11,5.3,5.3,94.0,94.0,10.0,16.37,1,49.7,50.3
294,WSH,31.0,31.0,0.0,0.0,0.0,0.0,22.0,12.0,35.3,-11.0,17.0,9.0,34.6,-9.8,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,,kanebo01,0.0,91.7,91.7,2.0,-1.0,2009-10,0.0,0.0,3.0,3.0,0.0,8.13,1,50.0,50.0
312,TOT,31.0,31.0,4.0,12.0,0.0,23.0,677.0,721.0,51.6,-1.7,516.0,530.0,50.7,-2.3,71.0,24.0,6.0,4.0,5.0,0.0,116.0,,,kotalal01,5.9,90.1,96.0,67.0,-17.0,2009-10,6.4,6.4,312.0,312.0,22.0,14.11,1,47.9,52.1
322,NJD,31.0,31.0,0.0,0.0,0.0,6.0,64.0,47.0,42.3,-7.7,49.0,41.0,45.6,-3.4,7.0,1.0,0.0,0.0,0.0,0.0,5.0,,,leachja02,6.7,92.1,98.8,7.0,0.0,2010-11,0.0,0.0,6.0,6.0,1.0,14.15,1,38.5,61.5
335,TBL,31.0,31.0,21.0,6.0,0.0,31.0,980.0,941.0,49.0,0.5,730.0,685.0,48.4,-1.6,64.0,34.0,17.0,5.0,5.0,0.0,103.0,,,lecavvi01,11.5,89.5,101.0,50.0,-2.0,2011-12,12.1,12.1,308.0,308.0,24.0,18.56,1,45.7,54.3
354,NSH,31.0,31.0,19.0,14.0,1.0,29.0,1058.0,1064.0,50.1,3.4,793.0,812.0,50.6,3.3,78.0,43.0,14.0,2.0,5.0,0.0,31.0,,,legwada01,8.7,91.3,100.0,26.0,3.0,2011-12,13.6,13.6,220.0,220.0,46.0,18.31,1,54.4,45.6
377,VAN,31.0,31.0,11.0,0.0,0.0,45.0,784.0,515.0,39.6,-16.0,588.0,366.0,38.4,-17.0,78.0,22.0,7.0,2.0,0.0,0.0,44.0,,,malhoma01,9.0,91.2,100.0,14.0,-11.0,2011-12,11.7,11.7,104.0,104.0,22.0,12.21,1,87.1,12.9
389,MTL,31.0,31.0,15.0,12.0,1.0,61.0,846.0,783.0,48.1,0.9,645.0,586.0,47.6,-0.2,45.0,33.0,2.0,1.0,4.0,0.0,47.0,,,markoan01,10.7,93.2,104.0,32.0,11.0,2009-10,7.1,7.1,186.0,186.0,34.0,23.48,1,48.8,51.2
405,OTT,31.0,31.0,10.0,0.0,0.0,21.0,882.0,869.0,49.6,-0.9,643.0,632.0,49.6,-0.3,80.0,20.0,6.0,2.0,0.0,0.0,258.0,,,neilch01,6.7,90.3,97.0,210.0,-14.0,2010-11,5.7,5.7,191.0,191.0,35.0,12.46,1,49.5,50.5
433,DAL,31.0,31.0,6.0,0.0,0.0,43.0,727.0,613.0,45.7,-5.1,554.0,490.0,46.9,-3.4,78.0,30.0,8.0,0.0,0.0,1.0,93.0,,,peterto01,6.4,94.3,100.0,6.0,3.0,2009-10,8.2,8.2,163.0,163.0,17.0,10.55,1,48.4,51.6
453,TOT,31.0,31.0,16.0,3.0,0.0,36.0,852.0,1000.0,54.0,3.5,629.0,745.0,54.2,4.0,82.0,19.0,10.0,2.0,4.0,0.0,143.0,,,ponikal01,6.8,91.8,98.5,34.0,-3.0,2011-12,9.0,9.0,275.0,275.0,33.0,14.45,1,52.9,47.1
470,BUF,31.0,31.0,4.0,0.0,0.0,112.0,1128.0,904.0,44.5,-7.9,852.0,673.0,44.1,-7.9,76.0,28.0,1.0,0.0,0.0,0.0,172.0,,,regehro01,5.9,93.2,99.1,56.0,-12.0,2011-12,2.0,2.0,104.0,104.0,11.0,18.38,1,54.1,45.9
487,DAL,31.0,31.0,32.0,13.0,0.0,46.0,1186.0,1093.0,48.0,-3.0,897.0,804.0,47.3,-4.4,74.0,64.0,16.0,5.0,2.0,0.0,113.0,,,ribeimi01,9.6,92.4,102.0,66.0,5.0,2011-12,12.7,12.7,247.0,247.0,39.0,20.03,1,46.2,53.8
505,NYR,31.0,31.0,24.0,17.0,0.0,49.0,1240.0,1171.0,48.6,-1.7,893.0,884.0,49.7,-3.2,82.0,46.0,18.0,9.0,7.0,0.0,51.0,,,richabr01,8.6,91.3,99.9,22.0,-1.0,2011-12,10.9,10.9,428.0,428.0,47.0,20.16,1,45.5,54.5
525,PIT,31.0,31.0,7.0,1.0,0.0,17.0,620.0,623.0,50.1,-3.9,471.0,445.0,48.6,-5.7,81.0,12.0,9.0,1.0,0.0,0.0,181.0,,,ruppmi01,6.6,92.8,99.4,124.0,-4.0,2010-11,11.1,11.1,144.0,144.0,9.0,10.03,1,44.0,56.0
