,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,index_x,index_y,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
391,LAK,28.0,28.0,7.0,10.0,0.0,11.0,377.0,408.0,52.0,4.9,292.0,310.0,51.5,4.0,38.0,13.0,7.0,1.0,2.0,0.0,28.0,,,nagyla01,8.1,91.1,99.2,18.0,-2.0,2007-08,11.5,11.5,135.0,135.0,7.0,13.48,1,43.1,56.9
400,NJD,28.0,28.0,7.0,2.0,0.0,47.0,494.0,622.0,55.7,2.3,395.0,498.0,55.8,2.2,47.0,16.0,4.0,0.0,0.0,0.0,62.0,,,rachuka01,8.4,89.5,98.0,40.0,3.0,2007-08,5.9,5.9,141.0,141.0,13.0,19.23,1,39.6,60.4
403,BOS,28.0,28.0,1.0,0.0,1.0,13.0,310.0,287.0,48.1,-5.4,244.0,225.0,48.0,-3.8,58.0,1.0,2.0,1.0,0.0,0.0,51.0,,,reichje01,3.0,93.7,96.7,78.0,-5.0,2007-08,5.1,5.1,68.0,68.0,8.0,8.15,1,42.7,57.3
461,SJS,28.0,28.0,41.0,26.0,0.0,31.0,894.0,1231.0,57.9,5.0,674.0,935.0,58.1,2.9,82.0,103.0,18.0,5.0,11.0,0.0,60.0,,,thornjo01,9.8,91.5,101.0,59.0,18.0,2007-08,16.3,16.3,308.0,308.0,55.0,21.24,1,41.3,58.7
10,FLA,28.0,28.0,1.0,0.0,0.0,7.0,33.0,44.0,57.1,2.6,23.0,34.0,59.6,6.5,2.0,0.0,0.0,0.0,0.0,0.0,5.0,,,allenbr01,11.5,94.1,105.0,0.0,2.0,2008-09,0.0,0.0,7.0,7.0,0.0,27.11,1,61.9,38.1
29,TOT,28.0,28.0,21.0,9.0,1.0,37.0,979.0,1120.0,53.4,1.1,723.0,833.0,53.5,0.8,81.0,40.0,20.0,4.0,8.0,0.0,112.0,,,antroni01,9.4,87.5,96.8,30.0,-14.0,2008-09,12.5,12.5,376.0,376.0,34.0,17.11,1,44.0,56.0
43,COL,28.0,28.0,14.0,7.0,0.0,17.0,702.0,764.0,52.1,2.8,514.0,609.0,54.2,3.4,70.0,41.0,7.0,1.0,3.0,0.0,6.0,,,arnasty01,6.6,91.6,98.1,16.0,-1.0,2007-08,5.6,5.6,265.0,265.0,61.0,15.16,1,45.1,54.9
52,CBJ,28.0,28.0,4.0,1.0,0.0,53.0,514.0,685.0,57.1,6.2,391.0,512.0,56.7,4.8,56.0,13.0,1.0,1.0,1.0,0.0,40.0,,,backmch01,7.1,93.1,100.0,32.0,5.0,2008-09,3.7,3.7,136.0,136.0,11.0,15.39,1,37.7,62.3
55,DAL,28.0,28.0,5.0,0.0,0.0,14.0,365.0,300.0,45.1,-7.4,268.0,235.0,46.7,-6.7,72.0,13.0,4.0,1.0,0.0,0.0,123.0,,,barchkr01,10.1,91.7,101.0,133.0,1.0,2008-09,14.8,14.8,41.0,41.0,9.0,6.27,1,41.8,58.2
69,ANA,28.0,28.0,0.0,1.0,0.0,25.0,309.0,320.0,50.9,-5.7,263.0,267.0,50.4,-5.6,20.0,17.0,4.0,2.0,0.0,0.0,26.0,,,beaucfr01,9.6,90.4,100.0,12.0,-3.0,2008-09,8.9,8.9,72.0,72.0,9.0,24.54,1,50.0,50.0
94,NYR,28.0,28.0,3.0,0.0,1.0,51.0,525.0,463.0,46.9,-8.5,397.0,362.0,47.7,-7.5,81.0,7.0,4.0,1.0,0.0,2.0,93.0,,,bettsbl01,5.5,91.5,97.0,16.0,-5.0,2008-09,7.2,7.2,133.0,133.0,32.0,10.37,1,60.1,39.9
109,SJS,28.0,28.0,13.0,4.0,0.0,18.0,624.0,796.0,56.1,2.0,469.0,623.0,57.1,2.3,66.0,31.0,6.0,4.0,5.0,1.0,107.0,,,cheecjo01,7.4,90.9,98.3,59.0,-3.0,2008-09,7.9,7.9,284.0,284.0,31.0,15.19,1,43.9,56.1
151,VAN,28.0,28.0,2.0,0.0,0.0,12.0,198.0,172.0,46.5,-1.7,156.0,137.0,46.8,-2.1,23.0,7.0,0.0,0.0,0.0,0.0,28.0,,,davisro01,7.0,90.5,97.5,51.0,-4.0,2008-09,0.0,0.0,33.0,33.0,1.0,10.05,1,51.6,48.4
156,ANA,28.0,28.0,4.0,0.0,0.0,8.0,125.0,146.0,53.9,-7.6,98.0,113.0,53.6,-6.7,23.0,2.0,1.0,0.0,0.0,0.0,10.0,,,dipenjo01,15.1,87.3,102.0,16.0,3.0,2007-08,20.0,20.0,16.0,16.0,6.0,10.39,1,54.3,45.7
165,WSH,28.0,28.0,3.0,0.0,1.0,76.0,689.0,767.0,52.7,-4.6,506.0,580.0,53.4,-2.3,52.0,29.0,0.0,0.0,0.0,0.0,128.0,,,erskijo01,5.8,93.8,99.6,63.0,1.0,2008-09,0.0,0.0,128.0,128.0,9.0,16.48,1,48.7,51.3
179,OTT,28.0,28.0,14.0,5.0,0.0,54.0,942.0,865.0,47.9,-3.7,695.0,661.0,48.7,-3.0,78.0,36.0,10.0,3.0,1.0,2.0,211.0,,,fishemi01,8.6,91.6,100.0,66.0,0.0,2008-09,7.1,7.1,327.0,327.0,45.0,18.3,1,52.7,47.3
190,TOR,28.0,28.0,5.0,0.0,1.0,41.0,485.0,436.0,47.3,-5.6,365.0,327.0,47.3,-6.2,41.0,17.0,1.0,0.0,0.0,0.0,74.0,,,frogrjo01,6.3,93.7,100.0,28.0,0.0,2008-09,8.3,8.3,31.0,31.0,12.0,13.26,1,56.8,43.2
199,PHI,28.0,28.0,23.0,13.0,4.0,28.0,1054.0,1002.0,48.7,0.5,764.0,743.0,49.3,0.2,79.0,50.0,18.0,3.0,12.0,4.0,27.0,,,gagnesi01,9.5,92.3,101.0,42.0,21.0,2008-09,15.4,15.4,392.0,392.0,32.0,19.01,1,53.3,46.7
229,NYR,28.0,28.0,31.0,22.0,1.0,24.0,970.0,1253.0,56.4,1.0,729.0,970.0,57.1,0.5,81.0,62.0,9.0,3.0,7.0,0.0,48.0,,,gomezsc01,7.4,91.7,99.2,36.0,3.0,2007-08,6.6,6.6,370.0,370.0,77.0,19.54,1,38.6,61.4
266,NYI,28.0,28.0,11.0,5.0,1.0,25.0,662.0,701.0,51.4,3.1,501.0,505.0,50.2,0.7,55.0,26.0,9.0,2.0,5.0,0.0,135.0,,,huntetr01,6.6,91.6,98.1,41.0,-8.0,2008-09,9.1,9.1,263.0,263.0,37.0,16.23,1,48.6,51.4
271,ANA,28.0,28.0,15.0,0.0,0.0,49.0,790.0,844.0,51.7,-3.4,620.0,667.0,51.8,-2.7,76.0,21.0,3.0,2.0,1.0,0.0,65.0,,,huskike01,9.8,94.9,104.0,59.0,23.0,2007-08,8.7,8.7,116.0,116.0,29.0,16.05,1,46.9,53.1
287,TOT,28.0,28.0,13.0,2.0,0.0,73.0,988.0,964.0,49.4,-4.4,759.0,735.0,49.2,-4.2,73.0,33.0,1.0,0.0,1.0,0.0,79.0,,,kalindm01,7.6,91.4,98.9,32.0,-9.0,2008-09,3.0,3.0,163.0,163.0,29.0,17.4,1,42.8,57.2
332,TBL,28.0,28.0,23.0,14.0,1.0,29.0,1057.0,1062.0,50.1,3.2,818.0,813.0,49.8,3.0,77.0,55.0,18.0,6.0,10.0,1.0,110.0,,,lecavvi01,9.2,89.8,99.0,54.0,-9.0,2008-09,10.0,10.0,481.0,481.0,51.0,20.15,1,39.8,60.2
351,NSH,28.0,28.0,15.0,6.0,1.0,23.0,938.0,987.0,51.3,2.6,714.0,749.0,51.2,2.2,73.0,50.0,16.0,1.0,1.0,3.0,25.0,,,legwada01,7.6,91.1,98.7,32.0,-3.0,2008-09,11.4,11.4,274.0,274.0,44.0,19.27,1,52.8,47.2
374,CBJ,28.0,28.0,17.0,6.0,1.0,52.0,869.0,883.0,50.4,-4.3,651.0,689.0,51.4,-2.7,77.0,19.0,11.0,3.0,0.0,0.0,74.0,,,malhoma01,8.9,92.6,101.0,28.0,9.0,2008-09,9.5,9.5,204.0,204.0,40.0,18.01,1,57.9,42.1
402,OTT,28.0,28.0,14.0,0.0,0.0,10.0,637.0,687.0,51.9,0.9,469.0,510.0,52.1,2.3,68.0,20.0,6.0,1.0,0.0,0.0,204.0,,,neilch01,9.4,89.5,98.9,199.0,-3.0,2007-08,7.7,7.7,145.0,145.0,21.0,12.46,1,49.3,50.7
426,BUF,28.0,28.0,1.0,0.0,0.0,2.0,85.0,67.0,44.1,-4.1,64.0,57.0,47.1,0.1,28.0,5.0,0.0,0.0,0.0,0.0,10.0,,,peteran01,2.3,93.3,95.7,81.0,-2.0,2008-09,0.0,0.0,15.0,15.0,0.0,4.01,1,50.0,50.0
440,TOR,28.0,28.0,4.0,0.0,0.0,3.0,186.0,193.0,50.9,-1.7,147.0,148.0,50.2,-3.0,33.0,4.0,1.0,1.0,0.0,0.0,28.0,,,pohljo01,5.9,90.9,96.8,10.0,-4.0,2007-08,4.3,4.3,47.0,47.0,6.0,7.06,1,38.3,61.7
448,TOR,28.0,28.0,30.0,8.0,0.0,53.0,956.0,1140.0,54.4,4.1,710.0,832.0,54.0,3.6,82.0,31.0,18.0,3.0,5.0,0.0,104.0,,,ponikal01,10.9,88.7,99.5,38.0,6.0,2008-09,12.4,12.4,328.0,328.0,34.0,15.47,1,46.2,53.8
467,CGY,28.0,28.0,8.0,0.0,0.0,89.0,1000.0,1138.0,53.2,-4.3,815.0,853.0,51.1,-4.3,75.0,36.0,0.0,0.0,0.0,0.0,122.0,,,regehro01,9.1,91.7,100.0,73.0,10.0,2008-09,0.0,0.0,188.0,188.0,9.0,21.09,1,51.3,48.7
484,DAL,28.0,28.0,40.0,16.0,0.0,28.0,1022.0,1180.0,53.6,2.7,788.0,910.0,53.6,1.7,82.0,78.0,15.0,1.0,7.0,0.0,117.0,,,ribeimi01,10.8,88.1,98.8,52.0,-4.0,2008-09,13.5,13.5,273.0,273.0,67.0,20.57,1,44.0,56.0
502,DAL,28.0,28.0,16.0,14.0,2.0,22.0,714.0,710.0,49.9,-0.7,553.0,565.0,50.5,-1.0,56.0,63.0,11.0,2.0,5.0,0.0,11.0,,,richabr01,10.6,88.4,99.0,6.0,-4.0,2008-09,8.9,8.9,313.0,313.0,46.0,20.29,1,51.6,48.4
522,NJD,28.0,28.0,5.0,1.0,0.0,7.0,333.0,359.0,51.9,-2.2,274.0,270.0,49.6,-4.3,64.0,9.0,2.0,0.0,1.0,0.0,104.0,,,ruppmi01,4.5,92.1,96.5,58.0,-8.0,2007-08,4.3,4.3,103.0,103.0,12.0,8.04,1,45.0,55.0
548,BOS,28.0,28.0,19.0,7.0,0.0,19.0,753.0,840.0,52.7,2.6,566.0,630.0,52.7,2.8,74.0,12.0,17.0,7.0,10.0,0.0,103.0,,,rydermi01,12.6,93.8,106.0,26.0,28.0,2008-09,14.6,14.6,312.0,312.0,20.0,14.55,1,48.6,51.4
600,MIN,28.0,28.0,8.0,0.0,0.0,101.0,1213.0,1112.0,47.8,-2.6,939.0,841.0,47.2,-2.6,80.0,49.0,3.0,1.0,0.0,0.0,71.0,,,skoulma01,7.1,91.5,98.5,26.0,-16.0,2007-08,4.8,4.8,132.0,132.0,15.0,20.29,1,59.7,40.3
651,TOT,28.0,28.0,9.0,8.0,0.0,95.0,1059.0,971.0,47.8,-1.7,837.0,749.0,47.2,-2.6,72.0,48.0,4.0,1.0,2.0,0.0,118.0,,,stuarbr02,8.2,90.8,99.0,69.0,-10.0,2007-08,4.5,4.5,265.0,265.0,16.0,21.1,1,44.5,55.5
669,CGY,28.0,28.0,27.0,12.0,1.0,24.0,910.0,1008.0,52.6,-2.1,736.0,773.0,51.2,-1.6,78.0,57.0,13.0,3.0,3.0,2.0,42.0,,,tangual01,10.5,91.6,102.0,48.0,11.0,2007-08,14.9,14.9,207.0,207.0,36.0,18.46,1,46.0,54.0
688,TOT,28.0,28.0,8.0,0.0,2.0,75.0,735.0,557.0,43.1,-8.0,554.0,424.0,43.4,-8.7,49.0,23.0,1.0,0.0,0.0,0.0,89.0,,,vaanaos01,10.4,92.7,103.0,22.0,8.0,2008-09,5.0,5.0,44.0,44.0,9.0,17.55,1,56.3,43.7
697,FLA,28.0,28.0,2.0,0.0,0.0,19.0,282.0,225.0,44.4,-7.8,227.0,161.0,41.5,-12.0,20.0,5.0,0.0,0.0,0.0,0.0,21.0,,,vanrymi01,8.1,93.0,101.0,14.0,-2.0,2007-08,0.0,0.0,33.0,33.0,4.0,17.49,1,48.4,51.6
723,CHI,28.0,28.0,11.0,0.0,2.0,69.0,753.0,871.0,53.6,-4.8,587.0,682.0,53.7,-4.1,65.0,46.0,1.0,0.0,0.0,0.0,67.0,,,walkema01,7.7,92.1,99.8,79.0,7.0,2008-09,1.2,1.2,160.0,160.0,7.0,16.38,1,44.6,55.4
39,NJD,28.0,28.0,0.0,0.0,0.0,1.0,13.0,4.0,23.5,-32.0,8.0,4.0,33.3,-20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,clarkno02,25.0,87.5,112.0,0.0,0.0,2007-08,33.3,33.3,3.0,3.0,1.0,10.39,1,0.0,100.0
46,TOT,28.0,28.0,10.0,0.0,1.0,95.0,865.0,970.0,52.9,-0.4,662.0,725.0,52.3,-0.7,67.0,28.0,3.0,0.0,0.0,0.0,144.0,,,commomi01,7.8,89.3,97.1,100.0,-7.0,2007-08,3.1,3.1,211.0,211.0,23.0,18.13,1,49.4,50.6
66,TOT,28.0,28.0,12.0,4.0,1.0,34.0,865.0,699.0,44.7,-4.9,628.0,511.0,44.9,-5.4,63.0,37.0,8.0,1.0,2.0,0.0,39.0,,,comrimi01,7.3,90.7,98.1,32.0,-15.0,2008-09,8.3,8.3,189.0,189.0,34.0,15.42,1,48.1,51.9
79,BUF,28.0,28.0,27.0,20.0,1.0,46.0,954.0,941.0,49.7,-0.8,734.0,722.0,49.6,-0.6,73.0,48.0,9.0,5.0,7.0,1.0,23.0,,,connoti01,8.6,92.4,101.0,28.0,10.0,2009-10,8.3,8.3,333.0,333.0,22.0,18.37,1,43.2,56.8
89,NSH,28.0,28.0,18.0,9.0,1.0,36.0,901.0,1092.0,54.8,4.0,710.0,833.0,54.0,2.7,74.0,63.0,16.0,2.0,5.0,0.0,48.0,,,eratma01,7.9,90.2,98.1,50.0,-7.0,2009-10,12.5,12.5,276.0,276.0,54.0,17.59,1,54.1,45.9
105,TOR,28.0,28.0,3.0,0.0,0.0,54.0,416.0,441.0,51.5,-1.9,297.0,300.0,50.3,-2.9,51.0,22.0,1.0,0.0,0.0,0.0,87.0,,,exelbga01,6.7,89.5,96.2,73.0,-8.0,2009-10,7.1,7.1,51.0,51.0,5.0,10.06,1,53.1,46.9
107,COL,28.0,28.0,10.0,1.0,0.0,117.0,1063.0,947.0,47.1,-4.0,767.0,731.0,48.8,-3.5,72.0,26.0,6.0,1.0,1.0,1.0,121.0,,,fingeje01,11.2,91.0,102.0,40.0,12.0,2007-08,8.6,8.6,192.0,192.0,29.0,19.57,1,48.9,51.1
113,WSH,28.0,28.0,2.0,0.0,0.0,1.0,89.0,79.0,47.0,-6.1,69.0,54.0,43.9,-10.0,9.0,0.0,1.0,0.0,0.0,0.0,14.0,,,giroual01,14.0,94.1,108.0,4.0,3.0,2009-10,5.9,5.9,27.0,27.0,4.0,10.22,1,58.2,41.8
123,DAL,28.0,28.0,10.0,3.0,1.0,13.0,767.0,793.0,50.8,-3.0,615.0,625.0,50.4,-2.0,82.0,52.0,19.0,8.0,4.0,4.0,40.0,,,hagmani01,8.8,91.4,100.0,51.0,4.0,2007-08,15.2,15.2,287.0,287.0,40.0,15.36,1,42.8,57.2
140,TBL,28.0,28.0,4.0,1.0,0.0,37.0,532.0,483.0,47.6,-0.9,407.0,379.0,48.2,0.1,74.0,6.0,4.0,0.0,1.0,0.0,85.0,,,hallad01,4.1,93.1,97.3,29.0,-9.0,2008-09,5.6,5.6,143.0,143.0,18.0,11.12,1,66.4,33.6
167,MIN,28.0,28.0,22.0,14.0,0.0,17.0,960.0,892.0,48.2,-1.3,711.0,686.0,49.1,0.6,73.0,31.0,14.0,3.0,4.0,0.0,21.0,,,havlama01,9.3,89.7,99.1,34.0,-19.0,2009-10,10.7,10.7,295.0,295.0,30.0,17.56,1,52.2,47.8
176,ATL,28.0,28.0,5.0,2.0,0.0,5.0,129.0,136.0,51.3,8.3,88.0,96.0,52.2,12.4,16.0,6.0,1.0,0.0,0.0,0.0,1.0,,,haydada01,10.7,93.8,104.0,2.0,4.0,2007-08,7.1,7.1,26.0,26.0,6.0,11.46,1,48.6,51.4
181,TOT,28.0,28.0,2.0,1.0,0.0,35.0,428.0,449.0,51.2,-0.8,325.0,338.0,51.0,-2.5,40.0,13.0,2.0,0.0,0.0,0.0,11.0,,,hutchan01,6.3,89.8,96.1,12.0,-9.0,2008-09,3.4,3.4,111.0,111.0,2.0,14.22,1,45.1,54.9
192,STL,28.0,28.0,15.0,0.0,0.0,106.0,1139.0,1071.0,48.5,-3.9,885.0,810.0,47.8,-5.8,66.0,57.0,1.0,0.0,0.0,1.0,70.0,,,jackmba01,8.8,91.8,100.0,81.0,3.0,2009-10,2.7,2.7,163.0,163.0,32.0,22.41,1,61.7,38.3
208,TOT,28.0,28.0,1.0,0.0,0.0,16.0,135.0,95.0,41.3,-7.8,95.0,67.0,41.4,-8.6,15.0,6.0,0.0,0.0,0.0,0.0,8.0,,,janikdo01,9.8,89.1,98.8,4.0,-3.0,2008-09,0.0,0.0,13.0,13.0,5.0,10.18,1,58.8,41.2
229,OTT,28.0,28.0,9.0,0.0,2.0,59.0,871.0,796.0,47.8,-4.2,624.0,590.0,48.6,-4.1,82.0,30.0,11.0,1.0,0.0,1.0,97.0,,,kellych01,6.6,90.6,97.2,38.0,-10.0,2008-09,10.2,10.2,193.0,193.0,48.0,15.36,1,51.1,48.9
258,TOT,28.0,28.0,13.0,3.0,1.0,100.0,1124.0,1192.0,51.5,2.1,858.0,904.0,51.3,1.7,83.0,24.0,6.0,1.0,1.0,0.0,65.0,,,leopojo01,7.5,88.6,96.0,24.0,-15.0,2008-09,6.5,6.5,217.0,217.0,20.0,18.48,1,39.9,60.1
283,CGY,28.0,28.0,5.0,3.0,0.0,7.0,250.0,283.0,53.1,-5.2,200.0,215.0,51.8,-4.3,27.0,11.0,8.0,0.0,0.0,0.0,14.0,,,lundmja01,9.2,90.9,100.0,17.0,2.0,2008-09,16.0,16.0,85.0,85.0,9.0,13.59,1,45.3,54.7
293,CBJ,28.0,28.0,3.0,0.0,0.0,1.0,99.0,126.0,56.0,9.1,78.0,96.0,55.2,8.1,18.0,3.0,1.0,0.0,0.0,0.0,17.0,,,mackede01,7.6,96.6,104.0,0.0,3.0,2009-10,7.1,7.1,24.0,24.0,6.0,8.42,1,52.9,47.1
304,PIT,28.0,28.0,18.0,5.0,1.0,34.0,959.0,878.0,47.8,2.7,738.0,702.0,48.8,2.8,77.0,32.0,14.0,6.0,11.0,2.0,138.0,,,malonry01,12.2,91.0,103.0,103.0,14.0,2007-08,17.0,17.0,262.0,262.0,50.0,19.05,1,48.4,51.6
338,CGY,28.0,28.0,3.0,0.0,0.0,2.0,100.0,111.0,52.6,-2.8,79.0,87.0,52.4,-1.1,34.0,3.0,1.0,0.0,0.0,0.0,16.0,,,mcgrabr01,9.1,94.5,103.0,86.0,3.0,2009-10,5.3,5.3,31.0,31.0,2.0,3.26,1,29.8,70.2
354,PHX,28.0,28.0,1.0,0.0,0.0,0.0,26.0,21.0,44.7,4.7,14.0,14.0,50.0,10.7,3.0,1.0,0.0,0.0,0.0,0.0,3.0,,,murlema01,14.3,100.0,114.0,0.0,1.0,2007-08,0.0,0.0,5.0,5.0,1.0,11.44,1,68.8,31.3
358,SJS,28.0,28.0,7.0,0.0,0.0,78.0,824.0,919.0,52.7,-2.6,610.0,695.0,53.3,-3.2,75.0,33.0,0.0,0.0,0.0,0.0,175.0,,,murrado01,7.8,92.7,100.0,38.0,6.0,2008-09,0.0,0.0,133.0,133.0,17.0,16.39,1,44.8,55.2
370,ANA,28.0,28.0,4.0,0.0,0.0,9.0,271.0,244.0,47.4,-9.1,211.0,203.0,49.0,-7.3,69.0,7.0,1.0,0.0,0.0,0.0,91.0,,,parroge01,5.8,96.0,101.0,183.0,3.0,2007-08,3.3,3.3,46.0,46.0,9.0,5.57,1,41.6,58.4
385,PHX,28.0,28.0,10.0,1.0,0.0,29.0,786.0,811.0,50.8,-1.0,616.0,619.0,50.1,-1.5,74.0,7.0,11.0,3.0,1.0,0.0,113.0,,,pyattta01,8.3,94.3,102.0,39.0,13.0,2009-10,9.9,9.9,205.0,205.0,21.0,13.27,1,50.1,49.9
402,CAR,28.0,28.0,2.0,0.0,0.0,4.0,107.0,143.0,57.2,2.7,79.0,107.0,57.5,1.4,18.0,2.0,0.0,0.0,0.0,0.0,9.0,,,ryanmi01,3.8,89.5,93.3,2.0,-3.0,2008-09,0.0,0.0,41.0,41.0,9.0,8.12,1,38.8,61.2
410,VAN,28.0,28.0,36.0,15.0,0.0,15.0,961.0,1134.0,54.1,7.4,776.0,859.0,52.5,5.5,82.0,42.0,22.0,7.0,9.0,0.0,13.0,,,sedinda01,10.5,93.3,103.0,36.0,24.0,2008-09,10.9,10.9,482.0,482.0,35.0,18.48,1,46.0,54.0
426,VAN,28.0,28.0,38.0,22.0,0.0,16.0,1009.0,1181.0,53.9,7.5,805.0,887.0,52.4,5.7,82.0,62.0,18.0,8.0,4.0,0.0,17.0,,,sedinhe01,10.5,92.9,103.0,48.0,22.0,2008-09,15.4,15.4,223.0,223.0,42.0,19.31,1,48.5,51.5
458,PHX,28.0,28.0,7.0,0.0,0.0,78.0,755.0,629.0,45.4,-6.2,580.0,478.0,45.2,-6.6,78.0,17.0,4.0,0.0,0.0,0.0,86.0,,,tjarnma01,6.6,94.2,100.0,34.0,-1.0,2007-08,4.4,4.4,159.0,159.0,18.0,13.39,1,57.1,42.9
470,PHX,28.0,28.0,12.0,7.0,0.0,22.0,869.0,1013.0,53.8,2.1,666.0,770.0,53.6,2.6,82.0,21.0,17.0,4.0,7.0,0.0,17.0,,,vrbatra01,6.7,93.8,100.0,24.0,6.0,2009-10,9.0,9.0,397.0,397.0,29.0,16.13,1,50.3,49.7
495,DET,28.0,28.0,24.0,18.0,0.0,31.0,848.0,1241.0,59.4,3.1,690.0,961.0,58.2,2.4,77.0,41.0,17.0,5.0,12.0,2.0,54.0,,,zettehe01,8.1,90.9,98.9,36.0,13.0,2008-09,10.0,10.0,508.0,508.0,42.0,19.53,1,48.5,51.5
511,PIT,28.0,28.0,4.0,0.0,0.0,8.0,167.0,146.0,46.6,-2.2,128.0,106.0,45.3,-5.7,22.0,2.0,2.0,0.0,0.0,0.0,17.0,,,zigommi01,9.9,89.0,98.9,27.0,-2.0,2008-09,8.7,8.7,38.0,38.0,6.0,11.26,1,64.7,35.3
4,CAR,28.0,28.0,7.0,0.0,0.0,46.0,561.0,523.0,48.2,-6.1,414.0,398.0,49.0,-5.6,70.0,3.0,5.0,0.0,0.0,0.0,82.0,,,baydary01,6.3,94.8,101.0,26.0,2.0,2008-09,8.1,8.1,121.0,121.0,16.0,10.27,1,46.0,54.0
24,TOT,28.0,28.0,31.0,7.0,0.0,33.0,1068.0,1203.0,53.0,3.0,816.0,897.0,52.4,1.3,83.0,29.0,11.0,3.0,6.0,0.0,67.0,,,boyesbr01,9.5,91.6,101.0,36.0,13.0,2010-11,9.6,9.6,321.0,321.0,30.0,16.0,1,46.4,53.6
