,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,index_x,index_y,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
18,FLA,30.0,30.0,13.0,3.0,0.0,97.0,911.0,869.0,48.8,0.9,700.0,647.0,48.0,1.2,68.0,43.0,5.0,1.0,0.0,0.0,52.0,,,boyntni01,9.7,92.3,102.0,91.0,7.0,2008-09,4.8,4.8,229.0,229.0,10.0,16.36,1,49.6,50.4
35,STL,30.0,30.0,4.0,3.0,0.0,98.0,940.0,906.0,49.1,-4.4,720.0,690.0,48.9,-3.7,59.0,27.0,8.0,0.0,0.0,0.0,76.0,,,breweer01,6.7,90.6,97.3,46.0,-17.0,2009-10,9.5,9.5,184.0,184.0,18.0,21.27,1,48.5,51.5
56,LAK,30.0,30.0,17.0,2.0,0.0,7.0,743.0,844.0,53.2,0.4,575.0,637.0,52.6,-0.7,74.0,33.0,6.0,1.0,2.0,0.0,55.0,,,caldeky01,6.8,93.2,100.0,41.0,-1.0,2008-09,8.6,8.6,161.0,161.0,24.0,13.1,1,49.5,50.5
69,CHI,30.0,30.0,22.0,8.0,1.0,79.0,912.0,1326.0,59.2,0.4,664.0,1006.0,60.2,-0.4,68.0,38.0,4.0,2.0,3.0,0.0,37.0,,,campbbr02,8.4,90.1,98.5,18.0,18.0,2009-10,5.3,5.3,267.0,267.0,23.0,23.13,1,41.3,58.7
85,TOT,30.0,30.0,19.0,0.0,0.0,16.0,846.0,819.0,49.2,-3.7,643.0,632.0,49.6,-2.4,78.0,24.0,14.0,1.0,1.0,0.0,78.0,,,chimeja01,9.3,90.7,100.0,98.0,-1.0,2009-10,9.4,9.4,235.0,235.0,16.0,13.42,1,53.9,46.1
105,DET,30.0,30.0,23.0,3.0,0.0,36.0,770.0,999.0,56.5,-1.8,629.0,767.0,54.9,-2.9,74.0,22.0,11.0,3.0,3.0,0.0,107.0,,,clearda01,8.4,89.8,98.2,46.0,0.0,2008-09,8.6,8.6,255.0,255.0,16.0,16.56,1,46.3,53.7
123,PIT,30.0,30.0,17.0,1.0,0.0,37.0,829.0,768.0,48.1,-0.8,617.0,553.0,47.3,-3.7,76.0,14.0,13.0,1.0,0.0,0.0,262.0,,,cookema01,10.2,91.0,101.0,101.0,0.0,2008-09,15.1,15.1,161.0,161.0,20.0,14.13,1,56.4,43.6
134,TOT,30.0,30.0,13.0,22.0,0.0,41.0,862.0,1088.0,55.8,4.7,701.0,804.0,53.4,1.6,74.0,33.0,7.0,3.0,6.0,0.0,31.0,,,corvojo01,9.8,92.1,101.0,26.0,17.0,2007-08,7.8,7.8,343.0,343.0,24.0,18.39,1,41.5,58.5
157,TBL,30.0,30.0,3.0,0.0,0.0,14.0,350.0,229.0,39.6,-9.3,268.0,186.0,41.0,-7.4,50.0,9.0,3.0,0.0,0.0,0.0,55.0,,,fedorto01,5.1,90.9,96.1,54.0,-12.0,2009-10,13.6,13.6,40.0,40.0,3.0,7.31,1,65.8,34.2
171,BOS,30.0,30.0,8.0,0.0,0.0,66.0,745.0,774.0,51.0,-3.2,563.0,573.0,50.4,-4.4,51.0,18.0,0.0,0.0,0.0,0.0,58.0,,,ferenan01,6.2,91.8,98.1,16.0,-7.0,2009-10,0.0,0.0,146.0,146.0,4.0,19.42,1,52.6,47.4
181,COL,30.0,30.0,7.0,0.0,0.0,32.0,455.0,409.0,47.3,-2.5,331.0,317.0,48.9,-2.4,50.0,10.0,5.0,1.0,0.0,0.0,88.0,,,guitebe01,8.0,92.4,100.0,30.0,2.0,2008-09,7.9,7.9,107.0,107.0,20.0,12.43,1,56.5,43.5
192,COL,30.0,30.0,9.0,0.0,0.0,162.0,1499.0,1134.0,43.1,-7.0,1100.0,846.0,43.5,-8.4,81.0,36.0,1.0,0.0,0.0,0.0,56.0,,,hannasc01,7.1,91.2,98.3,26.0,-21.0,2008-09,1.4,1.4,143.0,143.0,28.0,22.22,1,60.1,39.9
215,DET,30.0,30.0,17.0,13.0,1.0,9.0,744.0,1122.0,60.1,3.4,608.0,871.0,58.9,3.4,74.0,34.0,30.0,8.0,10.0,0.0,69.0,,,hossama01,9.8,91.8,101.0,63.0,27.0,2008-09,13.0,13.0,503.0,503.0,40.0,17.48,1,47.4,52.6
232,CBJ,30.0,30.0,26.0,9.0,0.0,16.0,895.0,1080.0,54.7,2.1,707.0,817.0,53.6,0.5,74.0,35.0,16.0,2.0,5.0,0.0,21.0,,,huselkr01,9.8,90.0,99.8,44.0,1.0,2008-09,9.9,9.9,349.0,349.0,49.0,19.31,1,44.5,55.5
246,TOT,30.0,30.0,17.0,11.0,0.0,23.0,1085.0,1050.0,49.2,1.1,857.0,802.0,48.3,0.6,76.0,43.0,18.0,3.0,9.0,2.0,72.0,,,jokinol01,7.9,91.1,99.0,67.0,-12.0,2008-09,12.3,12.3,395.0,395.0,38.0,18.53,1,43.2,56.8
263,WSH,30.0,30.0,2.0,0.0,0.0,20.0,237.0,273.0,53.5,-1.2,181.0,194.0,51.7,-1.1,36.0,6.0,2.0,0.0,0.0,0.0,52.0,,,laingqu01,6.9,94.3,101.0,21.0,2.0,2009-10,5.3,5.3,73.0,73.0,5.0,9.38,1,53.1,46.9
281,ATL,30.0,30.0,3.0,0.0,0.0,10.0,471.0,343.0,42.1,-2.8,368.0,267.0,42.0,-3.3,62.0,8.0,1.0,0.0,0.0,0.0,43.0,,,larsebr01,4.3,91.5,95.7,12.0,-17.0,2007-08,2.9,2.9,47.0,47.0,19.0,9.02,1,61.3,38.7
298,BUF,30.0,30.0,7.0,1.0,0.0,13.0,519.0,533.0,50.7,0.7,407.0,398.0,49.4,-0.5,69.0,18.0,6.0,0.0,0.0,0.0,93.0,,,mairad01,7.1,92.9,100.0,73.0,-2.0,2009-10,9.0,9.0,104.0,104.0,11.0,9.14,1,50.9,49.1
314,MTL,30.0,30.0,4.0,4.0,0.0,68.0,660.0,541.0,45.0,-7.5,488.0,381.0,43.8,-9.8,42.0,24.0,0.0,0.0,0.0,0.0,50.0,,,marapa01,6.1,91.0,97.1,48.0,-16.0,2009-10,0.0,0.0,87.0,87.0,5.0,18.44,1,49.2,50.8
329,SJS,30.0,30.0,26.0,13.0,0.0,33.0,1162.0,1325.0,53.3,2.2,896.0,985.0,52.4,2.2,82.0,69.0,28.0,6.0,12.0,4.0,76.0,,,marlepa01,10.2,92.3,102.0,22.0,21.0,2009-10,16.1,16.1,472.0,472.0,53.0,21.13,1,50.0,50.0
342,FLA,30.0,30.0,11.0,1.0,0.0,16.0,847.0,691.0,44.9,-4.6,658.0,521.0,44.2,-4.4,80.0,7.0,7.0,2.0,0.0,0.0,30.0,,,mcleabr01,6.4,92.3,98.8,29.0,-12.0,2008-09,6.1,6.1,193.0,193.0,32.0,12.26,1,54.5,45.5
349,TOT,30.0,30.0,9.0,0.0,0.0,54.0,438.0,408.0,48.2,-2.1,311.0,298.0,48.9,-0.1,39.0,15.0,0.0,0.0,0.0,0.0,39.0,,,melicjo01,10.0,90.5,100.0,37.0,0.0,2008-09,0.0,0.0,49.0,49.0,2.0,13.46,1,51.8,48.2
360,DAL,30.0,30.0,7.0,3.0,0.0,10.0,252.0,215.0,46.0,-10.0,189.0,167.0,46.9,-9.0,18.0,12.0,3.0,0.0,2.0,0.0,53.0,,,morrobr01,10.3,87.1,97.5,49.0,-4.0,2008-09,9.6,9.6,89.0,89.0,6.0,21.21,1,50.0,50.0
373,NJD,30.0,30.0,12.0,1.0,1.0,81.0,1066.0,1215.0,53.3,-0.3,817.0,928.0,53.2,-0.1,80.0,40.0,1.0,0.0,0.0,0.0,41.0,,,mottami01,8.4,94.0,102.0,35.0,24.0,2008-09,1.4,1.4,156.0,156.0,14.0,17.47,1,48.0,52.0
418,CAR,30.0,30.0,16.0,16.0,0.0,28.0,1127.0,1197.0,51.5,-1.5,834.0,901.0,51.9,-2.0,81.0,34.0,13.0,3.0,3.0,0.0,32.0,,,samsose01,6.7,92.1,98.8,28.0,-8.0,2008-09,10.3,10.3,299.0,299.0,39.0,17.19,1,48.8,51.2
429,CGY,30.0,30.0,3.0,0.0,0.0,6.0,219.0,204.0,48.2,-8.0,175.0,154.0,46.8,-7.5,54.0,10.0,1.0,0.0,0.0,0.0,44.0,,,smithma01,5.4,91.4,96.8,59.0,-6.0,2007-08,3.7,3.7,52.0,52.0,11.0,5.56,1,50.3,49.7
437,COL,30.0,30.0,2.0,0.0,1.0,10.0,179.0,160.0,47.2,-2.3,122.0,124.0,50.4,0.6,25.0,4.0,0.0,0.0,0.0,0.0,10.0,,,smithwy01,4.4,90.4,94.8,8.0,-4.0,2007-08,0.0,0.0,43.0,43.0,11.0,11.38,1,61.9,38.1
444,BUF,30.0,30.0,10.0,1.0,0.0,81.0,912.0,841.0,48.0,-2.8,692.0,656.0,48.7,-2.3,66.0,47.0,1.0,1.0,0.0,0.0,48.0,,,tallihe01,8.3,91.2,99.5,36.0,-2.0,2008-09,2.9,2.9,80.0,80.0,17.0,18.26,1,51.2,48.8
463,SJS,30.0,30.0,42.0,25.0,2.0,29.0,1126.0,1223.0,52.1,0.7,879.0,896.0,50.5,-0.1,79.0,88.0,15.0,2.0,4.0,1.0,113.0,,,thornjo01,10.8,92.0,102.0,54.0,17.0,2009-10,14.2,14.2,233.0,233.0,71.0,19.51,1,49.4,50.6
475,BOS,30.0,30.0,3.0,0.0,0.0,10.0,333.0,315.0,48.6,-4.8,246.0,246.0,50.0,-1.7,58.0,6.0,4.0,1.0,0.0,0.0,67.0,,,thornsh01,4.5,94.5,99.1,74.0,-1.0,2007-08,6.2,6.2,102.0,102.0,8.0,7.24,1,36.3,63.7
495,TBL,30.0,30.0,0.0,0.0,0.0,0.0,9.0,6.0,40.0,4.5,9.0,5.0,35.7,3.7,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,wardja01,0.0,100.0,100.0,2.0,0.0,2008-09,0.0,0.0,4.0,4.0,0.0,9.31,1,60.0,40.0
507,PHX,30.0,30.0,6.0,2.0,0.0,17.0,571.0,574.0,50.1,-0.3,442.0,407.0,47.9,-2.6,63.0,8.0,2.0,1.0,4.0,0.0,24.0,,,yorkmi01,5.4,93.1,98.5,4.0,-8.0,2007-08,7.1,7.1,133.0,133.0,14.0,11.59,1,51.7,48.3
12,TOT,30.0,30.0,13.0,0.0,0.0,103.0,1164.0,1083.0,48.2,-3.6,877.0,793.0,47.5,-3.7,72.0,27.0,4.0,1.0,0.0,0.0,118.0,,,allenbr01,9.6,91.2,100.0,82.0,-1.0,2010-11,6.9,6.9,143.0,143.0,24.0,18.19,1,55.2,44.8
33,ATL,30.0,30.0,14.0,11.0,0.0,38.0,942.0,840.0,47.1,-5.7,690.0,636.0,48.0,-6.4,76.0,31.0,11.0,2.0,5.0,0.0,61.0,,,antroni01,7.6,91.1,98.7,42.0,-17.0,2010-11,15.2,15.2,182.0,182.0,35.0,15.39,1,50.4,49.6
57,DAL,30.0,30.0,1.0,0.0,0.0,2.0,207.0,149.0,41.9,-6.9,164.0,110.0,40.1,-8.3,44.0,12.0,2.0,0.0,0.0,0.0,53.0,,,barchkr01,4.2,91.1,95.2,80.0,-7.0,2010-11,12.5,12.5,23.0,23.0,3.0,5.13,1,36.3,63.7
71,TOT,30.0,30.0,10.0,2.0,0.0,182.0,1440.0,1336.0,48.1,-1.6,1035.0,958.0,48.1,-1.5,81.0,90.0,4.0,0.0,1.0,0.0,122.0,,,beaucfr01,9.2,90.4,99.6,32.0,-8.0,2010-11,4.7,4.7,247.0,247.0,34.0,23.04,1,48.9,51.1
96,PHI,30.0,30.0,6.0,0.0,1.0,72.0,494.0,340.0,40.8,-11.0,330.0,243.0,42.4,-10.0,75.0,8.0,4.0,2.0,0.0,1.0,82.0,,,bettsbl01,7.3,91.6,98.9,8.0,-3.0,2010-11,9.8,9.8,84.0,84.0,18.0,10.27,1,73.4,26.6
117,TOT,30.0,30.0,20.0,4.0,0.0,43.0,992.0,1008.0,50.4,2.5,766.0,764.0,49.9,2.2,80.0,37.0,13.0,1.0,5.0,0.0,180.0,,,coleer01,8.3,91.8,100.0,73.0,0.0,2008-09,10.1,10.1,315.0,315.0,49.0,17.37,1,48.5,51.5
136,DET,30.0,30.0,39.0,25.0,1.0,33.0,814.0,1241.0,60.4,4.3,663.0,957.0,59.1,3.7,81.0,49.0,20.0,3.0,11.0,1.0,75.0,,,datsypa01,11.6,90.5,102.0,22.0,34.0,2008-09,12.9,12.9,442.0,442.0,89.0,19.13,1,48.6,51.4
167,WSH,30.0,30.0,7.0,0.0,0.0,120.0,916.0,907.0,49.8,-1.8,650.0,668.0,50.7,-0.5,73.0,37.0,4.0,1.0,0.0,0.0,165.0,,,erskijo01,7.0,92.3,99.3,94.0,1.0,2010-11,6.9,6.9,123.0,123.0,11.0,14.5,1,48.2,51.8
181,TOT,30.0,30.0,7.0,10.0,0.0,89.0,1175.0,972.0,45.3,-6.1,887.0,720.0,44.8,-6.3,82.0,43.0,15.0,2.0,4.0,0.0,135.0,,,fishemi01,7.6,90.8,98.4,43.0,-17.0,2010-11,9.9,9.9,315.0,315.0,36.0,18.22,1,49.9,50.1
201,TBL,30.0,30.0,15.0,8.0,0.0,20.0,819.0,867.0,51.4,-0.8,609.0,623.0,50.6,-2.9,63.0,21.0,10.0,3.0,7.0,0.0,49.0,,,gagnesi01,7.8,90.3,98.2,20.0,-12.0,2010-11,11.0,11.0,281.0,281.0,23.0,16.53,1,51.7,48.3
213,NJD,30.0,30.0,31.0,8.0,1.0,28.0,894.0,1074.0,54.6,2.2,679.0,812.0,54.5,1.9,81.0,25.0,14.0,1.0,3.0,3.0,44.0,,,giontbr01,9.3,91.3,100.0,32.0,12.0,2008-09,8.1,8.1,431.0,431.0,28.0,16.58,1,48.0,52.0
231,MTL,30.0,30.0,33.0,14.0,0.0,34.0,1173.0,1208.0,50.7,1.3,877.0,873.0,49.9,-0.5,78.0,60.0,7.0,1.0,5.0,0.0,30.0,,,gomezsc01,8.5,92.2,100.0,60.0,1.0,2009-10,6.7,6.7,297.0,297.0,52.0,19.56,1,45.0,55.0
253,EDM,30.0,30.0,23.0,13.0,0.0,45.0,1060.0,1068.0,50.2,2.8,791.0,810.0,50.6,3.2,80.0,61.0,9.0,2.0,8.0,0.0,30.0,,,horcosh01,9.2,92.1,101.0,39.0,7.0,2008-09,9.6,9.6,305.0,305.0,53.0,21.22,1,59.8,40.2
268,NYI,30.0,30.0,3.0,0.0,0.0,5.0,196.0,194.0,49.7,0.0,145.0,134.0,48.0,0.0,17.0,2.0,1.0,0.0,0.0,0.0,36.0,,,huntetr01,5.7,92.2,97.8,23.0,-3.0,2010-11,3.3,3.3,68.0,68.0,3.0,12.4,1,52.6,47.4
273,SJS,30.0,30.0,17.0,2.0,0.0,113.0,1051.0,1065.0,50.3,-1.6,819.0,808.0,49.7,-1.7,82.0,32.0,3.0,0.0,0.0,0.0,32.0,,,huskike01,9.4,92.3,101.0,47.0,6.0,2009-10,6.4,6.4,135.0,135.0,15.0,17.29,1,49.5,50.5
309,TOT,30.0,30.0,11.0,12.0,0.0,22.0,849.0,832.0,49.5,1.2,646.0,622.0,49.1,0.9,75.0,29.0,11.0,1.0,9.0,0.0,121.0,,,kotalal01,8.4,90.9,99.2,34.0,-5.0,2008-09,9.6,9.6,354.0,354.0,25.0,15.27,1,45.9,54.1
319,TOT,30.0,30.0,1.0,0.0,0.0,40.0,403.0,408.0,50.3,-3.0,303.0,307.0,50.3,-3.2,35.0,9.0,1.0,0.0,0.0,0.0,20.0,,,leachja02,8.8,92.5,101.0,25.0,3.0,2009-10,3.3,3.3,53.0,53.0,7.0,14.46,1,51.0,49.0
334,TBL,30.0,30.0,13.0,16.0,0.0,25.0,909.0,927.0,50.5,-1.0,668.0,691.0,50.8,-2.1,65.0,26.0,13.0,5.0,12.0,0.0,93.0,,,lecavvi01,8.5,91.7,100.0,43.0,-5.0,2010-11,11.9,11.9,348.0,348.0,35.0,18.27,1,54.7,45.3
353,NSH,30.0,30.0,20.0,4.0,0.0,20.0,867.0,878.0,50.3,2.2,668.0,665.0,49.9,2.0,64.0,44.0,15.0,3.0,0.0,2.0,36.0,,,legwada01,9.5,92.8,102.0,24.0,13.0,2010-11,13.1,13.1,215.0,215.0,55.0,18.48,1,57.7,42.3
