,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,index_x,index_y,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
5,DAL,20.0,20.0,14.0,5.0,0.0,39.0,904.0,937.0,50.9,1.1,678.0,689.0,50.4,0.6,82.0,37.0,20.0,3.0,2.0,0.0,186.0,,,bennja01,8.5,91.7,100.0,45.0,-1.0,2009-10,12.1,12.1,315.0,315.0,70.0,14.42,1,43.8,56.2
684,CHI,20.0,20.0,25.0,10.0,0.0,26.0,781.0,1094.0,58.3,2.0,613.0,828.0,57.5,1.0,82.0,18.0,22.0,7.0,12.0,0.0,43.0,,,toewsjo01,9.4,90.2,99.7,51.0,12.0,2008-09,17.4,17.4,284.0,284.0,54.0,18.38,1,37.3,62.7
21,DAL,20.0,20.0,14.0,5.0,0.0,39.0,904.0,937.0,50.9,1.1,678.0,689.0,50.4,0.6,82.0,37.0,20.0,3.0,2.0,0.0,186.0,,,bennja01,8.5,91.7,100.0,45.0,-1.0,2009-10,12.1,12.1,315.0,315.0,70.0,14.42,1,43.8,56.2
597,CHI,20.0,20.0,25.0,10.0,0.0,26.0,781.0,1094.0,58.3,2.0,613.0,828.0,57.5,1.0,82.0,18.0,22.0,7.0,12.0,0.0,43.0,,,toewsjo01,9.4,90.2,99.7,51.0,12.0,2008-09,17.4,17.4,284.0,284.0,54.0,18.38,1,37.3,62.7
0,DET,20.0,20.0,0.0,0.0,0.0,0.0,18.0,19.0,51.4,-10.0,17.0,18.0,51.4,-11.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,,,abdelju01,7.7,90.9,98.6,2.0,0.0,2007-08,0.0,0.0,8.0,8.0,1.0,12.13,1,40.0,60.0
52,VAN,20.0,20.0,0.0,0.0,0.0,30.0,289.0,232.0,44.5,-12.0,224.0,170.0,43.1,-13.0,27.0,10.0,1.0,0.0,1.0,0.0,18.0,,,bourdlu01,9.6,96.5,106.0,20.0,7.0,2007-08,7.7,7.7,48.0,48.0,3.0,12.52,1,46.9,53.1
88,EDM,20.0,20.0,20.0,6.0,1.0,31.0,906.0,678.0,42.8,-6.1,707.0,522.0,42.5,-6.9,82.0,49.0,15.0,5.0,1.0,2.0,25.0,,,coglian01,11.8,91.3,103.0,20.0,1.0,2007-08,18.4,18.4,156.0,156.0,35.0,13.4,1,48.5,51.5
100,PIT,20.0,20.0,26.0,21.0,1.0,40.0,750.0,782.0,51.0,7.5,552.0,623.0,53.0,8.7,53.0,37.0,18.0,4.0,6.0,0.0,50.0,,,crosbsi01,12.0,91.9,103.0,39.0,18.0,2007-08,13.9,13.9,280.0,280.0,35.0,20.51,1,49.3,50.7
131,PHI,20.0,20.0,6.0,0.0,0.0,7.0,257.0,248.0,49.1,-3.0,185.0,193.0,51.1,-0.9,32.0,9.0,5.0,1.0,0.0,1.0,29.0,,,downist01,10.1,89.8,99.9,73.0,2.0,2007-08,24.0,24.0,40.0,40.0,14.0,9.51,1,60.4,39.6
187,BUF,20.0,20.0,0.0,0.0,0.0,0.0,13.0,7.0,35.0,-14.0,8.0,4.0,33.3,-17.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,,gragnma01,0.0,71.4,71.4,4.0,-2.0,2007-08,0.0,0.0,2.0,2.0,0.0,6.18,1,66.7,33.3
203,PHX,20.0,20.0,16.0,11.0,0.0,35.0,768.0,812.0,51.4,-0.2,591.0,655.0,52.6,1.1,72.0,23.0,6.0,3.0,1.0,1.0,98.0,,,hanzama01,6.7,90.6,97.2,28.0,-7.0,2007-08,7.2,7.2,188.0,188.0,38.0,16.45,1,52.5,47.5
227,CHI,20.0,20.0,1.0,0.0,0.0,9.0,107.0,136.0,56.0,5.1,87.0,107.0,55.2,1.3,13.0,1.0,0.0,0.0,0.0,0.0,8.0,,,hjalmni01,5.7,91.4,97.1,13.0,-2.0,2007-08,0.0,0.0,13.0,13.0,0.0,13.37,1,51.5,48.5
301,LAK,20.0,20.0,21.0,22.0,2.0,40.0,1247.0,1145.0,47.9,0.1,984.0,880.0,47.2,0.3,82.0,85.0,18.0,3.0,12.0,2.0,47.0,,,kopitan01,8.8,89.7,98.4,22.0,-15.0,2007-08,15.9,15.9,346.0,346.0,52.0,20.41,1,47.7,52.3
311,MTL,20.0,20.0,16.0,2.0,0.0,23.0,637.0,502.0,44.1,-4.7,479.0,372.0,43.7,-5.1,52.0,19.0,5.0,0.0,3.0,1.0,54.0,,,kostise01,11.8,93.1,104.0,51.0,9.0,2007-08,18.4,18.4,95.0,95.0,17.0,14.21,1,51.7,48.3
328,MTL,20.0,20.0,9.0,2.0,0.0,27.0,787.0,610.0,43.7,-4.8,576.0,469.0,44.9,-2.5,73.0,21.0,14.0,3.0,2.0,0.0,134.0,,,latengu01,9.3,92.1,101.0,41.0,-2.0,2007-08,13.8,13.8,207.0,207.0,22.0,12.15,1,56.9,43.1
338,OTT,20.0,20.0,0.0,0.0,1.0,7.0,82.0,83.0,50.3,5.7,57.0,58.0,50.4,10.9,6.0,4.0,0.0,0.0,0.0,0.0,3.0,,,leebr01,9.5,90.5,100.0,4.0,1.0,2007-08,0.0,0.0,13.0,13.0,1.0,16.49,1,55.1,44.9
349,PIT,20.0,20.0,3.0,8.0,0.0,75.0,870.0,744.0,46.1,1.4,676.0,576.0,46.0,-1.0,63.0,39.0,5.0,3.0,1.0,0.0,79.0,,,letankr01,7.7,93.7,101.0,23.0,-1.0,2007-08,8.8,8.8,157.0,157.0,16.0,18.1,1,48.4,51.6
432,PHI,20.0,20.0,0.0,0.0,0.0,17.0,331.0,243.0,42.3,-13.0,251.0,189.0,43.0,-14.0,22.0,12.0,0.0,0.0,0.0,0.0,23.0,,,parenry01,6.0,93.5,99.6,6.0,-4.0,2007-08,0.0,0.0,20.0,20.0,1.0,14.59,1,54.9,45.1
476,DET,20.0,20.0,1.0,0.0,0.0,0.0,8.0,10.0,55.6,-0.2,7.0,10.0,58.8,6.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ritolma01,11.1,80.0,91.1,0.0,0.0,2007-08,0.0,0.0,2.0,2.0,0.0,5.47,1,37.5,62.5
480,CBJ,20.0,20.0,5.0,3.0,0.0,64.0,555.0,720.0,56.5,4.6,412.0,557.0,57.5,5.7,67.0,12.0,1.0,1.0,1.0,0.0,31.0,,,russekr01,5.1,89.8,94.9,14.0,-12.0,2007-08,2.2,2.2,176.0,176.0,8.0,14.47,1,31.1,68.9
495,ANA,20.0,20.0,4.0,1.0,0.0,5.0,134.0,163.0,54.9,-0.7,101.0,139.0,57.9,3.9,23.0,7.0,2.0,0.0,3.0,0.0,20.0,,,ryanbo01,6.7,88.9,95.6,6.0,-1.0,2007-08,13.5,13.5,57.0,57.0,11.0,11.16,1,32.1,67.9
518,CHI,20.0,20.0,2.0,0.0,0.0,4.0,129.0,156.0,54.7,-1.4,105.0,112.0,51.6,-3.9,16.0,3.0,3.0,0.0,0.0,0.0,15.0,,,skillja01,7.1,93.8,100.0,0.0,1.0,2007-08,13.0,13.0,38.0,38.0,3.0,11.59,1,48.8,51.2
532,BOS,20.0,20.0,6.0,0.0,0.0,10.0,241.0,335.0,58.2,4.6,172.0,249.0,59.1,7.0,48.0,4.0,1.0,1.0,0.0,0.0,59.0,,,sobotvl01,5.1,94.1,99.2,24.0,1.0,2007-08,2.5,2.5,75.0,75.0,12.0,8.5,1,36.6,63.4
603,SJS,20.0,20.0,8.0,4.0,0.0,85.0,1079.0,1170.0,52.0,-4.6,772.0,894.0,53.7,-4.5,82.0,37.0,1.0,0.0,1.0,0.0,24.0,,,vlasima01,5.6,91.6,97.2,24.0,-12.0,2007-08,2.8,2.8,181.0,181.0,12.0,21.37,1,50.7,49.3
0,NYR,20.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,50.0,-20.0,4.0,4.0,50.0,-16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,anisiar01,0.0,100.0,100.0,0.0,0.0,2008-09,0.0,0.0,1.0,1.0,1.0,9.27,1,33.3,66.7
9,WSH,20.0,20.0,33.0,22.0,0.0,34.0,912.0,1319.0,59.1,5.7,692.0,989.0,58.8,5.1,82.0,50.0,11.0,4.0,3.0,0.0,34.0,,,backsni02,10.0,90.0,100.0,24.0,13.0,2007-08,9.2,9.2,278.0,278.0,72.0,18.0,1,40.1,59.9
28,STL,20.0,20.0,11.0,15.0,0.0,14.0,707.0,695.0,49.6,0.4,552.0,555.0,50.1,-0.3,76.0,21.0,14.0,1.0,7.0,0.0,58.0,,,berglpa01,10.4,95.1,105.0,16.0,19.0,2008-09,14.7,14.7,250.0,250.0,30.0,14.43,1,38.6,61.4
44,CBJ,20.0,20.0,1.0,0.0,0.0,0.0,89.0,108.0,54.8,4.6,76.0,77.0,50.3,0.4,17.0,3.0,1.0,0.0,0.0,0.0,11.0,,,brassde01,4.8,88.9,93.7,6.0,-4.0,2007-08,7.7,7.7,29.0,29.0,4.0,9.03,1,27.8,72.2
100,OTT,20.0,20.0,3.0,0.0,0.0,11.0,309.0,341.0,52.5,0.9,242.0,246.0,50.4,-1.0,45.0,12.0,6.0,0.0,0.0,0.0,51.0,,,foligni01,8.0,92.0,100.0,20.0,0.0,2007-08,13.6,13.6,67.0,67.0,14.0,9.1,1,44.4,55.6
110,FLA,20.0,20.0,13.0,11.0,0.0,24.0,930.0,907.0,49.4,1.9,714.0,702.0,49.6,2.9,79.0,35.0,20.0,2.0,1.0,0.0,46.0,,,frolimi01,9.1,93.6,102.0,22.0,10.0,2008-09,13.3,13.3,251.0,251.0,36.0,14.48,1,56.4,43.6
125,PHI,20.0,20.0,0.0,0.0,0.0,1.0,17.0,16.0,48.5,3.4,14.0,14.0,50.0,4.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,giroucl01,0.0,91.7,91.7,0.0,-2.0,2007-08,0.0,0.0,3.0,3.0,0.0,9.35,1,28.6,71.4
175,BOS,20.0,20.0,16.0,2.0,0.0,17.0,853.0,995.0,53.8,2.2,677.0,754.0,52.7,2.6,82.0,30.0,14.0,3.0,5.0,0.0,11.0,,,kesseph01,8.6,90.3,98.9,28.0,-6.0,2007-08,8.9,8.9,372.0,372.0,37.0,15.14,1,53.1,46.9
211,ATL,20.0,20.0,10.0,0.0,0.0,8.0,544.0,448.0,45.2,1.9,408.0,347.0,46.0,3.5,48.0,11.0,4.0,1.0,2.0,0.0,15.0,,,littlbr01,7.4,93.4,100.0,18.0,-2.0,2007-08,7.9,7.9,119.0,119.0,26.0,15.37,1,49.1,50.9
222,BOS,20.0,20.0,19.0,6.0,0.0,32.0,867.0,928.0,51.7,1.9,668.0,679.0,50.4,0.6,72.0,21.0,15.0,3.0,2.0,0.0,259.0,,,lucicmi01,9.7,94.2,103.0,136.0,17.0,2008-09,17.5,17.5,174.0,174.0,33.0,14.57,1,47.8,52.2
254,FLA,20.0,20.0,2.0,0.0,0.0,2.0,154.0,109.0,41.4,-8.0,119.0,79.0,39.9,-8.3,16.0,2.0,0.0,0.0,0.0,0.0,8.0,,,matthsh01,7.1,92.3,99.5,2.0,-3.0,2008-09,0.0,0.0,24.0,24.0,1.0,9.1,1,63.3,36.7
267,MTL,20.0,20.0,0.0,0.0,0.0,1.0,74.0,47.0,38.8,-11.0,56.0,37.0,39.8,-10.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,,,maxwebe01,0.0,97.0,97.0,2.0,-1.0,2008-09,0.0,0.0,9.0,9.0,2.0,9.55,1,33.3,66.7
286,SJS,20.0,20.0,2.0,0.0,0.0,7.0,267.0,226.0,45.8,-7.7,212.0,179.0,45.8,-8.4,35.0,7.0,3.0,1.0,1.0,0.0,50.0,,,mcginja01,4.4,92.8,97.2,2.0,-6.0,2008-09,14.8,14.8,45.0,45.0,5.0,8.55,1,39.5,60.5
301,PHX,20.0,20.0,17.0,6.0,0.0,24.0,911.0,808.0,47.0,1.1,694.0,591.0,46.0,-0.5,72.0,15.0,8.0,4.0,5.0,0.0,35.0,,,muellpe01,8.1,91.4,99.4,24.0,-7.0,2008-09,9.4,9.4,247.0,247.0,26.0,16.05,1,44.3,55.7
318,NYI,20.0,20.0,16.0,4.0,1.0,30.0,831.0,770.0,48.1,-1.3,593.0,541.0,47.7,-2.1,65.0,30.0,9.0,3.0,9.0,0.0,64.0,,,okposky01,7.8,91.4,99.2,36.0,-6.0,2008-09,10.9,10.9,314.0,314.0,76.0,18.01,1,52.1,47.9
352,TBL,20.0,20.0,0.0,1.0,0.0,3.0,65.0,58.0,47.2,-1.8,52.0,45.0,46.4,-3.3,6.0,3.0,0.0,0.0,0.0,0.0,1.0,,,quickke01,5.1,91.7,96.8,0.0,0.0,2008-09,0.0,0.0,12.0,12.0,1.0,13.23,1,55.2,44.8
371,MIN,20.0,20.0,16.0,3.0,0.0,47.0,997.0,851.0,46.0,-4.0,738.0,648.0,46.8,-3.5,82.0,22.0,5.0,1.0,0.0,0.0,69.0,,,sheppja01,7.3,91.3,98.5,41.0,-14.0,2008-09,5.7,5.7,143.0,143.0,36.0,15.11,1,60.8,39.2
384,PIT,20.0,20.0,20.0,4.0,3.0,55.0,1016.0,985.0,49.2,1.9,736.0,729.0,49.8,0.3,82.0,44.0,19.0,3.0,2.0,1.0,156.0,,,staaljo01,9.9,91.1,101.0,37.0,5.0,2008-09,13.3,13.3,300.0,300.0,45.0,19.51,1,60.0,40.0
431,TOR,20.0,20.0,4.0,0.0,0.0,5.0,143.0,146.0,50.5,-5.4,106.0,119.0,52.9,-4.1,14.0,5.0,0.0,0.0,0.0,0.0,5.0,,,tlustji01,6.0,92.9,98.9,0.0,0.0,2008-09,0.0,0.0,39.0,39.0,3.0,12.42,1,48.5,51.5
444,CHI,20.0,20.0,25.0,10.0,0.0,26.0,781.0,1094.0,58.3,2.0,613.0,828.0,57.5,1.0,82.0,18.0,22.0,7.0,12.0,0.0,43.0,,,toewsjo01,9.4,90.2,99.7,51.0,12.0,2008-09,17.4,17.4,284.0,284.0,54.0,18.38,1,37.3,62.7
456,BUF,20.0,20.0,3.0,0.0,0.0,10.0,191.0,218.0,53.3,3.9,138.0,160.0,53.7,5.8,16.0,8.0,0.0,0.0,0.0,0.0,43.0,,,webermi01,14.3,92.8,107.0,14.0,12.0,2007-08,0.0,0.0,25.0,25.0,0.0,16.41,1,46.8,53.2
475,TBL,20.0,20.0,1.0,0.0,0.0,4.0,46.0,40.0,46.5,1.4,31.0,32.0,50.8,5.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,,,wishaty01,4.2,95.7,99.8,0.0,0.0,2008-09,0.0,0.0,7.0,7.0,1.0,10.07,1,57.1,42.9
3,MIN,20.0,20.0,0.0,0.0,0.0,5.0,49.0,37.0,43.0,-6.8,35.0,23.0,39.7,-8.9,7.0,0.0,1.0,0.0,0.0,0.0,7.0,,,almonco01,5.9,84.0,89.9,9.0,-3.0,2009-10,16.7,16.7,8.0,8.0,0.0,7.45,1,75.0,25.0
6,WSH,20.0,20.0,4.0,0.0,0.0,54.0,407.0,515.0,55.9,1.4,283.0,372.0,56.8,1.9,30.0,36.0,1.0,0.0,0.0,0.0,23.0,,,alzneka01,8.0,89.0,97.0,2.0,-1.0,2008-09,3.2,3.2,65.0,65.0,10.0,19.25,1,47.9,52.1
28,CGY,20.0,20.0,9.0,0.0,0.0,4.0,202.0,264.0,56.7,2.5,155.0,203.0,56.7,3.4,23.0,13.0,1.0,0.0,0.0,0.0,12.0,,,backlmi01,9.6,92.5,102.0,6.0,5.0,2009-10,2.1,2.1,90.0,90.0,10.0,12.36,1,41.5,58.5
39,DAL,20.0,20.0,14.0,5.0,0.0,39.0,904.0,937.0,50.9,1.1,678.0,689.0,50.4,0.6,82.0,37.0,20.0,3.0,2.0,0.0,186.0,,,bennja01,8.5,91.7,100.0,45.0,-1.0,2009-10,12.1,12.1,315.0,315.0,70.0,14.42,1,43.8,56.2
68,CAR,20.0,20.0,0.0,0.0,0.0,0.0,96.0,89.0,48.1,2.3,72.0,60.0,45.5,0.6,9.0,0.0,1.0,0.0,1.0,0.0,13.0,,,bowmadr01,6.5,95.0,101.0,4.0,-1.0,2009-10,11.8,11.8,34.0,34.0,0.0,12.01,1,36.5,63.5
94,PIT,20.0,20.0,0.0,0.0,0.0,0.0,48.0,34.0,41.5,-6.3,36.0,22.0,37.9,-11.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,,,caputlu01,10.5,91.7,102.0,4.0,-1.0,2008-09,14.3,14.3,13.0,13.0,0.0,10.16,1,57.9,42.1
113,SJS,20.0,20.0,4.0,0.0,0.0,11.0,223.0,241.0,51.9,1.1,167.0,188.0,53.0,4.7,25.0,7.0,4.0,1.0,1.0,0.0,14.0,,,coutulo01,7.9,95.0,102.0,6.0,4.0,2009-10,11.9,11.9,69.0,69.0,15.0,10.16,1,44.8,55.2
122,FLA,20.0,20.0,0.0,0.0,0.0,2.0,36.0,35.0,49.3,1.3,24.0,27.0,52.9,7.4,4.0,0.0,0.0,0.0,0.0,0.0,3.0,,,dadonev01,0.0,95.0,95.0,0.0,-1.0,2009-10,0.0,0.0,7.0,7.0,3.0,13.14,1,47.4,52.6
133,STL,20.0,20.0,0.0,0.0,0.0,1.0,58.0,65.0,52.8,4.3,50.0,50.0,50.0,1.8,7.0,2.0,1.0,0.0,1.0,0.0,8.0,,,ellerla01,7.7,97.1,104.0,4.0,2.0,2009-10,25.0,25.0,14.0,14.0,1.0,10.49,1,57.5,42.5
161,EDM,20.0,20.0,15.0,11.0,0.0,16.0,902.0,874.0,49.2,4.7,663.0,677.0,50.5,5.8,68.0,39.0,9.0,1.0,6.0,0.0,30.0,,,gagnesa01,7.8,90.0,97.9,33.0,-8.0,2009-10,8.8,8.8,281.0,281.0,14.0,16.17,1,51.3,48.7
169,COL,20.0,20.0,1.0,0.0,0.0,9.0,119.0,127.0,51.6,5.3,84.0,94.0,52.8,4.8,11.0,8.0,3.0,0.0,0.0,0.0,11.0,,,galiatj01,7.8,84.2,92.0,6.0,-4.0,2008-09,21.4,21.4,43.0,43.0,6.0,16.21,1,44.6,55.4
222,PIT,20.0,20.0,2.0,0.0,0.0,3.0,113.0,83.0,42.3,-0.5,72.0,64.0,47.1,4.0,14.0,1.0,1.0,0.0,0.0,0.0,8.0,,,jeffrdu01,9.4,98.1,107.0,0.0,4.0,2008-09,5.6,5.6,24.0,24.0,1.0,10.47,1,60.5,39.5
241,CHI,20.0,20.0,23.0,22.0,0.0,9.0,874.0,1125.0,56.3,0.1,698.0,863.0,55.3,-0.8,80.0,32.0,12.0,4.0,13.0,0.0,19.0,,,kanepa01,7.5,91.4,98.9,42.0,-2.0,2008-09,9.8,9.8,385.0,385.0,23.0,18.4,1,32.0,68.0
265,ATL,20.0,20.0,0.0,0.0,0.0,0.0,17.0,7.0,29.2,-0.7,15.0,4.0,21.1,-5.2,2.0,0.0,0.0,0.0,0.0,0.0,7.0,,,machasp01,0.0,100.0,100.0,0.0,0.0,2008-09,0.0,0.0,1.0,1.0,0.0,8.12,1,50.0,50.0
293,CBJ,20.0,20.0,0.0,0.0,0.0,1.0,31.0,20.0,39.2,-2.1,24.0,19.0,44.2,4.2,4.0,1.0,0.0,0.0,0.0,0.0,10.0,,,mayorma01,0.0,100.0,100.0,0.0,-1.0,2009-10,0.0,0.0,5.0,5.0,1.0,7.4,1,47.1,52.9
313,LAK,20.0,20.0,4.0,4.0,0.0,11.0,334.0,381.0,53.3,0.4,263.0,282.0,51.7,-1.3,40.0,18.0,2.0,0.0,5.0,0.0,46.0,,,molleos01,7.0,92.0,99.0,16.0,-3.0,2008-09,8.6,8.6,152.0,152.0,6.0,13.22,1,46.9,53.1
338,MTL,20.0,20.0,6.0,2.0,0.0,19.0,385.0,346.0,47.3,4.9,283.0,246.0,46.5,4.3,34.0,16.0,2.0,0.0,1.0,0.0,44.0,,,pacioma01,7.4,92.4,99.8,27.0,-3.0,2008-09,5.3,5.3,95.0,95.0,16.0,12.37,1,49.8,50.2
347,NJD,20.0,20.0,1.0,0.0,0.0,0.0,40.0,54.0,57.4,3.6,27.0,32.0,54.2,-1.5,6.0,0.0,0.0,0.0,0.0,0.0,8.0,,,palmini01,11.5,85.7,97.3,0.0,0.0,2009-10,0.0,0.0,18.0,18.0,2.0,11.45,1,35.3,64.7
361,STL,20.0,20.0,24.0,11.0,0.0,18.0,738.0,750.0,50.4,1.2,566.0,603.0,51.6,1.3,81.0,24.0,11.0,3.0,4.0,0.0,78.0,,,perroda01,9.8,93.0,102.0,50.0,13.0,2008-09,9.3,9.3,296.0,296.0,31.0,14.32,1,36.6,63.4
375,EDM,20.0,20.0,1.0,0.0,0.0,2.0,59.0,40.0,40.4,3.0,40.0,31.0,43.7,4.4,4.0,2.0,0.0,0.0,0.0,0.0,7.0,,,plantal01,11.8,96.2,107.0,2.0,1.0,2009-10,0.0,0.0,8.0,8.0,1.0,13.36,1,53.8,46.2
404,LAK,20.0,20.0,10.0,3.0,1.0,42.0,866.0,828.0,48.9,-4.2,652.0,620.0,48.7,-4.5,82.0,40.0,7.0,2.0,2.0,0.0,132.0,,,simmowa01,6.0,92.7,98.6,73.0,-8.0,2008-09,7.1,7.1,229.0,229.0,39.0,13.5,1,53.3,46.7
428,MTL,20.0,20.0,1.0,1.0,0.0,2.0,15.0,34.0,69.4,14.1,10.0,22.0,68.8,16.1,2.0,3.0,0.0,0.0,0.0,0.0,1.0,,,subbapk01,6.7,100.0,106.0,2.0,1.0,2009-10,0.0,0.0,9.0,9.0,2.0,20.06,1,27.8,72.2
437,CAR,20.0,20.0,14.0,5.0,0.0,45.0,974.0,821.0,45.7,-5.0,731.0,608.0,45.4,-3.9,72.0,22.0,16.0,3.0,5.0,0.0,55.0,,,suttebr03,9.6,92.2,101.0,2.0,-1.0,2009-10,12.5,12.5,261.0,261.0,61.0,16.33,1,55.7,44.3
465,CHI,20.0,20.0,25.0,10.0,0.0,26.0,781.0,1094.0,58.3,2.0,613.0,828.0,57.5,1.0,82.0,18.0,22.0,7.0,12.0,0.0,43.0,,,toewsjo01,9.4,90.2,99.7,51.0,12.0,2008-09,17.4,17.4,284.0,284.0,54.0,18.38,1,37.3,62.7
495,PHI,20.0,20.0,17.0,3.0,0.0,21.0,819.0,927.0,53.1,1.5,607.0,702.0,53.6,1.3,78.0,14.0,11.0,6.0,4.0,0.0,37.0,,,vanrija01,7.4,92.0,99.4,30.0,-1.0,2009-10,8.7,8.7,282.0,282.0,29.0,12.58,1,41.5,58.5
504,CBJ,20.0,20.0,25.0,9.0,0.0,17.0,919.0,893.0,49.3,0.6,729.0,697.0,48.9,0.2,81.0,33.0,12.0,1.0,4.0,0.0,63.0,,,voracja01,9.7,88.8,98.6,26.0,-7.0,2009-10,10.4,10.4,274.0,274.0,21.0,15.37,1,45.6,54.4
512,MTL,20.0,20.0,0.0,1.0,0.0,1.0,24.0,26.0,52.0,10.6,17.0,19.0,52.8,9.7,3.0,0.0,0.0,0.0,0.0,0.0,4.0,,,weberya01,0.0,90.0,90.0,2.0,-1.0,2008-09,0.0,0.0,12.0,12.0,0.0,15.06,1,52.9,47.1
0,BUF,20.0,20.0,0.0,1.0,0.0,5.0,201.0,153.0,43.2,-6.0,156.0,118.0,43.1,-8.0,19.0,7.0,3.0,1.0,0.0,0.0,17.0,,,adamlu01,4.5,92.6,97.1,12.0,-6.0,2010-11,9.7,9.7,50.0,50.0,2.0,11.13,1,46.4,53.6
13,NYI,20.0,20.0,12.0,7.0,0.0,36.0,921.0,834.0,47.5,-1.6,662.0,601.0,47.6,-2.8,73.0,34.0,12.0,2.0,3.0,1.0,67.0,,,bailejo01,9.5,92.3,101.0,18.0,5.0,2009-10,14.3,14.3,203.0,203.0,44.0,15.09,1,49.1,50.9
33,PHX,20.0,20.0,2.0,0.0,0.0,1.0,77.0,104.0,57.5,5.1,56.0,77.0,57.9,5.3,14.0,0.0,1.0,0.0,0.0,0.0,17.0,,,boedkmi01,7.5,95.7,103.0,0.0,2.0,2009-10,14.3,14.3,18.0,18.0,3.0,8.43,1,16.7,83.3
45,ATL,20.0,20.0,8.0,4.0,0.0,89.0,1273.0,1136.0,47.2,-6.7,937.0,871.0,48.2,-7.6,71.0,53.0,5.0,1.0,0.0,0.0,111.0,,,bogosza01,5.8,91.5,97.2,29.0,-27.0,2010-11,3.2,3.2,303.0,303.0,31.0,22.24,1,52.1,47.9
60,CGY,20.0,20.0,1.0,0.0,0.0,6.0,77.0,94.0,55.0,1.5,51.0,60.0,54.1,1.5,16.0,3.0,0.0,0.0,0.0,0.0,15.0,,,boumala01,4.9,92.5,97.4,2.0,-1.0,2010-11,0.0,0.0,17.0,17.0,2.0,5.52,1,42.0,58.0
68,CAR,20.0,20.0,5.0,1.0,0.0,7.0,313.0,289.0,48.0,1.2,232.0,207.0,47.2,1.7,31.0,4.0,3.0,0.0,0.0,0.0,23.0,,,boychza01,9.2,92.7,101.0,2.0,1.0,2009-10,8.1,8.1,74.0,74.0,10.0,10.45,1,46.7,53.3
77,CGY,20.0,20.0,0.0,0.0,0.0,4.0,34.0,38.0,52.8,-2.7,23.0,29.0,55.8,-5.6,3.0,2.0,0.0,0.0,0.0,0.0,2.0,,,broditj01,0.0,88.2,88.2,2.0,-3.0,2010-11,0.0,0.0,4.0,4.0,1.0,16.0,1,52.9,47.1
94,WSH,20.0,20.0,5.0,0.0,0.0,32.0,310.0,357.0,53.5,-2.6,218.0,265.0,54.9,1.8,22.0,19.0,1.0,0.0,0.0,0.0,29.0,,,carlsjo01,11.9,92.8,104.0,8.0,11.0,2009-10,4.8,4.8,60.0,60.0,10.0,15.15,1,53.2,46.8
113,ATL,20.0,20.0,1.0,0.0,0.0,15.0,207.0,155.0,42.8,-6.4,148.0,118.0,44.4,-6.3,21.0,1.0,1.0,0.0,0.0,0.0,31.0,,,cormipa01,3.4,92.8,96.2,4.0,-5.0,2010-11,3.7,3.7,38.0,38.0,6.0,9.39,1,54.9,45.1
