,TOT,age_x,age_y,assists_ev,assists_pp,assists_sh,blocks,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,goals_ev,goals_gw,goals_pp,goals_sh,hits,index_x,index_y,name,on_ice_shot_pct,on_ice_sv_pct,pdo,pen_min,plus_minus,season,shot_pct,shot_pct.1,shots_attempted,shots_attempted.1,takeaways,time_on_ice_avg,uniqueseason,zs_defense_pct,zs_offense_pct
173,PHI,22.0,22.0,16.0,10.0,1.0,79.0,1147.0,1152.0,50.1,3.7,900.0,902.0,50.1,3.5,78.0,53.0,4.0,2.0,5.0,0.0,79.0,,,coburbr01,9.4,92.8,102.0,74.0,17.0,2007-08,8.0,8.0,240.0,240.0,36.0,21.14,1,57.6,42.4
190,DAL,22.0,22.0,2.0,0.0,0.0,1.0,43.0,37.0,46.3,-6.3,39.0,30.0,43.5,-8.5,8.0,1.0,0.0,0.0,0.0,0.0,7.0,,,crombbj01,21.7,86.2,107.0,39.0,1.0,2007-08,0.0,0.0,10.0,10.0,3.0,6.38,1,26.9,73.1
201,NYR,22.0,22.0,14.0,1.0,0.0,26.0,533.0,663.0,55.4,-0.5,399.0,526.0,56.9,-0.6,61.0,16.0,11.0,4.0,3.0,0.0,86.0,,,dawesni01,8.9,92.5,101.0,10.0,11.0,2007-08,11.6,11.6,200.0,200.0,22.0,12.59,1,38.9,61.1
243,DAL,22.0,22.0,15.0,2.0,0.0,14.0,562.0,757.0,57.4,4.3,449.0,591.0,56.8,5.5,69.0,22.0,10.0,0.0,4.0,0.0,24.0,,,erikslo01,8.9,89.8,98.7,28.0,5.0,2007-08,11.7,11.7,200.0,200.0,58.0,14.02,1,44.1,55.9
255,WSH,22.0,22.0,1.0,4.0,0.0,8.0,162.0,230.0,58.7,3.8,124.0,185.0,59.9,4.2,23.0,6.0,1.0,0.0,0.0,0.0,11.0,,,fehrer01,6.5,93.9,100.0,6.0,4.0,2007-08,2.5,2.5,69.0,69.0,6.0,10.31,1,38.5,61.5
281,CBJ,22.0,22.0,12.0,0.0,0.0,27.0,629.0,664.0,51.4,-0.3,474.0,512.0,51.9,0.9,69.0,13.0,8.0,4.0,1.0,1.0,65.0,,,fritsda01,7.7,92.1,99.7,22.0,2.0,2007-08,9.2,9.2,153.0,153.0,21.0,12.21,1,51.4,48.6
295,ANA,22.0,22.0,26.0,32.0,0.0,46.0,803.0,1069.0,57.1,4.3,651.0,850.0,56.6,4.3,77.0,67.0,19.0,2.0,4.0,1.0,126.0,,,getzlry01,11.8,92.4,104.0,94.0,32.0,2007-08,13.0,13.0,303.0,303.0,44.0,19.39,1,40.7,59.3
324,OTT,22.0,22.0,0.0,0.0,0.0,1.0,15.0,11.0,42.3,-3.0,10.0,9.0,47.4,3.3,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,hennejo01,0.0,83.3,83.3,0.0,-1.0,2007-08,0.0,0.0,2.0,2.0,0.0,3.46,1,42.9,57.1
331,FLA,22.0,22.0,25.0,10.0,0.0,24.0,1189.0,1219.0,50.6,0.8,962.0,930.0,49.2,0.0,82.0,36.0,18.0,3.0,9.0,0.0,81.0,,,hortona01,9.8,93.1,102.0,85.0,15.0,2007-08,12.7,12.7,383.0,383.0,27.0,18.44,1,47.5,52.5
341,EDM,22.0,22.0,0.0,0.0,0.0,2.0,37.0,37.0,50.0,0.8,31.0,25.0,44.6,-4.6,9.0,2.0,0.0,0.0,0.0,0.0,15.0,,,jacquje01,5.3,81.8,87.1,2.0,-3.0,2007-08,0.0,0.0,6.0,6.0,1.0,6.1,1,53.1,46.9
389,MTL,22.0,22.0,23.0,4.0,0.0,22.0,930.0,882.0,48.7,0.4,674.0,635.0,48.5,0.2,78.0,26.0,14.0,5.0,12.0,0.0,102.0,,,kostian01,11.4,92.7,104.0,29.0,15.0,2007-08,16.7,16.7,277.0,277.0,22.0,15.41,1,49.2,50.8
408,MTL,22.0,22.0,10.0,0.0,1.0,35.0,629.0,424.0,40.3,-9.8,443.0,337.0,43.2,-6.2,53.0,21.0,7.0,0.0,0.0,0.0,101.0,,,lapiema01,9.9,93.8,103.0,60.0,5.0,2007-08,10.3,10.3,103.0,103.0,12.0,13.1,1,60.1,39.9
428,FLA,22.0,22.0,0.0,0.0,0.0,0.0,9.0,17.0,65.4,7.4,7.0,15.0,68.2,14.5,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,,lojekma01,0.0,85.7,85.7,0.0,-1.0,2007-08,0.0,0.0,2.0,2.0,0.0,6.08,1,37.5,62.5
430,BUF,22.0,22.0,7.0,0.0,0.0,11.0,470.0,396.0,45.7,-4.3,364.0,312.0,46.2,-5.9,37.0,13.0,8.0,1.0,0.0,0.0,36.0,,,macarcl01,10.9,91.8,102.0,20.0,3.0,2007-08,15.7,15.7,83.0,83.0,9.0,14.34,1,54.5,45.5
451,CBJ,22.0,22.0,0.0,0.0,0.0,2.0,76.0,96.0,55.8,3.2,65.0,73.0,52.9,2.1,9.0,1.0,0.0,0.0,0.0,0.0,16.0,,,methoma01,10.2,86.8,97.0,8.0,-1.0,2007-08,0.0,0.0,18.0,18.0,0.0,14.14,1,37.7,62.3
545,LAK,22.0,22.0,22.0,7.0,2.0,45.0,1164.0,1046.0,47.3,0.2,923.0,795.0,46.3,-0.5,82.0,61.0,16.0,2.0,3.0,3.0,95.0,,,osullpa01,9.7,89.6,99.3,36.0,-8.0,2007-08,10.0,10.0,395.0,395.0,38.0,18.42,1,49.5,50.5
586,ANA,22.0,22.0,19.0,6.0,0.0,11.0,674.0,895.0,57.0,2.8,555.0,703.0,55.9,2.1,70.0,43.0,18.0,4.0,11.0,0.0,95.0,,,perryco01,11.6,90.8,102.0,108.0,12.0,2007-08,14.5,14.5,326.0,326.0,29.0,17.57,1,41.4,58.6
598,CGY,22.0,22.0,20.0,23.0,0.0,88.0,1229.0,1483.0,54.7,1.8,1016.0,1122.0,52.5,1.1,82.0,51.0,6.0,4.0,10.0,1.0,194.0,,,phanedi01,9.4,91.8,101.0,182.0,12.0,2007-08,6.5,6.5,499.0,499.0,52.0,26.25,1,43.2,56.8
614,TOT,22.0,22.0,3.0,0.0,0.0,38.0,349.0,301.0,46.3,-3.3,255.0,225.0,46.9,-2.6,24.0,10.0,2.0,1.0,1.0,0.0,35.0,,,picaral01,8.8,87.4,96.1,10.0,-12.0,2007-08,12.5,12.5,49.0,49.0,5.0,20.25,1,50.2,49.8
650,EDM,22.0,22.0,5.0,1.0,0.0,3.0,192.0,205.0,51.6,2.3,140.0,153.0,52.2,2.7,24.0,9.0,1.0,0.0,0.0,0.0,23.0,,,poulima01,9.3,88.5,97.9,12.0,-1.0,2007-08,3.1,3.1,60.0,60.0,3.0,10.2,1,47.9,52.1
657,DET,22.0,22.0,0.0,0.0,0.0,7.0,49.0,57.0,53.8,-2.0,40.0,41.0,50.6,-11.0,6.0,4.0,0.0,0.0,0.0,0.0,12.0,,,quincky01,0.0,90.0,90.0,4.0,-3.0,2007-08,0.0,0.0,10.0,10.0,1.0,13.58,1,45.2,54.8
677,COL,22.0,22.0,3.0,0.0,0.0,3.0,206.0,181.0,46.8,-7.0,154.0,146.0,48.7,-5.7,22.0,2.0,2.0,0.0,0.0,0.0,13.0,,,richabr02,8.6,88.7,97.3,8.0,-3.0,2007-08,6.3,6.3,52.0,52.0,5.0,13.29,1,60.5,39.5
689,PHI,22.0,22.0,23.0,23.0,1.0,46.0,928.0,848.0,47.7,-1.6,682.0,643.0,48.5,-0.5,73.0,68.0,15.0,6.0,8.0,5.0,110.0,,,richami02,10.5,91.8,102.0,76.0,14.0,2007-08,13.2,13.2,417.0,417.0,46.0,21.31,1,68.4,31.6
716,PHI,22.0,22.0,2.0,1.0,0.0,3.0,115.0,81.0,41.3,-4.3,92.0,63.0,40.6,-6.7,14.0,1.0,1.0,0.0,0.0,0.0,9.0,,,ruzicst01,14.0,97.0,111.0,27.0,5.0,2007-08,10.0,10.0,19.0,19.0,4.0,8.4,1,55.6,44.4
719,CHI,22.0,22.0,14.0,8.0,1.0,106.0,1029.0,1027.0,50.0,-2.7,807.0,809.0,50.1,-2.5,82.0,41.0,5.0,2.0,4.0,0.0,167.0,,,seabrbr01,8.9,92.1,101.0,90.0,13.0,2007-08,5.9,5.9,250.0,250.0,21.0,21.3,1,48.1,51.9
780,PIT,22.0,22.0,1.0,0.0,0.0,3.0,53.0,26.0,32.9,-12.0,40.0,18.0,31.0,-15.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,,,stonery01,7.7,92.9,100.0,5.0,-1.0,2007-08,0.0,0.0,6.0,6.0,1.0,6.25,1,33.3,66.7
784,EDM,22.0,22.0,9.0,0.0,0.0,17.0,495.0,390.0,44.1,-3.3,378.0,301.0,44.3,-3.3,66.0,12.0,3.0,0.0,0.0,0.0,99.0,,,stortza01,9.6,93.3,102.0,201.0,3.0,2007-08,7.9,7.9,62.0,62.0,5.0,8.1,1,52.2,47.8
882,NSH,22.0,22.0,9.0,5.0,0.0,44.0,707.0,783.0,52.6,1.5,561.0,615.0,52.3,2.2,54.0,17.0,1.0,2.0,5.0,0.0,115.0,,,webersh01,7.8,91.4,99.2,49.0,-6.0,2007-08,3.9,3.9,305.0,305.0,17.0,19.3,1,52.1,47.9
3,CHI,22.0,22.0,9.0,24.0,1.0,42.0,648.0,785.0,54.8,-3.0,522.0,611.0,53.9,-3.6,68.0,17.0,1.0,1.0,5.0,0.0,83.0,,,barkeca01,7.0,90.5,97.4,65.0,-6.0,2008-09,5.9,5.9,232.0,232.0,9.0,18.2,1,41.7,58.3
23,CHI,22.0,22.0,25.0,1.0,2.0,40.0,826.0,1006.0,54.9,-0.1,667.0,811.0,54.9,0.0,81.0,10.0,15.0,4.0,2.0,2.0,67.0,,,bollada01,9.5,91.7,101.0,52.0,19.0,2008-09,17.1,17.1,193.0,193.0,35.0,16.27,1,56.6,43.4
45,CAR,22.0,22.0,1.0,1.0,0.0,12.0,115.0,147.0,56.1,-4.3,88.0,111.0,55.8,-3.0,11.0,4.0,1.0,0.0,0.0,0.0,17.0,,,borerca01,7.4,86.6,94.0,4.0,-3.0,2007-08,20.0,20.0,13.0,13.0,3.0,15.17,1,36.6,63.4
48,WSH,22.0,22.0,0.0,0.0,0.0,1.0,26.0,35.0,57.4,16.4,18.0,22.0,55.0,13.6,4.0,0.0,0.0,0.0,0.0,0.0,4.0,,,bourqch01,0.0,100.0,100.0,2.0,0.0,2007-08,0.0,0.0,7.0,7.0,0.0,8.42,1,31.3,68.8
56,CGY,22.0,22.0,8.0,2.0,1.0,29.0,612.0,660.0,51.9,-6.0,503.0,464.0,48.0,-8.2,71.0,18.0,9.0,3.0,1.0,1.0,43.0,,,boyddu01,7.9,90.2,98.0,10.0,-11.0,2008-09,14.9,14.9,145.0,145.0,23.0,12.52,1,44.2,55.8
79,VAN,22.0,22.0,0.0,0.0,0.0,1.0,120.0,63.0,34.4,-10.0,91.0,53.0,36.8,-9.6,19.0,1.0,1.0,0.0,0.0,0.0,44.0,,,brownmi02,5.4,94.0,99.4,55.0,-2.0,2007-08,11.1,11.1,17.0,17.0,1.0,6.19,1,61.4,38.6
100,NYR,22.0,22.0,5.0,0.0,0.0,25.0,456.0,471.0,50.8,-4.9,355.0,387.0,52.2,-3.7,52.0,12.0,7.0,1.0,0.0,1.0,139.0,,,callary01,7.3,94.2,101.0,31.0,7.0,2007-08,8.7,8.7,139.0,139.0,18.0,12.22,1,43.4,56.6
131,MTL,22.0,22.0,3.0,0.0,0.0,3.0,120.0,82.0,40.6,-2.3,95.0,60.0,38.7,-5.6,13.0,2.0,0.0,0.0,0.0,0.0,8.0,,,chipcky01,7.1,87.3,94.5,5.0,-6.0,2008-09,0.0,0.0,12.0,12.0,3.0,10.18,1,43.5,56.5
152,NYI,22.0,22.0,11.0,7.0,0.0,18.0,717.0,596.0,45.4,-3.8,515.0,416.0,44.7,-4.2,53.0,22.0,5.0,0.0,2.0,0.0,90.0,,,comeabl01,8.1,89.2,97.4,32.0,-17.0,2008-09,9.0,9.0,164.0,164.0,32.0,16.17,1,54.6,45.4
174,CHI,22.0,22.0,1.0,0.0,0.0,10.0,133.0,117.0,46.8,-11.0,101.0,92.0,47.7,-7.9,19.0,6.0,1.0,0.0,0.0,1.0,24.0,,,dowelja01,4.2,97.3,101.0,10.0,1.0,2007-08,10.5,10.5,25.0,25.0,4.0,11.56,1,41.1,58.9
183,NYR,22.0,22.0,22.0,5.0,1.0,24.0,912.0,1144.0,55.6,2.3,724.0,848.0,53.9,-0.1,82.0,24.0,9.0,7.0,3.0,1.0,251.0,,,dubinbr01,7.5,91.2,98.7,112.0,-6.0,2008-09,6.9,6.9,306.0,306.0,32.0,16.38,1,43.0,57.0
192,TOR,22.0,22.0,1.0,0.0,0.0,5.0,79.0,55.0,41.0,-4.3,52.0,45.0,46.4,1.9,9.0,3.0,0.0,0.0,0.0,0.0,3.0,,,earlro01,6.1,89.5,95.5,0.0,-2.0,2007-08,0.0,0.0,14.0,14.0,2.0,9.14,1,61.1,38.9
199,VAN,22.0,22.0,11.0,16.0,0.0,93.0,1117.0,1060.0,48.7,-1.1,857.0,811.0,48.6,-0.8,80.0,65.0,5.0,1.0,5.0,0.0,101.0,,,edleral01,9.3,93.2,102.0,54.0,11.0,2008-09,6.9,6.9,336.0,336.0,29.0,21.08,1,49.7,50.3
215,DAL,22.0,22.0,4.0,0.0,0.0,44.0,405.0,396.0,49.4,-5.1,309.0,314.0,50.4,-3.8,36.0,14.0,0.0,0.0,0.0,0.0,114.0,,,fistrma01,8.8,91.3,100.0,42.0,-1.0,2008-09,0.0,0.0,60.0,60.0,13.0,15.57,1,48.2,51.8
239,PIT,22.0,22.0,2.0,0.0,0.0,4.0,35.0,40.0,53.3,11.4,27.0,29.0,51.8,9.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,,,goligal01,10.5,100.0,110.0,2.0,2.0,2007-08,0.0,0.0,3.0,3.0,1.0,13.56,1,54.2,45.8
270,WSH,22.0,22.0,23.0,15.0,0.0,68.0,1194.0,1634.0,57.8,5.2,916.0,1229.0,57.3,4.5,82.0,85.0,10.0,4.0,8.0,0.0,94.0,,,greenmi03,8.6,90.7,99.3,62.0,6.0,2007-08,7.7,7.7,460.0,460.0,53.0,23.38,1,43.6,56.4
294,VAN,22.0,22.0,14.0,0.0,1.0,20.0,507.0,514.0,50.3,2.6,389.0,392.0,50.2,2.5,55.0,12.0,6.0,1.0,0.0,0.0,25.0,,,hanseja01,12.2,89.3,101.0,37.0,5.0,2008-09,9.4,9.4,125.0,125.0,18.0,12.31,1,57.8,42.2
303,BOS,22.0,22.0,0.0,1.0,0.0,6.0,110.0,90.0,45.0,-4.7,91.0,66.0,42.0,-6.5,13.0,3.0,0.0,0.0,0.0,0.0,8.0,,,hunwima01,10.0,93.2,103.0,4.0,-1.0,2007-08,0.0,0.0,11.0,11.0,2.0,10.36,1,56.6,43.4
330,BUF,22.0,22.0,5.0,0.0,0.0,27.0,363.0,322.0,47.0,-5.7,279.0,257.0,47.9,-4.9,51.0,6.0,4.0,0.0,0.0,0.0,137.0,,,kaletpa01,7.7,93.4,101.0,89.0,1.0,2008-09,11.4,11.4,63.0,63.0,2.0,8.55,1,54.3,45.7
337,TOT,22.0,22.0,4.0,1.0,0.0,11.0,219.0,202.0,48.0,-0.4,159.0,150.0,48.5,2.6,24.0,6.0,1.0,0.0,0.0,0.0,47.0,,,karsuma01,6.1,86.5,92.6,6.0,-8.0,2008-09,3.6,3.6,37.0,37.0,7.0,11.11,1,59.4,40.6
340,SJS,22.0,22.0,0.0,0.0,0.0,1.0,28.0,40.0,58.8,-2.0,20.0,28.0,58.3,-3.6,3.0,1.0,0.0,0.0,0.0,0.0,3.0,,,kaspalu01,4.0,81.3,85.3,0.0,-2.0,2007-08,0.0,0.0,8.0,8.0,1.0,12.15,1,40.0,60.0
343,PIT,22.0,22.0,18.0,2.0,0.0,10.0,731.0,813.0,52.7,5.1,546.0,593.0,52.1,2.0,67.0,19.0,15.0,3.0,0.0,0.0,47.0,,,kennety01,10.0,93.1,103.0,30.0,15.0,2008-09,8.8,8.8,287.0,287.0,18.0,13.46,1,52.4,47.6
356,NYR,22.0,22.0,8.0,0.0,0.0,15.0,634.0,545.0,46.2,-9.8,482.0,412.0,46.1,-10.0,68.0,7.0,6.0,1.0,0.0,0.0,96.0,,,korpila01,6.8,91.1,97.8,14.0,-10.0,2008-09,9.5,9.5,106.0,106.0,15.0,10.55,1,37.7,62.3
378,TOT,22.0,22.0,12.0,4.0,0.0,14.0,606.0,646.0,51.6,-1.2,468.0,476.0,50.4,-3.5,63.0,11.0,13.0,1.0,1.0,0.0,138.0,,,laddan01,9.9,92.8,102.0,35.0,13.0,2007-08,10.7,10.7,194.0,194.0,19.0,12.46,1,50.3,49.7
409,PHX,22.0,22.0,7.0,1.0,0.0,14.0,592.0,492.0,45.4,0.1,450.0,387.0,46.2,1.7,48.0,11.0,12.0,2.0,1.0,0.0,56.0,,,lisinen01,8.5,88.5,96.9,24.0,-13.0,2008-09,12.4,12.4,181.0,181.0,6.0,14.5,1,46.6,53.4
419,PIT,22.0,22.0,51.0,27.0,0.0,39.0,1291.0,1116.0,46.4,-1.9,920.0,849.0,48.0,-1.4,82.0,81.0,19.0,4.0,14.0,2.0,80.0,,,malkiev01,14.0,91.2,105.0,80.0,17.0,2008-09,12.1,12.1,531.0,531.0,94.0,22.31,1,36.4,63.6
435,OTT,22.0,22.0,17.0,10.0,0.0,100.0,1167.0,1260.0,51.9,0.8,922.0,942.0,50.5,0.0,82.0,48.0,2.0,1.0,6.0,1.0,101.0,,,meszaan01,9.3,91.0,100.0,50.0,5.0,2007-08,5.6,5.6,354.0,354.0,33.0,21.02,1,44.9,55.1
473,BOS,22.0,22.0,3.0,0.0,0.0,19.0,359.0,322.0,47.3,-5.5,284.0,245.0,46.3,-4.0,57.0,7.0,7.0,1.0,0.0,0.0,53.0,,,nokelpe01,7.6,94.1,101.0,19.0,0.0,2007-08,17.5,17.5,64.0,64.0,4.0,8.16,1,44.9,55.1
485,FLA,22.0,22.0,8.0,4.0,0.0,25.0,593.0,634.0,51.7,1.7,480.0,505.0,51.3,2.1,56.0,19.0,9.0,2.0,5.0,0.0,69.0,,,oleszro01,6.5,94.0,100.0,16.0,3.0,2007-08,10.1,10.1,203.0,203.0,35.0,17.04,1,50.4,49.6
493,COL,22.0,22.0,0.0,0.0,0.0,3.0,30.0,29.0,49.2,7.5,26.0,22.0,45.8,4.7,3.0,0.0,0.0,0.0,0.0,0.0,5.0,,,oneilwe01,0.0,90.0,90.0,4.0,-2.0,2008-09,0.0,0.0,1.0,1.0,0.0,10.52,1,38.1,61.9
500,WSH,22.0,22.0,32.0,15.0,0.0,44.0,1159.0,1610.0,58.1,3.8,875.0,1187.0,57.6,2.6,82.0,93.0,43.0,11.0,22.0,0.0,220.0,,,ovechal01,11.2,90.7,101.0,40.0,28.0,2007-08,14.6,14.6,772.0,772.0,68.0,23.06,1,42.0,58.0
531,CBJ,22.0,22.0,0.0,0.0,0.0,0.0,10.0,13.0,56.5,5.6,7.0,9.0,56.3,1.4,3.0,0.0,0.0,0.0,0.0,0.0,10.0,,,picaral02,0.0,100.0,100.0,2.0,0.0,2007-08,0.0,0.0,2.0,2.0,0.0,6.46,1,66.7,33.3
537,STL,22.0,22.0,7.0,5.0,2.0,109.0,1044.0,945.0,47.5,-2.2,787.0,748.0,48.7,-2.4,69.0,30.0,1.0,1.0,0.0,0.0,110.0,,,polakro01,7.7,89.4,97.1,45.0,-15.0,2008-09,1.4,1.4,172.0,172.0,21.0,21.32,1,55.4,44.6
548,PHX,22.0,22.0,4.0,1.0,0.0,13.0,387.0,301.0,43.8,-3.9,275.0,215.0,43.9,-3.4,34.0,10.0,4.0,2.0,1.0,0.0,37.0,,,porteke01,9.8,90.2,100.0,4.0,-2.0,2008-09,12.8,12.8,61.0,61.0,8.0,13.38,1,52.4,47.6
574,EDM,22.0,22.0,0.0,0.0,0.0,0.0,5.0,6.0,54.5,11.3,3.0,5.0,62.5,16.9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,reddoli01,0.0,66.7,66.7,0.0,-1.0,2007-08,0.0,0.0,2.0,2.0,0.0,5.55,1,100.0,0.0
582,OTT,22.0,22.0,1.0,0.0,0.0,3.0,74.0,91.0,55.2,4.4,59.0,76.0,56.3,4.5,11.0,2.0,1.0,1.0,0.0,0.0,9.0,,,reginpe01,3.6,95.2,98.8,2.0,0.0,2008-09,14.3,14.3,19.0,19.0,8.0,10.32,1,47.1,52.9
608,EDM,22.0,22.0,3.0,0.0,0.0,0.0,43.0,31.0,41.9,-20.0,37.0,29.0,43.9,-20.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,,,schrero01,19.0,92.6,111.0,2.0,2.0,2008-09,0.0,0.0,6.0,6.0,3.0,13.35,1,27.3,72.7
615,WSH,22.0,22.0,11.0,0.0,0.0,93.0,929.0,995.0,51.7,-6.0,689.0,715.0,50.9,-7.0,64.0,34.0,0.0,0.0,0.0,1.0,53.0,,,schulje02,9.9,91.5,101.0,21.0,13.0,2008-09,2.5,2.5,99.0,99.0,11.0,19.46,1,43.6,56.4
624,BUF,22.0,22.0,12.0,4.0,0.0,94.0,996.0,1089.0,52.2,1.8,755.0,813.0,51.8,0.9,69.0,47.0,2.0,1.0,1.0,0.0,64.0,,,sekeran01,7.4,89.8,97.2,22.0,-11.0,2008-09,3.6,3.6,194.0,194.0,19.0,20.42,1,45.9,54.1
637,EDM,22.0,22.0,11.0,0.0,0.0,56.0,798.0,605.0,43.1,-7.2,603.0,471.0,43.9,-6.1,60.0,37.0,0.0,0.0,0.0,0.0,93.0,,,smidla01,8.1,91.9,100.0,57.0,-6.0,2008-09,0.0,0.0,67.0,67.0,13.0,14.57,1,50.1,49.9
653,BUF,22.0,22.0,20.0,2.0,0.0,20.0,642.0,620.0,49.1,-1.3,472.0,479.0,50.4,-0.6,64.0,26.0,15.0,5.0,1.0,0.0,62.0,,,staffdr01,10.9,90.2,101.0,51.0,3.0,2007-08,15.5,15.5,163.0,163.0,15.0,13.32,1,48.1,51.9
666,MTL,22.0,22.0,1.0,0.0,0.0,5.0,165.0,136.0,45.2,3.0,123.0,101.0,45.1,5.9,20.0,0.0,0.0,0.0,0.0,0.0,38.0,,,stewagr01,5.1,91.8,97.0,32.0,-4.0,2008-09,0.0,0.0,21.0,21.0,2.0,8.37,1,48.1,51.9
690,ATL,22.0,22.0,5.0,0.0,0.0,68.0,647.0,505.0,43.8,-4.8,488.0,370.0,43.1,-6.0,50.0,39.0,0.0,0.0,0.0,0.0,78.0,,,valabbo01,7.1,90.6,97.7,132.0,-14.0,2008-09,0.0,0.0,50.0,50.0,19.0,15.15,1,62.9,37.1
692,COL,22.0,22.0,0.0,0.0,0.0,17.0,178.0,141.0,44.2,-6.1,127.0,108.0,46.0,-5.0,12.0,8.0,0.0,0.0,0.0,0.0,20.0,,,vernami01,3.7,91.5,95.2,8.0,-5.0,2008-09,0.0,0.0,19.0,19.0,7.0,19.39,1,49.5,50.5
695,CHI,22.0,22.0,18.0,10.0,3.0,23.0,732.0,921.0,55.7,-0.8,583.0,719.0,55.2,-1.3,78.0,24.0,12.0,3.0,6.0,4.0,43.0,,,verstkr01,7.6,92.9,100.0,55.0,15.0,2008-09,15.8,15.8,224.0,224.0,48.0,17.02,1,40.6,59.4
715,BOS,22.0,22.0,21.0,2.0,1.0,26.0,843.0,905.0,51.8,0.9,641.0,694.0,52.0,1.4,81.0,26.0,16.0,3.0,3.0,2.0,47.0,,,wheelbl01,11.4,94.6,106.0,46.0,36.0,2008-09,14.0,14.0,234.0,234.0,36.0,13.41,1,46.5,53.5
