,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,DAL,27,963,777,55.3,3.0,720,598,54.6,3.4,11.8,91.5,103.,71.1,28.9
2,2008-09,DAL,28,1180,1022,53.6,2.7,910,788,53.6,1.7,10.8,88.1,98.8,56.0,44.0
3,2009-10,DAL,29,840,860,49.4,-1.0,641,659,49.3,-1.3,7.6,91.0,98.6,46.2,53.8
4,2010-11,DAL,30,1123,1168,49.0,0.3,837,887,48.5,-0.5,10.6,90.5,101.,53.3,46.7
5,2011-12,DAL,31,1093,1186,48.0,-3.0,804,897,47.3,-4.4,9.6,92.4,102.,53.8,46.2
6,2012-13,WSH,32,587,707,45.4,-6.7,430,522,45.2,-6.6,9.1,92.0,101.,51.2,48.8
7,2013-14,PHX,33,1209,1048,53.6,3.8,853,818,51.0,0.9,7.4,90.9,98.3,71.6,28.4
8,2014-15,NSH,34,1499,1118,57.3,7.2,1091,852,56.2,5.0,9.1,90.6,99.7,70.2,29.8
9,2015-16,NSH,35,1278,930,57.9,7.8,936,705,57.0,5.0,9.2,91.0,100.,85.7,14.3
10,2016-17,NSH,36,315,284,52.6,2.4,227,226,50.1,-0.3,10.1,92.0,102.,70.7,29.3
