,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,MTL,29,1225,1445,45.9,-3.7,880,1078,44.9,-5.3,9.9,92.1,102.,42.9,57.1
2,2008-09,MTL,30,1204,1281,48.5,1.9,842,949,47.0,-0.5,9.0,92.3,101.,44.4,55.6
3,2009-10,MTL,31,783,846,48.1,0.9,586,645,47.6,-0.2,10.7,93.2,104.,51.2,48.8
4,2010-11,MTL,32,124,111,52.8,5.3,98,90,52.1,3.4,7.5,95.9,103.,57.7,42.3
5,2011-12,MTL,33,176,168,51.2,6.2,122,140,46.6,0.3,6.7,90.4,97.1,56.1,43.9
6,2012-13,MTL,34,820,750,52.2,-1.2,580,570,50.4,-4.1,7.5,90.9,98.4,51.0,49.0
7,2013-14,MTL,35,1433,1481,49.2,3.2,1044,1075,49.3,1.2,8.6,93.3,101.,43.7,56.3
8,2014-15,MTL,36,1547,1497,50.8,4.0,1111,1067,51.0,3.8,9.6,93.2,102.,48.9,51.1
9,2015-16,MTL,37,1440,1404,50.6,-1.3,1046,1054,49.8,-2.3,8.9,91.3,100.,50.2,49.8
10,2016-17,MTL,38,406,366,52.6,4.7,288,270,51.6,3.5,7.3,93.9,101.,49.3,50.7
