,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,NJD,29,1083,912,54.3,1.1,843,702,54.6,2.1,6.5,93.2,99.6,56.6,43.4
2,2008-09,NJD,30,1074,894,54.6,2.2,812,679,54.5,1.9,9.3,91.3,100.,52.0,48.0
3,2009-10,MTL,31,1032,969,51.6,0.6,765,723,51.4,0.3,9.1,92.0,101.,55.0,45.0
4,2010-11,MTL,32,1359,1118,54.9,6.3,1021,830,55.2,5.3,6.9,92.3,99.1,50.4,49.6
5,2011-12,MTL,33,431,422,50.5,-1.1,316,304,51.0,-2.9,9.6,89.0,98.7,44.6,55.4
6,2012-13,MTL,34,644,607,51.5,-2.0,465,432,51.8,-1.8,7.9,92.6,100.,47.7,52.3
7,2013-14,MTL,35,1022,1222,45.5,-1.4,768,864,47.1,-0.6,7.8,93.6,101.,38.7,61.3
8,2014-15,BUF,36,790,1139,41.0,4.5,592,821,41.9,4.0,7.8,92.4,100.,43.4,56.6
9,2015-16,BUF,37,962,1123,46.1,-1.8,719,848,45.9,-2.1,7.2,92.9,100.,42.7,57.3
10,2016-17,BUF,38,254,289,46.8,-2.2,194,211,47.9,0.0,6.4,93.1,99.5,28.3,71.7
