,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2011-12,TOT,21,410,333,55.2,3.6,309,267,53.6,4.2,5.9,86.8,92.7,61.5,38.5
2,2011-12,OTT,21,330,269,55.1,4.6,250,212,54.1,5.4,5.0,86.5,91.5,61.0,39.0
3,2011-12,PHX,21,80,64,55.6,-2.6,59,55,51.8,-2.1,10.0,87.8,97.8,63.9,36.1
4,2012-13,PHX,22,69,95,42.1,-10.,50,69,42.0,-11.,5.3,84.8,90.0,75.0,25.0
5,2013-14,TOT,23,240,193,55.4,4.4,178,154,53.6,2.3,3.9,91.4,95.3,56.6,43.4
6,2013-14,PHX,23,195,163,54.5,3.4,142,132,51.8,0.2,2.0,94.4,96.4,56.1,43.9
7,2013-14,CHI,23,45,30,60.0,9.3,36,22,62.1,11.4,10.3,75.0,85.3,59.1,40.9
8,2014-15,CHI,24,645,486,57.0,4.0,465,377,55.2,3.0,10.3,94.3,104.,68.2,31.8
9,2015-16,CHI,25,100,82,54.9,1.8,70,70,50.0,-3.3,1.9,96.3,98.2,59.6,40.4
