,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,COL,27,516,456,53.1,6.1,406,341,54.4,6.7,8.2,92.2,100.,52.6,47.4
2,2008-09,TOT,28,1192,1124,51.5,2.1,904,858,51.3,1.7,7.5,88.6,96.0,60.1,39.9
3,2008-09,COL,28,869,834,51.0,3.6,658,613,51.8,3.5,7.4,88.2,95.7,61.5,38.5
4,2008-09,CGY,28,323,290,52.7,-5.4,246,245,50.1,-5.2,7.6,89.3,96.9,56.2,43.8
5,2009-10,TOT,29,1247,1406,47.0,-3.0,954,1043,47.8,-2.4,8.1,92.2,100.,46.7,53.3
6,2009-10,FLA,29,907,1147,44.2,-2.3,692,850,44.9,-2.1,8.4,92.1,100.,43.2,56.8
7,2009-10,PIT,29,340,259,56.8,-4.4,262,193,57.6,-2.7,7.5,92.5,99.9,59.8,40.2
8,2010-11,BUF,30,1215,1251,49.3,-4.3,940,911,50.8,-2.5,6.9,91.6,98.6,54.4,45.6
9,2011-12,BUF,31,1266,1378,47.9,-3.1,939,1047,47.3,-3.8,9.1,92.3,101.,52.5,47.5
10,2012-13,TOT,32,548,587,48.3,-1.8,403,446,47.5,-2.1,7.6,91.1,98.7,52.8,47.2
11,2012-13,BUF,32,327,406,44.6,-5.5,245,301,44.9,-3.8,9.6,90.1,99.6,47.3,52.7
12,2012-13,STL,32,221,181,55.0,5.0,158,145,52.1,1.2,4.5,93.3,97.8,62.1,37.9
13,2013-14,STL,33,349,307,53.2,-0.4,256,223,53.4,-0.6,5.9,94.3,100.,60.0,40.0
14,2014-15,TOT,34,459,569,44.6,-4.5,342,420,44.9,-5.0,5.5,94.3,99.8,45.9,54.1
15,2014-15,STL,34,87,68,56.1,-0.9,63,44,58.9,1.9,4.5,94.3,98.8,62.5,37.5
16,2014-15,CBJ,34,192,284,40.3,-4.7,145,217,40.1,-5.8,5.1,92.9,98.0,36.6,63.4
17,2014-15,MIN,34,180,217,45.3,-4.7,134,159,45.7,-5.3,6.3,96.1,102.,50.9,49.1
