,name,url,height,weight,shot,pos,draft
0,Erik Johnson,/players/j/johnser01.html,193,232,R,D,1
1,Jordan Staal,/players/s/staaljo01.html,193,220,L,C,2
2,Jonathan Toews,/players/t/toewsjo01.html,188,201,L,C,3
3,Nicklas Backstrom,/players/b/backsni02.html,185,213,L,C,4
4,Phil Kessel,/players/k/kesseph01.html,183,202,R,R,5
5,Derick Brassard,/players/b/brassde01.html,185,205,L,C,6
6,Kyle Okposo,/players/o/okposky01.html,183,217,R,R,7
7,Peter Mueller,/players/m/muellpe01.html,188,204,R,C,8
8,James Sheppard,/players/s/sheppja01.html,185,205,L,C,9
9,Michael Frolik,/players/f/frolimi01.html,185,194,L,L,10
10,Jonathan Bernier,/players/b/bernijo01.html,183,184,a,G,11
11,Bryan Little,/players/l/littlbr01.html,183,191,R,R,12
12,Jiri Tlusty,/players/t/tlustji01.html,183,205,L,C,13
13,Michael Grabner,/players/g/grabnmi01.html,185,185,L,R,14
14,Riku Helenius,/players/h/helenri01.html,188,201,a,G,15
15,Ty Wishart,/players/w/wishaty01.html,193,225,L,D,16
16,Trevor Lewis,/players/l/lewistr01.html,185,199,R,C,17
17,Chris Stewart,/players/s/stewach02.html,188,231,R,R,18
18,Mark Mitera,/players/m/miterma01.html,ml>,ml>,a,D,19
19,David Fischer,/players/f/fischda01.html,ml>,ml>,a,D,20
20,Bobby Sanguinetti,/players/s/sangubo01.html,190,190,a,D,21
21,Claude Giroux,/players/g/giroucl01.html,180,185,R,C,22
22,Semyon Varlamov,/players/v/varlasi01.html,188,209,a,G,23
23,Dennis Persson,/players/p/perssde01.html,ml>,ml>,a,D,24
24,Patrik Berglund,/players/b/berglpa01.html,190,217,L,C,25
25,Leland Irving,/players/i/irvinle01.html,183,175,a,G,26
26,Ivan Vishnevskiy,/players/v/vishniv01.html,183,193,L,D,27
27,Nick Foligno,/players/f/foligni01.html,183,210,L,L,28
28,Chris Summers,/players/s/summech01.html,188,209,L,D,29
29,Matthew Corrente,/players/c/correma01.html,183,205,a,D,30
30,Tomas Kana,/players/k/kanato01.html,183,204,R,C,31
31,Carl Sneep,/players/s/sneepca01.html,193,210,R,D,32
32,Igor Makarov,/players/m/makarig01.html,ml>,ml>,a,R,33
33,Michal Neuvirth,/players/n/neuvimi01.html,185,209,a,G,34
34,Francois Bouchard,/players/b/bouchfr02.html,ml>,ml>,a,R,35
35,Jamie McGinn,/players/m/mcginja01.html,185,205,L,L,36
36,Yury Alexandrov,/players/a/alexayu01.html,ml>,ml>,a,D,37
37,Bryce Swan,/players/s/swanbr01.html,ml>,ml>,a,C,38
38,Andreas Nodl,/players/n/nodlan01.html,185,196,L,R,39
39,Ondrej Fiala,/players/f/fialaon01.html,ml>,ml>,a,C,40
40,Cory Emmerton,/players/e/emmerco01.html,183,191,L,C,41
