,name,url,height,weight,shot,pos,draft
37,Jordan Leopold,/players/l/leopojo01.html,185,206,L,D,44t
38,Martin Grenier,/players/g/grenima01.html,196,245,L,D,45t
39,Sheldon Keefe,/players/k/keefesh01.html,180,185,R,R,47t
40,Simon Lajeunesse,/players/l/lajeusi01.html,185,178,a,G,48t
41,Brett Lysak,/players/l/lysakbr01.html,183,190,L,C,49t
42,Matt Murley,/players/m/murlema01.html,185,206,L,L,51s
43,Adam Hall,/players/h/hallad01.html,188,212,R,R,52n
44,Brad Ralph,/players/r/ralphbr01.html,188,206,L,L,53r
45,Andrew Hutchinson,/players/h/hutchan01.html,188,195,R,D,54t
46,Doug Janik,/players/j/janikdo01.html,188,211,L,D,55t
47,Jeremy Van Hoof,/players/v/vanhoje01.html,ml>,ml>,a,D,57t
48,Matt Carkner,/players/c/carknma01.html,193,227,R,D,58t
49,Peter Reynolds,/players/r/reynope01.html,ml>,ml>,a,D,60t
50,Mike Zigomanis,/players/z/zigommi01.html,183,200,R,C,64t
51,Jan Lasak,/players/l/lasakja01.html,185,200,a,G,65t
52,Dan Jancevski,/players/j/janceda01.html,190,222,L,D,66t
53,Evgeny Konstantinov,/players/k/konstev01.html,183,176,a,G,67t
54,Zdenek Blatny,/players/b/blatnzd01.html,185,190,L,L,68t
55,Niklas Hagman,/players/h/hagmani01.html,178,205,L,L,70t
56,Jason Jaspers,/players/j/jaspeja01.html,180,207,L,C,71s
57,Brett Scheffelmaier,/players/s/schefbr01.html,ml>,ml>,a,D,75t
58,Frantisek Kaberle,/players/k/kaberfr01.html,183,190,L,D,76t
59,Craig Anderson,/players/a/andercr01.html,188,184,a,G,77t
60,Mattias Weinhandl,/players/w/weinhma01.html,183,183,R,R,78t
61,Adam Hauser,/players/h/hausead01.html,188,195,a,G,81s
62,Niclas Havelid,/players/h/havelni01.html,183,200,L,D,83r
63,Brad Fast,/players/f/fastbr01.html,183,195,L,D,84t
64,Peter Smrek,/players/s/smrekpe01.html,185,215,L,D,85t
65,Sebastien Caron,/players/c/caronse01.html,185,170,a,G,86t
66,Jimmie Olvestad,/players/o/olvesji01.html,185,194,L,L,88t
67,Kyle Wanvig,/players/w/wanviky01.html,188,210,R,R,89t
68,Mike Comrie,/players/c/comrimi01.html,178,185,L,C,91s
69,Branko Radivojevic,/players/r/radivbr01.html,183,208,R,R,93r
70,Chris Kelly,/players/k/kellych01.html,183,193,L,C,94t
71,Mathias Tjarnqvist,/players/t/tjarnma01.html,188,196,L,R,96t
72,Rob Zepp,/players/z/zeppro01.html,185,194,a,G,99t
73,Juraj Kolnik,/players/k/kolniju01.html,178,190,R,R,101
74,Brian McGrattan,/players/m/mcgrabr01.html,193,235,R,R,104
75,Ryan Malone,/players/m/malonry01.html,193,224,L,L,115
76,Kaspars Astashenko,/players/a/astaska01.html,188,183,L,D,127
77,Derek MacKenzie,/players/m/mackede01.html,180,181,L,C,128
78,Justin Mapletoft,/players/m/mapleju01.html,185,202,L,C,130
79,Roman Tvrdon,/players/t/tvrdoro01.html,185,189,L,C,132
80,Garrett Bembridge,/players/b/bembrga01.html,ml>,ml>,a,R,137
81,Ryan Miller,/players/m/millery01.html,188,168,a,G,138
82,Jordan Krestanovich,/players/k/krestjo01.html,185,180,L,L,152
83,Niko Dimitrakos,/players/d/dimitni01.html,180,205,R,R,155
84,Timo Helbling,/players/h/helblti01.html,190,209,R,D,162
85,Bjorn Melin,/players/m/melinbj01.html,185,205,R,R,163
86,Martin Prusek,/players/p/prusema01.html,185,176,a,G,164
87,Michael Leighton,/players/l/leighmi01.html,190,186,a,G,165
88,Matt Underhill,/players/u/underma01.html,188,195,a,G,170
89,Damian Surma,/players/s/surmada01.html,178,200,L,C,174
90,Kent McDonell,/players/m/mcdonke01.html,188,205,R,R,225
91,Fedor Fedorov,/players/f/fedorfe01.html,193,230,L,C,182
92,Riku Hahl,/players/h/hahlri01.html,185,205,L,C,183
93,Martin Erat,/players/e/eratma01.html,183,196,L,R,191
94,Tom Kostopoulos,/players/k/kostoto01.html,183,200,R,R,204
95,Vaclav Pletka,/players/p/pletkva01.html,180,182,L,R,208
96,Layne Ulmer,/players/u/ulmerla01.html,185,205,L,C,209
97,Henrik Zetterberg,/players/z/zettehe01.html,183,195,L,L,210
98,Radim Vrbata,/players/v/vrbatra01.html,185,194,R,R,212
99,Alexandre Giroux,/players/g/giroual01.html,190,203,L,C,213
100,Jeff MacMillan,/players/m/macmije01.html,190,210,L,D,215
101,Garnet Exelby,/players/e/exelbga01.html,185,215,L,D,217
102,Colin Hemingway,/players/h/heminco01.html,183,194,R,R,221
103,George Parros,/players/p/parroge01.html,196,228,R,R,222
104,Radek Martinek,/players/m/martira01.html,183,206,R,D,228
105,Petr Tenkrat,/players/t/tenkrpe01.html,183,183,R,R,230
106,Alexander Khavanov,/players/k/khavaal01.html,188,205,L,D,232
107,Goran Bezina,/players/b/bezingo01.html,188,215,L,D,234
108,Pierre Hedin,/players/h/hedinpi01.html,188,200,L,D,239
109,Jeff Finger,/players/f/fingeje01.html,185,209,R,D,240
110,Douglas Murray,/players/m/murrado01.html,190,245,L,D,241
111,Tommi Santala,/players/s/santato01.html,190,210,R,C,245
112,Mikko Eloranta,/players/e/elorami01.html,183,190,L,L,247
113,Darren Haydar,/players/h/haydada01.html,175,170,R,R,248
114,Noah Clarke,/players/c/clarkno02.html,175,190,L,L,250
115,Hannes Hyvonen,/players/h/hyvonha01.html,188,200,R,R,257

