,name,url,height,weight,shot,pos,draft
58,Pier-Olivier Pelletier,/players/p/pellepi01.html,ml>,ml>,a,G,59
59,T.J. Fast,/players/f/fastt.01.html,ml>,ml>,a,D,60
60,Michael Gergen,/players/g/gergemi01.html,ml>,ml>,a,L,61
61,Kris Letang,/players/l/letankr01.html,183,201,R,D,62
62,Jason Bailey,/players/b/baileja01.html,ml>,ml>,a,R,63
63,Joe Barnes,/players/b/barnejo01.html,ml>,ml>,a,C,64
64,Kristofer Westblom,/players/w/westbkr01.html,ml>,ml>,a,G,65
65,Brodie Dupont,/players/d/duponbr01.html,188,212,L,C,66
66,Kris Russell,/players/r/russekr01.html,178,170,L,D,67
67,Evan Brophey,/players/b/brophev01.html,188,199,L,C,68
68,Gord Baldwin,/players/b/baldwgo01.html,ml>,ml>,a,D,69
69,Vitali Anikeyenko,/players/a/anikevi01.html,ml>,ml>,a,D,70
70,Rich Clune,/players/c/cluneri01.html,178,207,L,L,71
71,Jonathan Quick,/players/q/quickjo01.html,185,218,a,G,72
72,Radek Smolenak,/players/s/smolera01.html,190,180,L,L,73
73,Dan Ryder,/players/r/ryderda01.html,ml>,ml>,a,C,74
74,Perttu Lindgren,/players/l/lindgpe01.html,183,188,L,C,75
75,Shea Guthrie,/players/g/guthrsh01.html,ml>,ml>,a,W,76
76,Dalyn Flatt,/players/f/flattda01.html,ml>,ml>,a,D,77
77,Teemu Laakso,/players/l/laakste01.html,185,210,R,D,78
78,Cody Franson,/players/f/fransco01.html,196,234,R,D,79
79,Christofer Lofberg,/players/l/lofbech01.html,ml>,ml>,a,C,80
80,Danny Syvret,/players/s/syvreda01.html,180,203,L,D,81
81,Phil Oreskovic,/players/o/oreskph01.html,193,217,R,D,82
82,Mikko Lehtonen,/players/l/lehtomi02.html,190,196,R,R,83
83,Mark Fraser,/players/f/frasema01.html,193,220,L,D,84
84,Ben Bishop,/players/b/bishobe01.html,201,216,a,G,85
85,Robby Dee,/players/d/deero01.html,ml>,ml>,a,C,86
86,Marc-Andre Gragnani,/players/g/gragnma01.html,188,201,L,D,87
87,T.J. Hensick,/players/h/hensitj01.html,178,190,R,C,88
88,Chris Lawrence,/players/l/lawrech01.html,ml>,ml>,a,C,89
89,Dan Collins,/players/c/collida01.html,ml>,ml>,a,R,90
90,Oskars Bartulis,/players/b/bartuos01.html,188,184,L,D,91
91,Marek Bartanus,/players/b/bartama01.html,ml>,ml>,a,R,92
92,Olivier Legault,/players/l/legauol01.html,ml>,ml>,a,L,93
93,Jakub Vojta,/players/v/vojtaja01.html,ml>,ml>,a,D,94
94,Cody Bass,/players/b/bassco01.html,183,205,R,C,95
95,Chris Butler,/players/b/butlech01.html,185,196,L,D,96
96,Chris VandeVelde,/players/v/vandech01.html,188,190,L,C,97
97,Ilya Zubov,/players/z/zubovil01.html,183,211,L,C,98
98,Patrick Davis,/players/d/davispa01.html,188,195,R,R,99
99,Jonathan Sigalet,/players/s/sigaljo02.html,185,185,L,D,100
100,Jared Boll,/players/b/bollja01.html,190,209,R,R,101
101,Blair Jones,/players/j/jonesbl01.html,188,216,R,C,102
102,Mattias Ritola,/players/r/ritolma01.html,183,192,L,R,103
103,Matt Duffy,/players/d/duffyma01.html,ml>,ml>,a,D,104
104,Keith Yandle,/players/y/yandlke01.html,185,196,L,D,105
105,Vladimir Sobotka,/players/s/sobotvl01.html,178,197,L,C,106
106,Tom Pyatt,/players/p/pyattto01.html,180,188,L,C,107
107,Niklas Hjalmarsson,/players/h/hjalmni01.html,190,197,L,D,108
108,Andrew Thomas,/players/t/thomaan01.html,ml>,ml>,a,D,109
109,Kyle Bailey,/players/b/baileky01.html,ml>,ml>,a,C,110
110,J.D. Watt,/players/w/wattj.01.html,ml>,ml>,a,R,111
111,Alex Stalock,/players/s/staloal01.html,183,190,a,G,112
112,Nathan Davis,/players/d/davisna01.html,ml>,ml>,a,C,113
113,Alexandre Vincent,/players/v/vinceal01.html,ml>,ml>,a,G,114
114,Janne Kolehmainen,/players/k/kolehja01.html,ml>,ml>,a,L,115
115,Jordan Smotherman,/players/l/lavaljo01.html,190,225,L,L,116
116,Denis Istomin,/players/i/istomde01.html,ml>,ml>,a,R,117
117,Patrick McNeill,/players/m/mcneipa01.html,183,198,a,D,118
118,Jeremy Duchesne,/players/d/ducheje01.html,183,201,a,G,119
119,Viacheslav Trukhno,/players/t/trukhvi01.html,ml>,ml>,a,L,120
120,Juraj Mikus,/players/m/mikusju01.html,ml>,ml>,a,R,121
121,Morten Madsen,/players/m/madsemo01.html,ml>,ml>,a,R,122
122,Ondrej Otcenas,/players/o/otcenon01.html,ml>,ml>,a,C,123
123,Ray Macias,/players/m/maciara01.html,188,195,R,D,124
124,Tommi Leinonen,/players/l/leinoto01.html,ml>,ml>,a,D,125
125,Tim Crowder,/players/c/crowdti01.html,ml>,ml>,a,R,126
126,Bobby Bolt,/players/b/boltbo01.html,ml>,ml>,a,L,127
127,Kevin Lalande,/players/l/lalanke01.html,ml>,ml>,a,G,128
128,Anthony Aiello,/players/a/aiellan01.html,ml>,ml>,a,D,129
129,Mathieu Aubin,/players/a/aubinma01.html,ml>,ml>,a,C,130
130,Tomas Popperle,/players/p/poppeto01.html,185,187,a,G,131
131,Darren Helm,/players/h/helmda01.html,183,196,L,C,132
132,Stanislav Lascek,/players/l/lascest01.html,ml>,ml>,a,R,133
133,Brennan Turner,/players/t/turnebr02.html,ml>,ml>,a,D,134
134,Tomas Pospisil,/players/p/pospito01.html,ml>,ml>,a,R,135
135,Tomas Kudelka,/players/k/kudelto01.html,ml>,ml>,a,D,136
136,Johan Ryno,/players/r/rynojo01.html,ml>,ml>,a,R,137
137,Matt Butcher,/players/b/butchma01.html,ml>,ml>,a,C,138
138,Patrik Hersley,/players/h/herslpa01.html,ml>,ml>,a,D,139
139,Taylor Dakers,/players/d/dakerta01.html,ml>,ml>,a,G,140
140,Brian Salcido,/players/s/salcibr01.html,188,188,L,D,141
141,Nathan Gerbe,/players/g/gerbena01.html,165,178,L,C,142
142,Daren Machesney,/players/m/macheda01.html,ml>,ml>,a,G,143
143,Masi Marjamaki,/players/m/marjama01.html,188,184,L,R,66
144,Tim Kunes,/players/k/kunesti01.html,ml>,ml>,a,D,145
145,Tom Wandell,/players/w/wandeto01.html,185,200,L,C,146
146,Trevor Koverko,/players/k/kovertr01.html,ml>,ml>,a,D,147
147,Anton Krysanov,/players/k/krysaan01.html,ml>,ml>,a,C,148
148,Derek Joslin,/players/j/joslide01.html,185,210,L,D,149
149,Cal O'Reilly,/players/o/oreilca01.html,183,191,L,C,150
150,Jeff May,/players/m/mayje01.html,ml>,ml>,a,D,151
151,Josh Beaulieu,/players/b/beauljo01.html,ml>,ml>,a,R,152
152,Alex Berry,/players/b/berryal01.html,ml>,ml>,a,R,153
153,Wacey Rabbit,/players/r/rabbiwa01.html,ml>,ml>,a,C,154
154,Mark Fayne,/players/f/faynema01.html,190,212,R,D,155
155,Ryan Reaves,/players/r/reavery01.html,185,224,R,R,156
156,Fredrik Pettersson,/players/p/pettefr01.html,ml>,ml>,a,L,157
157,Matt Keetley,/players/k/keetlma01.html,185,187,a,G,158
158,Risto Korhonen,/players/k/korhori01.html,ml>,ml>,a,D,159
159,Matt Watkins,/players/w/watkima01.html,178,181,L,R,160
160,Brian Foster,/players/f/fostebr01.html,185,155,a,G,161
161,P.J. Fenton,/players/f/fentop.01.html,ml>,ml>,a,L,162
162,Marek Kvapil,/players/k/kvapima01.html,ml>,ml>,a,R,163
163,Roman Derlyuk,/players/d/derlyro01.html,ml>,ml>,a,D,164
164,Kevin Beech,/players/b/beechke01.html,ml>,ml>,a,G,165
165,Jason Lynch,/players/l/lynchja02.html,ml>,ml>,a,D,166
166,Joe Fallon,/players/f/fallojo01.html,ml>,ml>,a,G,167
167,Justin Mercier,/players/m/merciju01.html,180,190,L,F,168
168,Mike Gauthier,/players/g/gauthmi01.html,ml>,ml>,a,D,169
169,Sean Zimmerman,/players/z/zimmese01.html,ml>,ml>,a,D,170
170,Nick Drazenovic,/players/d/drazeni01.html,183,192,L,C,171
171,Lukas Vantuch,/players/v/vantulu01.html,ml>,ml>,a,R,172
172,Johan Dahlberg,/players/d/dahlbjo01.html,ml>,ml>,a,L,173
173,John Flatters,/players/f/flattjo01.html,ml>,ml>,a,D,174
174,Juho Mielonen,/players/m/mieloju01.html,ml>,ml>,a,D,175
175,Ryan Maki,/players/m/makiry01.html,ml>,ml>,a,R,176
176,Derek Reinhart,/players/r/reinhde01.html,ml>,ml>,a,D,177
177,Greg Beller,/players/b/bellegr01.html,ml>,ml>,a,W,178
178,Brett Sutter,/players/s/suttebr04.html,183,200,L,L,179
179,Tyrell Mason,/players/m/masonty01.html,ml>,ml>,a,D,180
180,Tim Kennedy,/players/k/kenneti01.html,178,175,L,L,181
181,Adam Dennis,/players/d/denniad01.html,ml>,ml>,a,G,182
182,Will Colbert,/players/c/colbewi01.html,ml>,ml>,a,D,228
183,Ryan McGinnis,/players/m/mcginry01.html,ml>,ml>,a,D,184
184,Kris Fredheim,/players/f/fredhkr01.html,188,195,R,D,185
185,Dmitri Megalinsky,/players/m/megaldm01.html,ml>,ml>,a,D,186
186,Andrei Zubarev,/players/z/zubaran01.html,185,210,L,D,187
187,Joe Charlebois,/players/c/charljo01.html,ml>,ml>,a,D,188
188,Kirill Starkov,/players/s/starkki01.html,ml>,ml>,a,C,189
189,Matt D'Agostini,/players/d/dagosma01.html,183,198,R,R,190
190,Vyacheslav Buravchikov,/players/b/buravvy01.html,ml>,ml>,a,D,191
191,Nicolas Blanchard,/players/b/blancni01.html,190,205,a,L,192
192,Tony Lucia,/players/l/luciato01.html,ml>,ml>,a,L,193
193,Jean-Philippe Paquet,/players/p/paqueje01.html,ml>,ml>,a,D,194
194,Joe Vitale,/players/v/vitaljo01.html,180,205,R,C,195
195,Nick Tuzzolino,/players/t/tuzzoni01.html,ml>,ml>,a,D,196
196,Jean-Philippe Levasseur,/players/l/levasje02.html,ml>,ml>,a,G,197
197,Kyle Lawson,/players/l/lawsoky01.html,ml>,ml>,a,D,198
198,Riley Emmerson,/players/e/emmerri01.html,ml>,ml>,a,R,199
199,Sergei Kostitsyn,/players/k/kostise01.html,183,196,L,L,200
200,Trevor Hendrikx,/players/h/hendrtr01.html,ml>,ml>,a,D,283
201,David Kuchejda,/players/k/kucheda01.html,ml>,ml>,a,R,202
202,Adam Hobson,/players/h/hobsoad01.html,ml>,ml>,a,C,203
203,Colin Greening,/players/g/greenco01.html,188,212,L,C,204
204,Mario Bliznak,/players/b/bliznma01.html,183,185,L,C,205
205,Josh Meyers,/players/m/meyerjo01.html,ml>,ml>,a,D,206
206,Myles Stoesz,/players/s/stoesmy01.html,ml>,ml>,a,L,207
207,Matt Generous,/players/g/generma01.html,ml>,ml>,a,D,208
208,Viktor Dovgan,/players/d/dovgavi01.html,ml>,ml>,a,D,209
209,Luciano Aquino,/players/a/aquinlu01.html,ml>,ml>,a,C,210
210,Ryan Russell,/players/r/russery01.html,178,178,L,C,211
211,Pat Brosnihan,/players/b/brosnpa01.html,ml>,ml>,a,R,212
212,Scott Todd,/players/t/toddsc01.html,ml>,ml>,a,D,213
213,Bretton Stamler,/players/s/stamlbr01.html,ml>,ml>,a,D,214
214,Matt Clackson,/players/c/clackma01.html,ml>,ml>,a,L,215
215,Anton Stralman,/players/s/stralan01.html,180,190,R,D,216
216,Brock Bradford,/players/b/bradfbr01.html,ml>,ml>,a,C,217
217,Alexander Sundstrom,/players/s/sundsal01.html,ml>,ml>,a,C,218
218,Nikolai Lemtyugov,/players/l/lemtyni01.html,ml>,ml>,a,R,219
219,Matthew Glasser,/players/g/glassma01.html,ml>,ml>,a,L,220
220,Myles Rumsey,/players/r/rumsemy01.html,ml>,ml>,a,D,221
221,Kyle Cumiskey,/players/c/cumisky01.html,180,180,L,D,222
222,Pat McGann,/players/m/mcganpa01.html,ml>,ml>,a,G,223
223,Zach Bearson,/players/b/bearsza01.html,ml>,ml>,a,R,224
224,John Wessbecker,/players/w/wessbjo01.html,ml>,ml>,a,D,225
225,John Seymour,/players/s/seymojo01.html,ml>,ml>,a,L,226
226,Andrew Orpik,/players/o/orpikan01.html,ml>,ml>,a,R,227
227,Chad Rau,/players/r/rauch01.html,180,186,R,C,228
228,Philippe Paquet,/players/p/paqueph01.html,ml>,ml>,a,D,229
229,Patric Hornqvist,/players/h/hornqpa01.html,180,189,R,R,230
