,name,url,height,weight,shot,pos,draft
0,Eric Lindros,/players/l/lindrer01.html,193,240,R,C,1st
1,Pat Falloon,/players/f/fallopa01.html,180,190,R,R,2nd
2,Scott Niedermayer,/players/n/niedesc01.html,185,194,L,D,3rd
3,Scott Lachance,/players/l/lachasc01.html,185,215,L,D,4th
4,Aaron Ward,/players/w/wardaa01.html,188,209,R,D,5th
5,Peter Forsberg,/players/f/forsbpe01.html,183,205,L,C,6th
6,Alek Stojanov,/players/s/stojaal01.html,193,225,L,R,7th
7,Richard Matvichuk,/players/m/matviri01.html,190,215,L,D,8th
8,Patrick Poulin,/players/p/poulipa01.html,185,216,L,C,9th
9,Martin Lapointe,/players/l/lapoima01.html,180,215,R,R,10t
10,Brian Rolston,/players/r/rolstbr01.html,188,215,L,C,11t
11,Tyler Wright,/players/w/wrighty01.html,183,190,R,C,12t
12,Philippe Boucher,/players/b/bouchph01.html,190,218,R,D,13t
13,Pat Peake,/players/p/peakepa01.html,185,195,R,C,14t
14,Alex Kovalev,/players/k/kovalal01.html,188,222,L,R,15t
15,Markus Naslund,/players/n/nasluma02.html,183,195,L,L,16t
16,Glen Murray,/players/m/murragl01.html,190,218,R,R,18t
17,Niklas Sundblad,/players/s/sundbni01.html,185,200,R,R,19t
18,Martin Rucinsky,/players/r/rucinma01.html,185,205,L,L,20t
19,Trevor Halverson,/players/h/halvetr01.html,183,200,L,L,21s
20,Dean McAmmond,/players/m/mcammde01.html,180,195,L,C,22n
21,Ray Whitney,/players/w/whitnra01.html,178,180,R,L,23r
22,Rene Corbet,/players/c/corbere01.html,183,195,L,L,24t
23,Eric Lavigne,/players/l/laviger01.html,190,195,L,D,25t
24,Ziggy Palffy,/players/p/palffzi01.html,178,183,L,R,26t
25,Steve Staios,/players/s/staiost01.html,185,200,R,D,27t
26,Jim Campbell,/players/c/campbji01.html,188,205,R,R,28t
27,Jassen Cullimore,/players/c/cullija01.html,196,235,L,D,29t
28,Sandis Ozolinsh,/players/o/ozolisa01.html,190,215,L,D,30t
29,Jamie Pushor,/players/p/pushoja01.html,190,218,R,D,32n
30,Jason Dawe,/players/d/daweja01.html,178,189,L,R,35t
31,Jeff Nelson,/players/n/nelsoje01.html,180,190,L,C,36t
32,Rusty Fitzgerald,/players/f/fitzgru01.html,185,210,L,C,38t
33,Jozef Stumpel,/players/s/stumpjo01.html,190,222,R,C,40t
34,Francois Groleau,/players/g/grolefr01.html,183,197,L,D,41s
35,Guy Leveque,/players/l/leveqgu01.html,180,180,R,C,42n
36,Craig Darby,/players/d/darbycr01.html,193,200,R,C,43r
37,Dody Wood,/players/w/wooddo01.html,183,200,L,C,45t
38,Rich Brennan,/players/b/brennri01.html,188,200,R,D,46t
39,Yanic Perreault,/players/p/perreya01.html,180,185,L,C,47t
40,Jamie McLennan,/players/m/mclenja01.html,183,190,a,G,48t
41,Dmitri Filimonov,/players/f/filimdm01.html,193,220,R,D,49t
42,Yanick Dupre,/players/d/dupreya01.html,183,189,L,L,50t
43,Sean Pronger,/players/p/prongse01.html,190,209,L,C,51s
44,Sandy McCarthy,/players/m/mccarsa01.html,190,222,R,R,52n
45,Chris Osgood,/players/o/osgooch01.html,178,180,a,G,54t
46,Fredrik Bremberg,/players/b/brembfr01.html,183,190,L,C,55t
47,Steve Konowalchuk,/players/k/konowst01.html,185,207,L,L,58t
48,Michael Nylander,/players/n/nylanmi01.html,185,195,L,C,59t
49,Yves Sarault,/players/s/sarauyv01.html,185,190,L,L,61s
50,Marcel Cousineau,/players/c/cousima01.html,175,183,a,G,62n
51,Nathan LaFayette,/players/l/lafayna01.html,185,205,R,C,65t
52,Dave Karpa,/players/k/karpada01.html,185,210,R,D,68t
53,Milan Hnilicka,/players/h/hnilimi01.html,185,190,a,G,70t
54,Igor Kravchuk,/players/k/kravcig01.html,185,218,L,D,71s
55,Peter Ambroziak,/players/a/ambrope01.html,183,206,L,L,72n
56,Vladimir Vujtek,/players/v/vujtevl01.html,188,200,L,L,73r
57,Mike Torchia,/players/t/torchmi01.html,180,215,a,G,74t
58,Jim Storm,/players/s/stormji01.html,188,200,L,L,75t
59,Mike Knuble,/players/k/knublmi01.html,190,229,R,R,76t
60,Keith Redmond,/players/r/redmoke01.html,190,208,L,L,79t
61,Alexei Zhitnik,/players/z/zhitnal01.html,180,225,L,D,81s
62,Brad Tiley,/players/t/tileybr01.html,185,199,L,D,84t
63,Aris Brimanis,/players/b/brimaar01.html,190,215,R,D,86t
64,Zac Boyer,/players/b/boyerza01.html,185,199,R,R,88t
65,Patrick Labrecque,/players/l/labrepa01.html,183,190,a,G,90t
66,Juha Ylonen,/players/y/yloneju01.html,185,189,L,C,91s
67,Steve Junker,/players/j/junkest01.html,183,184,L,L,92n
68,Dan Kesa,/players/k/kesada01.html,185,190,R,R,95t
69,Mike Kennedy,/players/k/kennemi01.html,185,195,R,C,97t
70,Yan Kaminsky,/players/k/kaminya01.html,185,176,L,R,99t
71,Steve Shields,/players/s/shielst01.html,190,215,a,G,101
72,Alexei Kudashov,/players/k/kudasal01.html,183,183,R,C,102
73,Bill Lindsay,/players/l/lindsbi01.html,183,195,L,R,103
74,Mariusz Czerkawski,/players/c/czerkma01.html,183,200,L,R,106
75,Pauli Jaks,/players/j/jakspa01.html,183,194,a,G,108
76,Rob Valicevic,/players/v/valicro01.html,185,198,R,R,114
77,John Namestnikov,/players/n/namesjo01.html,180,190,R,D,117
78,Mark Lawrence,/players/l/lawrema01.html,193,215,R,R,118
79,Dmitry Yushkevich,/players/y/yushkdm01.html,180,208,R,D,122
80,Sean O'Donnell,/players/o/odonnse01.html,188,238,L,D,123
81,Brian Holzinger,/players/h/holzibr01.html,180,186,R,C,124
82,Oleg Petrov,/players/p/petrool01.html,175,172,L,R,127
83,Bruce Gardiner,/players/g/gardibr01.html,185,193,R,R,131
84,Jaroslav Otevrel,/players/o/otevrja01.html,190,215,L,L,133
85,Martin Prochazka,/players/p/prochma01.html,180,180,R,R,135
86,Andreas Johansson,/players/j/johanan01.html,183,202,L,C,136
87,Andrei Lomakin,/players/l/lomakan01.html,178,175,L,R,138
88,David Oliver,/players/o/oliveda01.html,183,190,R,R,144
89,Chris Snell,/players/s/snellch01.html,180,200,L,D,145
90,Dave Morissette,/players/m/morisda01.html,185,224,L,L,146
91,Ed Patterson,/players/p/patteed01.html,188,213,R,R,148
92,Kelly Fairchild,/players/f/faircke01.html,180,180,L,C,152
93,Terry Hollinger,/players/h/hollite01.html,185,200,L,D,153
94,Janne Laukkanen,/players/l/laukkja01.html,183,196,L,D,156
95,Dmitri Mironov,/players/m/mirondm01.html,193,224,R,D,160
96,Corey Hirsch,/players/h/hirscco01.html,178,175,a,G,169
97,Brian Savage,/players/s/savagbr01.html,185,200,L,L,171
98,Chris Kenady,/players/k/kenadch01.html,188,195,R,R,175
99,Sean Gauthier,/players/g/gauthse01.html,180,200,a,G,181
100,Scott Fraser,/players/f/frasesc01.html,185,178,R,C,193
101,David Struch,/players/s/strucda01.html,178,180,L,C,195
102,Dale Craigwell,/players/c/craigda01.html,180,180,L,C,199
103,Igor Ulanov,/players/u/ulanoig01.html,190,220,L,D,203
104,Jamie Ram,/players/r/ramja01.html,180,175,a,G,213
105,Alexander Andrievski,/players/a/andrial01.html,196,211,R,R,220
106,Doug Friedman,/players/f/frieddo01.html,185,200,L,L,222
107,Neil Little,/players/l/littlne01.html,185,193,a,G,226
108,Marko Jantunen,/players/j/jantuma01.html,178,185,L,C,239
109,Mikhail Kravets,/players/k/kravemi01.html,178,195,L,R,243
110,Brian Wiseman,/players/w/wisembr01.html,173,175,L,C,257
111,Andrei Trefilov,/players/t/trefian01.html,183,190,a,G,261
112,Mike Gaul,/players/g/gaulmi01.html,185,200,R,D,262

