,name,url,height,weight,shot,pos,draft
0,John Tavares,/players/t/tavarjo01.html,185,211,L,C,1
1,Victor Hedman,/players/h/hedmavi01.html,198,223,L,D,2
2,Matt Duchene,/players/d/duchema01.html,180,200,L,C,3
3,Evander Kane,/players/k/kaneev01.html,188,204,L,L,4
4,Brayden Schenn,/players/s/schenbr01.html,185,195,L,C,5
5,Oliver Ekman-Larsson,/players/e/ekmanol01.html,188,200,L,D,6
6,Nazem Kadri,/players/k/kadrina01.html,183,193,L,C,7
7,Scott Glennie,/players/g/glennsc01.html,185,204,a,R,8
8,Jared Cowen,/players/c/cowenja01.html,196,238,L,D,9
9,Magnus Paajarvi,/players/p/paajama01.html,190,208,L,L,10
10,Ryan Ellis,/players/e/ellisry01.html,178,180,R,D,11
11,Calvin de Haan,/players/d/dehaaca01.html,185,197,L,D,12
12,Zack Kassian,/players/k/kassiza01.html,190,217,R,R,13
13,Dmitry Kulikov,/players/k/kulikdm01.html,185,204,L,D,14
14,Peter Holland,/players/h/hollape01.html,188,198,L,C,15
15,Nick Leddy,/players/l/leddyni01.html,183,199,L,D,16
16,David Rundblad,/players/r/rundbda01.html,188,187,R,D,17
17,Louis Leblanc,/players/l/leblalo01.html,183,178,a,C,18
18,Chris Kreider,/players/k/kreidch01.html,190,226,L,C,19
19,Jacob Josefson,/players/j/josefja01.html,183,190,L,C,20
20,John Moore,/players/m/moorejo01.html,190,210,L,D,21
21,Jordan Schroeder,/players/s/schrojo01.html,175,184,R,C,22
22,Tim Erixon,/players/e/erixoti01.html,188,200,L,D,23
23,Marcus Johansson,/players/j/johanma03.html,185,209,L,C,24
24,Jordan Caron,/players/c/caronjo01.html,190,204,L,R,25
25,Kyle Palmieri,/players/p/palmiky01.html,178,185,R,R,26
26,Philippe Paradis,/players/p/paradph01.html,188,205,a,C,27
27,Dylan Olsen,/players/o/olsendy01.html,188,223,L,D,28
28,Carter Ashton,/players/a/ashtoca01.html,190,215,L,R,29
29,Simon Despres,/players/d/desprsi01.html,193,218,L,D,30
30,Mikko Koskinen,/players/k/koskimi01.html,198,205,a,G,31
31,Landon Ferraro,/players/f/ferrala01.html,183,186,R,C,32
32,Ryan O'Reilly,/players/o/oreilry01.html,185,210,L,C,33
33,Carl Klingberg,/players/k/klingca01.html,190,205,R,L,34
34,Kyle Clifford,/players/c/cliffky01.html,188,206,L,L,35
35,Chris Brown,/players/b/brownch01.html,188,215,R,C,36
36,Mat Clark,/players/c/clarkma01.html,193,213,R,D,37
37,Alex Chiasson,/players/c/chiasal01.html,190,208,R,R,38
38,Jakob Silfverberg,/players/s/silfvja01.html,188,196,R,L,39
39,Anton Lander,/players/l/landean01.html,183,184,L,C,40
40,Zach Budish,/players/b/budisza01.html,190,223,a,R,41
41,Charles-Olivier Roussel,/players/r/roussch01.html,ml>,ml>,a,D,42
42,William Wrenn,/players/w/wrennwi01.html,ml>,ml>,a,D,43
43,Drew Shore,/players/s/shoredr01.html,190,205,R,C,44
44,Jeremy Morin,/players/m/morinje01.html,185,189,R,L,45
45,Robin Lehner,/players/l/lehnero01.html,196,240,a,G,46
46,Ethan Werek,/players/w/wereket01.html,185,189,a,C,47
47,Brett Ponich,/players/p/ponicbr01.html,201,225,a,D,48
48,Stefan Elliott,/players/e/elliost01.html,185,190,R,D,49
49,Kenny Ryan,/players/r/ryanke01.html,ml>,ml>,a,R,50
50,Brian Dumoulin,/players/d/dumoubr01.html,193,207,L,D,51
51,Richard Panik,/players/p/panikri01.html,185,208,L,R,52
52,Anton Rodin,/players/r/rodinan01.html,ml>,ml>,a,R,53
53,Eric Gelinas,/players/g/geliner01.html,193,215,L,D,54
54,Dmitry Orlov,/players/o/orlovdm01.html,183,212,L,D,55
55,Kevin Lynch,/players/l/lynchke01.html,ml>,ml>,a,C,56
56,Taylor Doherty,/players/d/doherta01.html,203,235,a,D,57
57,Jesse Blacker,/players/b/blackje01.html,185,190,a,D,58
58,Brandon Pirri,/players/p/pirribr01.html,183,183,L,C,59
59,Tomas Tatar,/players/t/tatarto01.html,178,185,L,C,60
60,Philip Samuelsson,/players/s/samueph01.html,190,198,L,D,61
61,Anders Nilsson,/players/n/nilssan01.html,196,229,a,G,62
62,Ben Hanowski,/players/h/hanowbe01.html,188,210,a,R,63
63,Tyson Barrie,/players/b/barrity01.html,178,190,R,D,64
64,Joonas Nattinen,/players/n/nattijo01.html,190,192,a,C,65
65,Brayden McNabb,/players/m/mcnabbr01.html,193,216,L,D,66
66,Josh Birkholz,/players/b/birkhjo01.html,ml>,ml>,a,R,67
67,Jamie Devane,/players/d/devanja01.html,196,217,a,L,68
68,Reilly Smith,/players/s/smithre01.html,183,185,L,R,69
69,Taylor Beck,/players/b/beckta01.html,188,203,R,R,70
70,Troy Hesketh,/players/h/hesketr01.html,ml>,ml>,a,D,71
71,Michael Latta,/players/l/lattami01.html,183,207,R,C,72
72,Alexander Urbom,/players/u/urbomal01.html,196,215,L,D,73
73,Ryan Howse,/players/h/howsery01.html,ml>,ml>,a,L,74
74,Andrej Nestrasil,/players/n/nestran01.html,190,200,L,R,75
75,Igor Bobkov,/players/b/bobkoig01.html,196,235,a,G,76
76,Matt Hackett,/players/h/hackema01.html,188,171,a,G,77
77,Sergei Andronov,/players/a/androse01.html,ml>,ml>,a,R,78
78,Mac Bennett,/players/b/bennema02.html,ml>,ml>,a,D,79
79,Ryan Bourque,/players/b/bourqry01.html,175,175,a,C,80
80,Adam Morrison,/players/m/morriad01.html,190,192,a,G,81
81,Cameron Abney,/players/a/abneyca01.html,ml>,ml>,a,R,82
82,Kevin Connauton,/players/c/connake01.html,188,205,L,D,83
83,Nicolas Deslauriers,/players/d/deslani01.html,185,212,L,L,84
84,Cody Eakin,/players/e/eakinco01.html,183,190,L,C,85
85,Ryan Button,/players/b/buttory01.html,ml>,ml>,a,D,86
86,Simon Bertilsson,/players/b/bertisi01.html,ml>,ml>,a,D,87
87,Mattias Lindstrom,/players/l/lindsma01.html,ml>,ml>,a,L,88
88,Dan Delisle,/players/d/delisda01.html,ml>,ml>,a,C,89
89,Gleason Fournier,/players/f/fourngl01.html,ml>,ml>,a,D,90
90,Mike Lee,/players/l/leemi01.html,ml>,ml>,a,G,91
91,Casey Cizikas,/players/c/cizikca01.html,180,201,L,C,92
92,Alex Hutchings,/players/h/hutchal01.html,ml>,ml>,a,L,93
93,David Savard,/players/s/savarda01.html,188,227,R,D,94
94,Jean-Francois Berube,/players/b/berubje02.html,185,177,a,G,95
95,Linden Vey,/players/v/veyli01.html,183,189,R,R,96
96,Jordan Szwarz,/players/s/szwarjo01.html,180,196,a,R,97
97,Craig Smith,/players/s/smithcr01.html,185,208,R,C,98
98,Kyle Bigos,/players/b/bigosky01.html,193,235,a,D,99
99,Chris Wideman,/players/w/widemch01.html,178,180,R,D,100
100,Toni Rajala,/players/r/rajalto01.html,ml>,ml>,a,L,101
101,Mattias Ekholm,/players/e/ekholma01.html,193,215,L,D,102
102,Kris Foucault,/players/f/foucakr01.html,185,206,L,L,103
103,Marcus Foligno,/players/f/foligma01.html,190,226,L,L,104
104,Justin Weller,/players/w/welleju01.html,ml>,ml>,a,D,105
105,Sami Vatanen,/players/v/vatansa01.html,178,183,R,D,106
106,Garrett Wilson,/players/w/wilsoga01.html,188,199,L,L,107
107,Tyler Shattock,/players/s/shattty01.html,ml>,ml>,a,R,108
108,Alexander Avtsin,/players/a/avtsial01.html,ml>,ml>,a,R,109
109,Nick Oliver,/players/o/oliveni01.html,ml>,ml>,a,C,110
110,Henrik Bjorklund,/players/b/bjorkhe01.html,ml>,ml>,a,R,111
111,Lane MacDermid,/players/m/macdela01.html,190,205,L,L,112
112,Jeremy Price,/players/p/priceje01.html,ml>,ml>,a,D,113
113,Seth Helgeson,/players/h/helgese01.html,193,210,L,D,114
114,Patrick Wey,/players/w/weypa01.html,188,200,a,D,115
115,Alex Fallstrom,/players/f/fallsal01.html,ml>,ml>,a,R,116
116,Eddie Pasquale,/players/p/pasqued01.html,ml>,ml>,a,G,117
117,Byron Froese,/players/f/froesby01.html,183,199,R,C,119
118,Ben Chiarot,/players/c/chiarbe01.html,190,219,L,D,120
119,Nick Petersen,/players/p/peterni01.html,ml>,ml>,a,R,121
120,Anton Klementyev,/players/k/klemean01.html,185,198,R,D,122
121,Alex Velischek,/players/v/velisal01.html,ml>,ml>,a,D,123
122,Kieran Millan,/players/m/millaki01.html,ml>,ml>,a,G,124
123,Cody Sol,/players/s/solco01.html,ml>,ml>,a,D,125
124,David Kolomatis,/players/k/kolomda01.html,ml>,ml>,a,D,126
125,Roman Horak,/players/h/horakro01.html,183,170,L,C,127
126,Eric Knodel,/players/k/knodeer01.html,198,216,a,D,128
127,Tomas Vincour,/players/v/vincoto01.html,188,204,R,C,129
128,Mike Hoffman,/players/h/hoffmmi02.html,185,180,L,C,130
129,Matt Kennedy,/players/k/kennema01.html,ml>,ml>,a,R,131
130,Gabriel Bourque,/players/b/bourqga01.html,178,206,L,L,132
131,Olivier Roy,/players/r/royol01.html,ml>,ml>,a,G,133
132,Mark Adams,/players/a/adamsma01.html,ml>,ml>,a,D,134
133,Corban Knight,/players/k/knighco01.html,188,195,R,C,135
134,Radoslav Illo,/players/i/illora01.html,ml>,ml>,a,C,136
135,Thomas Larkin,/players/l/larkith01.html,196,221,a,D,137
136,Wade Megan,/players/m/meganwa01.html,ml>,ml>,a,C,138
137,Gabriel Dumont,/players/d/dumonga01.html,175,170,R,C,139
138,Scott Stajcer,/players/s/stajcsc01.html,ml>,ml>,a,G,140
139,Spencer Bennett,/players/b/bennesp01.html,ml>,ml>,a,L,141
140,Nic Riopel,/players/r/riopeni01.html,ml>,ml>,a,G,142
141,Peter Andersson,/players/a/anderpe04.html,190,194,L,D,143
142,Derek Rodwell,/players/r/rodwede01.html,ml>,ml>,a,L,144
143,Brett Flemming,/players/f/flemmbr01.html,ml>,ml>,a,D,145
144,Jeff Costello,/players/c/costeje01.html,ml>,ml>,a,L,146
145,Philip Varone,/players/v/varonph01.html,178,193,L,C,147
146,Michael Zador,/players/z/zadormi01.html,ml>,ml>,a,G,148
147,Marcus Kruger,/players/k/krugema01.html,183,186,L,C,149
148,Nick Jensen,/players/j/jenseni02.html,185,187,a,D,150
149,Andy Bathgate,/players/b/bathgan02.html,ml>,ml>,a,C,151
150,Anders Lee,/players/l/leean01.html,190,228,L,C,152
151,Dave Labrecque,/players/l/labreda01.html,ml>,ml>,a,C,153
152,Brandon Maxwell,/players/m/maxwebr03.html,ml>,ml>,a,G,154
153,Jimmy Bubnick,/players/b/bubniji01.html,ml>,ml>,a,C,155
154,Michael Pelech,/players/p/pelecmi01.html,ml>,ml>,a,C,156
155,Evan Bloodoff,/players/b/bloodev01.html,ml>,ml>,a,L,157
