,name,url,height,weight,shot,pos,draft
0,Connor McDavid,/players/m/mcdavco01.html,185,190,L,C,1st
1,Jack Eichel,/players/e/eicheja01.html,188,201,R,C,2nd
2,Dylan Strome,/players/s/stromdy01.html,190,185,L,C,3rd
3,Mitchell Marner,/players/m/marnemi01.html,180,160,R,C,4th
4,Noah Hanifin,/players/h/hanifno01.html,190,206,L,D,5th
5,Pavel Zacha,/players/z/zachapa01.html,190,210,L,C,6th
6,Ivan Provorov,/players/p/provoiv01.html,183,201,L,D,7th
7,Zach Werenski,/players/w/werenza01.html,188,206,L,D,8th
8,Timo Meier,/players/m/meierti01.html,185,209,L,R,9th
9,Mikko Rantanen,/players/r/rantami01.html,190,212,L,R,10t
10,Lawson Crouse,/players/c/crousla01.html,193,215,L,L,11t
11,Denis Gurianov,/players/g/guriade01.html,190,192,L,R,12t
12,Jakub Zboril,/players/z/zborija01.html,185,185,L,D,13t
13,Jake Debrusk,/players/d/debruja01.html,180,174,L,L,14t
14,Zachary Senyshyn,/players/s/senysza01.html,185,192,R,R,15t
15,Mathew Barzal,/players/b/barzama01.html,180,175,R,C,16t
16,Kyle Connor,/players/c/connoky01.html,185,177,L,L,17t
17,Thomas Chabot,/players/c/chaboth01.html,185,180,L,D,18t
18,Evgeny Svechnikov,/players/s/svechev01.html,185,199,L,L,19t
19,Joel Eriksson Ek,/players/e/eriksjo02.html,185,180,L,C,20t
20,Colin White,/players/w/whiteco02.html,183,183,R,C,21s
21,Ilya Samsonov,/players/s/samsoil01.html,190,203,a,G,22n
22,Brock Boeser,/players/b/boesebr01.html,183,191,R,R,23r
23,Travis Konecny,/players/k/konectr01.html,175,175,R,C,24t
24,Jack Roslovic,/players/r/rosloja01.html,183,182,R,C,25t
25,Noah Juulsen,/players/j/juulsno01.html,185,174,R,D,26t
26,Jacob Larsson,/players/l/larssja01.html,188,191,L,D,27t
27,Anthony Beauvillier,/players/b/beauvan01.html,178,173,L,L,28t
28,Gabriel Carlsson,/players/c/carlsga01.html,193,183,L,D,29t
29,Nicholas Merkley,/players/m/merklni01.html,178,191,R,R,30t
30,Jeremy Roy,/players/r/royje02.html,183,188,R,D,31s
31,Christian Fischer,/players/f/fischch01.html,185,212,R,R,32n
32,Mitchell Stephens,/players/s/stephmi01.html,180,188,R,C,33r
33,Travis Dermott,/players/d/dermotr01.html,180,197,L,D,34t
34,Sebastian Aho,/players/a/ahose01.html,180,172,L,R,35t
35,Gabriel Gagne,/players/g/gagnega01.html,193,186,R,R,36t
36,Brandon Carlo,/players/c/carlobr01.html,196,196,R,D,37t
37,Paul Bittner,/players/b/bittnpa01.html,193,204,L,L,38t
38,A.J. Greer,/players/g/greeraj01.html,190,204,L,L,39t
39,Nicolas Meloche,/players/m/melocni01.html,188,204,R,D,40t
40,Ryan Gropp,/players/g/groppry01.html,188,187,L,L,41s
41,MacKenzie Blackwood,/players/b/blackma01.html,193,215,a,G,42n
42,Erik Cernak,/players/c/cernaer01.html,190,207,R,D,43r
43,Matthew Spencer,/players/s/spencma01.html,185,203,R,D,44t
44,Jakob Forsbacka Karlsson,/players/f/forsbja01.html,183,190,R,C,45t
45,Daniel Sprong,/players/s/spronda01.html,183,180,R,R,46t
46,Jansen Harkins,/players/h/harkija01.html,185,182,L,C,47t
47,Filip Chlapik,/players/c/chlapfi01.html,185,196,L,C,48t
48,Roope Hintz,/players/h/hintzro01.html,190,191,L,L,49t
49,Jordan Greenway,/players/g/greenjo02.html,193,222,L,L,50t
50,Brendan Guhle,/players/g/guhlebr01.html,185,184,L,D,51s
51,Jeremy Lauzon,/players/l/lauzoje01.html,185,193,L,D,52n
52,Rasmus Andersson,/players/a/anderra01.html,183,212,R,D,53r
53,Graham Knott,/players/k/knottgr01.html,190,190,L,L,54t
54,Yakov Trenin,/players/t/treniya01.html,185,194,L,C,55t
55,Vince Dunn,/players/d/dunnvi01.html,ml>,ml>,a,C,138
56,Vince Dunn,/players/d/dunnvi01.html,ml>,ml>,a,C,138
57,Jonas Siegenthaler,/players/s/siegejo01.html,188,220,L,D,57t
58,Kevin Stenlund,/players/s/stenlke01.html,190,205,R,C,58t
59,Julius Nattinen,/players/n/nattiju01.html,185,191,L,C,59t
60,Oliver Kylington,/players/k/kylinol01.html,183,180,L,D,60t
61,Jeremy Bracco,/players/b/braccje01.html,175,173,R,R,61s
62,Robin Kovacs,/players/k/kovacro01.html,183,159,L,R,62n
63,Kyle Capobianco,/players/c/capobky01.html,185,178,L,D,63r
64,Dennis Yan,/players/y/yande01.html,185,184,L,L,64t
65,Andrew Nielsen,/players/n/nielsan01.html,190,207,R,D,65t
66,Guillaume Brisebois,/players/b/brisegu01.html,185,175,L,D,66t
