,name,url,height,weight,shot,pos,draft
66,Sylvain Blouin,/players/b/blouisy01.html,188,215,L,L,104
67,Pavel Trnka,/players/t/trnkapa01.html,188,206,L,D,106
68,Nils Ekman,/players/e/ekmanni01.html,183,185,L,L,107
69,Craig Mills,/players/m/millscr01.html,183,190,R,R,108
70,Chris Schmidt,/players/s/schmich01.html,190,212,L,C,111
71,Tony Tuzzolino,/players/t/tuzzoto01.html,188,208,R,R,113
72,Brian Swanson,/players/s/swansbr01.html,178,185,L,C,115
73,Marty Turco,/players/t/turcoma01.html,180,184,a,G,124
74,Bates Battaglia,/players/b/battaba01.html,188,205,L,L,132
75,Daniel Alfredsson,/players/a/alfreda01.html,180,196,R,R,133
76,Bryce Salvador,/players/s/salvabr01.html,193,215,L,D,138
77,Alex Selivanov,/players/s/selival01.html,183,208,L,R,140
78,Alexander Korolyuk,/players/k/korolal01.html,175,190,L,L,141
79,Andre Roy,/players/r/royan01.html,193,229,L,R,151
80,Serge Aubin,/players/a/aubinse01.html,185,200,L,L,161
81,Colin Forbes,/players/f/forbeco01.html,190,215,L,C,166
82,Roman Vopat,/players/v/vopatro01.html,190,223,L,C,172
83,Shane Hnidy,/players/h/hnidysh01.html,188,204,R,D,173
84,Ladislav Kohn,/players/k/kohnla01.html,185,205,L,R,175
85,Steve Webb,/players/w/webbst01.html,183,211,R,R,176
86,Ray Giroux,/players/g/giroura01.html,185,190,L,D,202
87,Eric Bertrand,/players/b/bertrer01.html,185,198,L,L,207
88,Vitali Yeremeyev,/players/y/yeremvi01.html,178,167,a,G,209
89,Frederic Cassivi,/players/c/cassifr01.html,193,220,a,G,210
90,Jan Nemecek,/players/n/nemecja01.html,185,220,L,D,215
91,Tim Thomas,/players/t/thomati01.html,180,201,a,G,217
92,Johan Hedberg,/players/h/hedbejo01.html,183,190,a,G,218
93,Evgeni Nabokov,/players/n/nabokev01.html,183,202,a,G,219
94,Bill Muckalt,/players/m/muckabi01.html,185,200,R,R,221
95,Craig Millar,/players/m/millacr01.html,188,212,L,D,225
96,Tomas Vokoun,/players/v/vokouto01.html,185,210,a,G,226
97,Jorgen Jonsson,/players/j/jonssjo01.html,183,185,L,L,227
98,John Grahame,/players/g/grahajo01.html,190,220,a,G,229
99,Steve Sullivan,/players/s/sullist01.html,175,165,R,R,233
100,Eric Boulton,/players/b/boulter01.html,183,227,L,L,234
101,Tyson Nash,/players/n/nashty01.html,180,191,L,L,247
102,Richard Zednik,/players/z/zedniri01.html,183,200,L,R,249
103,Mike Peluso,/players/p/pelusmi02.html,185,208,R,R,253
104,Sergei Berezin,/players/b/berezse01.html,178,200,R,L,256
105,Tomas Holmstrom,/players/h/holmsto01.html,183,200,L,L,257
106,Per Gustafsson,/players/g/gustape02.html,188,190,L,D,261
107,Jeremy Stevenson,/players/s/steveje01.html,185,215,L,L,60t
108,Ladislav Benysek,/players/b/benysla01.html,188,190,L,D,266
109,Brian White,/players/w/whitebr01.html,185,195,R,D,268
110,Dick Tarnstrom,/players/t/tarnsdi01.html,185,205,L,D,272
111,Antti Tormanen,/players/t/tormaan01.html,185,198,L,R,274
112,Scott Fankhouser,/players/f/fankhsc01.html,188,205,a,G,276
113,Pavel Torgaev,/players/t/torgapa01.html,185,187,L,L,279
114,Kim Johnsson,/players/j/johnski01.html,185,193,L,D,286

