,name,url,height,weight,shot,pos,draft
0,Steven Stamkos,/players/s/stamkst01.html,185,194,R,C,1
1,Drew Doughty,/players/d/doughdr01.html,185,195,R,D,2
2,Zach Bogosian,/players/b/bogosza01.html,190,219,R,D,3
3,Alex Pietrangelo,/players/p/pietral01.html,190,210,R,D,4
4,Luke Schenn,/players/s/schenlu01.html,188,229,R,D,5
5,Nikita Filatov,/players/f/filatni01.html,183,190,R,L,6
6,Colin Wilson,/players/w/wilsoco01.html,185,221,L,C,7
7,Mikkel Boedker,/players/b/boedkmi01.html,183,211,L,R,8
8,Josh Bailey,/players/b/bailejo01.html,185,210,L,C,9
9,Cody Hodgson,/players/h/hodgsco01.html,183,192,R,C,10
10,Kyle Beach,/players/b/beachky01.html,ml>,ml>,a,C,11
11,Tyler Myers,/players/m/myersty01.html,203,229,R,D,12
12,Colten Teubert,/players/t/teubeco01.html,193,195,R,D,13
13,Zach Boychuk,/players/b/boychza01.html,178,185,L,C,14
14,Erik Karlsson,/players/k/karlser01.html,183,191,R,D,15
15,Joe Colborne,/players/c/colbojo01.html,196,221,L,C,16
16,Jake Gardiner,/players/g/gardija01.html,188,196,L,D,17
17,Chet Pickard,/players/p/pickach01.html,ml>,ml>,a,G,18
18,Luca Sbisa,/players/s/sbisalu01.html,188,198,L,D,19
19,Michael Del Zotto,/players/d/delzomi01.html,183,195,L,D,20
20,Anton Gustafsson,/players/g/gustaan01.html,ml>,ml>,a,C,21
21,Jordan Eberle,/players/e/eberljo01.html,180,181,R,R,22
22,Tyler Cuma,/players/c/cumaty01.html,188,196,L,D,23
23,Mattias Tedenby,/players/t/tedenma01.html,175,175,L,L,24
24,Greg Nemisz,/players/n/nemisgr01.html,190,197,a,R,25
25,Tyler Ennis,/players/e/ennisty01.html,175,160,L,C,26
26,John Carlson,/players/c/carlsjo01.html,190,215,R,D,27
27,Viktor Tikhonov,/players/t/tikhovi01.html,188,189,R,R,28
28,Daultan Leveille,/players/l/leveida01.html,ml>,ml>,a,C,29
29,Thomas McCollum,/players/m/mccolth01.html,188,215,a,G,30
