,name,url,height,weight,shot,pos,draft
38,Kevin Weekes,/players/w/weekeke01.html,188,215,a,G,41s
39,Shayne Toporowski,/players/t/toporsh01.html,188,216,R,R,42n
40,Jamie Allison,/players/a/allisja01.html,185,210,L,D,44t
41,Vlastimil Kroupa,/players/k/kroupvl01.html,190,215,L,D,45t
42,Rory Fitzpatrick,/players/f/fitzpro02.html,188,208,R,D,47t
43,Eric Manlow,/players/m/manloer01.html,183,180,L,C,50t
44,Domenic Pittis,/players/p/pittido01.html,180,190,L,C,52n
45,Allan Egeland,/players/e/egelaal01.html,183,175,L,C,55t
46,Valeri Karpov,/players/k/karpova01.html,178,176,L,R,56t
47,Chris Armstrong,/players/a/armstch01.html,183,205,L,D,57t
48,Ville Peltonen,/players/p/peltovi01.html,180,182,L,L,58t
49,Alexander Kerch,/players/k/kerchal01.html,178,190,R,L,60t
50,Maxim Galanov,/players/g/galanma01.html,185,205,L,D,61s
51,Dave Roche,/players/r/rocheda02.html,193,230,L,L,62n
52,Jamie Rivers,/players/r/riverja01.html,185,206,L,D,63r
53,Krzysztof Oliwa,/players/o/oliwakr01.html,196,245,L,L,65t
54,Vladimir Chebaturkin,/players/c/chebavl01.html,188,226,L,D,66t
55,Jeff Mitchell,/players/m/mitchje01.html,185,190,R,C,68t
56,Patrick Boileau,/players/b/boilepa01.html,183,202,R,D,69t
57,Vinny Prospal,/players/p/prospva01.html,188,191,L,C,71s
58,Marek Malik,/players/m/malikma01.html,198,235,L,D,72n
59,Sebastien Bordeleau,/players/b/bordese01.html,180,185,R,C,73r
60,Ryan Huska,/players/h/huskary01.html,188,194,L,L,76t
61,Milos Holan,/players/h/holanmi01.html,180,191,L,D,77t
62,Steve Washburn,/players/w/washbst01.html,188,198,L,C,78t
63,Ruslan Batyrshin,/players/b/batyrru01.html,185,185,L,D,79t
64,Jamal Mayers,/players/m/mayerja01.html,185,222,R,R,89t
65,Eric Daze,/players/d/dazeer01.html,198,235,L,R,90t
66,Warren Luhning,/players/l/luhniwa01.html,188,185,R,R,92n
67,Ravil Gusmanov,/players/g/gusmara01.html,190,185,L,L,93r
68,Bob Wren,/players/w/wrenbo01.html,178,185,L,C,94t
69,Marty Murray,/players/m/murrama01.html,175,180,L,C,96t
70,John Jakopin,/players/j/jakopjo01.html,196,239,R,D,97t
71,Dieter Kochan,/players/k/kochadi01.html,185,180,a,G,98t
72,Shawn Bates,/players/b/batessh01.html,183,210,R,C,103
73,Mikhail Shtalenkov,/players/s/shtalmi01.html,188,185,a,G,108
74,Miroslav Satan,/players/s/satanmi01.html,190,191,L,L,111
75,Jeff Lank,/players/l/lankje01.html,190,205,L,D,113
76,Nolan Pratt,/players/p/prattno01.html,190,207,L,D,115
77,Tommy Salo,/players/s/saloto01.html,180,182,a,G,118
78,Larry Courville,/players/c/courvla01.html,185,180,L,L,119
79,Tomas Vlasak,/players/v/vlasato01.html,178,175,R,C,120
80,John Emmons,/players/e/emmonjo01.html,185,203,L,C,122
81,Zdenek Nedved,/players/n/nedvezd01.html,183,180,L,R,123
82,Scott Walker,/players/w/walkesc01.html,178,196,R,R,124
83,Norm Maracle,/players/m/maracno01.html,175,195,a,G,126
84,Anders Myrvold,/players/m/myrvoan01.html,188,200,L,D,127
85,Chris Kelleher,/players/k/kellech01.html,185,210,L,D,130
86,Petri Varis,/players/v/varispe01.html,185,200,L,L,132
87,Antti Aalto,/players/a/aaltoan01.html,185,210,L,C,134
88,Alain Nasreddine,/players/n/nasreal01.html,185,204,L,D,135
89,Rick Mrozik,/players/m/mroziri01.html,188,185,L,C,136
90,Per Svartvadet,/players/s/svartpe01.html,185,195,L,C,139
91,Mike Crowley,/players/c/crowlmi01.html,180,190,L,D,140
92,Steve Brule,/players/b/brulest01.html,183,200,R,R,143
93,Peter LeBoutillier,/players/l/leboupe01.html,185,190,R,R,144
94,Michal Grosek,/players/g/grosemi01.html,188,207,R,L,145
95,Jere Karalahti,/players/k/karalje01.html,188,210,R,D,146
96,Frank Banham,/players/b/banhafr01.html,183,190,R,R,147
97,Andreas Karlsson,/players/k/karlsan01.html,193,201,L,C,148
98,Darcy Tucker,/players/t/tuckeda01.html,178,178,L,R,151
99,Christian Matte,/players/m/mattech01.html,183,190,R,R,153
100,Patrick Lalime,/players/l/lalimpa01.html,190,192,a,G,156
101,Todd Marchant,/players/m/marchto01.html,178,179,L,C,164
102,Sergei Petrenko,/players/p/petrese01.html,183,176,L,L,168
103,Darren Van Impe,/players/v/vanimda01.html,185,205,L,D,170
104,Andrew Brunette,/players/b/brunean01.html,185,215,L,L,174
105,David Ling,/players/l/lingda01.html,178,204,R,R,179
106,Sean Selmser,/players/s/selmsse01.html,185,195,L,L,182
107,Tom Askey,/players/a/askeyto01.html,185,195,a,G,186
108,Manny Legace,/players/l/legacma01.html,178,200,a,G,188
109,Paul Healey,/players/h/healepa01.html,188,198,R,L,192
110,Eric Boguniecki,/players/b/boguner01.html,173,198,R,C,193
111,Alan Letang,/players/l/letanal01.html,185,201,L,D,203
112,Hal Gill,/players/g/gillha01.html,201,243,L,D,207
113,Brad Norton,/players/n/nortobr01.html,193,230,L,D,215
114,Mike Grier,/players/g/griermi01.html,185,224,R,R,219
115,Barrie Moore,/players/m/mooreba01.html,180,198,L,L,220
116,Martin Strbak,/players/s/strbama01.html,190,210,L,D,224
117,Pavol Demitra,/players/d/demitpa01.html,183,200,L,L,227
118,Harijs Vitolinsh,/players/v/vitolha01.html,190,212,L,C,188
119,Joel Prpic,/players/p/prpicjo01.html,198,225,L,C,233
120,Anatoli Fedotov,/players/f/fedotan01.html,180,178,L,D,238
121,Jordan Willis,/players/w/willijo01.html,175,155,a,G,243
122,Kimmo Timonen,/players/t/timonki01.html,178,194,L,D,250
123,German Titov,/players/t/titovge01.html,185,203,L,L,252
124,Bert Robertsson,/players/r/roberbe01.html,190,205,L,D,254
125,Igor Chibirev,/players/c/chibiig01.html,183,180,L,C,266
126,Ilja Byakin,/players/b/byakiil01.html,175,185,L,D,267
127,Alexander Vasilevski,/players/v/vasilal01.html,180,190,L,R,271
128,Scott Nichol,/players/n/nichosc01.html,173,179,R,C,272
129,Christer Olsson,/players/o/olssoch01.html,180,190,L,D,275
130,Hans Jonsson,/players/j/jonssha01.html,185,205,L,D,286
