,name,url,height,weight,shot,pos,draft
0,Chris Phillips,/players/p/phillch02.html,190,219,L,D,1st
1,Andrei Zyuzin,/players/z/zyuzian01.html,185,208,L,D,2nd
2,J.P. Dumont,/players/d/dumonjp01.html,185,205,L,R,3rd
3,Alexandre Volchkov,/players/v/volchal01.html,188,204,L,C,4th
4,Ric Jackman,/players/j/jackmri01.html,188,214,R,D,5th
5,Boyd Devereaux,/players/d/deverbo01.html,188,195,L,C,6th
6,Erik Rasmussen,/players/r/rasmuer01.html,185,215,L,L,7th
7,Johnathan Aitken,/players/a/aitkejo01.html,193,230,L,D,8th
8,Ruslan Salei,/players/s/saleiru01.html,185,212,L,D,9th
9,Lance Ward,/players/w/wardla01.html,190,210,L,D,10t
10,Dan Focht,/players/f/fochtda01.html,198,234,L,D,11t
11,Josh Holden,/players/h/holdejo01.html,183,190,L,C,12t
12,Derek Morris,/players/m/morride01.html,183,200,R,D,13t
13,Marty Reasoner,/players/r/reasoma01.html,185,197,L,C,14t
14,Dainius Zubrus,/players/z/zubruda01.html,196,225,L,R,15t
15,Mario Larocque,/players/l/larocma01.html,193,218,L,D,16t
16,Jaroslav Svejkovsky,/players/s/svejkja01.html,185,193,R,R,17t
17,Matt Higgins,/players/h/higgima01.html,188,190,L,C,18t
18,Matthieu Descoteaux,/players/d/descoma01.html,190,216,L,D,19t
19,Marcus Nilson,/players/n/nilsoma01.html,188,189,R,L,20t
20,Marco Sturm,/players/s/sturmma01.html,183,196,L,L,21s
21,Daniel Briere,/players/b/brierda01.html,175,174,R,C,24t
22,Peter Ratchuk,/players/r/ratchpe01.html,185,185,L,D,25t
23,Jesse Wallin,/players/w/wallije01.html,188,190,L,D,26t
24,Cory Sarich,/players/s/saricco01.html,193,207,R,D,27t
25,Pavel Skrbek,/players/s/skrbepa01.html,190,217,L,D,28t
26,Dan LaCouture,/players/l/lacouda01.html,188,215,L,L,29t
27,Josh Green,/players/g/greenjo01.html,193,225,L,L,30t
28,Remi Royer,/players/r/royerre01.html,188,200,R,D,31s
29,Chris Hajt,/players/h/hajtch01.html,190,206,L,D,32n
30,Matt Cullen,/players/c/cullema01.html,185,200,L,C,35t
31,Marek Posmyk,/players/p/posmyma01.html,196,228,R,D,36t
32,Marian Cisar,/players/c/cisarma01.html,183,197,R,R,37t
33,Travis Brigley,/players/b/brigltr01.html,183,205,L,L,39t
34,Steve Begin,/players/b/beginst01.html,183,192,L,C,40t
35,Jeff Paul,/players/p/paulje01.html,193,225,R,D,42n
36,Jan Bulis,/players/b/bulisja01.html,185,208,L,C,43r
37,Mathieu Garon,/players/g/garonma01.html,185,206,a,G,44t
38,Pierre Dagenais,/players/d/dagenpi01.html,193,217,L,R,47t
39,Daniel Goneau,/players/g/goneada01.html,183,195,L,L,47t
40,Colin White,/players/w/whiteco01.html,193,215,L,D,49t
41,Yuri Babenko,/players/b/babenyu01.html,185,200,L,C,51s
42,Zdeno Chara,/players/c/charazd01.html,206,250,L,D,56t
43,Tom Poti,/players/p/potito01.html,190,190,L,D,59t
44,Chris Allen,/players/a/allench01.html,188,197,R,D,60t
45,Scott Parker,/players/p/parkesc01.html,196,240,R,R,63r
46,Oleg Kvasha,/players/k/kvashol01.html,196,230,R,L,65t
47,Gordie Dwyer,/players/d/dwyergo01.html,190,215,L,L,67t
48,Jon Sim,/players/s/simjo01.html,178,195,L,L,70t
49,Arron Asham,/players/a/ashamar01.html,180,205,R,R,71s
50,Boyd Kane,/players/k/kanebo01.html,188,225,L,L,72n
51,Zenith Komarniski,/players/k/komarze01.html,183,200,L,D,75t
52,Mark Parrish,/players/p/parrima01.html,180,199,R,R,79t
53,Antti-Jussi Niemi,/players/n/niemian01.html,185,195,L,D,81s
54,Joey Tetarenko,/players/t/tetarjo01.html,188,215,R,R,82n
55,Tyrone Garner,/players/g/garnety01.html,185,200,a,G,83r
56,Craig MacDonald,/players/m/macdocr01.html,185,201,L,L,88t
57,Toni Lydman,/players/l/lydmato01.html,185,208,L,D,89t
58,Josef Boumedienne,/players/b/boumejo01.html,185,200,L,D,91s
59,Eric Belanger,/players/b/belaner01.html,180,185,L,C,96t
60,Trent Whitfield,/players/w/whitftr01.html,180,209,L,C,100
61,Matt Bradley,/players/b/bradlma01.html,190,200,R,R,102
62,Michal Rozsival,/players/r/rozsimi01.html,185,210,R,D,105
63,Bubba Berenzweig,/players/b/berenbu01.html,185,217,L,D,109
64,Ryan Christie,/players/c/chrisry01.html,190,200,L,L,112
65,Alexei Tezikov,/players/t/tezikal01.html,185,208,L,D,115
66,Richard Lintner,/players/l/lintnri01.html,190,212,R,D,119
67,Jesse Boulerice,/players/b/bouleje01.html,188,215,R,R,133
68,Andreas Dackell,/players/d/dackean01.html,180,194,R,R,136
69,Michel Larocque,/players/l/larocmi02.html,180,200,a,G,137
70,Robert Esche,/players/e/eschero01.html,185,210,a,G,139
71,Dmitri Yakushin,/players/y/yakusdm01.html,183,200,L,D,140
72,Brian Willsie,/players/w/willsbr01.html,185,202,R,R,146
73,Brett Clark,/players/c/clarkbr01.html,183,194,L,D,154
74,Xavier Delisle,/players/d/delisxa01.html,180,193,R,C,157
75,Dan Hinote,/players/h/hinotda01.html,183,187,R,R,167
76,Daniel Corso,/players/c/corsoda01.html,178,187,L,C,169
77,Greg Kuznik,/players/k/kuznigr01.html,183,185,L,D,171
78,Trevor Letowski,/players/l/letowtr01.html,178,180,R,R,174
79,Samuel Pahlsson,/players/p/pahlssa01.html,183,202,L,C,176
80,Reed Low,/players/l/lowre01.html,193,220,R,R,177
81,Pavel Kubina,/players/k/kubinpa01.html,193,258,R,D,179
82,Eric Meloche,/players/m/melocer01.html,178,202,R,R,186
83,Steve Valiquette,/players/v/valiqst01.html,198,210,a,G,190
84,Evgeny Korolev,/players/k/korolev01.html,185,214,L,D,192
85,Kai Nurminen,/players/n/nurmika01.html,185,207,L,L,193
86,Joel Kwiatkowski,/players/k/kwiatjo01.html,188,210,L,D,194
87,Fernando Pisani,/players/p/pisanfe01.html,185,205,L,R,195
88,Andrej Podkonicky,/players/p/podkoan01.html,188,202,L,C,196
89,Willie Mitchell,/players/m/mitchwi01.html,190,210,L,D,199
90,Tomas Kaberle,/players/k/kaberto01.html,185,212,L,D,204
91,Erich Goldmann,/players/g/goldmer01.html,190,212,L,D,212
92,Ivan Ciernik,/players/c/cierniv01.html,185,234,L,R,216
93,Craig Adams,/players/a/adamscr01.html,183,197,R,R,223
