,name,url,height,weight,shot,pos,draft
94,Lubomir Vaic,/players/v/vaiclu01.html,175,178,L,C,227
95,Ronald Petrovicky,/players/p/petroro02.html,180,190,R,R,228
96,Konstantin Shafranov,/players/s/shafrko01.html,180,176,L,R,229
97,Ronnie Sundin,/players/s/sundiro01.html,185,220,L,D,237
98,Sami Salo,/players/s/salosa01.html,190,215,R,D,239
99,Jonathan Toews,/players/t/toewsjo01.html,188,201,L,C,3rd
100,Duncan Keith,/players/k/keithdu01.html,185,192,L,D,54t
101,Jamie Benn,/players/b/bennja01.html,188,210,L,L,129
102,Ryan Getzlaf,/players/g/getzlry01.html,193,221,R,C,19t
103,Corey Perry,/players/p/perryco01.html,190,210,R,R,28t
104,Alex Ovechkin,/players/o/ovechal01.html,190,239,R,L,1st
105,Wayne Gretzky,/players/g/gretzwa01.html,183,185,L,C,YPE
106,Ray Bourque,/players/b/bourqra01.html,180,219,L,D,8th
107,Gordie Howe,/players/h/howego01.html,183,205,R,R,YPE
108,Nicklas Lidstrom,/players/l/lidstni01.html,185,192,L,D,53r
109,Martin Brodeur,/players/b/brodema01.html,188,220,a,G,20t
110,Jaromir Jagr,/players/j/jagrja01.html,190,230,L,R,5th
111,Jaromir Jagr,/players/j/jagrja01.html,190,230,L,R,5th
112,Roberto Luongo,/players/l/luongro01.html,190,217,a,G,4th
113,Jarome Iginla,/players/i/iginlja01.html,185,210,R,R,11t
114,Joe Thornton,/players/t/thornjo01.html,193,220,L,C,1st
115,Marian Hossa,/players/h/hossama01.html,185,207,L,R,12t
116,Henrik Lundqvist,/players/l/lundqhe01.html,185,188,a,G,205
