,name,url,height,weight,shot,pos,draft
0,Nail Yakupov,/players/y/yakupna01.html,180,195,L,R,1st
1,Ryan Murray,/players/m/murrary01.html,185,208,L,D,2nd
2,Alex Galchenyuk,/players/g/galchal01.html,185,207,L,C,3rd
3,Griffin Reinhart,/players/r/reinhgr01.html,193,212,L,D,4th
4,Morgan Rielly,/players/r/riellmo01.html,185,217,L,D,5th
5,Hampus Lindholm,/players/l/lindhha01.html,190,205,L,D,6th
6,Mathew Dumba,/players/d/dumbama01.html,183,193,R,D,7th
7,Derrick Pouliot,/players/p/poulide01.html,183,208,L,D,8th
8,Jacob Trouba,/players/t/troubja01.html,190,202,R,D,9th
9,Slater Koekkoek,/players/k/koekksl01.html,188,198,L,D,10t
10,Filip Forsberg,/players/f/forsbfi01.html,185,205,R,C,11t
11,Mikhail Grigorenko,/players/g/grigomi01.html,190,209,L,C,12t
12,Radek Faksa,/players/f/faksara01.html,190,210,L,C,13t
13,Zemgus Girgensons,/players/g/girgeze01.html,185,203,L,C,14t
14,Cody Ceci,/players/c/cecico01.html,190,205,R,D,15t
15,Tom Wilson,/players/w/wilsoto01.html,193,215,R,R,16t
16,Tomas Hertl,/players/h/hertlto01.html,188,210,L,C,17t
17,Teuvo Teravainen,/players/t/teravte01.html,180,178,L,C,18t
18,Andrei Vasilevskiy,/players/v/vasilan02.html,190,207,a,G,19t
19,Scott Laughton,/players/l/laughsc01.html,185,190,L,C,20t
20,Mark Jankowski,/players/j/jankoma01.html,ml>,ml>,a,C,21s
21,Olli Maatta,/players/m/maattol01.html,188,206,L,D,22n
22,Michael Matheson,/players/m/mathemi01.html,188,194,L,D,23r
23,Malcolm Subban,/players/s/subbama01.html,188,200,a,G,24t
24,Jordan Schmaltz,/players/s/schmajo01.html,ml>,ml>,a,D,25t
25,Brendan Gaunce,/players/g/gauncbr01.html,188,207,L,C,26t
26,Henrik Samuelsson,/players/s/samuehe01.html,190,216,a,C,27t
27,Brady Skjei,/players/s/skjeibr01.html,190,205,L,D,28t
28,Stefan Matteau,/players/m/mattest02.html,188,220,L,L,29t
29,Tanner Pearson,/players/p/pearsta01.html,185,208,L,L,30t
30,Oscar Dansk,/players/d/danskos01.html,190,187,a,G,31s
31,Mitchell Moroz,/players/m/morozmi01.html,ml>,ml>,a,L,32n
32,Sebastian Collberg,/players/c/collbse01.html,180,185,a,R,33r
33,Ville Pokka,/players/p/pokkavi01.html,183,196,a,D,34t
34,Matt Finn,/players/f/finnma01.html,ml>,ml>,a,D,35t
35,Nicolas Kerdiles,/players/k/kerdini01.html,185,200,a,L,36t
36,Pontus Aberg,/players/a/abergpo01.html,180,196,R,L,37t
37,Phillip Di Giuseppe,/players/d/digiuph01.html,183,200,L,L,38t
38,Lukas Sutter,/players/s/suttelu01.html,183,209,L,C,39t
39,Dylan Blujus,/players/b/blujudy01.html,ml>,ml>,a,D,40t
40,Mitchell Heard,/players/h/heardmi01.html,185,190,a,C,41s
41,Patrick Sieloff,/players/s/sielopa01.html,185,200,L,D,42n
42,Ludwig Bystrom,/players/b/bystrlu01.html,ml>,ml>,a,D,43r
43,Jake McCabe,/players/m/mccabja01.html,183,214,L,D,44t
44,Anthony Stolarz,/players/s/stolaan01.html,196,200,a,G,45t
45,Raphael Bussieres,/players/b/bussira01.html,ml>,ml>,a,L,46t
46,Brock McGinn,/players/m/mcginbr01.html,183,185,L,L,47t
47,Dillon Fournier,/players/f/fourndi01.html,188,173,a,D,48t
48,Martin Frk,/players/f/frkma01.html,183,193,a,R,49t
49,Colton Sissons,/players/s/sissoco01.html,185,200,R,C,50t
50,Dalton Thrower,/players/t/throwda01.html,ml>,ml>,a,D,51s
51,Teddy Blueger,/players/b/bluegte01.html,ml>,ml>,a,C,52n
52,Brian Hart,/players/h/hartbr01.html,ml>,ml>,a,R,53r
53,Mike Winther,/players/w/winthmi01.html,ml>,ml>,a,C,54t
54,Chris Tierney,/players/t/tiernch01.html,183,195,L,C,55t
55,Sam Kurker,/players/k/kurkesa01.html,ml>,ml>,a,R,56t
56,Alexandre Mallet,/players/m/malleal01.html,185,195,a,L,57t
57,Jordan Martinook,/players/m/martijo01.html,183,202,L,L,58t
58,Cristoval Nieves,/players/n/nievecr01.html,ml>,ml>,a,C,59t
59,Damon Severson,/players/s/severda01.html,188,205,R,D,60t
60,Devin Shore,/players/s/shorede01.html,185,185,L,C,61s
61,Joonas Korpisalo,/players/k/korpijo01.html,190,182,a,G,62n
62,Jujhar Khaira,/players/k/khairju01.html,190,210,L,L,63r
63,Tim Bozon,/players/b/bozonti01.html,ml>,ml>,a,L,64t
64,Adam Pelech,/players/p/pelecad01.html,190,210,L,D,65t
65,Jimmy Vesey,/players/v/veseyji02.html,ml>,ml>,a,L,66t
66,Mackenzie MacEachern,/players/m/maceama01.html,ml>,ml>,a,L,67t
67,John Draeger,/players/d/draegjo01.html,ml>,ml>,a,D,68t
68,Daniel Altshuller,/players/a/altshda01.html,190,200,a,G,69t
69,Scott Kosmachuk,/players/k/kosmasc01.html,180,185,R,R,70t
70,Tanner Richard,/players/r/richata01.html,183,176,a,C,71s
71,Troy Bourke,/players/b/bourktr01.html,178,156,a,C,72n
72,Justin Kea,/players/k/keaju01.html,ml>,ml>,a,C,73r
73,Esa Lindell,/players/l/lindees01.html,190,215,L,D,74t
74,Jon Gillies,/players/g/gillijo01.html,ml>,ml>,a,G,75t
75,Chris Driedger,/players/d/driedch01.html,190,200,a,G,76t
76,Chandler Stephenson,/players/s/stephch02.html,180,190,L,C,77t
77,Shayne Gostisbehere,/players/g/gostish01.html,180,180,L,D,78t
78,Chris Calnan,/players/c/calnach01.html,ml>,ml>,a,R,79t
79,Jake Paterson,/players/p/paterja01.html,ml>,ml>,a,G,80t
80,Oskar Sundqvist,/players/s/sundqos01.html,190,209,R,C,81s
81,Jarrod Maidens,/players/m/maideja01.html,ml>,ml>,a,C,82n
82,Matt Murray,/players/m/murrama02.html,193,178,a,G,83r
83,Steven Hodges,/players/h/hodgest01.html,180,178,a,C,84t
84,Matthew Grzelcyk,/players/g/grzelma01.html,ml>,ml>,a,D,85t
85,Colton Parayko,/players/p/parayco01.html,198,226,R,D,86t
86,Frederik Andersen,/players/a/anderfr01.html,193,220,a,G,187
87,James Melindy,/players/m/melinja01.html,188,192,a,D,88t
88,Brendan Leipsic,/players/l/leipsbr01.html,175,165,L,L,89t
89,Ben Johnson,/players/j/johnsbe02.html,ml>,ml>,a,C,90t
90,Daniil Zharkov,/players/z/zharkda01.html,ml>,ml>,a,L,91s
91,Matia Marcantuoni,/players/m/marcama01.html,ml>,ml>,a,C,92n
92,Erik Gustafsson,/players/g/gustaer02.html,183,176,L,D,93r
93,Brady Vail,/players/v/vailbr01.html,183,194,a,C,94t
94,Josh Anderson,/players/a/anderjo05.html,190,221,R,R,95t
95,Ben Thomson,/players/t/thomsbe01.html,ml>,ml>,a,L,96t
96,Kevin Roy,/players/r/royke01.html,ml>,ml>,a,C,97t
97,Adam Gilmour,/players/g/gilmoad01.html,ml>,ml>,a,C,98t
98,Erik Karlsson,/players/k/karlser02.html,ml>,ml>,a,C,99t
99,Thomas Di Pauli,/players/d/dipauth01.html,ml>,ml>,a,C,100
100,Cedric Paquette,/players/p/paquece01.html,185,199,L,C,101
101,Rhett Holland,/players/h/hollarh01.html,ml>,ml>,a,D,102
102,Loic Leduc,/players/l/leduclo01.html,201,222,a,D,103
103,Gemel Smith,/players/s/smithge02.html,178,164,a,C,104
104,Brett Kulak,/players/k/kulakbr01.html,185,190,L,D,105
105,Timothy Boyle,/players/b/boyleti01.html,ml>,ml>,a,D,106
106,Austin Wuthrich,/players/w/wuthrau01.html,ml>,ml>,a,R,107
107,Andrew O'Brien,/players/o/obriean01.html,193,219,a,D,108
108,Christophe Lalancette,/players/l/lalanch01.html,ml>,ml>,a,R,109
109,Andreas Athanasiou,/players/a/athanan01.html,183,192,L,C,110
110,Fredric Larsson,/players/l/larssfr01.html,ml>,ml>,a,D,111
111,Zach Stepan,/players/s/stepaza01.html,ml>,ml>,a,C,112
112,Sean Maguire,/players/m/maguise01.html,ml>,ml>,a,G,113
113,Alexander Delnov,/players/d/delnoal01.html,ml>,ml>,a,L,114
114,Trevor Carrick,/players/c/carritr01.html,188,186,L,D,115
115,Nicholas Walters,/players/w/walteni01.html,ml>,ml>,a,D,116
116,Taylor Leier,/players/l/leierta01.html,178,174,L,L,117
117,Mikko Vainonen,/players/v/vainomi01.html,190,222,a,D,118
118,Calle Andersson,/players/a/anderca01.html,ml>,ml>,a,D,119
119,Jaccob Slavin,/players/s/slavija01.html,188,205,L,D,120
120,Nikolay Prokhorkin,/players/p/prokhni01.html,ml>,ml>,a,L,121
121,Charles Hudon,/players/h/hudonch01.html,178,195,L,L,122
122,Joey Laleggia,/players/l/lalegjo01.html,ml>,ml>,a,D,123
123,Ryan Culkin,/players/c/culkiry01.html,188,185,a,D,124
124,Doyle Somerby,/players/s/somerdo01.html,ml>,ml>,a,D,125
125,Dominic Toninato,/players/t/tonindo01.html,ml>,ml>,a,C,126
126,Brian Cooper,/players/c/coopebr01.html,ml>,ml>,a,D,127
