,name,url,height,weight,shot,pos,draft
131,Dusan Salficky,/players/s/salfidu01.html,ml>,ml>,a,G,132
132,Jussi Markkanen,/players/m/markkju01.html,183,182,a,G,133
133,Kyle Wellwood,/players/w/wellwky01.html,178,181,R,C,134
134,Colin Stuart,/players/s/stuarco01.html,188,205,L,L,135
135,Billy Thompson,/players/t/thompbi01.html,ml>,ml>,a,G,136
136,Joel Perrault,/players/p/perrajo01.html,188,212,R,C,137
137,Paul Lynch,/players/l/lynchpa01.html,ml>,ml>,a,D,138
138,Shawn Collymore,/players/c/collysh01.html,ml>,ml>,a,R,139
139,Tomas Plihal,/players/p/plihato01.html,185,210,L,C,140
140,Cole Jarrett,/players/j/jarreco01.html,183,195,L,W,141
141,Tommi Jaminki,/players/j/jaminto01.html,ml>,ml>,a,L,142
142,Frantisek Skladany,/players/s/skladfr01.html,ml>,ml>,a,L,143
143,Cody McCormick,/players/m/mccorco01.html,188,224,R,C,144
144,James Hakewill,/players/h/hakewja01.html,ml>,ml>,a,D,145
145,Jussi Timonen,/players/t/timonju01.html,183,200,L,D,146
146,Jiri Jakes,/players/j/jakesji01.html,ml>,ml>,a,R,147
147,David Klema,/players/k/klemada01.html,ml>,ml>,a,C,148
148,Mikko Viitanen,/players/v/viitami01.html,ml>,ml>,a,D,149
149,Bernd Bruckler,/players/b/bruckbe01.html,ml>,ml>,a,G,150
150,Kevin Bieksa,/players/b/biekske01.html,185,200,R,D,151
151,Terry Denike,/players/d/denikte01.html,ml>,ml>,a,G,152
152,Tuukka Mantyla,/players/m/mantytu01.html,ml>,ml>,a,D,153
153,Jake Brenk,/players/b/brenkja01.html,ml>,ml>,a,C,154
154,Michal Vondrka,/players/v/vondrmi01.html,ml>,ml>,a,L,155
155,Andy Schneider,/players/s/schnean02.html,ml>,ml>,a,D,156
156,Andreas Jamtin,/players/j/jamtian01.html,ml>,ml>,a,R,157
157,Roman Malek,/players/m/malekro01.html,ml>,ml>,a,G,158
158,Dmitri Semin,/players/s/semindm01.html,ml>,ml>,a,C,159
159,Artem Ternavsky,/players/t/ternaar01.html,ml>,ml>,a,D,160
160,Mike Smith,/players/s/smithmi01.html,193,215,a,G,161
161,Stefan Schauer,/players/s/schaust01.html,ml>,ml>,a,D,162
162,Andreas Salomonsson,/players/s/saloman01.html,185,200,L,R,163
163,Yuri Trubachev,/players/t/trubayu01.html,ml>,ml>,a,C,164
164,Pierre-Luc Emond,/players/e/emondpi01.html,ml>,ml>,a,C,165
165,Andy Chiodo,/players/c/chiodan01.html,180,192,a,G,166
166,Michal Blazek,/players/b/blazemi01.html,ml>,ml>,a,D,167
167,Maxim Kondratiev,/players/k/kondrma01.html,185,194,L,D,168
168,Dustin Johner,/players/j/johnedu01.html,ml>,ml>,a,C,169
169,Jan Tabacek,/players/t/tabacja01.html,ml>,ml>,a,D,170
170,Eric Himelfarb,/players/h/himeler01.html,ml>,ml>,a,C,171
171,Dennis Seidenberg,/players/s/seidede01.html,183,198,L,D,172
172,Justin Aikins,/players/a/aikinju01.html,ml>,ml>,a,C,173
173,Alexander Golovin,/players/g/goloval01.html,ml>,ml>,a,L,174
174,Ryane Clowe,/players/c/clowery01.html,190,225,L,L,175
175,Marek Zidlicky,/players/z/zidlima01.html,180,190,R,D,176
176,Andrei Razin,/players/r/razinan01.html,ml>,ml>,a,C,177
177,Anton Lavrentiev,/players/l/lavrean01.html,ml>,ml>,a,D,178
178,Andrew Alberts,/players/a/alberan01.html,196,206,L,D,179
179,Scott Polaski,/players/p/polassc01.html,ml>,ml>,a,R,180
180,Daniel Boisclair,/players/b/boiscda01.html,ml>,ml>,a,G,181
181,Tom Cavanagh,/players/c/cavanto01.html,183,200,L,L,182
182,Jaroslav Sklenar,/players/s/sklenja01.html,ml>,ml>,a,R,183
183,Scott Horvath,/players/h/horvasc01.html,ml>,ml>,a,R,184
184,Mikael Svensk,/players/s/svensmi01.html,ml>,ml>,a,D,185
185,Petr Puncochar,/players/p/puncope01.html,ml>,ml>,a,D,186
186,Artem Vostrikov,/players/v/vostrar01.html,ml>,ml>,a,C,187
187,Art Femenella,/players/f/femenar01.html,ml>,ml>,a,D,188
188,Pasi Nurminen,/players/n/nurmipa01.html,178,215,a,G,189
189,Brett Scheffelmaier,/players/s/schefbr01.html,ml>,ml>,a,D,75t
190,Zbynek Novak,/players/n/novakzb01.html,ml>,ml>,a,L,191
191,Jussi Jokinen,/players/j/jokinju01.html,180,198,L,C,192
192,Brooks Laich,/players/l/laichbr01.html,188,195,L,C,193
193,James Massen,/players/m/masseja01.html,ml>,ml>,a,R,194
194,Nick Pannoni,/players/p/pannoni01.html,ml>,ml>,a,G,195
195,Charlie Stephens,/players/s/stephch01.html,190,220,R,C,31s
196,Jan Holub,/players/h/holubja01.html,ml>,ml>,a,D,197
197,Ivan Kolozvary,/players/k/koloziv01.html,ml>,ml>,a,C,198
198,Matt Suderman,/players/s/suderma01.html,ml>,ml>,a,D,199
199,Toni Koivisto,/players/k/koivito02.html,ml>,ml>,a,L,200
200,Colin FitzRandolph,/players/f/fitzrco01.html,ml>,ml>,a,C,201
201,Derek Boogaard,/players/b/boogade01.html,201,265,R,L,202
202,Andrew Archer,/players/a/archean01.html,ml>,ml>,a,D,203
203,Raffaele Sannitz,/players/s/sannira01.html,ml>,ml>,a,C,204
204,Teemu Jaaskelainen,/players/j/jaaskte01.html,ml>,ml>,a,D,205
205,Petr Preucil,/players/p/preucpe01.html,ml>,ml>,a,C,206
206,Garrett Bembridge,/players/b/bembrga01.html,ml>,ml>,a,R,137
207,Thierry Douville,/players/d/douvith01.html,ml>,ml>,a,D,208
208,Jordan Sigalet,/players/s/sigaljo01.html,185,185,a,G,209
209,Steve Belanger,/players/b/belanst01.html,ml>,ml>,a,G,210
210,Sean Curry,/players/c/curryse01.html,ml>,ml>,a,D,211
211,Jason King,/players/k/kingja01.html,185,195,L,C,212
212,Jan Chovan,/players/c/chovaja01.html,ml>,ml>,a,G,213
213,Cristobal Huet,/players/h/huetcr01.html,185,206,a,G,214
214,Dan Baum,/players/b/baumda01.html,ml>,ml>,a,C,215
215,Oleg Minakov,/players/m/minakol01.html,ml>,ml>,a,R,216
216,Tomas Duba,/players/d/dubato01.html,ml>,ml>,a,G,217
217,Jan Platil,/players/p/platija01.html,ml>,ml>,a,D,218
218,Dennis Packard,/players/p/packade01.html,ml>,ml>,a,L,219
219,Dave Moss,/players/m/mossda01.html,193,210,R,L,220
220,Johnny Oduya,/players/o/oduyajo01.html,183,195,L,D,221
221,Jeremy Van Hoof,/players/v/vanhoje01.html,ml>,ml>,a,D,57t
222,Brandon Bochenski,/players/b/bochebr01.html,185,187,R,R,223
223,Tony Martensson,/players/m/marteto01.html,183,189,L,C,224
224,David Printz,/players/p/printda01.html,196,220,L,D,225
225,Pontus Petterstrom,/players/p/pettepo01.html,ml>,ml>,a,L,226
226,Marek Svatos,/players/s/svatoma01.html,178,185,R,R,227
227,Mike Bray,/players/b/braymi01.html,ml>,ml>,a,R,228
228,Aaron Voros,/players/v/vorosaa01.html,193,215,L,C,229
229,Leonid Zhvachkin,/players/z/zhvacle01.html,ml>,ml>,a,D,230
230,Kyle Bruce,/players/b/bruceky01.html,ml>,ml>,a,R,231
231,Martin Gerber,/players/g/gerbema01.html,183,205,a,G,232
232,Joe Campbell,/players/c/campbjo01.html,ml>,ml>,a,D,233
233,Calle Aslund,/players/a/aslunca01.html,ml>,ml>,a,D,234
234,Neil Petruic,/players/p/petrune01.html,ml>,ml>,a,D,235
235,Ryan Bowness,/players/b/bownery01.html,ml>,ml>,a,R,236
236,Mike Gabinet,/players/g/gabinmi01.html,ml>,ml>,a,D,237
237,Ryan Hollweg,/players/h/hollwry01.html,178,212,L,C,238
238,Jake Riddle,/players/r/riddlja01.html,ml>,ml>,a,L,239
239,Gustav Grasberg,/players/g/grasbgu01.html,ml>,ml>,a,C,240
240,Milan Jurcina,/players/j/jurcimi01.html,193,253,R,D,241
241,Andrew Murray,/players/m/murraan01.html,188,210,L,C,242
242,Frantisek Lukes,/players/l/lukesfr01.html,ml>,ml>,a,L,243
243,Carter Trevisani,/players/t/trevica01.html,ml>,ml>,a,D,244
244,Konstantin Mikhailov,/players/m/mikhako01.html,ml>,ml>,a,C,245
245,Tomas Mojzis,/players/m/mojzito01.html,185,192,L,D,246
246,Marek Dubec,/players/d/dubecma01.html,ml>,ml>,a,L,247
247,Kari Haakana,/players/h/haakaka01.html,185,222,L,D,248
248,Matt Maglione,/players/m/maglima01.html,ml>,ml>,a,D,249
249,Brandon Crawford-West,/players/c/crawfbr01.html,ml>,ml>,a,G,250
250,Ville Hamalainen,/players/h/hamalvi01.html,ml>,ml>,a,L,251
251,J.F. Soucy,/players/s/soucyj.01.html,ml>,ml>,a,C,252
252,Petr Cajanek,/players/c/cajanpe01.html,180,193,L,R,253
253,Peter Polcik,/players/p/polcipe01.html,ml>,ml>,a,R,254
254,Marco Rosa,/players/r/rosama01.html,ml>,ml>,a,C,255
255,Gregg Johnson,/players/j/johnsgr03.html,ml>,ml>,a,C,256
256,Yevgeny Gamalei,/players/g/gamalye01.html,ml>,ml>,a,D,257
257,Dmitri Bykov,/players/b/bykovdm01.html,178,169,L,D,258
258,Dmitri Bezrukov,/players/b/bezrudm01.html,ml>,ml>,a,L,259
259,Bryan Perez,/players/p/perezbr01.html,ml>,ml>,a,C,260
260,Vitali Smolyaninov,/players/s/smolyvi01.html,ml>,ml>,a,L,261
261,Mario Cartelli,/players/c/cartema01.html,ml>,ml>,a,D,262
262,Jan Blanar,/players/b/blanaja01.html,ml>,ml>,a,D,263
263,P.A. Parenteau,/players/p/parenpi01.html,183,198,R,L,264
264,Dale Sullivan,/players/s/sullida02.html,ml>,ml>,a,R,265
265,Viktor Ujcik,/players/u/ujcikvi01.html,ml>,ml>,a,R,266
266,Ivan Majesky,/players/m/majesiv01.html,196,230,R,D,267
267,Jeff Miles,/players/m/milesje01.html,ml>,ml>,a,C,268
268,Juris Stals,/players/s/stalsju01.html,ml>,ml>,a,L,269
269,Grant Jacobsen,/players/j/jacobgr01.html,ml>,ml>,a,C,270
270,Mikko Lehtonen,/players/l/lehtomi01.html,185,194,L,D,271
271,Ales Pisa,/players/p/pisaal01.html,183,195,L,D,272
272,Severin Blindenbacher,/players/b/blindse01.html,ml>,ml>,a,D,273
273,Peter Reynolds,/players/r/reynope01.html,ml>,ml>,a,D,60t
274,Robert Muller,/players/m/mullero01.html,ml>,ml>,a,G,275
275,Mike Knoepfli,/players/k/knoepmi01.html,ml>,ml>,a,L,276
276,Sebastien Laplante,/players/l/laplase01.html,ml>,ml>,a,G,277
277,Shay Stephenson,/players/s/stephsh01.html,193,212,L,L,278
278,Ryan Jorde,/players/j/jordery01.html,ml>,ml>,a,D,279
279,Roman Kuhtinov,/players/k/kuhtiro01.html,ml>,ml>,a,D,280
280,Ilja Solarev,/players/s/solaril01.html,ml>,ml>,a,L,281
281,Marcel Rodman,/players/r/rodmama01.html,ml>,ml>,a,R,282
282,Simon Skoog,/players/s/skoogsi01.html,ml>,ml>,a,D,283
283,Viktor Hubl,/players/h/hublvi01.html,ml>,ml>,a,L,284
284,Marek Tomica,/players/t/tomicma01.html,ml>,ml>,a,L,285
285,Toni Dahlman,/players/d/dahlmto01.html,183,193,R,R,286
286,Juha-Pekka Ketola,/players/k/ketolju01.html,ml>,ml>,a,R,287
287,Francois Senez,/players/s/senezfr01.html,ml>,ml>,a,D,288
288,Henrik Bergfors,/players/b/bergfhe01.html,ml>,ml>,a,D,289

