,name,url,height,weight,shot,pos,draft
0,Owen Nolan,/players/n/nolanow01.html,185,214,R,R,1st
1,Petr Nedved,/players/n/nedvepe01.html,190,196,L,C,2nd
2,Keith Primeau,/players/p/primeke02.html,196,220,L,C,3rd
3,Mike Ricci,/players/r/riccimi01.html,183,200,L,C,4th
4,Jaromir Jagr,/players/j/jagrja01.html,190,230,L,R,5th
5,Scott Scissons,/players/s/scisssc01.html,185,201,L,C,6th
6,Darryl Sydor,/players/s/sydorda01.html,185,211,L,D,7th
7,Derian Hatcher,/players/h/hatchde01.html,196,235,L,D,8th
8,John Slaney,/players/s/slanejo01.html,183,189,L,D,9th
9,Drake Berehowsky,/players/b/berehdr01.html,188,225,R,D,10t
10,Trevor Kidd,/players/k/kiddtr01.html,188,213,a,G,11t
11,Turner Stevenson,/players/s/stevetu01.html,190,220,R,R,12t
12,Brad May,/players/m/maybr01.html,185,213,L,L,14t
13,Mark Greig,/players/g/greigma01.html,180,190,R,R,15t
14,Karl Dykhuis,/players/d/dykhuka01.html,190,209,L,D,16t
15,Shawn Antoski,/players/a/antossh01.html,193,235,L,L,18t
16,Keith Tkachuk,/players/t/tkachke01.html,188,235,L,L,19t
17,Martin Brodeur,/players/b/brodema01.html,188,220,a,G,20t
18,Bryan Smolinski,/players/s/smolibr01.html,185,203,R,C,21s
19,Ryan Hughes,/players/h/hughery01.html,188,196,L,C,22n
20,Jiri Slegr,/players/s/slegrji01.html,185,210,L,D,23r
21,David Harlock,/players/h/harloda01.html,188,215,L,D,24t
22,Chris Simon,/players/s/simonch01.html,190,233,L,L,25t
23,Chris Taylor,/players/t/tayloch01.html,188,192,L,C,27t
24,Brandy Semchuk,/players/s/semchbr01.html,185,185,R,R,28t
25,Felix Potvin,/players/p/potvife01.html,185,190,a,G,31s
26,Vesa Viitakoski,/players/v/viitave01.html,190,215,L,L,32n
27,Craig Johnson,/players/j/johnscr01.html,188,200,L,L,33r
28,Doug Weight,/players/w/weighdo01.html,180,202,L,C,34t
29,Geoff Sanderson,/players/s/sandege01.html,183,190,L,L,36t
30,Ivan Droppa,/players/d/droppiv01.html,188,209,L,D,37t
31,Mikael Renberg,/players/r/renbemi01.html,188,235,L,R,40t
32,Terran Sandwith,/players/s/sandwte01.html,193,210,L,D,42n
33,Brad Zavisha,/players/z/zavisbr01.html,188,205,L,L,43r
34,Kimbi Daniels,/players/d/danieki01.html,178,175,R,C,44t
35,Vyacheslav Kozlov,/players/k/kozlovy01.html,178,190,L,L,45t
36,Chris Therien,/players/t/therich01.html,196,235,L,D,47t
37,Dan Plante,/players/p/plantda01.html,180,202,R,R,48t
38,Mike Dunham,/players/d/dunhami01.html,190,200,a,G,53r
39,Patrice Tardif,/players/t/tardipa01.html,188,202,L,C,54t
40,Brad Bombardir,/players/b/bombabr01.html,185,205,L,D,56t
41,Mike Lenarduzzi,/players/l/lenarmi01.html,185,165,a,G,57t
42,Joe Dziedzic,/players/d/dziedjo01.html,190,227,L,L,61s
43,Cam Stewart,/players/s/stewaca01.html,180,196,L,L,63r
44,Stewart Malgunas,/players/m/malgust01.html,183,200,L,D,66t
45,Chris Tamer,/players/t/tamerch01.html,188,205,L,D,68t
46,Jeff Nielsen,/players/n/nielsje01.html,183,200,L,R,69t
47,Darby Hendrickson,/players/h/hendrda01.html,185,195,L,C,73r
48,Scott Levins,/players/l/levinsc01.html,193,210,R,C,75t
49,Alex Zhamnov,/players/z/zhamnal01.html,185,204,L,C,77t
50,Gilbert Dionne,/players/d/dionngi01.html,183,194,L,L,81s
51,Paul Kruse,/players/k/krusepa01.html,185,215,L,L,83r
52,Sergei Zubov,/players/z/zubovse01.html,185,198,R,D,85t
53,Gino Odjick,/players/o/odjicgi01.html,190,224,L,R,86t
54,Dan Kordic,/players/k/kordida01.html,196,234,L,L,88t
55,Chris Marinucci,/players/m/marinch01.html,183,188,L,C,90t
56,David Goverde,/players/g/goverda01.html,183,210,a,G,91s
57,Enrico Ciccone,/players/c/ciccoen01.html,196,220,L,D,92n
58,Dean Malkoc,/players/m/malkode01.html,190,215,L,D,95t
59,Jason Ruff,/players/r/ruffja01.html,188,192,L,L,96t
60,Richard Smehlik,/players/s/smehlri01.html,193,222,L,D,97t
61,Craig Martin,/players/m/marticr01.html,188,215,R,R,98t
62,Paul DiPietro,/players/d/dipiepa01.html,175,181,R,C,102
63,Mike Bales,/players/b/balesmi01.html,185,200,a,G,105
64,Ian Moran,/players/m/morania01.html,183,205,R,D,107
65,Viacheslav Butsayev,/players/b/butsavi01.html,188,228,L,C,109
66,Erik Andersson,/players/a/anderer01.html,190,210,L,C,112
67,Roman Turek,/players/t/turekro01.html,190,220,a,G,113
68,Alexander Godynyuk,/players/g/godynal01.html,183,207,L,D,115
69,Craig Conroy,/players/c/conrocr01.html,188,193,R,C,123
70,Dwayne Norris,/players/n/norridw01.html,178,175,R,R,127
71,Jason York,/players/y/yorkja01.html,185,208,R,D,129
72,Robert Lang,/players/l/langro01.html,190,217,R,C,133
73,Eric Lacroix,/players/l/lacroer01.html,185,210,L,L,136
74,Chris McAlpine,/players/m/mcalpch01.html,183,210,R,D,137
75,John Lilley,/players/l/lillejo01.html,175,170,R,R,140
76,Jergus Baca,/players/b/bacaje01.html,188,211,L,D,141
77,Viktor Gordiouk,/players/g/gordivi01.html,178,176,R,L,142
78,Pat Neaton,/players/n/neatopa01.html,183,180,L,D,145
79,Andrei Kovalenko,/players/k/kovalan01.html,178,200,L,R,148
80,Doug Barrault,/players/b/barrado01.html,188,205,R,R,155
81,Peter Bondra,/players/b/bondrpe01.html,183,200,L,R,156
82,Alexander Karpovtsev,/players/k/karpoal01.html,190,221,R,D,158
83,John Gruden,/players/g/grudejo01.html,183,203,L,D,168
84,Ladislav Karabin,/players/k/karabla01.html,185,189,L,L,173
85,Ken Klee,/players/k/kleeke01.html,185,210,R,D,177
86,Jaroslav Modry,/players/m/modryja01.html,188,220,L,D,179
87,Parris Duffus,/players/d/duffupa01.html,188,192,a,G,180
88,Corey Schwab,/players/s/schwaco01.html,183,180,a,G,200
89,Mika Alatalo,/players/a/alatami01.html,183,202,L,L,203
