,name,url,height,weight,shot,pos,draft
0,Mats Sundin,/players/s/sundima01.html,196,231,R,C,1st
1,Dave Chyzowski,/players/c/chyzoda01.html,185,190,L,L,2nd
2,Scott Thornton,/players/t/thornsc01.html,190,220,L,L,3rd
3,Stu Barnes,/players/b/barnest01.html,180,182,R,C,4th
4,Bill Guerin,/players/g/gueribi01.html,188,220,R,R,5th
5,Adam Bennett,/players/b/bennead01.html,193,206,R,D,6th
6,Doug Zmolek,/players/z/zmoledo01.html,188,222,L,D,7th
7,Jason Herter,/players/h/herteja01.html,185,190,R,D,8th
8,Jason Marshall,/players/m/marshja02.html,188,200,R,D,9th
9,Bobby Holik,/players/h/holikbo01.html,193,230,R,C,10t
10,Mike Sillinger,/players/s/sillimi01.html,180,198,R,C,11t
11,Rob Pearson,/players/p/pearsro01.html,190,198,R,R,12t
12,Lindsay Vallis,/players/v/vallili01.html,190,207,R,D,13t
13,Kevin Haller,/players/h/halleke01.html,188,199,L,D,14t
14,Jamie Heward,/players/h/hewarja01.html,188,215,R,D,16t
15,Shayne Stevenson,/players/s/stevesh01.html,185,190,R,R,17t
16,Jason Miller,/players/m/milleja03.html,185,190,L,L,18t
17,Olaf Kolzig,/players/k/kolziol01.html,190,224,a,G,19t
18,Steven Rice,/players/r/ricest01.html,183,217,R,R,20t
19,Steve Bancroft,/players/b/bancrst01.html,185,214,L,D,21s
20,Adam Foote,/players/f/footead01.html,188,220,R,D,22n
21,Travis Green,/players/g/greentr01.html,185,204,R,C,23r
22,Kent Manderville,/players/m/mandeke01.html,190,200,L,C,24t
23,Dan Ratushny,/players/r/ratusda01.html,185,205,R,D,25t
24,Jarrod Skalde,/players/s/skaldja01.html,183,185,L,C,26t
25,Mike Craig,/players/c/craigmi01.html,185,185,R,R,28t
26,Patrice Brisebois,/players/b/brisepa01.html,188,197,R,D,30t
27,Bob Boughner,/players/b/boughbo01.html,183,203,R,D,32n
28,Greg Johnson,/players/j/johnsgr02.html,180,200,L,C,33r
29,Patrik Juhlin,/players/j/juhlipa01.html,183,194,L,L,34t
30,Byron Dafoe,/players/d/dafoeby01.html,180,200,a,G,35t
31,Paul Laus,/players/l/lauspa01.html,185,215,R,D,37t
32,Brent Thompson,/players/t/thompbr01.html,188,205,L,D,39t
33,Steve Larouche,/players/l/laroust01.html,183,180,R,C,41s
34,Ted Drury,/players/d/druryte01.html,188,210,L,C,42n
