,name,url,height,weight,shot,pos,draft
39,Remi Elie,/players/e/eliere01.html,185,203,a,L,40t
40,Robert Hagg,/players/h/haggro01.html,188,201,a,D,41s
41,Steven Santini,/players/s/santist01.html,188,205,R,D,42n
42,Nic Petan,/players/p/petanni01.html,175,166,L,C,43r
43,Tristan Jarry,/players/j/jarrytr01.html,ml>,ml>,a,G,44t
44,Nick Sorensen,/players/s/sorenni01.html,ml>,ml>,a,R,45t
45,Gustav Olofsson,/players/o/olofsgu01.html,188,190,L,D,46t
46,Thomas Vannelli,/players/v/vanneth01.html,188,165,a,D,47t
47,Zach Nastasiuk,/players/n/nastaza01.html,ml>,ml>,a,R,48t
48,Gabryel Boudreau,/players/b/boudrga01.html,180,170,a,L,49t
49,Dillon Heatherington,/players/h/heathdi01.html,193,196,a,D,50t
50,Carl Dahlstrom,/players/d/dahlsca01.html,ml>,ml>,a,D,51s
51,Justin Bailey,/players/b/baileju01.html,190,190,R,R,52n
52,Madison Bowey,/players/b/boweyma01.html,185,195,a,D,53r
53,Philippe Desrosiers,/players/d/desroph01.html,ml>,ml>,a,G,54t
54,Artturi Lehkonen,/players/l/lehkoar01.html,ml>,ml>,a,L,55t
55,Marc-Olivier Roy,/players/r/royma03.html,183,175,a,C,56t
56,William Carrier,/players/c/carriwi01.html,ml>,ml>,a,L,57t
57,Tyler Bertuzzi,/players/b/bertuty01.html,ml>,ml>,a,L,58t
58,Eric Comrie,/players/c/comrier01.html,ml>,ml>,a,G,59t
59,Linus Arnesson,/players/a/arnesli01.html,185,188,a,D,60t
60,Zachary Sanford,/players/s/sanfoza01.html,ml>,ml>,a,L,61s
61,Pavel Laplante,/players/l/laplapa01.html,ml>,ml>,a,C,62n
62,Spencer Martin,/players/m/martisp01.html,188,198,a,G,63r
63,Jonathan Diaby,/players/d/diabyjo01.html,ml>,ml>,a,D,64t
64,Adam Tambellini,/players/t/tambead01.html,ml>,ml>,a,C,65t
65,Brett Pesce,/players/p/pescebr01.html,190,200,R,D,66t
66,Keegan Kanzig,/players/k/kanzike01.html,201,240,a,D,67t
67,Niklas Hansson,/players/h/hanssni01.html,ml>,ml>,a,D,68t
68,Nicholas Baptiste,/players/b/baptini01.html,ml>,ml>,a,R,69t
69,Eamon McAdam,/players/m/mcadaea01.html,ml>,ml>,a,G,70t
70,Connor Crisp,/players/c/crispco01.html,ml>,ml>,a,L,71s
71,Tyrell Goulbourne,/players/g/goulbty01.html,178,191,a,L,72n
72,Ryan Kujawinski,/players/k/kujawry01.html,ml>,ml>,a,C,73r
73,John Hayden,/players/h/haydejo01.html,ml>,ml>,a,C,74t
74,Pavel Buchnevich,/players/b/buchnpa01.html,ml>,ml>,a,L,75t
75,Taylor Cammarata,/players/c/cammata01.html,170,156,a,C,76t
76,Jake Guentzel,/players/g/guentja01.html,ml>,ml>,a,C,77t
77,Marcus Hogberg,/players/h/hogbema01.html,ml>,ml>,a,G,78t
78,Mattias Janmark,/players/j/janmama02.html,185,195,L,C,79t
79,Anthony Duclair,/players/d/duclaan01.html,180,185,L,L,80t
80,Kurtis Gabriel,/players/g/gabriku01.html,193,195,R,R,81s
81,Carter Verhaeghe,/players/v/verhaca01.html,ml>,ml>,a,C,82n
82,Bogdan Yakimov,/players/y/yakimbo01.html,196,202,a,C,83r
83,Jimmy Lodge,/players/l/lodgeji01.html,ml>,ml>,a,C,84t
84,Cole Cassels,/players/c/casseco01.html,183,180,a,C,85t
85,Sven Andrighetto,/players/a/andrisv01.html,178,187,L,R,86t
86,Keaton Thompson,/players/t/thompke02.html,ml>,ml>,a,D,87t
87,Anton Slepyshev,/players/s/slepyan01.html,183,174,R,L,88t
88,Oliver Bjorkstrand,/players/b/bjorkol01.html,183,177,R,R,89t
89,Peter Cehlarik,/players/c/cehlape01.html,ml>,ml>,a,L,90t
90,J.C. Lipon,/players/l/liponj.01.html,183,183,R,R,91s
91,Evan Cowley,/players/c/cowleev01.html,ml>,ml>,a,G,92n
92,Mason Geertsen,/players/g/geertma01.html,190,199,a,D,93r
93,Jackson Houck,/players/h/houckja01.html,ml>,ml>,a,R,94t
94,Felix Girard,/players/g/girarfe01.html,178,185,a,C,95t
95,Kyle Platzer,/players/p/platzky01.html,180,185,a,C,96t
96,Michael Downing,/players/d/downimi01.html,ml>,ml>,a,D,97t
97,Matt Buckles,/players/b/bucklma01.html,ml>,ml>,a,C,98t
98,Juuse Saros,/players/s/sarosju01.html,178,179,a,G,99t
99,Miles Wood,/players/w/woodmi01.html,185,185,L,L,100
100,Nick Paul,/players/p/paulni01.html,188,202,L,L,101
101,Tobias Lindberg,/players/l/lindbto01.html,188,201,L,R,102
102,Justin Auger,/players/a/augerju01.html,201,229,a,R,103
103,Andrew Copp,/players/c/coppan01.html,185,206,L,C,104
104,Nick Moutrey,/players/m/moutrni01.html,188,208,a,C,105
105,Stephon Williams,/players/w/willist01.html,ml>,ml>,a,G,106
106,Dylan Labbe,/players/l/labbedy01.html,ml>,ml>,a,D,107
107,Ben Harpur,/players/h/harpube01.html,198,214,L,D,108
108,David Pope,/players/p/popeda01.html,ml>,ml>,a,L,109
109,Ryan Graves,/players/g/gravery01.html,ml>,ml>,a,D,110
110,Robin Norell,/players/n/norelro01.html,ml>,ml>,a,D,111
111,Zach Pochiro,/players/p/pochiza01.html,ml>,ml>,a,L,112
112,Aidan Muir,/players/m/muirai01.html,ml>,ml>,a,W,113
113,Jan Kostalek,/players/k/kostaja02.html,ml>,ml>,a,D,114
114,Jordan Subban,/players/s/subbajo01.html,175,175,a,D,115
115,Martin Reway,/players/r/rewayma01.html,ml>,ml>,a,L,116
116,Fredrik Bergvik,/players/b/bergvfr01.html,ml>,ml>,a,G,117
117,Hudson Fasching,/players/f/faschhu01.html,188,216,R,R,118
118,Ryan Segalla,/players/s/segalry01.html,ml>,ml>,a,D,119
119,Ryan Fitzgerald,/players/f/fitzgry01.html,ml>,ml>,a,C,120
120,Tyler Motte,/players/m/mottety01.html,ml>,ml>,a,C,121
121,Christopher Clapperton,/players/c/clappch01.html,ml>,ml>,a,L,122
122,Will Butcher,/players/b/butchwi01.html,ml>,ml>,a,D,123
123,Kristers Gudlevskis,/players/g/gudlekr01.html,193,203,a,G,124
124,Saku Maenalanen,/players/m/maenasa01.html,ml>,ml>,a,R,125
125,Brent Pedersen,/players/p/pederbr01.html,188,210,a,L,126
126,Tucker Poolman,/players/p/poolmtu01.html,ml>,ml>,a,D,127
127,Evan Campbell,/players/c/campbev01.html,ml>,ml>,a,L,128
128,Calvin Petersen,/players/p/peterca01.html,ml>,ml>,a,G,129
129,Gustav Possler,/players/p/posslgu01.html,ml>,ml>,a,R,130
130,Cole Ully,/players/u/ullyco01.html,155,170,a,L,131
131,Terrance Amorosa,/players/a/amorote01.html,ml>,ml>,a,D,132
132,Connor Clifton,/players/c/cliftco01.html,ml>,ml>,a,D,133
133,Luke Johnson,/players/j/johnslu01.html,ml>,ml>,a,C,134
134,Eric Roy,/players/r/royer03.html,190,187,a,D,135
135,Victor CrusRydberg,/players/c/crusrvi01.html,ml>,ml>,a,C,136
136,Carson Soucy,/players/s/soucyca01.html,ml>,ml>,a,D,137
137,Vince Dunn,/players/d/dunnvi01.html,ml>,ml>,a,C,138
138,Vince Dunn,/players/d/dunnvi01.html,ml>,ml>,a,C,138
139,Mitchell Wheaton,/players/w/wheatmi01.html,ml>,ml>,a,D,139
140,Teemu Kivihalme,/players/k/kivihte01.html,ml>,ml>,a,D,140
141,Michael Brodzinski,/players/b/brodzmi01.html,ml>,ml>,a,D,141
142,Fabrice Herzog,/players/h/herzofa01.html,ml>,ml>,a,R,142
143,Anthony Florentino,/players/f/florean01.html,ml>,ml>,a,D,143
144,Blake Heinrich,/players/h/heinrbl01.html,ml>,ml>,a,D,144
145,Anton Cederholm,/players/c/cederan01.html,188,204,a,D,145
146,Patrik Bartosak,/players/b/bartopa01.html,185,193,a,G,146
147,Grant Besse,/players/b/bessegr01.html,ml>,ml>,a,R,147
148,Jonny Brodzinski,/players/b/brodzjo01.html,ml>,ml>,a,C,148
149,Matej Paulovic,/players/p/pauloma01.html,ml>,ml>,a,L,149
150,Wiley Sherman,/players/s/shermwi01.html,ml>,ml>,a,D,150
151,Gage Ausmus,/players/a/ausmuga01.html,ml>,ml>,a,D,151
152,Joshua Brown,/players/b/brownjo01.html,196,213,a,D,152
153,Ben Storm,/players/s/stormbe01.html,ml>,ml>,a,D,153
154,Henri Ikonen,/players/i/ikonehe01.html,180,184,a,L,154
155,Emil Pettersson,/players/p/petteem01.html,ml>,ml>,a,C,155
156,Tyler Ganly,/players/g/ganlyty01.html,188,201,a,D,156
157,Tim Harrison,/players/h/harriti01.html,ml>,ml>,a,R,157
158,Ben Betker,/players/b/betkebe01.html,ml>,ml>,a,D,158
159,Sean Malone,/players/m/malonse01.html,ml>,ml>,a,C,159
160,Myles Bell,/players/b/bellmy01.html,ml>,ml>,a,R,160
161,Chris Leblanc,/players/l/leblach01.html,ml>,ml>,a,R,161
162,Merrick Madsen,/players/m/madseme01.html,ml>,ml>,a,G,162
163,Brendan Burke,/players/b/burkebr01.html,190,174,a,G,163
164,Dane Birks,/players/b/birksda01.html,ml>,ml>,a,D,164
165,Markus Soberg,/players/s/soberma01.html,183,187,a,R,165
166,Alan Quine,/players/q/quineal01.html,183,200,L,C,85t
167,Avery Peterson,/players/p/peterav01.html,ml>,ml>,a,C,167
168,Quentin Shore,/players/s/shorequ01.html,ml>,ml>,a,C,168
169,Marc McNulty,/players/m/mcnulma01.html,ml>,ml>,a,D,169
170,Mackenzie Skapski,/players/s/skapsma01.html,190,192,a,G,170
171,Tommy Veilleux,/players/v/veillto01.html,ml>,ml>,a,L,171
172,Antoine Bibeau,/players/b/bibeaan01.html,190,207,a,G,172
173,Santeri Saari,/players/s/saarisa01.html,190,206,a,D,173
174,Brian Pinho,/players/p/pinhobr01.html,ml>,ml>,a,C,174
175,Mike Williamson,/players/w/willimi01.html,ml>,ml>,a,D,175
176,Jeremy Gregoire,/players/g/gregoje01.html,ml>,ml>,a,C,176
177,Miro Aaltonen,/players/a/aaltomi01.html,ml>,ml>,a,C,177
178,Zachary Leslie,/players/l/lesliza01.html,183,175,a,D,178
179,Blaine Byron,/players/b/byronbl01.html,ml>,ml>,a,C,179
180,Anton Blidh,/players/b/blidhan01.html,ml>,ml>,a,L,180
181,Anthony Louis,/players/l/louisan01.html,ml>,ml>,a,C,181
182,Aleksi Makela,/players/m/makelal01.html,ml>,ml>,a,D,182
183,Wilhelm Westlund,/players/w/westlwi01.html,183,178,a,D,183
184,Saku Salminen,/players/s/salmisa01.html,ml>,ml>,a,C,184
185,Wade Murphy,/players/m/murphwa01.html,ml>,ml>,a,R,185
186,Joel Vermin,/players/v/vermijo01.html,180,196,L,R,186
187,Rushan Rafikov,/players/r/rafikru01.html,ml>,ml>,a,D,187
188,Gregory Chase,/players/c/chasegr01.html,183,205,a,C,188
189,Eric Locke,/players/l/lockeer01.html,ml>,ml>,a,C,189
190,Brenden Kichton,/players/k/kichtbr01.html,178,185,a,D,127
191,Dominik Kubalik,/players/k/kubaldo01.html,ml>,ml>,a,L,191
192,David Drake,/players/d/drakeda02.html,ml>,ml>,a,D,192
193,Jedd Soleway,/players/s/solewje01.html,ml>,ml>,a,C,193
194,Marcus Karlstrom,/players/k/karlsma02.html,ml>,ml>,a,D,194
195,Peter Quenneville,/players/q/quennpe01.html,ml>,ml>,a,C,195
196,Kyle Burroughs,/players/b/burroky01.html,ml>,ml>,a,D,196
197,Nolan De Jong,/players/d/dejonno01.html,ml>,ml>,a,D,197
198,John Gilmour,/players/g/gilmojo01.html,ml>,ml>,a,D,198
199,Hampus Melen,/players/m/melenha01.html,ml>,ml>,a,R,199
200,Alexandre Belanger,/players/b/belanal02.html,ml>,ml>,a,G,200
201,Jacob Jackson,/players/j/jacksja02.html,ml>,ml>,a,C,201
202,Andreas Johnson,/players/j/johnsan01.html,ml>,ml>,a,L,202
203,Janne Juvonen,/players/j/juvonja01.html,ml>,ml>,a,G,203
204,Tyler Lewington,/players/l/lewinty01.html,185,189,a,D,204
205,Miles Liberati,/players/l/libermi01.html,ml>,ml>,a,D,205
206,MacKenzie Weegar,/players/w/weegama01.html,183,183,a,D,206
207,Emil Galimov,/players/g/galimem01.html,ml>,ml>,a,L,207
208,Anthony Brodeur,/players/b/brodean01.html,ml>,ml>,a,G,208
209,Troy Josephs,/players/j/joseptr01.html,ml>,ml>,a,C,209
210,Mitchell Dempsey,/players/d/dempsmi01.html,ml>,ml>,a,L,210
211,Robin Press,/players/p/pressro01.html,ml>,ml>,a,D,211
