,name,url,height,weight,shot,pos,draft
0,Bryan Berard,/players/b/berarbr01.html,188,220,L,D,1st
1,Wade Redden,/players/r/reddewa01.html,188,205,L,D,2nd
2,Aki Berg,/players/b/bergak01.html,190,213,L,D,3rd
3,Chad Kilger,/players/k/kilgech01.html,193,224,L,L,4th
4,Daymond Langkow,/players/l/langkda01.html,178,181,L,C,5th
5,Steve Kelly,/players/k/kellyst01.html,188,205,L,C,6th
6,Shane Doan,/players/d/doansh01.html,185,223,R,R,7th
7,Terry Ryan,/players/r/ryante01.html,185,202,L,L,8th
8,Kyle McLaren,/players/m/mclarky01.html,193,235,L,D,9th
9,Radek Dvorak,/players/d/dvorara01.html,188,195,R,R,10t
10,Jarome Iginla,/players/i/iginlja01.html,185,210,R,R,11t
11,Jean-Sebastien Giguere,/players/g/gigueje01.html,185,202,a,G,13t
12,Jay McKee,/players/m/mckeeja01.html,193,203,L,D,14t
13,Jeff Ware,/players/w/wareje01.html,193,220,L,D,15t
14,Martin Biron,/players/b/bironma01.html,188,186,a,G,16t
15,Brad Church,/players/c/churcbr01.html,185,210,L,L,17t
16,Petr Sykora,/players/s/sykorpe01.html,183,190,L,R,18t
17,Dmitri Nabokov,/players/n/nabokdm01.html,188,209,R,C,19t
18,Denis Gauthier,/players/g/gauthde01.html,188,220,L,D,20t
19,Sean Brown,/players/b/brownse01.html,190,215,L,D,21s
20,Brian Boucher,/players/b/bouchbr01.html,188,198,a,G,22n
21,Miika Elomo,/players/e/elomomi01.html,183,191,L,L,23r
22,Aleksey Morozov,/players/m/morozal01.html,185,204,L,R,24t
23,Marc Denis,/players/d/denisma01.html,185,193,a,G,25t
24,Maxim Kuznetsov,/players/k/kuznema01.html,196,230,L,D,26t
25,Marc Moro,/players/m/moroma01.html,185,218,L,D,27t
26,Jan Hlavac,/players/h/hlavaja01.html,183,201,L,L,28t
27,Brian Wesenberg,/players/w/wesenbr01.html,190,187,R,R,29t
28,Mike McBain,/players/m/mcbaimi01.html,188,195,L,D,30t
29,Georges Laraque,/players/l/laraqge01.html,190,253,R,R,31s
30,Marc Chouinard,/players/c/chouima01.html,196,218,R,C,32n
31,Don MacLean,/players/m/macledo01.html,188,199,L,C,33r
32,Jason Doig,/players/d/doigja01.html,190,230,R,D,34t
33,Patrick Cote,/players/c/cotepa01.html,190,220,L,L,37t
34,Christian Dube,/players/d/dubech01.html,180,170,R,C,39t
35,Chris McAllister,/players/m/mcallch01.html,203,250,L,D,40t
36,D.J. Smith,/players/s/smithdj01.html,185,205,L,D,41s
37,Dwayne Hay,/players/h/haydw01.html,185,203,L,L,43r
38,Nathan Perrott,/players/p/perrona01.html,183,225,R,R,44t
39,Christian Laflamme,/players/l/laflach01.html,185,206,R,D,45t
40,Paxton Schafer,/players/s/schafpa01.html,175,164,a,G,47t
41,Jochen Hecht,/players/h/hechtjo01.html,185,198,L,L,49t
42,Pavel Rosa,/players/r/rosapa01.html,180,188,R,R,50t
43,Philippe Audet,/players/a/audetph01.html,188,202,L,L,52n
44,Brad Larsen,/players/l/larsebr01.html,183,210,L,L,53r
45,Mike Leclerc,/players/l/leclemi01.html,188,208,L,L,55t
46,Shane Willis,/players/w/willish01.html,185,195,R,R,56t
47,Darryl Laplante,/players/l/laplada01.html,183,198,L,C,58t
48,Vladimir Tsyplakov,/players/t/tsyplvl01.html,185,197,L,L,59t
49,Miloslav Guren,/players/g/gurenmi01.html,188,215,L,D,60t
50,Larry Courville,/players/c/courvla01.html,185,180,L,L,119
51,Petr Buzek,/players/b/buzekpe01.html,185,220,L,D,63r
52,Peter Schaefer,/players/s/schaepe01.html,185,200,L,L,66t
53,Brad Isbister,/players/i/isbisbr01.html,193,225,R,L,67t
54,Sergey Gusev,/players/g/gusevse01.html,185,205,L,D,69t
55,Sergei Vyshedkevich,/players/v/vyshese01.html,183,195,L,D,70t
56,Rocky Thompson,/players/t/thompro01.html,188,205,R,D,72n
57,Jean-Sebastien Aubin,/players/a/aubinje01.html,180,180,a,G,76t
58,John Tripp,/players/t/trippjo01.html,188,215,R,R,77t
59,David Gosselin,/players/g/gosseda01.html,185,205,R,R,78t
60,Alyn McCauley,/players/m/mccaual01.html,180,200,L,C,79t
61,Dave Duerden,/players/d/duerdda01.html,188,200,L,L,80t
62,Tomi Kallio,/players/k/kallito01.html,183,190,L,L,81s
63,Mike Minard,/players/m/minarmi01.html,188,200,a,G,83r
64,Justin Kurtz,/players/k/kurtzju01.html,183,188,L,D,84t
65,Ian MacNeil,/players/m/macneia01.html,188,190,L,C,85t
66,Jonathan Delisle,/players/d/delisjo01.html,178,180,R,R,86t
67,Sami Kapanen,/players/k/kapansa01.html,178,185,L,R,87t
68,Daniel Tjarnqvist,/players/t/tjarnda01.html,185,207,L,D,88t
69,Vesa Toskala,/players/t/toskave01.html,178,195,a,G,90t
70,Marc Savard,/players/s/savarma01.html,178,191,L,C,91s
71,Sebastien Charpentier,/players/c/charpse01.html,175,177,a,G,93r
72,Matt Davidson,/players/d/davidma01.html,190,196,R,R,94t
73,Cameron Mann,/players/m/mannca01.html,183,195,R,R,99t
74,Radovan Somik,/players/s/somikra01.html,188,194,R,R,100
75,Michal Handzus,/players/h/handzmi01.html,196,215,L,C,101
76,Benoit Gratton,/players/g/grattbe01.html,180,194,L,C,105
77,Vladimir Orszagh,/players/o/orszavl01.html,180,195,L,R,106
78,Igor Nikulin,/players/n/nikulig01.html,185,200,L,R,107
79,Alexei Vasiliev,/players/v/vasilal02.html,185,192,L,D,110
80,Miikka Kiprusoff,/players/k/kiprumi01.html,185,185,a,G,116
81,Dale Purinton,/players/p/purinda01.html,190,228,L,D,117
82,Jason Morgan,/players/m/morgaja01.html,185,200,L,C,118
83,Chris Mason,/players/m/masonch02.html,183,198,a,G,122
84,Jan Hrdina,/players/h/hrdinja01.html,183,205,R,C,128
85,Brent Johnson,/players/j/johnsbr02.html,190,199,a,G,129
86,Dmitri Tertyshny,/players/t/tertydm01.html,185,176,L,D,132
87,Peter LeBoutillier,/players/l/leboupe01.html,185,190,R,R,144
88,Brent Sopel,/players/s/sopelbr01.html,188,205,R,D,144
89,Yannick Tremblay,/players/t/trembya01.html,188,200,R,D,145
90,Clarke Wilm,/players/w/wilmcl01.html,183,202,L,C,150
91,Yevgeny Shaldybin,/players/s/shaldye01.html,188,198,L,D,151
92,Martin Spanhel,/players/s/spanhma01.html,188,206,L,L,152
93,Denis Hamel,/players/h/hamelde01.html,185,201,L,L,153
94,Stephane Robidas,/players/r/robidst01.html,180,190,R,D,164
95,Byron Ritchie,/players/r/ritchby01.html,178,190,L,C,165
96,Peter Worrell,/players/w/worrepe01.html,198,235,L,L,166
97,P.J. Axelsson,/players/a/axelspj01.html,185,188,L,L,177
98,Jean-Luc Grand-Pierre,/players/g/grandje01.html,190,225,R,D,179
99,Dan Smith,/players/s/smithda02.html,188,200,L,D,181
100,Ray Schultz,/players/s/schulra01.html,188,215,L,D,184
101,Jaroslav Obsut,/players/o/obsutja01.html,185,200,L,D,188
102,Filip Kuba,/players/k/kubafi01.html,193,225,L,D,192
103,Ryan Kraft,/players/k/kraftry01.html,175,181,L,C,194
104,Casey Hankinson,/players/h/hankica01.html,185,187,L,L,201
105,Derek Bekar,/players/b/bekarde01.html,190,197,L,L,205
106,Libor Zabransky,/players/z/zabrali01.html,190,196,L,D,209
107,Zac Bierk,/players/b/bierkza01.html,196,205,a,G,212
108,Eric Houde,/players/h/houdeer01.html,180,191,L,C,216
109,Mike Rucinski,/players/r/rucinmi02.html,180,179,L,D,217
110,Danny Markov,/players/m/markoda01.html,185,190,L,D,223
111,Rob Skrlac,/players/s/skrlaro01.html,196,245,L,L,224

