,name,url,height,weight,shot,pos,draft
0,Patrick Kane,/players/k/kanepa01.html,180,177,L,R,1
1,James van Riemsdyk,/players/v/vanrija01.html,190,217,L,L,2
2,Kyle Turris,/players/t/turriky01.html,185,190,R,C,3
3,Thomas Hickey,/players/h/hicketh01.html,183,189,L,D,4
4,Karl Alzner,/players/a/alzneka01.html,188,214,L,D,5
5,Sam Gagner,/players/g/gagnesa01.html,180,202,R,C,6
6,Jakub Voracek,/players/v/voracja01.html,188,214,L,R,7
7,Zach Hamill,/players/h/hamilza01.html,180,180,R,C,8
8,Logan Couture,/players/c/coutulo01.html,185,200,L,C,9
9,Keaton Ellerby,/players/e/ellerke01.html,196,221,a,D,10
10,Brandon Sutter,/players/s/suttebr03.html,190,190,R,C,11
11,Ryan McDonagh,/players/m/mcdonry01.html,185,216,L,D,12
12,Lars Eller,/players/e/ellerla01.html,188,207,L,C,13
13,Kevin Shattenkirk,/players/s/shattke01.html,183,202,R,D,14
14,Alex Plante,/players/p/plantal01.html,193,230,R,D,15
15,Colton Gillies,/players/g/gillico01.html,193,208,L,L,16
16,Alexei Cherepanov,/players/c/chereal01.html,ml>,ml>,a,R,17
17,Ian Cole,/players/c/coleia01.html,185,219,L,D,18
18,Logan MacMillan,/players/m/macmilo01.html,ml>,ml>,a,C,19
19,Angelo Esposito,/players/e/esposan01.html,ml>,ml>,a,C,20
20,Riley Nash,/players/n/nashri02.html,185,200,R,C,21
21,Max Pacioretty,/players/p/pacioma01.html,188,213,L,L,22
22,Jonathon Blum,/players/b/blumjo02.html,185,186,R,D,23
23,Mikael Backlund,/players/b/backlmi01.html,185,199,L,C,24
24,Patrick White,/players/w/whitepa01.html,ml>,ml>,a,C,25
25,David Perron,/players/p/perroda01.html,183,200,R,L,26
26,Brendan Smith,/players/s/smithbr05.html,188,211,L,D,27
27,Nicholas Petrecki,/players/p/petreni01.html,190,225,a,D,28
28,Jim O'Brien,/players/o/obrieji01.html,188,202,R,C,29
29,Nick Ross,/players/r/rossni01.html,ml>,ml>,a,D,30
30,T.J. Brennan,/players/b/brenntj01.html,185,213,L,D,31
31,Brett Maclean,/players/m/maclebr02.html,188,201,R,L,32
32,Taylor Ellington,/players/e/ellinta01.html,ml>,ml>,a,D,33
33,Josh Godfrey,/players/g/godfrjo01.html,ml>,ml>,a,D,34
34,Tommy Cross,/players/c/crossto01.html,190,206,L,D,35
35,Joel Gistedt,/players/g/gistejo01.html,ml>,ml>,a,G,36
36,Stefan Legein,/players/l/legeist01.html,ml>,ml>,a,R,37
37,Bill Sweatt,/players/s/sweatbi01.html,183,190,L,L,38
