,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2010-11,ANA,33,95,99,49.0,-2.1,76,83,47.8,-2.2,1.9,93.3,95.3,56.5,43.5
2,2011-12,EDM,34,74,66,52.9,-3.6,52,58,47.3,-14.,2.9,84.8,87.7,52.4,47.6
