,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,TOT,29,811,935,46.4,1.7,613,725,45.8,0.6,9.2,90.3,99.5,47.1,52.9
2,2007-08,ATL,29,656,795,45.2,1.4,494,615,44.5,0.4,8.9,90.4,99.3,49.0,51.0
3,2007-08,PIT,29,155,140,52.5,2.5,119,110,52.0,1.5,10.7,90.0,100.,35.3,64.7
4,2008-09,DET,30,1122,744,60.1,3.4,871,608,58.9,3.4,9.8,91.8,101.,52.6,47.4
5,2009-10,CHI,31,915,593,60.7,3.2,714,433,62.2,2.6,9.2,91.7,100.,62.4,37.6
6,2010-11,CHI,32,960,865,52.6,-1.5,732,642,53.3,-0.8,7.8,92.5,100.,53.3,46.7
7,2011-12,CHI,33,1181,1022,53.6,0.0,885,756,53.9,0.9,10.0,91.5,101.,59.4,40.6
8,2012-13,CHI,34,549,397,58.0,2.5,425,298,58.8,1.5,9.5,95.2,104.,55.9,44.1
9,2013-14,CHI,35,1147,819,58.3,2.9,830,615,57.4,1.3,9.5,92.1,101.,62.5,37.5
10,2014-15,CHI,36,1277,1010,55.8,2.6,920,772,54.4,1.9,8.9,92.9,101.,56.0,44.0
11,2015-16,CHI,37,874,781,52.8,1.7,627,585,51.7,1.1,6.6,94.0,100.,54.9,45.1
12,2016-17,CHI,38,305,252,54.8,5.7,217,194,52.8,5.5,9.6,94.5,104.,64.9,35.1
