,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,VAN,22,63,120,34.4,-10.,53,91,36.8,-9.6,5.4,94.0,99.4,38.6,61.4
2,2008-09,TOT,23,216,280,43.5,-10.,176,200,46.8,-8.0,3.9,90.8,94.7,57.0,43.0
3,2008-09,VAN,23,48,89,35.0,-18.,35,60,36.8,-17.,0.0,88.9,88.9,56.9,43.1
4,2008-09,ANA,23,168,191,46.8,-9.0,141,140,50.2,-4.8,5.0,91.7,96.6,57.1,42.9
5,2009-10,ANA,24,413,556,42.6,-6.2,330,445,42.6,-6.2,6.7,94.8,101.,60.3,39.7
6,2010-11,TOR,25,299,438,40.6,-9.5,222,307,42.0,-7.1,9.5,93.5,103.,43.0,57.0
7,2011-12,TOR,26,352,396,47.1,-3.2,260,280,48.1,-1.4,3.9,91.7,95.6,41.0,59.0
8,2012-13,TOT,27,176,271,39.4,-8.7,127,197,39.2,-8.4,4.9,92.0,96.8,53.0,47.0
9,2012-13,TOR,27,32,47,40.5,-8.0,21,37,36.2,-12.,16.7,95.8,112.,61.9,38.1
10,2012-13,EDM,27,144,224,39.1,-8.8,106,160,39.8,-7.3,2.9,91.2,94.0,51.4,48.6
11,2013-14,TOT,28,294,339,46.4,-7.6,220,234,48.5,-6.6,6.7,88.3,95.0,52.9,47.1
12,2013-14,EDM,28,20,42,32.3,-21.,13,30,30.2,-22.,12.5,100.,112.,58.3,41.7
13,2013-14,SJS,28,274,297,48.0,-6.1,207,204,50.4,-5.0,6.3,86.4,92.8,52.2,47.8
14,2014-15,SJS,29,73,89,45.1,-5.8,50,53,48.5,-4.1,3.3,97.1,100.,45.5,54.5
15,2015-16,TOT,30,346,441,44.0,-6.2,258,304,45.9,-5.3,5.1,93.1,98.2,46.1,53.9
16,2015-16,SJS,30,246,320,43.5,-8.0,194,222,46.6,-6.3,4.5,93.8,98.2,50.4,49.6
17,2015-16,MTL,30,100,121,45.2,-1.2,64,82,43.8,-2.4,6.8,91.7,98.5,39.8,60.2
