,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,COL,21,883,853,50.9,1.8,681,625,52.1,1.8,10.4,91.1,101.,53.9,46.1
2,2008-09,COL,22,909,1069,46.0,-2.7,684,783,46.6,-3.5,8.0,90.8,98.8,47.7,52.3
3,2009-10,TOT,23,1111,1115,49.9,4.4,859,833,50.8,3.2,11.0,93.1,104.,48.4,51.6
4,2009-10,COL,23,829,901,47.9,3.0,630,673,48.3,0.9,10.7,93.8,104.,44.2,55.8
5,2009-10,PHX,23,282,214,56.9,9.1,229,160,58.9,10.6,11.8,90.0,101.,65.3,34.7
6,2010-11,TOT,24,870,758,53.4,2.0,648,577,52.9,1.0,8.4,92.8,101.,58.2,41.8
7,2010-11,PHX,24,422,419,50.2,-2.5,317,328,49.1,-2.4,8.5,89.8,98.4,52.4,47.6
8,2010-11,NYR,24,448,339,56.9,6.5,331,249,57.1,4.8,8.3,96.7,104.,65.3,34.7
9,2011-12,TOT,25,340,345,49.6,0.7,252,257,49.5,0.1,7.0,89.9,96.9,59.2,40.8
10,2011-12,NYR,25,75,88,46.0,-1.0,58,66,46.8,0.1,6.8,89.8,96.6,55.8,44.2
11,2011-12,FLA,25,265,257,50.8,1.1,194,191,50.4,-0.2,7.0,90.0,97.0,60.3,39.7
12,2012-13,WSH,26,313,270,53.7,4.3,242,188,56.3,8.1,7.5,90.7,98.2,44.0,56.0
