,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,BOS,22,90,110,45.0,-4.7,66,91,42.0,-6.5,10.0,93.2,103.,43.4,56.6
2,2008-09,BOS,23,650,698,48.2,-1.9,499,551,47.5,-2.8,11.4,93.7,105.,52.3,47.7
3,2009-10,BOS,24,1084,1043,51.0,-4.4,816,828,49.6,-6.4,5.9,92.4,98.3,52.4,47.6
4,2010-11,TOT,25,943,1098,46.2,-4.9,703,843,45.5,-5.5,6.9,92.2,99.2,48.6,51.4
5,2010-11,BOS,25,265,316,45.6,-6.1,204,240,45.9,-6.4,7.6,95.3,102.,52.1,47.9
6,2010-11,COL,25,678,782,46.4,-4.3,499,603,45.3,-5.0,6.6,91.1,97.7,47.4,52.6
7,2011-12,COL,26,512,461,52.6,0.3,373,346,51.9,1.3,5.2,93.1,98.3,54.3,45.7
8,2012-13,COL,27,683,729,48.4,-0.2,500,526,48.7,-0.3,8.3,92.4,100.,48.0,52.0
9,2013-14,COL,28,19,15,55.9,-0.3,17,11,60.7,6.4,7.7,85.7,93.4,62.5,37.5
10,2014-15,NYR,29,798,709,53.0,4.1,617,561,52.4,3.8,9.4,93.4,102.,59.4,40.6
11,2015-16,TOR,30,1044,1175,47.0,-6.9,783,911,46.2,-6.4,6.7,91.8,98.5,42.5,57.5
12,2016-17,TOR,31,181,229,44.1,-8.2,141,160,46.8,-5.0,10.7,93.0,103.,43.0,57.0
