,season,TOT,age,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct,shots_attempted,time_on_ice_avg,hits,blocks,takeaways,giveaways
1,2003-04,TOR,21,7,2,0,0,0,0,0,0,0,0,0.0,,0.0,,15:36,,,,
2,2005-06,NYR,23,29,22,-2,0,1,0,0,2,0,0,6.3,,6.3,,16:17,,,,
3,2007-08,ANA,25,4,0,-2,0,0,0,0,0,0,0,0.0,4,0.0,4,7:31,3,1,1,2
