,name,goals_ev,goals_pp,goals_sh,assists_ev,assists_pp,assists_sh
0,macenma01,0.0457657975039,0.000549590168125,0.023315649781,0.0785592465851,0.00229202811392,0.00181801600898
1,staffdr01,0.135947030843,0.0577704338811,0.00578867859046,0.2516726566,0.103519552661,0.00721818248594
2,rangepa01,0.0968171630491,0.00460304740706,0.00794477660257,0.0936335475191,0.0115786687145,0.00201869439212
3,collije01,0.0322154411136,0.00971569128625,0.0,0.124375401199,0.00369856318084,0.00218226118437
4,fransco01,0.116339724065,0.0310639463716,0.00632089782031,0.202552645905,0.0750051661325,0.00632993453568
5,scevico01,0.0951021122638,0.0269499345848,0.00315978669131,0.180039812121,0.0539342727774,0.00369337673318
6,fabbrro01,0.0745409384796,0.0279245549578,0.000164873656518,0.140416543318,0.0355828120634,0.000153759866845
7,brodzky01,0.0834496017625,0.0149496293656,0.00401226514305,0.17156612839,0.0529799979808,0.00509035602315
8,richami02,0.0701092441271,0.0285028287853,0.00133703182315,0.200724187415,0.0871596165544,0.00324114035109
9,jurcoto01,0.0372636889897,0.0049339978536,0.00594946385907,0.0874696694227,0.00873961276738,0.00333242940945
10,molleos01,0.0533198522123,0.010947081591,0.0,0.115222619228,0.0169265629906,0.00167380917996
11,calvema01,0.0350637721029,0.0235964287836,0.00119660629534,0.200226507618,0.0617841946458,0.00118228170878
12,oleksja01,0.0387964488984,0.00287135378104,0.0,0.103148559002,0.0131775181899,0.0
13,kanebo01,0.040456103834,0.00585179970649,0.000739135397998,0.115887836687,0.00766282006615,0.00309307820556
14,yakimbo01,0.0387255701063,0.0146623943057,0.000780829823571,0.13104201961,0.0383961311582,0.00185334413806
15,beechkr01,0.120934742955,0.0330334089088,0.00135885486062,0.161044752567,0.0403665407091,0.00207292108105
16,emingst01,0.0224838032168,0.0,0.000299544963108,0.0818713849749,0.00738018892506,0.00297457462464
17,catenda01,0.0328161702391,0.00106918887106,0.000976416606951,0.121770448503,0.00263581385945,0.00216743291491
18,radivbr01,0.0750314055221,0.0075590777088,0.00598621990484,0.150726679116,0.0123246202132,0.00614221252752
