,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,L,19.1,1,COL,MIN,2014-10-09,Away,0,0,-2,0,0,0,0,0,0,0,21,16.03,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
1,L,19.11,2,COL,MIN,2014-10-11,Home,0,0,-1,0,0,0,0,0,0,0,18,16.57,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
2,W,19.12,3,COL,BOS,2014-10-13,Away,0,1,1,0,0,0,0,0,1,0,20,18.17,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
3,L,19.12,4,COL,TOR,2014-10-14,Away,0,0,-1,0,0,0,0,0,0,0,18,13.33,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
4,L,19.12,5,COL,OTT,2014-10-16,Away,0,2,0,0,0,0,0,1,1,0,19,15.77,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
5,L,19.13,6,COL,MTL,2014-10-18,Away,0,0,-1,0,0,0,0,0,0,0,20,16.47,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
6,L,19.14,7,COL,FLA,2014-10-21,Home,0,0,-1,0,0,0,0,0,0,0,21,17.15,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
7,W,19.15,8,COL,VAN,2014-10-24,Home,0,1,-1,0,0,0,0,1,0,0,19,15.63,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
8,L,19.15,9,COL,WPG,2014-10-26,Away,0,0,0,0,0,0,0,0,0,0,22,14.82,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
9,L,19.16,10,COL,SJS,2014-10-28,Home,0,0,0,0,0,0,0,0,0,0,25,17.78,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
10,W,19.16,11,COL,NYI,2014-10-30,Home,2,0,1,0,1,1,0,0,0,0,17,14.85,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
11,L,19.17,12,COL,STL,2014-11-01,Away,1,1,0,0,0,1,0,1,0,0,22,17.1,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
12,L,19.17,13,COL,ANA,2014-11-02,Home,1,0,0,2,1,0,0,0,0,0,23,18.48,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
13,L,19.18,14,COL,VAN,2014-11-04,Home,0,0,-1,2,0,0,0,0,0,0,22,18.63,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
14,W,19.18,15,COL,TOR,2014-11-06,Home,0,1,0,2,0,0,0,0,1,0,23,18.73,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
15,L,19.19,16,COL,PHI,2014-11-08,Away,0,0,-1,5,0,0,0,0,0,0,19,17.33,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
16,L,19.19,17,COL,NYI,2014-11-11,Away,0,0,0,0,0,0,0,0,0,0,16,15.73,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
17,W,19.2,18,COL,NYR,2014-11-13,Away,1,0,-1,0,0,1,0,0,0,0,21,17.07,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
18,W,19.21,19,COL,NJD,2014-11-15,Away,0,0,-1,0,0,0,0,0,0,0,18,15.47,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
19,L,19.22,20,COL,WSH,2014-11-20,Home,0,2,1,0,0,0,0,0,2,0,20,14.33,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
20,W,19.22,21,COL,CAR,2014-11-22,Home,0,3,2,0,0,0,0,0,3,0,25,18.32,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
21,W,19.23,22,COL,ARI,2014-11-25,Away,0,1,2,2,0,0,0,0,1,0,28,19.77,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
22,L,19.24,23,COL,CHI,2014-11-26,Home,0,0,0,2,0,0,0,0,0,0,26,17.7,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
23,W,19.24,24,COL,DAL,2014-11-29,Home,0,1,0,0,0,0,0,1,0,0,25,16.32,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
24,L,19.25,25,COL,MTL,2014-12-01,Home,0,0,-1,0,0,0,0,0,0,0,23,17.38,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
25,L,19.26,26,COL,CGY,2014-12-04,Away,0,0,-2,0,0,0,0,0,0,0,26,19.37,,,,,2015.0,Nathan MacKinnon,m/mackina01,183,195,R,C,1.0,2013.0
