,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,W,19.27,1,BOS,STL,1998-10-10,Home,0,0,-1,0,0,0,0,,,,14,10.87,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
1,W,19.28,2,BOS,NYI,1998-10-12,Home,0,0,1,0,0,0,0,,,,16,12.47,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
2,L,19.28,3,BOS,COL,1998-10-14,Away,1,0,0,0,0,1,0,,,,17,10.58,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
3,W,19.29,4,BOS,LAK,1998-10-16,Away,0,0,0,0,0,0,0,,,,18,15.57,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
4,L,19.3,5,BOS,SJS,1998-10-18,Away,0,0,0,0,0,0,0,,,,17,11.83,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
5,L,19.3,6,BOS,PHX,1998-10-19,Away,0,0,0,0,0,0,0,,,,13,14.57,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
6,L,19.3,7,BOS,MDA,1998-10-21,Away,0,0,0,0,0,0,0,,,,15,12.93,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
7,W,19.31,8,BOS,NJD,1998-10-24,Away,0,0,0,0,0,0,0,,,,18,14.05,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
8,L,19.32,9,BOS,MTL,1998-10-28,Away,0,2,2,2,0,0,0,,,,18,14.75,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
9,L,19.33,10,BOS,MTL,1998-10-29,Home,0,0,0,2,0,0,0,,,,18,15.72,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
10,W,19.33,11,BOS,CAR,1998-10-31,Home,0,0,-1,0,0,0,0,,,,9,8.77,,,,,1999.0,Joe Thornton,t/thornjo01,193.0,220.0,L,C,1.0,1997.0
