,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,L,19.58,1,NYI,LAK,1996-10-04,Away,0,0,0,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
1,W,19.59,2,NYI,SJS,1996-10-05,Away,0,1,1,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
2,L,19.6,3,NYI,OTT,1996-10-09,Away,0,0,0,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
3,L,19.61,4,NYI,PHI,1996-10-12,Home,0,2,2,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
4,L,19.62,5,NYI,HAR,1996-10-17,Home,0,0,-1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
5,L,19.62,6,NYI,DET,1996-10-19,Away,0,0,-1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
6,W,19.63,7,NYI,TBL,1996-10-22,Home,0,0,1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
7,W,19.64,8,NYI,SJS,1996-10-26,Home,0,2,1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
8,L,19.65,9,NYI,HAR,1996-10-30,Away,0,0,0,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
9,L,19.66,10,NYI,TOR,1996-10-31,Home,0,0,-3,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
10,W,19.66,11,NYI,WSH,1996-11-02,Home,0,0,2,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
11,L,19.67,12,NYI,PHI,1996-11-04,Away,0,0,1,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
12,L,19.67,13,NYI,NYR,1996-11-06,Home,0,1,1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
13,W,19.68,14,NYI,NJD,1996-11-09,Away,0,0,-2,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
14,W,19.69,15,NYI,COL,1996-11-11,Home,0,0,1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
15,L,19.69,16,NYI,VAN,1996-11-13,Home,0,0,0,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
16,W,19.7,17,NYI,FLA,1996-11-15,Away,0,1,1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
17,L,19.7,18,NYI,OTT,1996-11-16,Home,0,1,-1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
18,W,19.71,19,NYI,MDA,1996-11-20,Away,0,0,-1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
19,W,19.72,20,NYI,COL,1996-11-22,Away,0,0,1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
20,W,19.72,21,NYI,PHX,1996-11-23,Away,1,2,0,0,0,1,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
21,L,19.73,22,NYI,PHI,1996-11-27,Home,0,1,3,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
22,W,19.74,23,NYI,WSH,1996-11-29,Away,0,0,1,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
23,L,19.74,24,NYI,BUF,1996-11-30,Home,1,1,0,0,0,1,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
24,L,19.75,25,NYI,CGY,1996-12-03,Home,0,2,3,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
25,L,19.75,26,NYI,FLA,1996-12-05,Away,0,0,1,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
26,W,19.76,27,NYI,WSH,1996-12-07,Home,0,0,0,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
27,L,19.77,28,NYI,PHX,1996-12-10,Home,1,2,4,0,1,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
28,L,19.77,29,NYI,NYR,1996-12-11,Away,1,1,0,2,0,1,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
29,L,19.78,30,NYI,TBL,1996-12-14,Away,0,0,-3,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
30,L,19.79,31,NYI,LAK,1996-12-17,Home,0,2,0,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
31,L,19.79,32,NYI,PHI,1996-12-19,Away,0,0,-3,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
32,L,19.8,33,NYI,DAL,1996-12-21,Home,0,0,-1,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
33,W,19.8,34,NYI,FLA,1996-12-23,Home,0,0,-1,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
34,L,19.81,35,NYI,NJD,1996-12-26,Home,0,0,0,17,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
35,L,19.82,36,NYI,DET,1996-12-28,Home,0,0,0,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
36,W,19.82,37,NYI,TOR,1996-12-30,Away,0,0,0,0,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
37,W,19.83,38,NYI,NYR,1997-01-02,Away,0,0,-1,2,0,0,0,,,,,,,,,,1997.0,Bryan Berard,b/berarbr01,188.0,220.0,L,D,1.0,1995.0
