,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,W,19.75,1,EDM,CGY,2016-10-12,Home,2,1,2,0,2,0,0,0,1,0,32,23.45,0,0,9,10,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
1,W,19.75,2,EDM,CGY,2016-10-14,Away,1,2,2,2,1,0,0,2,0,0,29,22.15,0,0,4,9,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
2,L,19.76,3,EDM,BUF,2016-10-16,Home,0,0,-1,0,0,0,0,0,0,0,24,18.72,1,0,4,7,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
3,W,19.76,4,EDM,CAR,2016-10-18,Home,0,0,0,2,0,0,0,0,0,0,25,20.15,0,0,5,5,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
4,W,19.77,5,EDM,STL,2016-10-20,Home,1,1,2,0,1,0,0,0,1,0,25,22.37,0,1,8,7,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
5,W,19.78,6,EDM,WPG,2016-10-23,Away,0,1,1,2,0,0,0,0,1,0,23,19.88,0,0,9,4,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
6,W,19.79,7,EDM,WSH,2016-10-26,Home,0,2,1,0,0,0,0,1,1,0,27,21.33,0,1,3,6,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
7,W,19.79,8,EDM,VAN,2016-10-28,Away,1,0,2,0,1,0,0,0,0,0,27,21.68,0,1,3,7,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
8,L,19.8,9,EDM,OTT,2016-10-30,Home,0,0,-1,0,0,0,0,0,0,0,23,22.33,0,0,5,5,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
9,L,19.8,10,EDM,TOR,2016-11-01,Away,0,0,-2,0,0,0,0,0,0,0,32,22.77,0,1,7,8,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
10,L,19.81,11,EDM,NYR,2016-11-03,Away,0,1,-3,0,0,0,0,1,0,0,23,19.62,1,0,8,7,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
11,W,19.81,12,EDM,NYI,2016-11-05,Away,0,0,-1,0,0,0,0,0,0,0,26,23.43,0,1,9,8,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
12,W,19.82,13,EDM,DET,2016-11-06,Away,0,1,0,0,0,0,0,1,0,0,22,18.6,0,1,4,9,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
13,L,19.82,14,EDM,PIT,2016-11-08,Away,0,3,3,0,0,0,0,0,3,0,23,18.88,0,0,6,9,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
14,L,19.83,15,EDM,DAL,2016-11-11,Home,0,1,-1,0,0,0,0,0,1,0,24,22.43,0,0,12,8,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
15,L,19.84,16,EDM,NYR,2016-11-13,Home,0,1,1,0,0,0,0,0,1,0,25,22.82,1,2,10,10,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
16,L,19.84,17,EDM,ANA,2016-11-15,Away,0,0,-1,0,0,0,0,0,0,0,21,22.48,0,0,5,7,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
17,L,19.85,18,EDM,LAK,2016-11-17,Away,0,0,-3,0,0,0,0,0,0,0,26,21.57,0,0,3,11,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
18,W,19.85,19,EDM,DAL,2016-11-19,Away,3,0,3,2,3,0,0,0,0,0,28,18.65,0,0,5,8,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
19,W,19.86,20,EDM,CHI,2016-11-21,Home,0,2,1,0,0,0,0,1,1,0,22,18.7,0,0,2,5,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
20,W,19.86,21,EDM,COL,2016-11-23,Away,1,2,1,0,1,0,0,1,1,0,27,19.52,1,0,5,11,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
21,L,19.87,22,EDM,ARI,2016-11-25,Away,1,0,0,0,1,0,0,0,0,0,26,22.72,0,0,2,10,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
22,L,19.87,23,EDM,ARI,2016-11-27,Home,0,1,1,0,0,0,0,0,1,0,24,22.38,1,0,5,8,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
23,L,19.88,24,EDM,TOR,2016-11-29,Home,1,1,2,2,1,0,0,0,1,0,25,19.43,1,0,4,3,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
24,W,19.88,25,EDM,WPG,2016-12-01,Away,0,3,0,0,0,0,0,2,1,0,21,19.5,0,0,1,5,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
25,W,19.89,26,EDM,ANA,2016-12-03,Home,0,0,0,0,0,0,0,0,0,0,23,21.67,1,0,3,4,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
26,L,19.89,27,EDM,MIN,2016-12-04,Home,0,0,-1,0,0,0,0,0,0,0,22,20.63,1,0,3,1,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
27,L,19.9,28,EDM,BUF,2016-12-06,Away,0,2,0,2,0,0,0,1,1,0,25,19.9,0,0,3,2,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
28,L,19.9,29,EDM,PHI,2016-12-08,Away,1,1,0,0,0,1,0,0,0,1,24,20.32,0,0,2,9,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
29,L,19.91,30,EDM,MIN,2016-12-09,Away,0,0,-1,2,0,0,0,0,0,0,26,21.92,0,0,3,8,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
30,W,19.91,31,EDM,WPG,2016-12-11,Home,0,1,-1,0,0,0,0,1,0,0,25,20.47,0,0,7,6,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
31,L,19.92,32,EDM,CBJ,2016-12-13,Home,0,0,0,0,0,0,0,0,0,0,24,19.7,0,0,8,1,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
32,W,19.93,33,EDM,TBL,2016-12-17,Home,0,0,0,0,0,0,0,0,0,0,29,24.92,1,0,11,6,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
33,W,19.93,34,EDM,STL,2016-12-19,Away,0,1,1,2,0,0,0,0,1,0,24,20.12,3,1,5,3,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
34,W,19.94,35,EDM,ARI,2016-12-21,Away,0,0,0,0,0,0,0,0,0,0,21,19.3,1,1,1,7,2017,Connor McDavid,m/mcdavco01,185,190,L,C,1,2015
