,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
10,W,19.68,11,STL,CGY,2007-11-25,Home,0,0,0,0,0,0,0,,,,19,15.13,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
11,W,19.69,12,STL,BUF,2007-11-28,Away,0,0,1,0,0,0,0,,,,16,14.27,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
12,L,19.7,13,STL,MIN,2007-11-30,Away,0,1,1,2,0,0,0,,,,19,14.35,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
13,W,19.72,14,STL,EDM,2007-12-07,Away,0,1,1,2,0,0,0,,,,18,13.88,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
14,L,19.72,15,STL,COL,2007-12-09,Away,0,0,0,2,0,0,0,,,,27,19.77,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
15,L,19.73,16,STL,EDM,2007-12-11,Home,0,3,3,0,0,0,0,,,,19,17.37,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
16,L,19.73,17,STL,FLA,2007-12-13,Home,0,0,0,0,0,0,0,,,,23,17.97,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
17,L,19.74,18,STL,CGY,2007-12-16,Home,0,0,-2,0,0,0,0,,,,24,18.83,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
18,W,19.75,19,STL,DET,2007-12-20,Home,0,0,0,0,0,0,0,,,,17,17.77,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
19,W,19.76,20,STL,BOS,2007-12-22,Away,0,0,1,2,0,0,0,,,,18,13.03,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
20,L,19.76,21,STL,ATL,2007-12-23,Home,0,1,0,0,0,0,0,,,,19,17.68,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
21,L,19.77,22,STL,DET,2007-12-26,Home,0,0,-1,0,0,0,0,,,,28,22.15,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
22,L,19.77,23,STL,SJS,2007-12-28,Home,0,0,0,2,0,0,0,,,,22,18.83,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
23,L,19.78,24,STL,DAL,2007-12-29,Away,0,0,1,0,0,0,0,,,,21,18.87,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
24,W,19.78,25,STL,DET,2007-12-31,Away,1,0,1,0,1,0,0,,,,24,19.72,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
25,L,19.79,26,STL,EDM,2008-01-02,Home,0,0,-1,0,0,0,0,,,,24,22.02,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
26,W,19.79,27,STL,CAR,2008-01-05,Home,0,0,1,0,0,0,0,,,,14,13.48,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
27,W,19.8,28,STL,CBJ,2008-01-08,Home,0,3,2,0,0,0,0,,,,19,13.92,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
28,W,19.81,29,STL,DAL,2008-01-10,Home,0,0,2,0,0,0,0,,,,21,17.45,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
29,L,19.81,30,STL,CBJ,2008-01-11,Away,0,0,0,0,0,0,0,,,,25,21.02,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
30,L,19.82,31,STL,VAN,2008-01-13,Home,0,0,0,0,0,0,0,,,,21,16.05,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
31,L,19.82,32,STL,CHI,2008-01-16,Away,0,0,0,0,0,0,0,,,,27,18.4,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
32,L,19.83,33,STL,NSH,2008-01-19,Home,0,0,-2,0,0,0,0,,,,22,18.15,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
33,L,19.84,34,STL,NSH,2008-01-21,Away,0,0,-3,0,0,0,0,,,,18,16.18,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
34,L,19.85,35,STL,SJS,2008-01-24,Away,0,0,0,0,0,0,0,,,,22,17.45,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
35,W,19.86,36,STL,TOR,2008-01-29,Away,0,1,2,0,0,0,0,,,,18,12.8,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
36,W,19.87,37,STL,ANA,2008-02-01,Home,0,0,0,0,0,0,0,,,,22,17.42,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
37,L,19.87,38,STL,COL,2008-02-02,Home,0,0,-2,0,0,0,0,,,,16,12.5,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
38,L,19.88,39,STL,TBL,2008-02-05,Home,0,0,-1,0,0,0,0,,,,23,20.63,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
39,L,19.89,40,STL,DAL,2008-02-09,Away,0,0,-1,0,0,0,0,,,,19,19.13,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
40,L,19.89,41,STL,MIN,2008-02-10,Home,0,0,0,2,0,0,0,,,,20,16.52,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
41,W,19.9,42,STL,LAK,2008-02-12,Home,0,0,1,0,0,0,0,,,,21,14.32,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
42,W,19.9,43,STL,COL,2008-02-14,Away,0,1,1,0,0,0,0,,,,19,11.0,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
43,L,19.91,44,STL,NSH,2008-02-16,Away,0,0,0,0,0,0,0,,,,21,16.13,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
44,W,19.91,45,STL,CBJ,2008-02-17,Home,0,2,1,0,0,0,0,,,,24,17.87,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
45,W,19.92,46,STL,CHI,2008-02-19,Home,0,2,-1,0,0,0,0,,,,20,18.8,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
46,L,19.92,47,STL,LAK,2008-02-21,Away,0,1,-1,0,0,0,0,,,,25,17.4,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
47,L,19.93,48,STL,ANA,2008-02-22,Away,0,0,-1,0,0,0,0,,,,24,21.65,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
48,L,19.93,49,STL,PHX,2008-02-24,Away,0,0,-2,2,0,0,0,,,,23,18.98,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
49,L,19.94,50,STL,DAL,2008-02-26,Home,0,0,0,2,0,0,0,,,,24,19.82,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
50,L,19.94,51,STL,PHX,2008-02-28,Home,0,0,0,0,0,0,0,,,,25,22.8,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
51,L,19.95,52,STL,SJS,2008-03-01,Home,0,0,0,0,0,0,0,,,,23,22.55,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
52,W,19.96,53,STL,LAK,2008-03-04,Home,0,1,1,0,0,0,0,,,,20,16.98,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
53,L,19.96,54,STL,DET,2008-03-05,Away,1,0,-1,0,0,1,0,,,,25,20.23,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
54,L,19.97,55,STL,VAN,2008-03-08,Away,0,0,0,2,0,0,0,,,,25,17.62,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
55,L,19.97,56,STL,CGY,2008-03-10,Away,0,0,-1,0,0,0,0,,,,28,22.08,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
56,L,19.98,57,STL,EDM,2008-03-11,Away,0,1,0,0,0,0,0,,,,30,27.85,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
57,L,19.98,58,STL,SJS,2008-03-14,Away,0,1,0,2,0,0,0,,,,29,21.08,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
58,L,19.99,59,STL,ANA,2008-03-15,Away,0,0,-2,0,0,0,0,,,,22,19.77,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
59,W,19.99,60,STL,MTL,2008-03-18,Away,0,1,0,2,0,0,0,,,,32,21.65,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
60,L,20.0,61,STL,OTT,2008-03-20,Away,0,0,0,0,0,0,0,,,,30,22.82,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
61,L,20.01,62,STL,CHI,2008-03-23,Away,0,0,-2,0,0,0,0,,,,31,21.22,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
62,L,20.01,63,STL,DET,2008-03-25,Home,0,0,-1,0,0,0,0,,,,33,23.18,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
63,W,20.02,64,STL,DET,2008-03-28,Away,1,0,-1,0,0,1,0,,,,30,24.88,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
64,L,20.02,65,STL,CHI,2008-03-29,Home,0,1,-2,0,0,0,0,,,,25,21.57,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
65,L,20.03,66,STL,NSH,2008-04-01,Home,0,1,0,0,0,0,0,,,,30,20.32,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
66,L,20.04,67,STL,NSH,2008-04-03,Away,0,1,-1,0,0,0,0,,,,29,24.87,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
67,W,20.04,68,STL,CBJ,2008-04-05,Home,0,1,0,2,0,0,0,,,,26,19.42,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
68,W,20.04,69,STL,CBJ,2008-04-06,Away,0,0,0,0,0,0,0,,,,19,19.38,,,,,2008.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
0,W,21.53,1,STL,DET,2009-10-02,Away,0,0,2,0,0,0,0,,,,26,16.02,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
1,W,21.54,2,STL,DET,2009-10-03,Home,0,2,2,0,0,0,0,,,,23,17.75,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
2,L,21.55,3,STL,ATL,2009-10-08,Home,0,1,-1,0,0,0,0,,,,25,25.58,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
3,L,21.56,4,STL,LAK,2009-10-10,Home,0,0,0,2,0,0,0,,,,26,23.53,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
4,L,21.57,5,STL,PHX,2009-10-15,Away,0,0,0,0,0,0,0,,,,28,20.63,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
5,W,21.58,6,STL,ANA,2009-10-17,Away,0,3,2,0,0,0,0,,,,27,19.5,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
6,L,21.58,7,STL,PIT,2009-10-20,Away,0,1,-1,0,0,0,0,,,,25,19.97,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
7,W,21.59,8,STL,MIN,2009-10-23,Home,0,0,1,0,0,0,0,,,,28,21.13,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
8,L,21.59,9,STL,DAL,2009-10-24,Home,0,0,-2,2,0,0,0,,,,30,24.55,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
9,W,21.61,10,STL,CAR,2009-10-28,Away,0,0,1,2,0,0,0,,,,34,20.75,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
10,L,21.61,11,STL,PHX,2009-10-29,Home,0,0,0,0,0,0,0,,,,27,23.63,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
11,L,21.61,12,STL,FLA,2009-10-31,Home,0,0,-1,0,0,0,0,,,,33,26.98,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
12,L,21.63,13,STL,CGY,2009-11-05,Home,0,1,-1,2,0,0,0,,,,33,24.13,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
13,L,21.63,14,STL,PHI,2009-11-07,Away,0,0,0,0,0,0,0,,,,33,22.75,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
14,L,21.64,15,STL,ATL,2009-11-08,Away,0,1,1,2,0,0,0,,,,29,18.62,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
15,W,21.64,16,STL,VAN,2009-11-10,Home,1,1,1,0,1,0,0,,,,25,19.7,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
16,L,21.65,17,STL,NSH,2009-11-12,Home,0,1,0,0,0,0,0,,,,26,20.67,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
17,L,21.65,18,STL,SJS,2009-11-14,Home,0,0,-1,0,0,0,0,,,,28,25.4,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
18,W,21.67,19,STL,PHX,2009-11-19,Home,1,0,2,0,1,0,0,,,,27,22.6,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
19,W,21.67,20,STL,NYI,2009-11-21,Home,0,1,2,2,0,0,0,,,,30,21.62,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
20,L,21.68,21,STL,BOS,2009-11-23,Home,0,1,1,0,0,0,0,,,,32,24.8,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
21,W,21.68,22,STL,DAL,2009-11-25,Away,1,0,-1,2,0,1,0,,,,33,22.88,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
22,W,21.69,23,STL,NSH,2009-11-27,Away,0,1,2,0,0,0,0,,,,26,18.57,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
23,L,21.69,24,STL,DET,2009-11-28,Home,0,0,-1,2,0,0,0,,,,29,23.02,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
24,L,21.7,25,STL,CBJ,2009-11-30,Away,1,0,-2,0,0,1,0,,,,28,24.97,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
25,W,21.7,26,STL,SJS,2009-12-03,Away,0,0,0,0,0,0,0,,,,33,26.18,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
26,W,21.71,27,STL,LAK,2009-12-05,Away,0,1,-3,0,0,0,0,,,,28,20.3,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
27,L,21.72,28,STL,COL,2009-12-07,Home,0,0,0,0,0,0,0,,,,29,24.7,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
28,W,21.72,29,STL,DET,2009-12-09,Away,0,0,0,2,0,0,0,,,,26,17.02,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
29,L,21.73,30,STL,EDM,2009-12-11,Home,0,2,0,0,0,0,0,,,,25,20.32,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
30,W,21.74,31,STL,CGY,2009-12-15,Home,0,0,-1,4,0,0,0,,,,23,17.75,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
31,L,21.74,32,STL,CHI,2009-12-16,Away,0,0,0,0,0,0,0,,,,29,24.28,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
32,L,21.75,33,STL,TBL,2009-12-18,Home,0,0,-1,2,0,0,0,,,,30,23.93,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
33,W,21.75,34,STL,VAN,2009-12-20,Away,0,0,-1,0,0,0,0,,,,30,17.17,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
34,W,21.75,35,STL,EDM,2009-12-21,Away,0,0,-1,2,0,0,0,,,,33,20.83,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
35,W,21.76,36,STL,CGY,2009-12-23,Away,0,0,0,0,0,0,0,,,,26,18.53,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
36,L,21.77,37,STL,MIN,2009-12-26,Away,0,0,1,0,0,0,0,,,,38,22.22,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
37,L,21.77,38,STL,BUF,2009-12-27,Home,0,0,0,2,0,0,0,,,,29,22.12,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
38,L,21.78,39,STL,VAN,2009-12-31,Home,0,0,-1,2,0,0,0,,,,27,19.65,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
39,L,21.79,40,STL,CHI,2010-01-02,Home,0,1,1,2,0,0,0,,,,27,19.93,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
40,L,21.8,41,STL,SJS,2010-01-06,Away,0,0,0,2,0,0,0,,,,31,19.5,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
41,L,21.8,42,STL,ANA,2010-01-07,Away,0,0,-2,2,0,0,0,,,,27,20.52,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
42,W,21.81,43,STL,LAK,2010-01-09,Away,0,0,1,0,0,0,0,,,,27,18.25,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
43,W,21.81,44,STL,CBJ,2010-01-12,Home,0,0,1,15,0,0,0,,,,7,4.68,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
44,W,21.82,45,STL,MIN,2010-01-14,Home,0,0,0,0,0,0,0,,,,28,21.73,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
45,W,21.82,46,STL,NYR,2010-01-16,Home,0,0,1,2,0,0,0,,,,27,21.0,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
46,L,21.83,47,STL,CBJ,2010-01-18,Away,0,1,0,0,0,0,0,,,,33,24.68,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
47,W,21.84,48,STL,MTL,2010-01-20,Away,0,0,-1,0,0,0,0,,,,33,23.28,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
48,L,21.84,49,STL,OTT,2010-01-21,Away,0,0,1,0,0,0,0,,,,31,24.65,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
49,L,21.84,50,STL,ANA,2010-01-23,Home,0,1,1,0,0,0,0,,,,29,22.55,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
50,W,21.85,51,STL,CGY,2010-01-25,Away,0,0,0,0,0,0,0,,,,29,19.17,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
51,L,21.85,52,STL,VAN,2010-01-27,Away,0,0,-1,2,0,0,0,,,,32,20.43,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
52,L,21.86,53,STL,CBJ,2010-01-30,Home,0,1,0,0,0,0,0,,,,24,20.77,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
53,W,21.87,54,STL,CHI,2010-02-03,Away,0,0,0,0,0,0,0,,,,31,18.72,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
54,L,21.88,55,STL,SJS,2010-02-04,Home,0,0,-2,0,0,0,0,,,,30,22.45,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
55,L,21.88,56,STL,CHI,2010-02-06,Home,0,0,0,0,0,0,0,,,,30,25.0,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
56,L,21.89,57,STL,COL,2010-02-08,Away,1,0,2,0,1,0,0,,,,35,24.08,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
57,W,21.89,58,STL,DET,2010-02-09,Home,0,1,-1,0,0,0,0,,,,31,20.65,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
58,W,21.9,59,STL,TOR,2010-02-12,Home,0,1,1,0,0,0,0,,,,26,20.42,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
59,W,21.9,60,STL,WSH,2010-02-13,Home,1,0,-1,0,0,1,0,,,,33,25.6,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
60,W,21.95,61,STL,PHX,2010-03-02,Away,0,0,0,0,0,0,0,,,,25,21.02,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
61,W,21.95,62,STL,DAL,2010-03-04,Away,0,1,2,5,0,0,0,,,,27,19.82,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
62,L,21.96,63,STL,COL,2010-03-06,Away,0,0,-4,0,0,0,0,,,,25,21.18,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
63,W,21.97,64,STL,NYI,2010-03-11,Away,0,0,0,0,0,0,0,,,,27,20.83,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
64,W,21.98,65,STL,CBJ,2010-03-13,Away,0,0,1,0,0,0,0,,,,31,20.45,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
65,L,21.98,66,STL,MIN,2010-03-14,Away,0,0,-1,0,0,0,0,,,,29,24.38,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
66,L,21.99,67,STL,COL,2010-03-16,Home,0,2,-1,0,0,0,0,,,,28,25.45,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
67,W,21.99,68,STL,NYR,2010-03-18,Away,1,0,0,4,0,1,0,,,,27,17.58,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
68,W,22.0,69,STL,NJD,2010-03-20,Away,0,0,0,0,0,0,0,,,,25,19.93,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
69,L,22.0,70,STL,NSH,2010-03-21,Home,0,0,0,0,0,0,0,,,,32,24.52,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
70,L,22.01,71,STL,DET,2010-03-24,Away,0,1,1,0,0,0,0,,,,31,26.13,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
71,W,22.01,72,STL,LAK,2010-03-25,Home,0,0,1,4,0,0,0,,,,27,18.48,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
72,W,22.02,73,STL,EDM,2010-03-28,Home,1,0,0,7,0,1,0,,,,21,17.53,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
73,W,22.02,74,STL,CHI,2010-03-30,Home,1,1,2,0,1,0,0,,,,28,18.72,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
74,L,22.03,75,STL,NSH,2010-04-01,Away,0,0,0,4,0,0,0,,,,33,27.1,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
75,W,22.04,76,STL,DAL,2010-04-03,Home,0,0,0,0,0,0,0,,,,26,21.45,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
76,W,22.04,77,STL,CBJ,2010-04-05,Home,1,0,0,0,0,1,0,,,,27,20.6,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
77,L,22.05,78,STL,CHI,2010-04-07,Away,0,1,-1,0,0,0,0,,,,32,23.65,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
78,W,22.05,79,STL,ANA,2010-04-09,Home,0,0,1,0,0,0,0,,,,29,22.27,,,,,2010.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
0,W,22.55,1,STL,PHI,2010-10-09,Home,0,1,0,0,0,0,0,,,,28,22.53,,,,,2011.0,Erik Johnson,j/johnser01,193,232,R,D,1.0,2006.0
