,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,W,21.25,1,NYI,MIN,2002-12-19,Away,,,,0,,,,,,,,60.0,,,,,2003.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
1,L,21.25,2,NYI,WSH,2002-12-21,Home,,,,0,,,,,,,,59.13,,,,,2003.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
2,W,21.36,3,NYI,PIT,2003-01-28,Home,,,,0,,,,,,,,60.0,,,,,2003.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
3,L,21.38,4,NYI,PHI,2003-02-04,Home,,,,0,,,,,,,,58.92,,,,,2003.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
4,L,21.44,5,NYI,NJD,2003-02-27,Home,,,,0,,,,,,,,65.0,,,,,2003.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
5,L,21.45,6,NYI,TBL,2003-03-04,Home,,,,0,,,,,,,,38.57,,,,,2003.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
6,L,21.47,7,NYI,VAN,2003-03-11,Away,,,,0,,,,,,,,58.77,,,,,2003.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
7,L,21.49,8,NYI,TOR,2003-03-18,Away,,,,0,,,,,,,,65.0,,,,,2003.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
8,,21.53,9,NYI,NJD,2003-03-30,Away,,,,0,,,,,,,,60.0,,,,,2003.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
9,,21.54,10,NYI,DET,2003-04-03,Away,,,,2,,,,,,,,59.93,,,,,,,,,,,,,
0,L,22.05,1,NYI,WSH,2003-10-09,Away,,,,0,,,,,,,,33.2,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
1,W,22.06,2,NYI,BUF,2003-10-11,Away,,,,0,,,,,,,,60.0,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
2,W,22.07,3,NYI,ATL,2003-10-14,Away,,,,0,,,,,,,,65.0,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
3,L,22.08,4,NYI,FLA,2003-10-18,Home,,,,0,,,,,,,,59.95,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
4,L,22.09,5,NYI,MTL,2003-10-23,Away,,,,0,,,,,,,,59.98,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
5,W,22.11,6,NYI,NJD,2003-10-28,Home,,,,2,,,,,,,,60.0,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
6,W,22.12,7,NYI,MDA,2003-11-01,Home,,,,0,,,,,,,,59.83,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
7,W,22.12,8,NYI,OTT,2003-11-03,Home,,,,0,,,,,,,,60.0,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
8,L,22.13,9,NYI,DAL,2003-11-06,Home,,,,0,,,,,,,,60.0,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
9,W,22.14,10,NYI,ATL,2003-11-08,Home,,,,0,,,,,,,,59.0,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
10,L,22.17,11,NYI,FLA,2003-11-19,Away,,,,0,,,,,,,,59.95,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
11,L,22.17,12,NYI,TBL,2003-11-20,Away,,,,2,,,,,,,,59.05,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
12,L,22.18,13,NYI,CBJ,2003-11-22,Away,,,,0,,,,,,,,58.87,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
13,L,22.19,14,NYI,CAR,2003-11-26,Home,,,,0,,,,,,,,58.83,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
14,L,22.19,15,NYI,PHI,2003-11-29,Home,,,,0,,,,,,,,40.0,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
15,W,22.21,16,NYI,NYR,2003-12-04,Home,,,,2,,,,,,,,58.78,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
16,W,22.21,17,NYI,CHI,2003-12-06,Home,,,,0,,,,,,,,60.0,,,,,2004.0,Rick DiPietro,d/dipieri01,183,185,a,G,1.0,2000.0
