,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,W,20.41,1,PHI,CAR,2009-10-02,Away,0,1,0,0,0,0,0,,,,16,8.98,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
1,W,20.42,2,PHI,NJD,2009-10-03,Away,0,2,2,0,0,0,0,,,,17,13.35,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
2,W,20.42,3,PHI,WSH,2009-10-06,Home,0,0,-1,0,0,0,0,,,,11,6.43,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
3,L,20.45,4,PHI,FLA,2009-10-16,Away,0,1,-1,0,0,0,0,,,,19,14.05,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
4,W,20.47,5,PHI,BOS,2009-10-22,Home,0,1,1,0,0,0,0,,,,16,13.05,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
5,W,20.47,6,PHI,FLA,2009-10-24,Home,1,1,2,0,1,0,0,,,,15,12.9,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
6,L,20.48,7,PHI,SJS,2009-10-25,Home,0,0,-1,0,0,0,0,,,,21,15.23,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
7,L,20.48,8,PHI,WSH,2009-10-27,Away,0,1,0,0,0,0,0,,,,20,18.43,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
8,W,20.49,9,PHI,CAR,2009-10-31,Home,1,1,2,4,1,0,0,,,,19,13.97,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
9,W,20.5,10,PHI,TBL,2009-11-02,Home,0,3,2,0,0,0,0,,,,18,13.9,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
10,W,20.51,11,PHI,BUF,2009-11-06,Away,1,0,1,2,1,0,0,,,,18,12.32,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
11,W,20.51,12,PHI,STL,2009-11-07,Home,0,0,-1,0,0,0,0,,,,15,11.53,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
12,W,20.53,13,PHI,OTT,2009-11-12,Home,1,0,1,0,0,1,0,,,,20,16.28,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
13,W,20.54,14,PHI,NJD,2009-11-16,Home,1,0,1,0,1,0,0,,,,20,13.52,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
14,W,20.54,15,PHI,LAK,2009-11-18,Away,1,0,0,0,0,1,0,,,,15,14.02,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
15,L,20.55,16,PHI,SJS,2009-11-20,Away,0,1,-1,0,0,0,0,,,,21,14.72,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
16,L,20.55,17,PHI,PHX,2009-11-21,Away,0,0,0,2,0,0,0,,,,20,16.9,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
17,L,20.56,18,PHI,COL,2009-11-23,Away,0,0,0,0,0,0,0,,,,18,11.22,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
18,W,20.56,19,PHI,NYI,2009-11-25,Away,0,0,0,0,0,0,0,,,,15,11.22,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
19,L,20.57,20,PHI,BUF,2009-11-27,Home,0,1,0,0,0,0,0,,,,25,20.25,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
20,L,20.57,21,PHI,ATL,2009-11-28,Away,0,0,0,0,0,0,0,,,,22,15.28,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
21,L,20.58,22,PHI,VAN,2009-12-03,Home,0,0,0,0,0,0,0,,,,13,12.15,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
22,L,20.59,23,PHI,WSH,2009-12-05,Home,0,0,-1,0,0,0,0,,,,20,16.92,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
23,L,20.59,24,PHI,MTL,2009-12-07,Away,0,0,-1,0,0,0,0,,,,24,16.62,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
24,W,20.6,25,PHI,NYI,2009-12-08,Home,0,0,1,0,0,0,0,,,,17,13.47,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
25,L,20.6,26,PHI,OTT,2009-12-10,Home,0,0,0,0,0,0,0,,,,17,12.97,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
26,L,20.61,27,PHI,NJD,2009-12-12,Away,0,0,-1,0,0,0,0,,,,17,13.93,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
27,W,20.61,28,PHI,BOS,2009-12-14,Away,1,0,1,0,1,0,0,,,,17,12.27,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
28,L,20.62,29,PHI,PIT,2009-12-15,Away,0,0,-1,0,0,0,0,,,,22,13.45,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
29,L,20.62,30,PHI,PIT,2009-12-17,Home,0,0,0,0,0,0,0,,,,18,13.82,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
30,L,20.63,31,PHI,NYR,2009-12-19,Home,0,0,-1,0,0,0,0,,,,16,11.03,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
31,L,20.63,32,PHI,FLA,2009-12-21,Home,0,0,1,0,0,0,0,,,,15,10.2,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
32,W,20.64,33,PHI,TBL,2009-12-23,Away,0,0,-1,0,0,0,0,,,,15,9.2,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
33,W,20.65,34,PHI,CAR,2009-12-26,Away,0,0,-1,0,0,0,0,,,,15,10.22,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
34,W,20.65,35,PHI,NYI,2009-12-27,Away,0,0,-1,2,0,0,0,,,,17,11.03,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
35,W,20.66,36,PHI,NYR,2009-12-30,Away,0,0,0,0,0,0,0,,,,18,15.37,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
36,L,20.66,37,PHI,BOS,2010-01-01,Away,0,0,0,0,0,0,0,,,,17,12.78,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
37,L,20.67,38,PHI,OTT,2010-01-03,Away,0,2,0,0,0,0,0,,,,19,12.27,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
38,W,20.68,39,PHI,TOR,2010-01-06,Home,1,1,2,0,0,1,0,,,,19,13.17,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
39,W,20.68,40,PHI,PIT,2010-01-07,Away,2,0,1,0,2,0,0,,,,18,12.45,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
40,W,20.68,41,PHI,TBL,2010-01-09,Home,0,0,-1,0,0,0,0,,,,18,11.73,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
41,W,20.69,42,PHI,DAL,2010-01-12,Home,0,1,-1,0,0,0,0,,,,17,13.12,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
42,L,20.7,43,PHI,TOR,2010-01-14,Away,0,0,0,2,0,0,0,,,,22,16.17,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
43,L,20.71,44,PHI,WSH,2010-01-17,Away,1,0,1,0,1,0,0,,,,18,11.78,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
44,W,20.71,45,PHI,CBJ,2010-01-19,Home,0,1,1,0,0,0,0,,,,18,14.03,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
45,W,20.72,46,PHI,NYR,2010-01-21,Home,1,0,1,0,1,0,0,,,,14,12.48,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
46,W,20.72,47,PHI,CAR,2010-01-23,Home,0,0,0,0,0,0,0,,,,14,11.07,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
47,L,20.73,48,PHI,PIT,2010-01-24,Home,0,0,0,0,0,0,0,,,,14,9.68,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
48,L,20.74,49,PHI,ATL,2010-01-28,Home,0,1,0,0,0,0,0,,,,16,10.98,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
49,W,20.74,50,PHI,NYI,2010-01-30,Home,0,0,0,0,0,0,0,,,,13,10.87,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
50,W,20.75,51,PHI,CGY,2010-02-01,Away,0,0,1,0,0,0,0,,,,20,10.85,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
51,L,20.75,52,PHI,EDM,2010-02-03,Away,0,0,0,0,0,0,0,,,,18,13.95,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
52,L,20.76,53,PHI,MIN,2010-02-06,Away,0,0,0,0,0,0,0,,,,19,14.68,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
53,W,20.77,54,PHI,NJD,2010-02-08,Home,1,0,0,0,1,0,0,,,,16,9.03,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
54,W,20.77,55,PHI,NJD,2010-02-10,Away,0,0,1,0,0,0,0,,,,18,13.92,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
55,W,20.78,56,PHI,MTL,2010-02-12,Home,0,0,-1,0,0,0,0,,,,14,12.03,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
56,W,20.78,57,PHI,MTL,2010-02-13,Away,0,0,0,0,0,0,0,,,,15,10.85,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
57,W,20.83,58,PHI,TBL,2010-03-02,Away,1,0,1,4,1,0,0,,,,19,10.72,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
58,L,20.83,59,PHI,FLA,2010-03-03,Away,0,0,0,0,0,0,0,,,,19,11.85,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
59,L,20.84,60,PHI,BUF,2010-03-05,Away,0,0,-1,0,0,0,0,,,,17,11.55,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
60,W,20.84,61,PHI,TOR,2010-03-07,Home,0,0,0,0,0,0,0,,,,12,9.43,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
61,W,20.85,62,PHI,NYI,2010-03-09,Home,0,0,-1,0,0,0,0,,,,11,10.3,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
62,L,20.85,63,PHI,BOS,2010-03-11,Home,0,0,-1,0,0,0,0,,,,20,15.22,,,,,2010.0,James van Riemsdyk,v/vanrija01,190,217,L,L,2.0,2007.0
