,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,L,20.05,1,NYI,DAL,2010-10-09,Home,0,0,-1,0,0,0,0,,,,7,5.3,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
1,W,20.07,2,NYI,COL,2010-10-16,Home,1,0,0,0,1,0,0,,,,22,18.8,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
2,W,20.08,3,NYI,TOR,2010-10-18,Away,1,1,1,2,0,1,0,,,,23,19.78,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
3,W,20.08,4,NYI,TBL,2010-10-21,Away,0,1,-2,0,0,0,0,,,,21,20.62,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
4,L,20.09,5,NYI,FLA,2010-10-23,Away,3,0,0,0,1,2,0,,,,21,19.45,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
5,L,20.1,6,NYI,MTL,2010-10-27,Away,1,0,-3,0,0,1,0,,,,25,20.43,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
6,L,20.11,7,NYI,MTL,2010-10-29,Home,0,0,-2,0,0,0,0,,,,27,22.03,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
7,L,20.11,8,NYI,PHI,2010-10-30,Away,0,0,-1,0,0,0,0,,,,20,17.77,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
8,L,20.12,9,NYI,CAR,2010-11-03,Away,0,0,-1,0,0,0,0,,,,23,18.15,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
9,L,20.12,10,NYI,OTT,2010-11-04,Away,0,1,-2,0,0,0,0,,,,24,19.57,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
10,L,20.13,11,NYI,PHI,2010-11-06,Home,0,0,-2,0,0,0,0,,,,21,19.6,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
11,L,20.14,12,NYI,ANA,2010-11-10,Away,0,0,0,0,0,0,0,,,,20,18.47,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
12,L,20.14,13,NYI,SJS,2010-11-11,Away,0,1,1,0,0,0,0,,,,22,17.15,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
13,L,20.15,14,NYI,LAK,2010-11-13,Away,0,0,0,2,0,0,0,,,,24,19.27,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
14,L,20.16,15,NYI,TBL,2010-11-17,Home,1,0,-1,2,1,0,0,,,,21,19.9,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
15,L,20.17,16,NYI,FLA,2010-11-20,Home,0,0,-1,2,0,0,0,,,,21,19.55,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
16,L,20.17,17,NYI,ATL,2010-11-21,Away,0,0,-1,2,0,0,0,,,,24,23.38,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
17,L,20.18,18,NYI,CBJ,2010-11-24,Home,1,0,1,0,1,0,0,,,,24,21.58,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
18,W,20.18,19,NYI,NJD,2010-11-26,Home,0,0,0,0,0,0,0,,,,22,19.07,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
19,L,20.2,20,NYI,NYR,2010-12-02,Home,0,2,1,0,0,0,0,,,,25,18.95,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
20,L,20.2,21,NYI,NYR,2010-12-03,Away,0,0,-1,0,0,0,0,,,,19,22.05,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
21,L,20.21,22,NYI,PHI,2010-12-05,Home,0,0,0,0,0,0,0,,,,25,20.12,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
22,L,20.22,23,NYI,BOS,2010-12-09,Away,0,0,-3,0,0,0,0,,,,22,19.63,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
23,L,20.22,24,NYI,ATL,2010-12-11,Home,0,0,-2,7,0,0,0,,,,22,17.25,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
24,L,20.23,25,NYI,NSH,2010-12-13,Away,0,0,0,0,0,0,0,,,,20,14.67,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
25,W,20.24,26,NYI,ANA,2010-12-16,Home,0,1,1,0,0,0,0,,,,23,18.62,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
26,L,20.24,27,NYI,PHX,2010-12-18,Home,0,1,0,0,0,0,0,,,,23,20.27,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
27,W,20.25,28,NYI,TBL,2010-12-22,Home,1,1,2,4,1,0,0,,,,24,19.33,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
28,W,20.26,29,NYI,NJD,2010-12-23,Away,1,0,0,2,1,0,0,,,,22,17.08,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
29,W,20.27,30,NYI,MTL,2010-12-26,Home,0,1,0,2,0,0,0,,,,24,21.52,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
30,L,20.27,31,NYI,NYR,2010-12-27,Away,0,1,0,0,0,0,0,,,,22,18.35,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
31,W,20.27,32,NYI,PIT,2010-12-29,Home,0,0,-1,0,0,0,0,,,,24,18.12,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
32,W,20.28,33,NYI,DET,2010-12-31,Away,1,2,1,0,1,0,0,,,,23,15.97,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
33,W,20.29,34,NYI,CGY,2011-01-03,Away,2,1,1,0,0,2,0,,,,21,17.12,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
34,L,20.3,35,NYI,EDM,2011-01-06,Away,0,0,-1,0,0,0,0,,,,25,23.52,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
35,W,20.3,36,NYI,COL,2011-01-08,Away,1,0,0,0,1,0,0,,,,24,19.28,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
36,L,20.3,37,NYI,CHI,2011-01-09,Away,0,0,-1,0,0,0,0,,,,20,16.33,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
37,L,20.31,38,NYI,VAN,2011-01-11,Home,1,0,-2,0,0,1,0,,,,23,20.87,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
38,L,20.32,39,NYI,OTT,2011-01-13,Home,0,1,1,0,0,0,0,,,,24,20.97,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
39,W,20.32,40,NYI,BUF,2011-01-15,Home,3,0,1,0,2,1,0,,,,22,19.15,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
40,L,20.33,41,NYI,NJD,2011-01-17,Home,0,0,-1,0,0,0,0,,,,23,24.03,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
41,L,20.33,42,NYI,WSH,2011-01-20,Home,0,0,-1,0,0,0,0,,,,23,22.97,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
42,W,20.34,43,NYI,BUF,2011-01-21,Away,0,1,0,0,0,0,0,,,,21,16.07,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
43,L,20.34,44,NYI,BUF,2011-01-23,Home,0,2,0,2,0,0,0,,,,20,17.27,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
44,L,20.35,45,NYI,PIT,2011-01-25,Away,0,0,0,2,0,0,0,,,,20,20.38,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
45,L,20.35,46,NYI,CAR,2011-01-26,Home,0,0,-2,0,0,0,0,,,,21,17.02,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
46,W,20.37,47,NYI,ATL,2011-02-01,Away,0,2,2,0,0,0,0,,,,18,17.45,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
47,L,20.37,48,NYI,PIT,2011-02-02,Away,0,0,-1,0,0,0,0,,,,22,20.17,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
48,W,20.38,49,NYI,OTT,2011-02-05,Home,0,1,0,6,0,0,0,,,,22,18.0,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
49,L,20.39,50,NYI,TOR,2011-02-08,Home,0,1,-2,0,0,0,0,,,,20,19.42,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
50,W,20.39,51,NYI,MTL,2011-02-10,Away,1,0,0,2,1,0,0,,,,25,20.92,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
51,W,20.39,52,NYI,PIT,2011-02-11,Home,1,3,2,2,1,0,0,,,,19,18.35,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
52,W,20.4,53,NYI,BUF,2011-02-13,Away,1,1,-1,0,1,0,0,,,,22,19.48,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
53,W,20.41,54,NYI,OTT,2011-02-15,Away,0,0,0,0,0,0,0,,,,22,18.75,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
54,L,20.41,55,NYI,BOS,2011-02-17,Home,2,0,-1,0,2,0,0,,,,22,18.38,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
55,W,20.42,56,NYI,LAK,2011-02-19,Home,0,2,2,0,0,0,0,,,,18,17.23,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
56,W,20.42,57,NYI,FLA,2011-02-21,Home,0,1,3,0,0,0,0,,,,20,19.38,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
57,L,20.42,58,NYI,TOR,2011-02-22,Away,0,0,-1,0,0,0,0,,,,20,17.12,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
58,L,20.43,59,NYI,PHI,2011-02-24,Away,0,0,-1,0,0,0,0,,,,21,18.08,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
59,L,20.44,60,NYI,WSH,2011-02-26,Home,0,0,0,0,0,0,0,,,,20,21.07,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
60,L,20.44,61,NYI,WSH,2011-03-01,Away,0,1,1,2,0,0,0,,,,24,21.1,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
61,W,20.45,62,NYI,MIN,2011-03-02,Home,0,0,0,0,0,0,0,,,,19,18.65,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
62,W,20.45,63,NYI,STL,2011-03-05,Home,1,1,2,0,1,0,0,,,,17,17.1,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
63,L,20.46,64,NYI,NJD,2011-03-06,Home,0,0,0,0,0,0,0,,,,23,21.58,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
64,W,20.46,65,NYI,TOR,2011-03-08,Home,0,0,-1,0,0,0,0,,,,22,17.65,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
65,W,20.47,66,NYI,BOS,2011-03-11,Home,0,1,-1,0,0,0,0,,,,21,19.2,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
66,L,20.47,67,NYI,NJD,2011-03-12,Away,1,0,1,0,1,0,0,,,,21,19.22,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
67,L,20.48,68,NYI,NYR,2011-03-15,Away,1,2,1,0,0,1,0,,,,19,17.92,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
68,L,20.49,69,NYI,CAR,2011-03-18,Away,0,0,0,2,0,0,0,,,,23,21.75,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
69,W,20.49,70,NYI,FLA,2011-03-19,Away,0,0,1,0,0,0,0,,,,21,24.15,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
70,W,20.5,71,NYI,TBL,2011-03-22,Away,0,0,-1,2,0,0,0,,,,20,16.48,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
71,L,20.51,72,NYI,ATL,2011-03-24,Home,1,0,0,0,1,0,0,,,,24,21.9,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
72,L,20.51,73,NYI,PHI,2011-03-26,Home,0,0,0,0,0,0,0,,,,20,20.85,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
73,L,20.52,74,NYI,NJD,2011-03-30,Away,0,0,-2,2,0,0,0,,,,19,19.18,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
74,W,20.53,75,NYI,NYR,2011-03-31,Home,0,2,4,2,0,0,0,,,,24,17.97,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
75,L,20.53,76,NYI,CAR,2011-04-02,Home,1,0,-1,2,1,0,0,,,,22,20.15,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
76,L,20.54,77,NYI,BOS,2011-04-06,Away,0,0,0,2,0,0,0,,,,21,19.8,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
77,L,20.55,78,NYI,PIT,2011-04-08,Home,0,0,0,0,0,0,0,,,,22,23.53,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
78,L,20.55,79,NYI,PHI,2011-04-09,Away,1,2,-1,0,1,0,0,,,,25,22.02,,,,,2011.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
0,L,21.05,1,NYI,FLA,2011-10-08,Home,0,0,-1,0,0,0,0,,,,20,18.38,,,,,2012.0,John Tavares,t/tavarjo01,185,211,L,C,1.0,2009.0
