,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,W,19.78,1,EDM,VAN,2013-01-20,Away,0,0,1,0,0,0,0,,,,28,21.93,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
1,L,19.78,2,EDM,SJS,2013-01-22,Home,0,1,1,0,0,0,0,,,,25,21.17,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
2,W,19.79,3,EDM,LAK,2013-01-24,Home,0,1,1,0,0,0,0,,,,27,24.38,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
3,L,19.79,4,EDM,CGY,2013-01-26,Away,0,1,-1,2,0,0,0,,,,25,22.58,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
4,W,19.8,5,EDM,COL,2013-01-28,Home,0,1,-1,0,0,0,0,,,,20,18.45,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
5,W,19.8,6,EDM,PHX,2013-01-30,Away,0,0,0,0,0,0,0,,,,23,22.53,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
6,L,19.81,7,EDM,SJS,2013-01-31,Away,0,1,1,0,0,0,0,,,,23,19.47,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
7,L,19.81,8,EDM,COL,2013-02-02,Away,0,0,-1,0,0,0,0,,,,23,20.7,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
8,L,19.82,9,EDM,VAN,2013-02-04,Home,0,0,0,0,0,0,0,,,,25,20.22,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
9,L,19.83,10,EDM,DET,2013-02-09,Away,0,0,0,0,0,0,0,,,,23,22.05,,,,,2013.0,Ryan Nugent-Hopkins,n/nugenry01,183,189,L,C,1.0,2011.0
