,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,L,21.12,1,STL,MIN,2017-01-26,Away,0,0,0,0,0,0,0,0,0,0,14,10.05,4,2,1,3,2017.0,Ivan Barbashev,b/barbaiv01,183.0,180.0,a,C,33.0,2014.0
0,L,21.03,1,CAR,CBJ,2017-01-17,Away,,,,2,,,,,,,,29.95,,,,,2017.0,Alex Nedeljkovic,n/nedelal01,180.0,190.0,a,G,37.0,2014.0
0,W,20.87,1,OTT,FLA,2016-12-03,Home,0,0,0,0,0,0,0,0,0,0,16,9.82,7,0,0,0,2017.0,Andreas Englund,e/engluan01,190.0,189.0,L,D,40.0,2014.0
1,L,20.87,2,OTT,PIT,2016-12-05,Away,0,0,0,2,0,0,0,0,0,0,15,8.33,2,0,0,0,2017.0,Andreas Englund,e/engluan01,190.0,189.0,L,D,40.0,2014.0
2,W,20.88,3,OTT,SJS,2016-12-07,Away,0,0,1,0,0,0,0,0,0,0,8,4.7,1,0,0,0,2017.0,Andreas Englund,e/engluan01,190.0,189.0,L,D,40.0,2014.0
3,L,20.89,4,OTT,ANA,2016-12-11,Away,0,0,-1,0,0,0,0,0,0,0,25,16.97,6,0,0,0,2017.0,Andreas Englund,e/engluan01,190.0,189.0,L,D,40.0,2014.0
0,L,20.4,1,NSH,FLA,2017-01-06,Away,0,0,-1,2,0,0,0,0,0,0,14,10.35,1,0,2,6,2017.0,Vladislav Kamenev,k/kamenvl01,188.0,203.0,L,L,42.0,2014.0
1,L,20.41,2,NSH,CHI,2017-01-08,Away,0,0,0,0,0,0,0,0,0,0,13,9.77,0,1,4,1,2017.0,Vladislav Kamenev,k/kamenvl01,188.0,203.0,L,L,42.0,2014.0
0,W,22.72,1,ANA,CGY,2016-12-29,Away,0,0,0,2,0,0,0,0,0,0,21,17.9,0,1,0,0,2017.0,Brandon Montour,m/montobr01,180.0,172.0,R,D,55.0,2014.0
1,L,22.72,2,ANA,VAN,2016-12-30,Away,0,0,0,0,0,0,0,0,0,0,13,10.1,0,0,0,0,2017.0,Brandon Montour,m/montobr01,180.0,172.0,R,D,55.0,2014.0
2,W,22.73,3,ANA,DET,2017-01-04,Home,0,0,1,0,0,0,0,0,0,0,18,15.67,0,0,0,0,2017.0,Brandon Montour,m/montobr01,180.0,172.0,R,D,55.0,2014.0
3,W,22.74,4,ANA,ARI,2017-01-06,Home,0,0,0,0,0,0,0,0,0,0,18,16.22,0,0,0,0,2017.0,Brandon Montour,m/montobr01,180.0,172.0,R,D,55.0,2014.0
4,L,22.75,5,ANA,MIN,2017-01-08,Home,0,0,0,0,0,0,0,0,0,0,18,15.77,1,2,0,0,2017.0,Brandon Montour,m/montobr01,180.0,172.0,R,D,55.0,2014.0
0,W,20.7,1,ARI,PHI,2016-10-15,Home,0,1,0,0,0,0,0,1,0,0,17,16.28,3,0,6,8,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
1,L,20.72,2,ARI,MTL,2016-10-20,Away,0,0,1,0,0,0,0,0,0,0,22,18.72,0,2,4,10,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
2,L,20.72,3,ARI,NYI,2016-10-21,Away,0,0,-1,2,0,0,0,0,0,0,21,15.17,2,2,7,4,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
3,L,20.72,4,ARI,NYR,2016-10-23,Away,0,1,1,0,0,0,0,0,1,0,18,18.92,0,2,4,8,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
4,L,20.73,5,ARI,NJD,2016-10-25,Away,0,0,0,0,0,0,0,0,0,0,13,10.72,0,0,4,4,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
5,W,20.73,6,ARI,PHI,2016-10-27,Away,0,1,0,0,0,0,0,0,1,0,14,8.02,0,1,2,2,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
6,L,20.74,7,ARI,COL,2016-10-29,Home,0,0,0,0,0,0,0,0,0,0,10,8.4,1,1,3,3,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
7,W,20.75,8,ARI,NSH,2016-11-03,Home,1,0,1,0,1,0,0,0,0,0,19,15.33,0,1,8,3,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
8,L,20.76,9,ARI,ANA,2016-11-04,Away,0,1,-1,0,0,0,0,0,1,0,23,16.38,0,0,5,11,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
9,W,20.77,10,ARI,COL,2016-11-08,Away,0,0,2,0,0,0,0,0,0,0,19,15.7,0,0,8,6,2017.0,Christian Dvorak,d/dvorach01,183.0,178.0,a,L,58.0,2014.0
