,gm_result,age,ith_game,team_for,team_agt,date_game,gm_loc,goals_all,assists_all,plus_minus,pen_min,goals_ev,goals_pp,goals_sh,assists_pp,assists_ev,assists_sh,num_shifts,time_on_ice,hits_all,blocks_all,fc_win,fc_loss,Year,Name,Url,Height,Weight,ShotHand,Position,Drafts,draft_years
0,W,19.9,1,EDM,PIT,2011-10-09,Home,0,1,1,0,0,0,0,,,,22,19.2,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
1,L,19.91,2,EDM,MIN,2011-10-13,Away,0,0,0,2,0,0,0,,,,24,18.38,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
2,L,19.92,3,EDM,VAN,2011-10-15,Home,0,2,1,0,0,0,0,,,,24,18.63,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
3,W,19.92,4,EDM,NSH,2011-10-17,Home,1,0,0,2,0,1,0,,,,22,17.4,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
4,L,19.93,5,EDM,MIN,2011-10-20,Home,0,0,0,0,0,0,0,,,,16,14.35,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
5,W,19.94,6,EDM,NYR,2011-10-22,Home,0,1,1,2,0,0,0,,,,22,17.2,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
6,W,19.95,7,EDM,VAN,2011-10-25,Home,1,1,2,0,1,0,0,,,,23,17.8,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
7,W,19.95,8,EDM,WSH,2011-10-27,Home,1,0,-1,0,0,1,0,,,,20,18.53,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
8,W,19.95,9,EDM,COL,2011-10-28,Away,0,0,0,0,0,0,0,,,,19,15.72,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
9,W,19.96,10,EDM,STL,2011-10-30,Home,0,1,1,0,0,0,0,,,,22,16.25,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
10,W,19.97,11,EDM,LAK,2011-11-03,Away,0,0,0,2,0,0,0,,,,22,17.9,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
11,L,19.98,12,EDM,PHX,2011-11-05,Away,0,0,-1,0,0,0,0,,,,21,16.78,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
12,W,19.98,13,EDM,MTL,2011-11-08,Away,0,0,-1,2,0,0,0,,,,19,14.08,,,,,2012.0,Taylor Hall,h/hallta02,185,201,L,L,1.0,2010.0
