,name,goals_ev,goals_pp,goals_sh,assists_ev,assists_pp,assists_sh
0,macenma01,0.0803399624115,0.00577449069657,0.00157451427679,0.103834525377,0.016991855279,0.00106728907363
1,staffdr01,0.158227960233,0.0635063958162,0.00442023619008,0.217844684887,0.0828061009146,0.00266300753938
2,rangepa01,0.0534307760032,0.0292676005731,0.00231750697985,0.157248030171,0.0746686883557,0.00539036354038
3,collije01,0.0483146747652,0.0107920748163,0.00172086981207,0.07418009331,0.00741181246885,0.00272765404626
4,fransco01,0.146566389653,0.0462223708288,0.00613164610257,0.205176938062,0.0676448288901,0.00662943387579
5,scevico01,0.114865234007,0.0158399560222,0.00641906774295,0.151145288643,0.0163063594698,0.00590265003156
6,fabbrro01,0.179383297351,0.0478839800207,0.00294219584091,0.251238170836,0.080453360107,0.0032128285027
7,brodzky01,0.107532453864,0.00937344437322,0.00716670673722,0.143873808874,0.00982715557295,0.00652378829216
8,richami02,0.173042304043,0.069117409843,0.00423360802711,0.228298371954,0.101443552509,0.00302736743004
9,jurcoto01,0.0922087960073,0.0153449357618,0.00328200414165,0.119016058078,0.0178837031973,0.00133776417194
10,molleos01,0.0703754471054,0.00444935949309,0.00140877521567,0.0918355447886,0.00792147605693,0.00145425952561
11,calvema01,0.110020292696,0.0201704971746,0.00463830941839,0.157543979452,0.0216590452589,0.00418152287381
12,oleksja01,0.0297107309326,0.00671901613461,0.0,0.0731028146133,0.0101930489844,0.00271935138438
13,kanebo01,0.0673119299189,0.000411369661151,0.0041611729114,0.0834137956805,0.00214088908093,0.00192905578334
14,pacioma01,0.197280531568,0.0605959236558,0.00730157975215,0.266563766786,0.106140173264,0.00900514694013
15,beechkr01,0.0861371844471,0.0170035017555,0.00144127893767,0.137757028426,0.0221718334762,0.003693039435
16,emingst01,0.0290995965118,0.00251229660798,0.000917545941325,0.108010011667,0.00527321470673,0.00623781119616
17,catenda01,0.0576453668096,0.0,0.00689405864584,0.0983376261715,0.0,0.000610042013985
18,radivbr01,0.0991784793394,0.00965098000376,0.00456573622774,0.130194873474,0.0060346811758,0.00310168533703
19,cumisky01,0.0904387285847,0.0158248205609,0.00202818824927,0.128969148645,0.00930721192555,0.00167453133881
