,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2007-08,TOR,24,1138,1011,53.0,0.8,839,783,51.7,-1.3,7.3,90.6,97.8,49.7,50.3
2,2008-09,TOR,25,986,964,50.6,-0.5,734,717,50.6,-1.4,10.5,88.1,98.6,52.6,47.4
3,2009-10,TOT,26,1271,1111,53.4,-1.2,958,834,53.5,-0.7,8.8,88.9,97.6,54.9,45.1
4,2009-10,TOR,26,927,737,55.7,1.6,695,536,56.5,2.8,8.3,88.3,96.6,54.8,45.2
5,2009-10,CGY,26,344,374,47.9,-7.6,263,298,46.9,-8.5,9.9,89.8,99.8,55.0,45.0
6,2010-11,CGY,27,934,846,52.5,0.8,691,607,53.2,1.9,8.8,89.9,98.7,52.9,47.1
7,2011-12,CGY,28,626,630,49.8,0.5,445,468,48.7,0.4,7.6,92.0,99.6,46.8,53.2
8,2012-13,CGY,29,530,566,48.4,1.0,386,416,48.1,0.9,13.0,89.5,102.,41.2,58.8
9,2013-14,CGY,30,892,970,47.9,1.8,672,685,49.5,2.4,7.9,88.8,96.6,39.0,61.0
10,2014-15,CGY,31,516,642,44.6,-0.6,377,463,44.9,-1.2,8.0,94.8,102.,34.0,66.0
11,2015-16,CGY,32,692,893,43.7,-6.0,509,617,45.2,-4.5,7.4,92.2,99.6,35.2,64.8
12,2016-17,CGY,33,261,235,52.6,3.7,194,164,54.2,6.6,6.7,95.3,102.,36.1,63.9
