,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2015-16,LAK,23,50,44,53.2,-9.3,34,33,50.7,-10.,14.3,88.5,102.,66.7,33.3
2,2016-17,LAK,24,145,155,48.3,-3.5,101,108,48.3,-5.1,7.6,97.3,104.,68.8,31.3
